station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2015-01-01 00:00:00, 0.0, -1.8, -7.8
2015-01-02 00:00:00, 0.0, 0.5, -4.1
2015-01-03 00:00:00, 1.0, 0.5, -2.2
2015-01-04 00:00:00, 45.2, -2.2, -6.0
2015-01-05 00:00:00, 27.8, 0.2, -4.9
2015-01-06 00:00:00, 1.0, 0.7, -0.4
2015-01-07 00:00:00, 0.0, 0.5, -1.4
2015-01-08 00:00:00, 0.0, 3.7, -1.6
2015-01-09 00:00:00, 2.0, 1.7, -1.0
2015-01-10 00:00:00, 0.0, 2.0, -0.4
2015-01-11 00:00:00, 0.2, 2.2, -0.3
2015-01-12 00:00:00, 0.0, 0.8, -2.8
2015-01-13 00:00:00, 0.0, 0.0, -4.2
2015-01-14 00:00:00, 0.0, 0.0, -4.0
2015-01-15 00:00:00, 19.4, 0.2, -5.0
2015-01-16 00:00:00, 5.6, 4.0, -0.3
2015-01-17 00:00:00, 7.6, 2.5, -0.4
2015-01-18 00:00:00, 32.4, 5.7, 0.1
2015-01-19 00:00:00, 0.0, 3.6, -0.5
2015-01-20 00:00:00, 0.0, 1.1, -2.8
2015-01-21 00:00:00, 1.2, 1.5, -3.3
2015-01-22 00:00:00, 7.8, 3.3, 0.1
2015-01-23 00:00:00, 39.0, 2.7, 0.9
2015-01-24 00:00:00, 8.0, 5.8, 1.5
2015-01-25 00:00:00, 0.0, 6.1, 1.7
2015-01-26 00:00:00, 0.0, 4.6, 0.3
2015-01-27 00:00:00, 0.0, 6.8, 1.6
2015-01-28 00:00:00, 0.0, 4.3, -1.7
2015-01-29 00:00:00, 0.0, 2.5, -1.9
2015-01-30 00:00:00, 0.0, 2.1, -2.7
2015-01-31 00:00:00, 1.2, 3.4, -2.4
2015-02-01 00:00:00, 9.8, 4.1, 0.2
2015-02-02 00:00:00, 4.0, 4.1, 1.1
2015-02-03 00:00:00, 0.0, 6.7, 2.6
2015-02-04 00:00:00, 1.2, 5.4, 0.0
2015-02-05 00:00:00, 61.6, 3.7, 1.2
2015-02-06 00:00:00, 84.4, 10.7, 3.6
2015-02-07 00:00:00, 23.8, 8.0, 6.1
2015-02-08 00:00:00, 10.0, 9.1, 5.6
2015-02-09 00:00:00, 12.2, 8.1, 4.9
2015-02-10 00:00:00, 0.8, 9.2, 4.3
2015-02-11 00:00:00, 0.0, 8.1, 3.1
2015-02-12 00:00:00, 7.0, 7.2, 4.8
2015-02-13 00:00:00, 20.0, 7.8, 5.4
2015-02-14 00:00:00, 0.0, 11.3, 3.0
2015-02-15 00:00:00, 0.0, 9.2, -0.6
2015-02-16 00:00:00, 0.0, 10.2, -0.6
2015-02-17 00:00:00, 0.0, 13.2, 0.1
2015-02-18 00:00:00, 0.0, 11.5, 0.0
2015-02-19 00:00:00, 0.0, 8.8, 4.1
2015-02-20 00:00:00, 0.0, 11.2, 1.5
2015-02-21 00:00:00, 0.0, 12.4, -1.8
2015-02-22 00:00:00, 0.0, 11.0, -3.1
2015-02-23 00:00:00, 0.0, 12.9, -2.4
