pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 10.24, 55.3, 21.8, 55.0, 1.0, 10.2, 10.2, 1.0, 0.0, None,2020-08-12 00:00:00, None, None,33
None, 9.24, 56.6, 21.8, 57.0, 2.0, 9.2, 9.1, 2.0, 0.0, None,2020-08-12 01:00:00, None, None,33
None, 7.914, 59.42, 21.8, 59.0, 1.0, 7.9, 7.8, 1.0, 0.0, None,2020-08-12 02:00:00, None, None,33
None, 8.21, 56.19, 21.8, 56.0, 0.0, 8.2, 7.7, 0.0, 0.0, None,2020-08-12 03:00:00, None, None,33
None, 6.393, 62.83, 21.8, 63.0, 0.0, 6.4, 6.3, 0.0, 0.0, None,2020-08-12 04:00:00, None, None,33
None, 5.447, 65.91, 21.8, 66.0, -1.0, 5.4, 5.4, -1.0, 0.0, None,2020-08-12 05:00:00, None, None,33
None, 4.676, 69.49, 21.8, 69.0, -1.0, 4.7, 4.5, -1.0, 0.0, None,2020-08-12 06:00:00, None, None,33
None, 4.828, 73.12, 5.0, 73.0, 0.0, 4.8, 4.4, 0.0, 0.0, None,2020-08-12 07:00:00, None, None,33
None, 5.658, 73.59, 5.7, 74.0, 2.0, 5.7, 4.4, 2.0, 0.0, None,2020-08-12 08:00:00, None, None,33
None, 10.22, 56.5, 10.4, 57.0, 2.0, 10.2, 4.4, 2.0, 0.0, None,2020-08-12 09:00:00, None, None,33
None, 13.91, 43.62, 13.7, 44.0, 3.0, 13.9, 4.4, 3.0, 0.0, None,2020-08-12 10:00:00, None, None,33
None, 16.81, 37.83, 16.8, 38.0, 2.0, 16.8, 4.4, 2.0, 0.1, None,2020-08-12 11:00:00, None, None,33
None, 19.73, 28.42, 19.8, 28.0, 0.0, 19.7, 4.4, 0.0, 0.4, None,2020-08-12 12:00:00, None, None,33
None, 21.12, 27.67, 21.0, 28.0, 2.0, 21.1, 4.4, 2.0, -0.3, None,2020-08-12 13:00:00, None, None,33
None, 21.6, 27.01, 22.0, 27.0, 2.0, 21.6, 4.4, 2.0, -0.1, None,2020-08-12 14:00:00, None, None,33
None, 22.57, 25.22, 22.8, 25.0, 1.0, 22.6, 4.4, 1.0, -0.1, None,2020-08-12 15:00:00, None, None,33
None, 22.83, 23.87, 23.0, 24.0, 1.0, 22.8, 4.4, 1.0, 0.0, None,2020-08-12 16:00:00, None, None,33
None, 22.45, 22.57, 23.3, 23.0, 0.0, 22.5, 4.4, 0.0, -0.5, None,2020-08-12 17:00:00, None, None,33
None, 22.18, 22.54, 23.3, 23.0, -1.0, 22.2, 4.4, -1.0, -0.5, None,2020-08-12 18:00:00, None, None,33
None, 19.69, 25.87, 22.2, 26.0, 0.0, 19.7, 19.9, 0.0, 0.0, None,2020-08-12 19:00:00, None, None,33
None, 18.94, 30.07, 22.2, 30.0, 1.0, 18.9, 18.8, 1.0, 0.0, None,2020-08-12 20:00:00, None, None,33
None, 17.48, 34.19, 22.2, 34.0, 1.0, 17.5, 17.6, 1.0, 0.0, None,2020-08-12 21:00:00, None, None,33
