CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 9.54, 17.65, None, None, None, 16.0, 21.8, 2.416, 0.666, -14.0, 2.4, 9.5, 9.3, 0.0, -14.0, None, 1.0, 15.2, None, None, 18.0, None,2020-08-12 00:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 8.92, 17.78, None, None, None, 5.9, 0.251, 0.263, 359.5, -14.0, 0.3, 8.9, 8.9, 0.0, -14.0, None, 360.0, 15.2, None, None, 18.0, None,2020-08-12 01:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 8.45, 17.85, None, None, None, 8.2, 0.207, 0.529, 359.3, -15.0, 0.5, 8.5, 8.5, 0.0, -15.0, None, 359.0, 15.2, None, None, 18.0, None,2020-08-12 02:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 6.248, 18.58, None, None, None, 10.1, 0.185, 0.426, 359.2, -16.0, 0.4, 6.2, 6.2, 0.0, -16.0, None, 359.0, 15.2, None, None, 19.0, None,2020-08-12 03:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 5.859, 18.69, None, None, None, 5.7, 0.248, 0.389, 359.2, -16.0, 0.4, 5.9, 5.7, 0.0, -16.0, None, 359.0, 15.2, None, None, 19.0, None,2020-08-12 04:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 5.66, 18.75, None, None, None, 8.1, 0.241, 0.467, 359.2, -16.0, 0.5, 5.7, 5.6, 0.0, -16.0, None, 359.0, 15.2, None, None, 19.0, None,2020-08-12 05:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 4.612, 19.07, None, None, None, 5.3, 0.133, 0.065, 358.9, -17.0, 0.1, 4.6, 4.6, 0.0, -17.0, None, 359.0, 15.2, None, None, 19.0, None,2020-08-12 06:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 4.678, 19.05, None, None, None, 8.9, 0.277, 0.531, 359.0, -17.0, 0.5, 4.7, 4.5, 0.0, -17.0, None, 359.0, 4.7, None, None, 19.0, None,2020-08-12 07:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 5.16, 18.9, None, None, None, 3.1, 0.138, 0.076, 359.1, -17.0, 0.1, 5.2, 4.5, 0.0, -17.0, None, 359.0, 5.2, None, None, 19.0, None,2020-08-12 08:00:00, -6999.0, None, -6999.0, -6999.0,33
None, 8.69, 17.84, None, None, None, 2.1, 0.136, 0.041, 359.1, -14.0, 0.0, 8.7, 4.5, 0.0, -14.0, None, 359.0, 8.7, None, None, 18.0, None,2020-08-12 09:00:00, -6999.0, None, -6999.0, -6999.0,33
