ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
0.0,0.0,0.0,2019-04-23, 0.0,17
0.0,0.0,0.0,2019-04-24, 0.0,17
0.0,0.0,0.0,2019-04-25, 0.0,17
0.0,0.0,0.0,2019-04-26, 0.0,17
0.0,0.0,0.0,2019-04-27, 0.0,17
0.0,0.0,0.0,2019-04-28, 0.0,17
0.0,0.0,0.0,2019-04-29, 0.0,17
