CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-7.935,91.6,2022-11-26 00:00:00,-9.0,48
-7.911,92.9,2022-11-26 01:00:00,-8.0,48
-6.613,93.5,2022-11-26 02:00:00,-7.0,48
-6.405,93.1,2022-11-26 03:00:00,-7.0,48
-6.097,93.7,2022-11-26 04:00:00,-7.0,48
-5.733,94.1,2022-11-26 05:00:00,-7.0,48
-4.784,94.6,2022-11-26 06:00:00,-5.0,48
-3.708,92.5,2022-11-26 07:00:00,-4.0,48
-4.088,93.0,2022-11-26 08:00:00,-5.0,48
-3.146,90.5,2022-11-26 09:00:00,-5.0,48
-2.48,91.0,2022-11-26 10:00:00,-4.0,48
-0.309,79.46,2022-11-26 11:00:00,-3.0,48
-1.083,84.6,2022-11-26 12:00:00,-3.0,48
-0.273,79.73,2022-11-26 13:00:00,-3.0,48
-0.707,82.1,2022-11-26 14:00:00,-3.0,48
-1.177,84.9,2022-11-26 15:00:00,-3.0,48
-0.783,82.6,2022-11-26 16:00:00,-3.0,48
-0.978,82.6,2022-11-26 17:00:00,-3.0,48
-1.134,83.4,2022-11-26 18:00:00,-3.0,48
-1.049,82.3,2022-11-26 19:00:00,-4.0,48
-1.469,84.1,2022-11-26 20:00:00,-3.0,48
-1.932,86.6,2022-11-26 21:00:00,-4.0,48
-2.48,88.6,2022-11-26 22:00:00,-4.0,48
-2.201,96.4,2022-11-27 00:00:00,-2.0,48
-3.22,95.5,2022-11-27 01:00:00,-4.0,48
-3.651,90.7,2022-11-27 02:00:00,-5.0,48
-3.961,89.7,2022-11-27 03:00:00,-5.0,48
-5.696,88.3,2022-11-27 04:00:00,-7.0,48
-8.94,90.2,2022-11-27 05:00:00,-10.0,48
-3.966,78.26,2022-11-27 11:00:00,-7.0,48
-4.435,82.7,2022-11-27 12:00:00,-7.0,48
-5.583,92.2,2022-11-27 13:00:00,-6.0,48
-5.369,91.7,2022-11-27 14:00:00,-7.0,48
-5.644,89.4,2022-11-27 15:00:00,-7.0,48
-5.951,86.3,2022-11-27 16:00:00,-8.0,48
-6.7,84.5,2022-11-27 17:00:00,-9.0,48
-8.69,77.54,2022-11-27 18:00:00,-11.0,48
-8.79,76.31,2022-11-27 19:00:00,-12.0,48
-9.46,76.2,2022-11-27 20:00:00,-12.0,48
-10.26,74.8,2022-11-27 21:00:00,-13.0,48
-10.48,70.47,2022-11-27 22:00:00,-14.0,48
-11.63,70.68,2022-11-27 23:00:00,-15.0,48
-12.33,71.18,2022-11-28 00:00:00,-16.0,48
-12.79,70.53,2022-11-28 01:00:00,-17.0,48
-12.93,70.99,2022-11-28 02:00:00,-17.0,48
-13.34,71.99,2022-11-28 03:00:00,-17.0,48
-13.4,72.67,2022-11-28 04:00:00,-17.0,48
-14.17,73.61,2022-11-28 05:00:00,-17.0,48
-14.81,73.62,2022-11-28 06:00:00,-18.0,48
-14.92,73.88,2022-11-28 07:00:00,-18.0,48
-15.18,74.58,2022-11-28 08:00:00,-18.0,48
-14.65,73.04,2022-11-28 09:00:00,-18.0,48
-14.31,69.89,2022-11-28 10:00:00,-18.0,48
-13.44,66.99,2022-11-28 11:00:00,-18.0,48
-12.98,63.65,2022-11-28 12:00:00,-18.0,48
-12.77,64.04,2022-11-28 13:00:00,-18.0,48
-12.76,62.07,2022-11-28 14:00:00,-18.0,48
-13.11,64.1,2022-11-28 15:00:00,-18.0,48
-14.3,69.15,2022-11-28 16:00:00,-18.0,48
-16.99,77.99,2022-11-28 17:00:00,-20.0,48
-19.82,81.5,2022-11-28 18:00:00,-22.0,48
-21.19,81.3,2022-11-28 19:00:00,-23.0,48
-23.26,79.76,2022-11-28 20:00:00,-25.0,48
-24.82,78.31,2022-11-28 21:00:00,-27.0,48
-26.67,76.54,2022-11-28 22:00:00,-29.0,48
-27.61,76.16,2022-11-28 23:00:00,-30.0,48
-27.71,76.08,2022-11-29 00:00:00,-30.0,48
-26.3,76.83,2022-11-29 01:00:00,-29.0,48
-26.54,76.45,2022-11-29 02:00:00,-29.0,48
-26.43,76.53,2022-11-29 03:00:00,-29.0,48
-27.04,76.22,2022-11-29 04:00:00,-30.0,48
-25.98,76.87,2022-11-29 05:00:00,-28.0,48
-25.12,77.51,2022-11-29 06:00:00,-27.0,48
-23.83,78.61,2022-11-29 07:00:00,-26.0,48
-20.04,82.0,2022-11-29 08:00:00,-22.0,48
-19.13,82.3,2022-11-29 09:00:00,-21.0,48
-17.75,83.0,2022-11-29 10:00:00,-20.0,48
-16.3,81.8,2022-11-29 11:00:00,-19.0,48
-15.8,78.19,2022-11-29 12:00:00,-19.0,48
-15.44,77.41,2022-11-29 13:00:00,-18.0,48
-15.19,78.81,2022-11-29 14:00:00,-18.0,48
-14.98,81.2,2022-11-29 15:00:00,-17.0,48
-15.2,85.1,2022-11-29 16:00:00,-17.0,48
-14.88,85.8,2022-11-29 17:00:00,-16.0,48
-14.8,85.8,2022-11-29 18:00:00,-17.0,48
-14.36,86.2,2022-11-29 19:00:00,-16.0,48
-14.12,86.3,2022-11-29 20:00:00,-16.0,48
-13.45,87.0,2022-11-29 21:00:00,-15.0,48
-13.48,86.9,2022-11-29 22:00:00,-15.0,48
-12.87,87.5,2022-11-29 23:00:00,-14.0,48
-12.28,88.0,2022-11-30 00:00:00,-13.0,48
-11.82,88.3,2022-11-30 01:00:00,-13.0,48
-11.26,88.8,2022-11-30 02:00:00,-13.0,48
-11.35,88.9,2022-11-30 03:00:00,-13.0,48
-10.56,89.5,2022-11-30 04:00:00,-12.0,48
-12.19,88.0,2022-11-30 05:00:00,-13.0,48
-11.8,88.4,2022-11-30 06:00:00,-13.0,48
-11.21,88.9,2022-11-30 07:00:00,-12.0,48
-11.52,88.4,2022-11-30 08:00:00,-13.0,48
-12.19,87.4,2022-11-30 09:00:00,-14.0,48
-12.78,85.3,2022-11-30 10:00:00,-15.0,48
-13.2,84.2,2022-11-30 11:00:00,-15.0,48
-13.52,75.7,2022-11-30 12:00:00,-16.0,48
-13.86,76.3,2022-11-30 13:00:00,-16.0,48
-14.45,74.1,2022-11-30 14:00:00,-18.0,48
-16.29,76.13,2022-11-30 15:00:00,-19.0,48
-17.27,78.39,2022-11-30 16:00:00,-20.0,48
-17.69,76.11,2022-11-30 17:00:00,-21.0,48
-18.49,76.57,2022-11-30 18:00:00,-21.0,48
-18.86,75.99,2022-11-30 19:00:00,-21.0,48
-19.75,75.18,2022-11-30 20:00:00,-23.0,48
-20.36,73.97,2022-11-30 21:00:00,-24.0,48
-21.09,73.34,2022-11-30 22:00:00,-24.0,48
-21.71,71.86,2022-11-30 23:00:00,-25.0,48
-22.88,71.38,2022-12-01 00:00:00,-26.0,48
-23.58,71.46,2022-12-01 01:00:00,-27.0,48
-24.09,71.69,2022-12-01 02:00:00,-28.0,48
-25.07,72.98,2022-12-01 03:00:00,-28.0,48
-27.39,77.1,2022-12-01 04:00:00,-30.0,48
-29.2,75.93,2022-12-01 05:00:00,-32.0,48
-30.22,74.53,2022-12-01 06:00:00,-33.0,48
-31.3,73.83,2022-12-01 07:00:00,-34.0,48
-32.23,73.04,2022-12-01 08:00:00,-35.0,48
-30.25,73.07,2022-12-01 09:00:00,-33.0,48
-25.43,72.48,2022-12-01 10:00:00,-29.0,48
-22.48,63.14,2022-12-01 11:00:00,-27.0,48
-20.34,58.86,2022-12-01 12:00:00,-26.0,48
-20.88,63.5,2022-12-01 13:00:00,-25.0,48
-20.43,64.93,2022-12-01 14:00:00,-25.0,48
-21.97,72.03,2022-12-01 15:00:00,-25.0,48
-24.48,77.11,2022-12-01 16:00:00,-27.0,48
-26.81,76.32,2022-12-01 17:00:00,-30.0,48
-29.07,74.65,2022-12-01 18:00:00,-32.0,48
-30.51,73.82,2022-12-01 19:00:00,-34.0,48
-31.68,73.28,2022-12-01 20:00:00,-35.0,48
-32.57,72.73,2022-12-01 21:00:00,-35.0,48
-33.36,71.9,2022-12-01 22:00:00,-36.0,48
-33.75,71.58,2022-12-01 23:00:00,-37.0,48
-34.13,71.39,2022-12-02 00:00:00,-37.0,48
-33.9,71.62,2022-12-02 01:00:00,-37.0,48
-33.22,72.37,2022-12-02 02:00:00,-36.0,48
-31.2,73.03,2022-12-02 03:00:00,-34.0,48
-31.19,72.56,2022-12-02 04:00:00,-34.0,48
-31.32,72.82,2022-12-02 05:00:00,-34.0,48
-30.16,72.95,2022-12-02 06:00:00,-33.0,48
-28.81,74.25,2022-12-02 07:00:00,-31.0,48
-27.32,74.69,2022-12-02 08:00:00,-30.0,48
-25.08,75.3,2022-12-02 09:00:00,-28.0,48
-22.85,73.57,2022-12-02 10:00:00,-26.0,48
