pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
3.1, -4.1, -4.076, 82.3, 0.0, None, -1.3, 82.0, -4.5,2022-11-26 00:00:00, None, -6.0,48
3.1, -3.7, -3.661, 80.5, 0.0, None, -1.3, 81.0, -4.5,2022-11-26 01:00:00, None, -6.0,48
3.1, -3.7, -3.656, 80.1, 0.0, None, -1.3, 80.0, -4.5,2022-11-26 02:00:00, None, -6.0,48
3.1, -3.9, -3.911, 79.55, 0.0, None, -1.3, 80.0, -4.5,2022-11-26 03:00:00, None, -6.0,48
3.1, -4.4, -4.404, 81.4, 0.0, None, -1.3, 81.0, -4.5,2022-11-26 04:00:00, None, -7.0,48
3.1, -4.6, -4.567, 84.5, 0.0, None, -1.3, 85.0, -4.6,2022-11-26 05:00:00, None, -7.0,48
3.1, -3.5, -3.456, 80.7, 0.0, None, -1.3, 81.0, -4.9,2022-11-26 06:00:00, None, -6.0,48
3.1, -3.2, -3.234, 80.2, 0.0, None, -3.2, 80.0, -3.9,2022-11-26 07:00:00, None, -6.0,48
3.1, -2.7, -2.702, 79.56, 0.0, None, -2.5, 80.0, -3.9,2022-11-26 08:00:00, None, -6.0,48
2.8, -2.0, -2.034, 76.54, 0.0, None, -2.1, 77.0, -3.9,2022-11-26 09:00:00, None, -5.0,48
2.8, -1.4, -1.35, 74.92, 0.0, None, -1.1, 75.0, -3.9,2022-11-26 10:00:00, None, -5.0,48
2.8, -0.3, -0.282, 70.73, 0.0, None, 0.1, 71.0, -3.9,2022-11-26 11:00:00, None, -4.0,48
2.4, -0.7, -0.747, 74.29, 0.0, None, 0.2, 74.0, -3.9,2022-11-26 12:00:00, None, -4.0,48
1.7, 0.1, 0.144, 71.3, 0.0, None, 0.2, 71.0, -3.9,2022-11-26 13:00:00, None, -4.0,48
1.2, -1.9, -1.938, 79.62, 0.0, None, 0.4, 80.0, -3.9,2022-11-26 14:00:00, None, -5.0,48
0.5, -3.7, -3.749, 93.9, 0.0, None, 0.4, 94.0, -3.9,2022-11-26 15:00:00, None, -4.0,48
0.0, -3.9, -3.911, 96.6, 0.1, None, 0.4, 97.0, -4.0,2022-11-26 16:00:00, None, -4.0,48
0.0, -4.2, -4.201, 99.4, 0.1, None, 0.4, 99.0, -4.3,2022-11-26 17:00:00, None, -4.0,48
0.0, -4.5, -4.524, 99.9, 0.1, None, 0.4, 100.0, -4.6,2022-11-26 18:00:00, None, -5.0,48
0.0, -5.3, -5.331, 99.4, 0.0, None, -4.5, 99.0, -5.4,2022-11-26 19:00:00, None, -5.0,48
0.0, -5.6, -5.573, 98.6, 0.0, None, -4.5, 99.0, -5.7,2022-11-26 20:00:00, None, -6.0,48
0.0, -5.3, -5.342, 99.2, 0.0, None, -4.5, 99.0, -5.7,2022-11-26 21:00:00, None, -5.0,48
0.0, -5.2, -5.187, 99.5, 0.0, None, -4.5, 100.0, -5.7,2022-11-26 22:00:00, None, -5.0,48
0.0, -5.1, -5.104, 99.7, 0.0, None, -4.5, 100.0, -5.7,2022-11-26 23:00:00, None, -5.0,48
0.0, -5.0, -5.024, 99.5, 0.0, None, -4.5, 100.0, -5.7,2022-11-27 00:00:00, None, -5.0,48
0.4, -5.1, -5.112, 99.4, 0.4, None, -4.5, 99.0, -5.7,2022-11-27 01:00:00, None, -5.0,48
2.2, -5.0, -4.977, 99.6, 1.8, None, -4.5, 100.0, -5.7,2022-11-27 02:00:00, None, -5.0,48
4.0, -5.1, -5.138, 99.2, 1.8, None, -4.5, 99.0, -5.7,2022-11-27 03:00:00, None, -5.0,48
4.9, -5.0, -5.021, 98.8, 0.9, None, -4.5, 99.0, -5.7,2022-11-27 04:00:00, None, -5.0,48
7.3, -6.2, -6.174, 94.5, 2.4, None, -4.5, 95.0, -6.2,2022-11-27 05:00:00, None, -7.0,48
7.7, -5.4, None, None, 0.4, None, -4.5, 79.0, -6.3,2022-11-27 06:00:00, None, -8.0,48
None, -5.4, -5.403, 86.4, 0.1, None, -5.1, 86.0, -6.2,2022-11-27 11:00:00, None, -7.0,48
None, -5.0, -4.993, 72.48, 0.0, None, -4.6, 72.0, -6.2,2022-11-27 12:00:00, None, -9.0,48
None, -5.0, -4.961, 69.77, 0.0, None, -4.6, 70.0, -6.2,2022-11-27 13:00:00, None, -9.0,48
None, -6.2, -6.154, 86.8, 0.2, None, -4.6, 87.0, -6.2,2022-11-27 14:00:00, None, -8.0,48
None, -6.0, -6.003, 83.0, 0.5, None, -4.6, 83.0, -6.4,2022-11-27 15:00:00, None, -8.0,48
None, -6.2, -6.194, 84.4, 0.0, None, -4.6, 84.0, -6.4,2022-11-27 16:00:00, None, -8.0,48
None, -7.5, -7.505, 85.4, 0.0, None, -4.6, 85.0, -7.5,2022-11-27 17:00:00, None, -9.0,48
None, -9.7, -9.68, 88.2, 0.0, None, -4.6, 88.0, -10.0,2022-11-27 18:00:00, None, -11.0,48
None, -8.2, -8.21, 83.9, 0.0, None, -7.9, 84.0, -9.8,2022-11-27 19:00:00, None, -10.0,48
None, -8.5, -8.48, 83.5, 0.0, None, -7.4, 84.0, -9.8,2022-11-27 20:00:00, None, -10.0,48
None, -7.9, -7.853, 94.7, 0.0, None, -7.4, 95.0, -9.8,2022-11-27 21:00:00, None, -8.0,48
None, -7.3, -7.329, 79.78, 0.0, None, -7.0, 80.0, -9.8,2022-11-27 22:00:00, None, -10.0,48
None, -7.3, -7.309, 80.3, 0.0, None, -7.0, 80.0, -9.8,2022-11-27 23:00:00, None, -10.0,48
None, -8.9, -8.91, 76.0, 0.0, None, -7.0, 76.0, -9.8,2022-11-28 00:00:00, None, -12.0,48
None, -10.4, -10.44, 74.8, 0.0, None, -7.0, 75.0, -10.4,2022-11-28 01:00:00, None, -14.0,48
None, -11.4, -11.38, 72.44, 0.0, None, -7.0, 72.0, -11.3,2022-11-28 02:00:00, None, -15.0,48
None, -11.9, -11.87, 69.78, 0.0, None, -7.0, 70.0, -12.0,2022-11-28 03:00:00, None, -16.0,48
None, -12.3, -12.25, 76.55, 0.0, None, -7.0, 77.0, -12.3,2022-11-28 04:00:00, None, -15.0,48
None, -13.8, -13.82, 73.42, 0.0, None, -7.0, 73.0, -13.8,2022-11-28 05:00:00, None, -17.0,48
None, -13.9, -13.93, 71.95, 0.0, None, -7.0, 72.0, -14.5,2022-11-28 06:00:00, None, -18.0,48
None, -14.2, -14.17, 71.96, 0.0, None, -13.9, 72.0, -14.6,2022-11-28 07:00:00, None, -18.0,48
None, -14.5, -14.48, 71.13, 0.0, None, -13.9, 71.0, -14.7,2022-11-28 08:00:00, None, -18.0,48
1.0, -14.0, -13.97, 68.64, 0.0, None, -13.8, 69.0, -14.7,2022-11-28 09:00:00, None, -18.0,48
0.7, -13.7, -13.67, 67.38, 0.0, None, -13.4, 67.0, -14.7,2022-11-28 10:00:00, None, -18.0,48
0.7, -13.6, -13.64, 68.41, 0.0, None, -13.4, 68.0, -14.7,2022-11-28 11:00:00, None, -18.0,48
0.7, -14.0, -13.96, 71.36, 0.0, None, -13.4, 71.0, -14.7,2022-11-28 12:00:00, None, -18.0,48
0.7, -13.7, -13.69, 68.15, 0.0, None, -13.4, 68.0, -14.7,2022-11-28 13:00:00, None, -18.0,48
0.5, -14.1, -14.07, 70.94, 0.0, None, -13.4, 71.0, -14.7,2022-11-28 14:00:00, None, -18.0,48
0.0, -14.2, -14.22, 72.31, 0.0, None, -13.4, 72.0, -14.7,2022-11-28 15:00:00, None, -17.0,48
0.0, -14.3, -14.33, 73.95, 0.0, None, -13.4, 74.0, -14.7,2022-11-28 16:00:00, None, -17.0,48
0.0, -14.4, -14.37, 73.21, 0.0, None, -13.4, 73.0, -14.7,2022-11-28 17:00:00, None, -18.0,48
0.0, -14.7, -14.71, 74.16, 0.0, None, -13.4, 74.0, -14.8,2022-11-28 18:00:00, None, -18.0,48
0.0, -14.8, -14.8, 74.04, 0.0, None, -14.5, 74.0, -14.9,2022-11-28 19:00:00, None, -18.0,48
0.0, -14.9, -14.92, 74.46, 0.0, None, -14.5, 74.0, -15.1,2022-11-28 20:00:00, None, -18.0,48
0.0, -15.0, -15.03, 74.25, 0.0, None, -14.5, 74.0, -15.1,2022-11-28 21:00:00, None, -18.0,48
0.0, -15.2, -15.21, 75.11, 0.0, None, -14.5, 75.0, -15.4,2022-11-28 22:00:00, None, -18.0,48
0.0, -15.5, -15.45, 75.92, 0.0, None, -14.5, 76.0, -15.7,2022-11-28 23:00:00, None, -18.0,48
0.0, -15.2, -15.2, 76.26, 0.0, None, -14.5, 76.0, -15.7,2022-11-29 00:00:00, None, -18.0,48
0.0, -15.4, -15.37, 77.03, 0.0, None, -14.5, 77.0, -15.7,2022-11-29 01:00:00, None, -18.0,48
0.0, -15.5, -15.49, 76.41, 0.0, None, -14.5, 76.0, -15.7,2022-11-29 02:00:00, None, -18.0,48
0.0, -15.6, -15.64, 76.0, 0.0, None, -14.5, 76.0, -15.7,2022-11-29 03:00:00, None, -19.0,48
0.0, -16.1, -16.06, 77.36, 0.0, None, -14.5, 77.0, -16.1,2022-11-29 04:00:00, None, -19.0,48
0.0, -16.1, -16.11, 78.22, 0.0, None, -14.5, 78.0, -16.2,2022-11-29 05:00:00, None, -19.0,48
0.0, -15.7, -15.74, 80.5, 0.0, None, -14.5, 81.0, -16.2,2022-11-29 06:00:00, None, -18.0,48
0.0, -15.2, -15.24, 82.4, 0.0, None, -15.1, 82.0, -15.8,2022-11-29 07:00:00, None, -17.0,48
0.0, -15.0, -14.99, 83.0, 0.0, None, -14.9, 83.0, -15.8,2022-11-29 08:00:00, None, -17.0,48
0.0, -14.4, -14.35, 78.56, 0.0, None, -14.2, 79.0, -15.8,2022-11-29 09:00:00, None, -17.0,48
0.0, -14.3, -14.33, 80.3, 0.0, None, -14.0, 80.0, -15.8,2022-11-29 10:00:00, None, -16.0,48
0.0, -14.2, -14.18, 85.5, 0.0, None, -14.0, 86.0, -15.8,2022-11-29 11:00:00, None, -16.0,48
0.0, -13.8, -13.78, 82.8, 0.0, None, -13.7, 83.0, -15.8,2022-11-29 12:00:00, None, -16.0,48
0.0, -13.5, -13.45, 83.9, 0.1, None, -13.3, 84.0, -15.8,2022-11-29 13:00:00, None, -16.0,48
0.0, -13.5, -13.5, 87.9, 0.1, None, -13.3, 88.0, -15.8,2022-11-29 14:00:00, None, -15.0,48
0.2, -13.4, -13.4, 86.7, 0.2, None, -13.2, 87.0, -15.8,2022-11-29 15:00:00, None, -15.0,48
0.5, -13.4, -13.38, 88.1, 0.3, None, -13.2, 88.0, -15.8,2022-11-29 16:00:00, None, -15.0,48
1.0, -13.3, -13.34, 87.9, 0.5, None, -13.2, 88.0, -15.8,2022-11-29 17:00:00, None, -15.0,48
1.8, -13.2, -13.18, 88.2, 0.8, None, -13.1, 88.0, -15.8,2022-11-29 18:00:00, None, -15.0,48
3.8, -12.8, -12.8, 88.7, 2.0, None, -12.8, 89.0, -13.3,2022-11-29 19:00:00, None, -14.0,48
6.4, -12.3, -12.27, 89.3, 2.6, None, -12.3, 89.0, -13.3,2022-11-29 20:00:00, None, -13.0,48
8.0, -11.7, -11.7, 87.7, 1.6, None, -11.6, 88.0, -13.3,2022-11-29 21:00:00, None, -13.0,48
9.4, -11.7, -11.67, 86.7, 1.4, None, -11.4, 87.0, -13.3,2022-11-29 22:00:00, None, -13.0,48
11.4, -11.5, -11.51, 89.3, 2.0, None, -11.2, 89.0, -13.3,2022-11-29 23:00:00, None, -13.0,48
13.0, -11.1, -11.05, 90.5, 1.6, None, -11.1, 91.0, -13.3,2022-11-30 00:00:00, None, -12.0,48
13.7, -10.8, -10.8, 90.8, 0.7, None, -10.7, 91.0, -13.3,2022-11-30 01:00:00, None, -12.0,48
14.0, -10.8, -10.76, 90.6, 0.3, None, -10.5, 91.0, -13.3,2022-11-30 02:00:00, None, -12.0,48
14.2, -10.3, -10.31, 91.3, 0.2, None, -10.0, 91.0, -13.3,2022-11-30 03:00:00, None, -11.0,48
15.1, -9.9, -9.86, 92.4, 0.9, None, -9.7, 92.0, -13.3,2022-11-30 04:00:00, None, -11.0,48
16.2, -9.8, -9.79, 92.0, 1.1, None, -9.6, 92.0, -13.3,2022-11-30 05:00:00, None, -11.0,48
16.5, -9.0, -8.96, 92.6, 0.3, None, -8.8, 93.0, -13.3,2022-11-30 06:00:00, None, -10.0,48
16.5, -9.0, -8.95, 92.7, 0.0, None, -8.8, 93.0, -9.2,2022-11-30 07:00:00, None, -10.0,48
16.5, -8.6, -8.62, 93.0, 0.0, None, -8.7, 93.0, -9.2,2022-11-30 08:00:00, None, -9.0,48
17.1, -8.4, -8.41, 93.1, 0.6, None, -8.2, 93.0, -9.2,2022-11-30 09:00:00, None, -9.0,48
17.4, -7.4, -7.371, 93.8, 0.3, None, -7.4, 94.0, -9.2,2022-11-30 10:00:00, None, -8.0,48
17.4, -7.0, -7.001, 92.9, 0.1, None, -7.0, 93.0, -9.2,2022-11-30 11:00:00, None, -8.0,48
17.4, -6.8, -6.819, 93.9, 0.0, None, -6.6, 94.0, -9.2,2022-11-30 12:00:00, None, -8.0,48
17.4, -6.3, -6.344, 94.4, 0.0, None, -6.4, 94.0, -9.2,2022-11-30 13:00:00, None, -7.0,48
17.4, -6.2, -6.191, 95.0, 0.0, None, -6.1, 95.0, -9.2,2022-11-30 14:00:00, None, -7.0,48
17.2, -6.2, -6.222, 95.6, 0.0, None, -5.9, 96.0, -9.2,2022-11-30 15:00:00, None, -7.0,48
16.9, -7.1, -7.085, 94.3, 0.0, None, -5.9, 94.0, -9.2,2022-11-30 16:00:00, None, -8.0,48
16.4, -8.3, -8.32, 94.3, 0.0, None, -5.9, 94.0, -9.3,2022-11-30 17:00:00, None, -9.0,48
15.6, -7.9, -7.937, 94.0, 0.0, None, -5.9, 94.0, -9.3,2022-11-30 18:00:00, None, -8.0,48
13.6, -7.8, -7.796, 94.1, 0.0, None, -7.7, 94.0, -8.0,2022-11-30 19:00:00, None, -9.0,48
11.0, -7.7, -7.699, 94.5, 0.0, None, -7.6, 95.0, -8.0,2022-11-30 20:00:00, None, -8.0,48
9.4, -9.0, -8.95, 91.6, 0.0, None, -7.6, 92.0, -8.9,2022-11-30 21:00:00, None, -10.0,48
8.0, -11.1, -11.06, 90.4, 0.0, None, -7.6, 90.0, -11.2,2022-11-30 22:00:00, None, -12.0,48
6.0, -12.8, -12.84, 88.6, 0.0, None, -7.6, 89.0, -12.9,2022-11-30 23:00:00, None, -14.0,48
4.4, -13.6, -13.61, 87.7, 0.0, None, -7.6, 88.0, -13.7,2022-12-01 00:00:00, None, -15.0,48
3.7, -15.2, -15.18, 85.9, 0.1, None, -7.6, 86.0, -15.2,2022-12-01 01:00:00, None, -17.0,48
3.4, -16.5, -16.5, 83.3, 0.1, None, -7.6, 83.0, -16.6,2022-12-01 02:00:00, None, -18.0,48
3.2, -17.6, -17.59, 76.91, 0.1, None, -7.6, 77.0, -17.6,2022-12-01 03:00:00, None, -20.0,48
2.3, -17.9, -17.86, 76.58, 0.0, None, -7.6, 77.0, -17.9,2022-12-01 04:00:00, None, -21.0,48
1.2, -18.6, -18.6, 77.97, 0.0, None, -7.6, 78.0, -18.6,2022-12-01 05:00:00, None, -21.0,48
0.9, -18.6, -18.56, 78.73, 0.0, None, -7.6, 79.0, -18.6,2022-12-01 06:00:00, None, -21.0,48
0.9, -18.8, -18.83, 79.95, 0.0, None, -18.5, 80.0, -19.0,2022-12-01 07:00:00, None, -21.0,48
0.9, -19.2, -19.19, 77.74, 0.0, None, -18.5, 78.0, -19.3,2022-12-01 08:00:00, None, -22.0,48
0.3, -19.4, -19.37, 76.78, 0.0, None, -18.5, 77.0, -19.5,2022-12-01 09:00:00, None, -22.0,48
0.0, -18.8, -18.82, 77.1, 0.0, None, -18.5, 77.0, -19.5,2022-12-01 10:00:00, None, -22.0,48
