pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
1.5, -2.783, 90.4, 0.6, None, 22.6, 3.22, 129.2, -4.0, None, -2.8, -3.0, -4.0, 0.0, None, None, 90.0,2022-11-26 00:00:00, None,48
1.5, -2.636, 90.2, 0.6, None, 56.34, 2.059, 169.8, -4.0, None, -2.6, -3.6, -4.0, 0.0, None, None, 90.0,2022-11-26 01:00:00, None,48
1.5, -2.672, 85.7, 0.6, None, 17.77, 5.03, 124.9, -4.0, None, -2.7, -3.6, -4.0, 0.0, None, None, 86.0,2022-11-26 02:00:00, None,48
1.5, -3.857, 90.2, 0.6, None, 50.17, 2.791, 152.4, -5.0, None, -3.9, -4.3, -5.0, 0.0, None, None, 90.0,2022-11-26 03:00:00, None,48
1.5, -3.794, 90.4, 0.6, None, 25.41, 5.343, 120.7, -5.0, None, -3.8, -4.6, -5.0, 0.0, None, None, 90.0,2022-11-26 04:00:00, None,48
1.5, -3.998, 89.0, 0.6, None, 51.59, 4.565, 114.7, -5.0, None, -4.0, -4.6, -5.0, 0.0, None, None, 89.0,2022-11-26 05:00:00, None,48
1.5, -4.584, 92.6, 0.6, None, 65.37, 1.313, 263.7, -5.0, None, -4.6, -4.8, -5.0, 0.0, None, None, 93.0,2022-11-26 06:00:00, None,48
1.5, -4.151, 93.2, -4.1, None, 62.79, 1.316, 235.7, -5.0, None, -4.2, -4.9, -5.0, 0.0, None, None, 93.0,2022-11-26 07:00:00, None,48
1.5, -1.808, 80.4, -1.3, None, 16.14, 10.07, 115.4, -5.0, None, -1.8, -4.9, -5.0, 0.0, None, None, 80.0,2022-11-26 08:00:00, None,48
1.5, -1.017, 80.3, -1.1, None, 20.4, 11.52, 112.5, -3.0, None, -1.0, -4.9, -3.0, 0.0, None, None, 80.0,2022-11-26 09:00:00, None,48
1.5, 0.618, 75.72, 0.7, None, 18.55, 10.6, 109.8, -3.0, None, 0.6, -4.9, -3.0, 0.0, None, None, 76.0,2022-11-26 10:00:00, None,48
1.5, 1.373, 73.75, 1.4, None, 22.2, 9.66, 110.4, -2.0, None, 1.4, -4.9, -2.0, 0.0, None, None, 74.0,2022-11-26 11:00:00, None,48
1.5, 1.313, 76.82, 1.5, None, 13.9, 10.28, 108.6, -2.0, None, 1.3, -4.9, -2.0, 0.0, None, None, 77.0,2022-11-26 12:00:00, None,48
1.2, 2.055, 71.31, 2.1, None, 19.67, 10.32, 111.5, -3.0, None, 2.1, -4.9, -3.0, 0.0, None, None, 71.0,2022-11-26 13:00:00, None,48
0.8, 2.202, 70.99, 2.4, None, 21.67, 8.67, 108.0, -2.0, None, 2.2, -4.9, -2.0, 0.0, None, None, 71.0,2022-11-26 14:00:00, None,48
0.8, 2.583, 71.9, 2.7, None, 24.6, 8.28, 105.1, -2.0, None, 2.6, -4.9, -2.0, 0.0, None, None, 72.0,2022-11-26 15:00:00, None,48
0.2, 2.218, 73.79, 2.7, None, 29.01, 6.968, 95.1, -2.0, None, 2.2, -4.9, -2.0, 0.0, None, None, 74.0,2022-11-26 16:00:00, None,48
0.0, 1.529, 80.6, 2.7, None, 20.2, 9.48, 107.1, -1.0, None, 1.5, -4.9, -1.0, 0.0, None, None, 81.0,2022-11-26 17:00:00, None,48
0.0, 2.082, 75.26, 2.7, None, 18.21, 11.51, 105.0, -2.0, None, 2.1, -4.9, -2.0, 0.0, None, None, 75.0,2022-11-26 18:00:00, None,48
0.0, 2.265, 73.35, 2.5, None, 22.7, 12.76, 110.1, -2.0, None, 2.3, 2.1, -2.0, 0.0, None, None, 73.0,2022-11-26 19:00:00, None,48
0.0, 2.313, 72.51, 2.5, None, 17.07, 10.51, 110.7, -2.0, None, 2.3, 1.8, -2.0, 0.0, None, None, 73.0,2022-11-26 20:00:00, None,48
0.0, 2.106, 70.8, 2.5, None, 18.3, 12.86, 107.3, -2.0, None, 2.1, 1.8, -2.0, 0.0, None, None, 71.0,2022-11-26 21:00:00, None,48
0.0, 2.583, 68.13, 3.0, None, 21.5, 15.73, 105.9, -3.0, None, 2.6, 1.8, -3.0, 0.0, None, None, 68.0,2022-11-26 22:00:00, None,48
0.0, 2.082, 79.04, 3.0, None, 46.28, 7.547, 84.7, -2.0, None, 2.1, 1.8, -2.0, 0.0, None, None, 79.0,2022-11-26 23:00:00, None,48
0.0, 1.51, 84.9, 3.0, None, 32.65, 8.84, 99.1, -1.0, None, 1.5, 1.4, -1.0, 0.1, None, None, 85.0,2022-11-27 00:00:00, None,48
0.7, 1.044, 91.0, 3.0, None, 28.78, 7.841, 111.8, -1.0, None, 1.0, 0.9, -1.0, 0.7, None, None, 91.0,2022-11-27 01:00:00, None,48
1.3, 0.756, 94.9, 3.0, None, 66.81, 3.215, 42.36, 0.0, None, 0.8, 0.5, 0.0, 0.6, None, None, 95.0,2022-11-27 02:00:00, None,48
1.6, 0.722, 94.0, 3.0, None, 39.57, 4.816, 120.3, 0.0, None, 0.7, 0.5, 0.0, 0.3, None, None, 94.0,2022-11-27 03:00:00, None,48
3.0, -3.871, 95.5, 3.0, None, 65.52, 7.576, 33.18, -4.0, None, -3.9, -3.8, -4.0, 1.4, None, None, 96.0,2022-11-27 04:00:00, None,48
4.2, -3.997, 95.5, 3.0, None, 30.5, 7.703, 62.41, -4.0, None, -4.0, -4.2, -4.0, 1.2, None, None, 96.0,2022-11-27 05:00:00, None,48
4.4, None, None, 3.0, None, None, None, None, -4.0, None, -3.9, -4.2, None, 0.2, None, None, 96.0,2022-11-27 06:00:00, None,48
None, -4.633, 93.1, -3.7, None, 48.06, 3.981, 208.7, -5.0, None, -4.6, -4.6, -5.0, 0.2, None, None, 93.0,2022-11-27 11:00:00, None,48
5.9, -4.363, 93.9, -3.7, None, 50.43, 3.551, 195.4, -5.0, None, -4.4, -4.6, -5.0, 0.4, None, None, 94.0,2022-11-27 12:00:00, None,48
6.3, -4.327, 90.2, -3.7, None, 60.82, 3.159, 252.7, -5.0, None, -4.3, -4.7, -5.0, 0.4, None, None, 90.0,2022-11-27 13:00:00, None,48
6.3, -3.929, 90.7, -3.7, None, 34.07, 3.539, 110.2, -5.0, None, -3.9, -4.7, -5.0, 0.1, None, None, 91.0,2022-11-27 14:00:00, None,48
6.3, -4.287, 92.4, -3.5, None, 62.74, 2.583, 102.6, -5.0, None, -4.3, -4.7, -5.0, 0.0, None, None, 92.0,2022-11-27 15:00:00, None,48
6.3, -5.23, 92.7, -3.5, None, 51.11, 1.018, 160.4, -6.0, None, -5.2, -5.3, -6.0, 0.0, None, None, 93.0,2022-11-27 16:00:00, None,48
6.3, -4.836, 90.9, -3.5, None, 38.43, 3.441, 154.2, -6.0, None, -4.8, -5.8, -6.0, 0.0, None, None, 91.0,2022-11-27 17:00:00, None,48
6.3, -4.814, 86.9, -3.5, None, 33.83, 4.032, 140.1, -6.0, None, -4.8, -5.8, -6.0, 0.0, None, None, 87.0,2022-11-27 18:00:00, None,48
6.3, -5.474, 86.4, -4.5, None, 36.43, 4.115, 137.3, -7.0, None, -5.5, -5.2, -7.0, 0.0, None, None, 86.0,2022-11-27 19:00:00, None,48
6.3, -7.561, 90.8, -4.5, None, 49.59, 1.903, 240.8, -9.0, None, -7.6, -7.7, -9.0, 0.0, None, None, 91.0,2022-11-27 20:00:00, None,48
6.3, -6.825, 91.3, -4.5, None, 47.42, 0.786, 245.1, -8.0, None, -6.8, -7.7, -8.0, 0.0, None, None, 91.0,2022-11-27 21:00:00, None,48
6.3, -6.956, 91.4, -4.5, None, 56.4, 1.325, 175.6, -8.0, None, -7.0, -7.7, -8.0, 0.0, None, None, 91.0,2022-11-27 22:00:00, None,48
6.3, -6.973, 91.2, -4.5, None, 75.0, 0.564, 194.0, -8.0, None, -7.0, -7.7, -8.0, 0.1, None, None, 91.0,2022-11-27 23:00:00, None,48
6.3, -7.846, 91.4, -4.5, None, 53.45, 3.053, 272.5, -9.0, None, -7.8, -8.0, -9.0, 0.1, None, None, 91.0,2022-11-28 00:00:00, None,48
5.6, -8.51, 84.0, -4.5, None, 56.85, 5.561, 44.99, -11.0, None, -8.5, -8.7, -11.0, 0.0, None, None, 84.0,2022-11-28 01:00:00, None,48
5.0, -9.78, 81.7, -4.5, None, 29.55, 6.375, 63.42, -12.0, None, -9.8, -9.9, -12.0, 0.0, None, None, 82.0,2022-11-28 02:00:00, None,48
4.7, -10.62, 82.9, -4.5, None, 64.55, 2.19, 76.39, -13.0, None, -10.6, -10.7, -13.0, 0.0, None, None, 83.0,2022-11-28 03:00:00, None,48
3.3, -11.69, 81.4, -4.5, None, 52.84, 2.001, 224.2, -14.0, None, -11.7, -11.5, -14.0, 0.0, None, None, 81.0,2022-11-28 04:00:00, None,48
2.1, -12.29, 83.2, -4.5, None, 42.95, 1.932, 221.8, -15.0, None, -12.3, -12.3, -15.0, 0.0, None, None, 83.0,2022-11-28 05:00:00, None,48
1.9, -13.13, 83.8, -4.5, None, 52.88, 2.806, 168.9, -15.0, None, -13.1, -13.5, -15.0, 0.0, None, None, 84.0,2022-11-28 06:00:00, None,48
1.9, -13.31, 80.8, -12.4, None, 49.73, 4.365, 246.5, -15.0, None, -13.3, -13.4, -15.0, 0.0, None, None, 81.0,2022-11-28 07:00:00, None,48
1.6, -12.86, 76.91, -12.4, None, 50.6, 4.822, 274.1, -15.0, None, -12.9, -13.4, -15.0, 0.0, None, None, 77.0,2022-11-28 08:00:00, None,48
