air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
-2.8, -2.846, 97.0, -0.5, 97.0, -2.9,2022-11-26 00:00:00, -3.0,48
-2.9, -2.906, 96.9, -0.5, 97.0, -3.0,2022-11-26 01:00:00, -3.0,48
-3.3, -3.314, 96.6, -0.5, 97.0, -3.2,2022-11-26 02:00:00, -4.0,48
-3.4, -3.437, 96.4, -0.5, 96.0, -3.5,2022-11-26 03:00:00, -4.0,48
-3.5, -3.532, 96.4, -0.5, 96.0, -3.6,2022-11-26 04:00:00, -4.0,48
-3.5, -3.489, 96.8, -0.5, 97.0, -3.9,2022-11-26 05:00:00, -4.0,48
-3.5, -3.508, 96.7, -0.5, 97.0, -4.0,2022-11-26 06:00:00, -4.0,48
-2.1, -2.148, 95.9, -2.2, 96.0, -3.8,2022-11-26 07:00:00, -3.0,48
-0.6, -0.55, 81.2, 0.0, 81.0, -3.8,2022-11-26 08:00:00, -3.0,48
0.3, 0.313, 77.35, 0.5, 77.0, -3.8,2022-11-26 09:00:00, -3.0,48
1.6, 1.584, 69.76, 1.7, 70.0, -3.8,2022-11-26 10:00:00, -3.0,48
1.9, 1.899, 73.99, 2.1, 74.0, -3.8,2022-11-26 11:00:00, -3.0,48
2.4, 2.431, 69.61, 2.6, 70.0, -3.8,2022-11-26 12:00:00, -3.0,48
2.8, 2.778, 69.7, 3.1, 70.0, -3.8,2022-11-26 13:00:00, -2.0,48
3.1, 3.1, 65.39, 3.5, 65.0, -3.8,2022-11-26 14:00:00, -2.0,48
3.1, 3.097, 68.48, 3.5, 68.0, -3.8,2022-11-26 15:00:00, -3.0,48
3.2, 3.194, 63.3, 3.5, 63.0, -3.8,2022-11-26 16:00:00, -3.0,48
2.5, 2.453, 72.44, 3.5, 72.0, -3.8,2022-11-26 17:00:00, -2.0,48
3.1, 3.103, 66.92, 3.5, 67.0, -3.8,2022-11-26 18:00:00, -3.0,48
3.4, 3.417, 63.02, 3.7, 63.0, 3.0,2022-11-26 19:00:00, -3.0,48
3.0, 2.969, 66.83, 3.7, 67.0, 2.7,2022-11-26 20:00:00, -2.0,48
3.2, 3.246, 61.58, 3.7, 62.0, 2.4,2022-11-26 21:00:00, -3.0,48
3.2, 3.241, 65.01, 3.7, 65.0, 2.4,2022-11-26 22:00:00, -3.0,48
2.7, 2.728, 73.35, 3.7, 73.0, 2.4,2022-11-26 23:00:00, -1.0,48
2.0, 2.006, 80.7, 3.7, 81.0, 1.9,2022-11-27 00:00:00, -1.0,48
0.7, 0.715, 92.7, 3.7, 93.0, 0.6,2022-11-27 01:00:00, -1.0,48
0.5, 0.522, 95.4, 3.7, 95.0, 0.1,2022-11-27 02:00:00, 0.0,48
-2.2, -2.177, 96.5, 3.7, 97.0, -2.1,2022-11-27 03:00:00, -2.0,48
-3.7, -3.736, 96.5, 3.7, 97.0, -3.8,2022-11-27 04:00:00, -4.0,48
-3.6, -3.593, 96.6, 3.7, 97.0, -3.8,2022-11-27 05:00:00, -4.0,48
-3.6, None, None, 3.7, 97.0, -3.8,2022-11-27 06:00:00, -4.0,48
-4.4, -4.378, 95.5, -3.4, 96.0, -4.4,2022-11-27 11:00:00, -5.0,48
-3.6, -3.568, 96.4, -3.4, 96.0, -4.7,2022-11-27 12:00:00, -4.0,48
-3.0, -3.049, 94.5, -2.8, 95.0, -4.7,2022-11-27 13:00:00, -4.0,48
-3.9, -3.88, 94.1, -2.6, 94.0, -4.7,2022-11-27 14:00:00, -5.0,48
-4.3, -4.326, 94.2, -2.6, 94.0, -4.7,2022-11-27 15:00:00, -5.0,48
-5.2, -5.247, 94.4, -2.6, 94.0, -5.3,2022-11-27 16:00:00, -6.0,48
-6.1, -6.118, 92.8, -2.6, 93.0, -6.0,2022-11-27 17:00:00, -7.0,48
