air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
-0.8, -0.829, -2.1, 0.0, 0.0, -0.5, 104.97,2022-11-26 00:00:00, 105.0, -50.0, 399.0,48
-0.9, -0.866, -2.1, 0.0, 0.0, -0.5, 105.01,2022-11-26 01:00:00, 105.0, -50.0, 400.0,48
-0.8, -0.765, -2.1, 0.0, 0.0, -0.5, 104.8,2022-11-26 02:00:00, 105.0, -50.0, 400.0,48
-0.9, -0.923, -2.1, 0.0, 2.0, -0.5, 106.76,2022-11-26 03:00:00, 107.0, -50.0, 400.0,48
-0.9, -0.921, -2.1, 0.0, -1.0, -0.5, 106.24,2022-11-26 04:00:00, 106.0, -50.0, 401.0,48
-1.1, -1.136, -2.1, 0.0, 0.0, -0.5, 106.48,2022-11-26 05:00:00, 106.0, -50.0, 400.0,48
-1.3, -1.267, -2.1, 0.0, 1.0, -0.5, 107.01,2022-11-26 06:00:00, 107.0, -50.0, 400.0,48
-1.4, -1.351, -1.4, 0.0, -3.0, -1.2, 104.26,2022-11-26 07:00:00, 104.0, -50.0, 400.0,48
-1.5, -1.528, -1.6, 0.0, 0.0, -1.2, 104.24,2022-11-26 08:00:00, 104.0, -50.0, 399.0,48
-1.5, -1.472, -1.6, 0.0, 7.0, -1.2, 110.85,2022-11-26 09:00:00, 111.0, -50.0, 399.0,48
-1.4, -1.369, -1.6, 0.0, 9.0, -1.2, 119.58,2022-11-26 10:00:00, 120.0, -50.0, 400.0,48
-1.2, -1.229, -1.6, 0.0, 8.0, -1.2, 127.75,2022-11-26 11:00:00, 128.0, -50.0, 400.0,48
-1.1, -1.127, -1.6, 0.0, 6.0, -1.1, 133.61,2022-11-26 12:00:00, 134.0, -50.0, 401.0,48
-1.3, -1.285, -1.6, 0.0, 2.0, -1.1, 135.25,2022-11-26 13:00:00, 135.0, -50.0, 401.0,48
-1.1, -1.099, -1.6, 0.0, 6.0, -1.1, 141.66,2022-11-26 14:00:00, 142.0, -50.0, 401.0,48
-1.0, -0.978, -1.6, 0.0, 3.0, -1.0, 144.2,2022-11-26 15:00:00, 144.0, -50.0, 401.0,48
-1.3, -1.34, -1.6, 0.0, 2.0, -1.0, 145.74,2022-11-26 16:00:00, 146.0, -50.0, 401.0,48
-2.9, -2.892, -3.0, 0.0, 3.0, -1.0, 148.83,2022-11-26 17:00:00, 149.0, -51.0, 399.0,48
-3.8, -3.822, -3.8, 0.0, -3.0, -1.0, 145.7,2022-11-26 18:00:00, 146.0, -52.0, 396.0,48
-4.7, -4.68, -4.7, 0.0, 1.0, -3.8, 146.27,2022-11-26 19:00:00, 146.0, -52.0, 394.0,48
-5.3, -5.268, -5.3, 0.0, 0.0, -3.8, 146.37,2022-11-26 20:00:00, 146.0, -53.0, 393.0,48
-5.6, -5.601, -5.6, 0.0, -1.0, -3.8, 145.18,2022-11-26 21:00:00, 145.0, -53.0, 392.0,48
-5.6, -5.554, -5.8, 0.0, 3.0, -3.8, 148.54,2022-11-26 22:00:00, 149.0, -53.0, 391.0,48
-5.7, -5.724, -5.8, 0.0, 2.0, -3.8, 150.36,2022-11-26 23:00:00, 150.0, -53.0, 391.0,48
-6.0, -6.01, -6.0, 0.0, -4.0, -3.8, 146.43,2022-11-27 00:00:00, 146.0, -53.0, 391.0,48
-6.0, -5.992, -6.0, 0.0, 4.0, -3.8, 150.17,2022-11-27 01:00:00, 150.0, -53.0, 391.0,48
-6.2, -6.195, -6.3, 0.0, -1.0, -3.8, 149.08,2022-11-27 02:00:00, 149.0, -53.0, 391.0,48
-5.9, -5.867, -6.3, 0.0, -1.0, -3.8, 148.37,2022-11-27 03:00:00, 148.0, -53.0, 391.0,48
-5.9, -5.916, -6.3, 0.0, -2.0, -3.8, 145.97,2022-11-27 04:00:00, 146.0, -53.0, 391.0,48
-5.8, -5.821, -6.3, 0.0, 1.0, -3.8, 147.32,2022-11-27 05:00:00, 147.0, -53.0, 391.0,48
-6.0, None, -6.3, 0.0, 1.0, -3.8, None,2022-11-27 06:00:00, 148.0, -53.0, 391.0,48
-6.0, None, -6.1, 0.0, -1.0, -5.9, None,2022-11-27 07:00:00, 147.0, -53.0, 391.0,48
-5.0, -5.023, -6.1, 0.0, -1.0, -4.7, 149.88,2022-11-27 11:00:00, 150.0, -53.0, 393.0,48
-4.9, -4.852, -6.1, 0.0, -3.0, -4.6, 146.76,2022-11-27 12:00:00, 147.0, -53.0, 395.0,48
-4.3, -4.342, -6.1, 0.0, 0.0, -4.0, 146.42,2022-11-27 13:00:00, 146.0, -52.0, 399.0,48
-6.0, -6.021, -6.1, 0.0, 0.0, -4.0, 145.96,2022-11-27 14:00:00, 146.0, -53.0, 400.0,48
