pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
13.0, 2.004, 97.7, 2.3, None, 0.385, 0.513, 204.1, 2.0, None, 2.0, 1.7, 1010.7, 1.0, 2.0, 996.0, None, 0.0, 98.0,2022-11-26 00:00:00, 5.0, 4.644, 996.0,48
15.0, 1.911, 97.9, 2.3, None, 0.244, 0.195, 204.1, 2.0, None, 1.9, 1.7, 1009.7, 2.0, 2.0, 995.0, None, 1.0, 98.0,2022-11-26 01:00:00, 5.0, 5.014, 995.0,48
16.0, 2.466, 97.6, 2.7, None, 72.3, 1.343, 193.1, 2.0, None, 2.5, 1.7, 1007.7, 1.0, 2.0, 993.0, None, 0.0, 98.0,2022-11-26 02:00:00, 5.0, 4.898, 993.0,48
17.0, 2.686, 97.9, 2.8, None, 40.33, 1.964, 20.93, 2.0, None, 2.7, 1.7, 1006.7, 2.0, 2.0, 992.0, None, 0.0, 98.0,2022-11-26 03:00:00, 4.0, 4.438, 992.0,48
19.0, 2.395, 97.5, 2.9, None, 41.1, 2.053, 46.67, 2.0, None, 2.4, 1.7, 1005.7, 2.0, 2.0, 991.0, None, 1.0, 98.0,2022-11-26 04:00:00, 5.0, 4.709, 991.0,48
21.0, 2.961, 98.0, 2.9, None, 38.24, 1.685, 36.41, 3.0, None, 3.0, 1.7, 1004.7, 3.0, 3.0, 990.0, None, -1.0, 98.0,2022-11-26 05:00:00, 3.0, 3.393, 990.0,48
24.0, 2.967, 98.1, 3.0, None, 38.13, 2.213, 37.55, 3.0, None, 3.0, 1.7, 1002.6, 3.0, 3.0, 988.0, None, 2.0, 98.0,2022-11-26 06:00:00, 5.0, 4.519, 988.0,48
26.0, 2.663, 98.0, 3.2, None, 40.21, 2.463, 44.41, 2.0, None, 2.7, 2.4, 1001.6, 2.0, 2.0, 987.0, None, 0.0, 98.0,2022-11-26 07:00:00, 4.0, 4.3, 987.0,48
26.0, 2.879, 97.8, 3.2, None, 39.03, 2.227, 39.91, 3.0, None, 2.9, 2.4, 999.6, 1.0, 3.0, 985.0, None, 0.0, 98.0,2022-11-26 08:00:00, 4.0, 4.238, 985.0,48
30.2, 2.732, 98.0, 3.2, None, 75.76, 2.81, 164.8, 3.0, None, 2.7, 2.3, 999.6, 5.2, 3.0, 985.0, None, -1.0, 98.0,2022-11-26 09:00:00, 3.0, 3.07, 985.0,48
34.8, 3.942, 96.4, 4.0, None, 48.82, 6.077, 218.1, 3.0, None, 3.9, 2.3, 998.6, 4.6, 3.0, 984.0, None, -1.0, 96.0,2022-11-26 10:00:00, 2.0, 2.263, 984.0,48
36.7, 2.736, 94.0, 4.1, None, 34.32, 14.59, 210.0, 2.0, None, 2.7, 2.3, 999.6, 1.9, 2.0, 985.0, None, 2.0, 94.0,2022-11-26 11:00:00, 4.0, 3.688, 985.0,48
36.1, 1.958, 94.9, 4.1, None, 30.6, 8.25, 215.6, 1.0, None, 2.0, 1.9, 1001.6, 0.4, 1.0, 987.0, None, 0.0, 95.0,2022-11-26 12:00:00, 3.0, 3.471, 987.0,48
36.7, 2.009, 94.7, 4.1, None, 41.03, 5.116, 218.7, 1.0, None, 2.0, 1.8, 1001.6, 0.6, 1.0, 987.0, None, 1.0, 95.0,2022-11-26 13:00:00, 4.0, 3.753, 987.0,48
37.4, 1.032, 96.4, 4.1, None, 34.31, 7.19, 208.2, 1.0, None, 1.0, 1.0, 1001.7, 1.3, 1.0, 987.0, None, 0.0, 96.0,2022-11-26 14:00:00, 4.0, 3.901, 987.0,48
None, 1.357, 96.6, 4.1, None, 48.45, 4.01, 213.7, 1.0, None, 1.4, 1.0, 1002.7, -0.1, 1.0, 988.0, None, 0.0, 97.0,2022-11-26 15:00:00, 4.0, 3.881, 988.0,48
None, 1.367, 95.8, 4.1, None, 37.93, 4.479, 228.9, 1.0, None, 1.4, 1.0, 1002.7, 0.2, 1.0, 988.0, None, 0.0, 96.0,2022-11-26 16:00:00, 4.0, 3.878, 988.0,48
None, 1.527, 91.7, 4.1, None, 30.37, 6.015, 231.2, 0.0, None, 1.5, 1.0, 1003.7, 0.0, 0.0, 989.0, None, 0.0, 92.0,2022-11-26 17:00:00, 4.0, 3.623, 989.0,48
None, 1.19, 92.4, 4.1, None, 30.87, 6.463, 228.9, 0.0, None, 1.2, 1.0, 1004.7, 0.0, 0.0, 990.0, None, 0.0, 92.0,2022-11-26 18:00:00, 4.0, 3.669, 990.0,48
None, 0.731, 93.8, 1.2, None, 35.4, 3.91, 238.5, 0.0, None, 0.7, 0.7, 1005.7, 0.0, 0.0, 991.0, None, 0.0, 94.0,2022-11-26 19:00:00, 4.0, 3.651, 991.0,48
None, 0.013, 96.5, 1.2, None, 42.5, 2.85, 221.2, 0.0, None, 0.0, 0.0, 1005.7, 0.0, 0.0, 991.0, None, 0.0, 97.0,2022-11-26 20:00:00, 3.0, 3.419, 991.0,48
None, 0.289, 97.0, 1.2, None, 52.95, 1.312, 201.2, 0.0, None, 0.3, 0.0, 1006.7, 0.0, 0.0, 992.0, None, 0.0, 97.0,2022-11-26 21:00:00, 3.0, 3.361, 992.0,48
None, 0.159, 97.1, 1.2, None, 63.31, 1.245, 319.8, 0.0, None, 0.2, 0.0, 1007.7, 1.0, 0.0, 993.0, None, 0.0, 97.0,2022-11-26 22:00:00, 3.0, 3.32, 993.0,48
None, -0.201, 97.5, 1.2, None, 51.81, 1.121, 204.1, -1.0, None, -0.2, -0.2, 1007.8, 0.0, -1.0, 993.0, None, 0.0, 98.0,2022-11-26 23:00:00, 3.0, 3.266, 993.0,48
None, -0.244, 97.8, 1.2, None, 43.47, 0.542, 226.5, -1.0, None, -0.2, -0.3, 1008.8, 0.0, -1.0, 994.0, None, 0.0, 98.0,2022-11-27 00:00:00, 3.0, 3.217, 994.0,48
None, 0.073, 97.6, 1.2, None, 66.21, 1.421, 194.2, 0.0, None, 0.1, -0.3, 1008.8, 0.0, 0.0, 994.0, None, 0.0, 98.0,2022-11-27 01:00:00, 3.0, 3.272, 994.0,48
None, -0.341, 97.5, 1.2, None, 46.35, 1.643, 229.3, -1.0, None, -0.3, -0.3, 1008.8, 0.0, -1.0, 994.0, None, 0.0, 98.0,2022-11-27 02:00:00, 3.0, 3.165, 994.0,48
None, -0.182, 97.9, 1.2, None, 23.68, 1.358, 217.5, 0.0, None, -0.2, -0.4, 1009.8, 0.0, 0.0, 995.0, None, 0.0, 98.0,2022-11-27 03:00:00, 3.0, 3.288, 995.0,48
None, -0.364, 97.9, 1.2, None, 19.44, 3.068, 208.5, -1.0, None, -0.4, -0.4, 1009.8, 0.0, -1.0, 995.0, None, 0.0, 98.0,2022-11-27 04:00:00, 3.0, 3.182, 995.0,48
None, -0.53, 97.9, 1.2, None, 70.79, 1.149, 231.7, -1.0, None, -0.5, -0.5, 1009.8, 0.0, -1.0, 995.0, None, 0.0, 98.0,2022-11-27 05:00:00, 3.0, 3.101, 995.0,48
None, None, None, 1.2, None, None, None, None, -1.0, None, -0.5, -0.7, 1010.8, 0.0, None, None, None, 0.0, 98.0,2022-11-27 06:00:00, 3.0, None, 996.0,48
None, -0.543, 95.0, -0.2, None, 13.34, 1.349, 3.681, -1.0, None, -0.5, -1.2, 1012.9, 0.0, -1.0, 998.0, None, 0.0, 95.0,2022-11-27 12:00:00, 3.0, 3.23, 998.0,48
None, 0.437, 89.7, 0.4, None, 22.59, 1.686, 9.68, -1.0, None, 0.4, -1.2, 1012.9, 0.0, -1.0, 998.0, None, 0.0, 90.0,2022-11-27 13:00:00, 3.0, 3.106, 998.0,48
None, 0.706, 87.0, 0.7, None, 34.05, 1.424, 10.6, -1.0, None, 0.7, -1.2, 1013.9, -0.2, -1.0, 999.0, None, 0.0, 87.0,2022-11-27 14:00:00, 3.0, 3.198, 999.0,48
None, -0.082, 87.1, 0.9, None, 26.58, 1.806, 15.94, -2.0, None, -0.1, -1.2, 1013.9, 0.2, -2.0, 999.0, None, 0.0, 87.0,2022-11-27 15:00:00, 3.0, 3.185, 999.0,48
None, -0.882, 90.6, 0.9, None, 12.82, 1.81, 18.86, -2.0, None, -0.9, -1.2, 1013.9, 0.0, -2.0, 999.0, None, 0.0, 91.0,2022-11-27 16:00:00, 3.0, 3.145, 999.0,48
None, -1.093, 89.7, 0.9, None, 14.17, 2.088, 18.6, -2.0, None, -1.1, -1.2, 1014.9, -0.1, -2.0, 1000.0, None, 0.0, 90.0,2022-11-27 17:00:00, 3.0, 3.224, 1000.0,48
None, -1.348, 91.7, 0.9, None, 10.03, 1.57, 19.22, -2.0, None, -1.3, -1.5, 1014.9, 0.1, -2.0, 1000.0, None, 0.0, 92.0,2022-11-27 18:00:00, 3.0, 3.258, 1000.0,48
None, -1.634, 93.7, -1.3, None, 12.42, 1.922, 25.05, -2.0, None, -1.6, -1.6, None, 0.0, -2.0, 1001.0, None, 0.0, 94.0,2022-11-27 19:00:00, 3.0, 3.301, 1001.0,48
None, -1.021, 84.9, -1.0, None, 21.83, 2.15, 23.64, -3.0, None, -1.0, -1.6, 1015.9, -0.2, -3.0, 1001.0, None, 0.0, 85.0,2022-11-27 20:00:00, 3.0, 3.299, 1001.0,48
None, -1.54, 88.7, -1.0, None, 20.07, 1.688, 20.47, -3.0, None, -1.5, -1.6, None, 0.2, -3.0, 1001.0, None, 0.0, 89.0,2022-11-27 21:00:00, 3.0, 3.306, 1001.0,48
None, -2.028, 89.4, -1.0, None, 18.96, 2.162, 17.34, -3.0, None, -2.0, -2.0, 1017.0, 0.0, -3.0, 1002.0, None, 0.0, 89.0,2022-11-27 22:00:00, 3.0, 3.28, 1002.0,48
None, -2.45, 90.5, -1.0, None, 12.59, 1.521, 16.21, -4.0, None, -2.5, -2.5, 1017.0, 0.0, -4.0, 1002.0, None, 0.0, 91.0,2022-11-27 23:00:00, 3.0, 3.297, 1002.0,48
