AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
3.4, 7.3, 28.0,2023-10-15 00:00:00, 3.0, 7.5,42
3.4, None, 28.0,2023-10-15 00:15:00, None, None,42
3.4, None, 28.0,2023-10-15 00:30:00, None, None,42
3.5, None, 28.0,2023-10-15 00:45:00, None, None,42
3.5, None, 28.0,2023-10-15 01:00:00, None, None,42
3.2, None, 28.0,2023-10-15 01:15:00, None, None,42
2.6, None, 28.0,2023-10-15 01:30:00, None, None,42
3.3, None, 28.0,2023-10-15 01:45:00, None, None,42
3.4, None, 28.0,2023-10-15 02:00:00, None, None,42
3.4, None, 28.0,2023-10-15 02:15:00, None, None,42
3.2, None, 28.0,2023-10-15 02:30:00, None, None,42
3.1, None, 28.0,2023-10-15 02:45:00, None, None,42
3.0, None, 28.0,2023-10-15 03:00:00, None, None,42
2.8, None, 28.0,2023-10-15 03:15:00, None, None,42
2.5, None, 28.0,2023-10-15 03:30:00, None, None,42
2.7, None, 28.0,2023-10-15 03:45:00, None, None,42
3.0, None, 28.0,2023-10-15 04:00:00, None, None,42
3.2, None, 28.0,2023-10-15 04:15:00, None, None,42
3.1, None, 28.0,2023-10-15 04:30:00, None, None,42
3.5, None, 28.0,2023-10-15 04:45:00, None, None,42
3.2, None, 28.0,2023-10-15 05:00:00, None, None,42
2.8, None, 28.0,2023-10-15 05:15:00, None, None,42
3.2, None, 28.0,2023-10-15 05:30:00, None, None,42
3.1, None, 28.0,2023-10-15 05:45:00, None, None,42
3.0, None, 28.0,2023-10-15 06:00:00, None, None,42
2.8, None, 28.0,2023-10-15 06:15:00, None, None,42
3.1, None, 28.0,2023-10-15 06:30:00, None, None,42
3.1, None, 28.0,2023-10-15 06:45:00, None, None,42
3.5, None, 28.0,2023-10-15 07:00:00, None, None,42
4.1, None, 28.0,2023-10-15 07:15:00, None, None,42
3.9, None, 28.0,2023-10-15 07:30:00, None, None,42
3.9, None, 28.0,2023-10-15 07:45:00, None, None,42
3.9, None, 28.0,2023-10-15 08:00:00, None, None,42
4.1, None, 28.0,2023-10-15 08:15:00, None, None,42
4.1, None, 28.0,2023-10-15 08:30:00, None, None,42
4.2, None, 28.0,2023-10-15 08:45:00, None, None,42
4.6, None, 28.0,2023-10-15 09:00:00, None, None,42
5.0, None, 28.0,2023-10-15 09:15:00, None, None,42
4.6, None, 28.0,2023-10-15 09:30:00, None, None,42
5.7, None, 28.0,2023-10-15 09:45:00, None, None,42
6.0, None, 28.0,2023-10-15 10:00:00, None, None,42
6.5, None, 28.0,2023-10-15 10:15:00, None, None,42
6.3, None, 28.0,2023-10-15 10:30:00, None, None,42
6.4, None, 28.0,2023-10-15 10:45:00, None, None,42
6.5, None, 28.0,2023-10-15 11:00:00, None, None,42
6.9, None, 28.0,2023-10-15 11:15:00, None, None,42
7.7, None, 28.0,2023-10-15 11:30:00, None, None,42
7.4, None, 28.0,2023-10-15 11:45:00, None, None,42
7.2, None, 28.0,2023-10-15 12:00:00, None, None,42
7.0, None, 28.0,2023-10-15 12:15:00, None, None,42
6.7, None, 28.0,2023-10-15 12:30:00, None, None,42
7.2, None, 28.0,2023-10-15 12:45:00, None, None,42
7.5, None, 28.0,2023-10-15 13:00:00, None, None,42
7.5, None, 28.0,2023-10-15 13:15:00, None, None,42
7.5, None, 28.0,2023-10-15 13:30:00, None, None,42
7.2, None, 28.0,2023-10-15 13:45:00, None, None,42
7.2, None, 28.0,2023-10-15 14:00:00, None, None,42
7.1, None, 28.0,2023-10-15 14:15:00, None, None,42
7.3, None, 28.0,2023-10-15 14:30:00, None, None,42
7.1, None, 28.0,2023-10-15 14:45:00, None, None,42
7.0, None, 28.0,2023-10-15 15:00:00, None, None,42
6.6, None, 28.0,2023-10-15 15:15:00, None, None,42
6.5, None, 28.0,2023-10-15 15:30:00, None, None,42
6.4, None, 28.0,2023-10-15 15:45:00, None, None,42
6.4, None, 28.0,2023-10-15 16:00:00, None, None,42
6.3, None, 28.0,2023-10-15 16:15:00, None, None,42
6.0, None, 28.0,2023-10-15 16:30:00, None, None,42
5.7, None, 28.0,2023-10-15 16:45:00, None, None,42
5.4, None, 28.0,2023-10-15 17:00:00, None, None,42
5.0, None, 28.0,2023-10-15 17:15:00, None, None,42
4.8, None, 28.0,2023-10-15 17:30:00, None, None,42
4.6, None, 28.0,2023-10-15 17:45:00, None, None,42
4.4, None, 28.0,2023-10-15 18:00:00, None, None,42
4.3, None, 28.0,2023-10-15 18:15:00, None, None,42
4.2, None, 28.0,2023-10-15 18:30:00, None, None,42
4.1, None, 28.0,2023-10-15 18:45:00, None, None,42
4.1, None, 28.0,2023-10-15 19:00:00, None, None,42
4.1, None, 28.0,2023-10-15 19:15:00, None, None,42
4.2, None, 28.0,2023-10-15 19:30:00, None, None,42
4.3, None, 28.0,2023-10-15 19:45:00, None, None,42
4.4, None, 28.0,2023-10-15 20:00:00, None, None,42
4.2, None, 28.0,2023-10-15 20:15:00, None, None,42
4.3, None, 28.0,2023-10-15 20:30:00, None, None,42
4.2, None, 28.0,2023-10-15 20:45:00, None, None,42
4.1, None, 28.0,2023-10-15 21:00:00, None, None,42
4.1, None, 28.0,2023-10-15 21:15:00, None, None,42
4.0, None, 28.0,2023-10-15 21:30:00, None, None,42
3.9, None, 28.0,2023-10-15 21:45:00, None, None,42
4.0, None, 28.0,2023-10-15 22:00:00, None, None,42
4.1, None, 28.0,2023-10-15 22:15:00, None, None,42
4.0, None, 28.0,2023-10-15 22:30:00, None, None,42
3.9, None, 29.0,2023-10-15 22:45:00, None, None,42
3.9, None, 28.0,2023-10-15 23:00:00, None, None,42
3.9, None, 29.0,2023-10-15 23:15:00, None, None,42
3.9, None, 28.0,2023-10-15 23:30:00, None, None,42
3.8, None, 29.0,2023-10-15 23:45:00, None, None,42
3.8, 19.9, 29.0,2023-10-16 00:00:00, 0.3, 6.3,42
3.8, None, 29.0,2023-10-16 00:15:00, None, None,42
3.9, None, 29.0,2023-10-16 00:30:00, None, None,42
3.9, None, 28.0,2023-10-16 00:45:00, None, None,42
3.9, None, 28.0,2023-10-16 01:00:00, None, None,42
4.0, None, 28.0,2023-10-16 01:15:00, None, None,42
4.3, None, 28.0,2023-10-16 01:30:00, None, None,42
4.4, None, 28.0,2023-10-16 01:45:00, None, None,42
4.4, None, 28.0,2023-10-16 02:00:00, None, None,42
4.5, None, 28.0,2023-10-16 02:15:00, None, None,42
4.5, None, 28.0,2023-10-16 02:30:00, None, None,42
4.5, None, 28.0,2023-10-16 02:45:00, None, None,42
4.5, None, 28.0,2023-10-16 03:00:00, None, None,42
4.6, None, 28.0,2023-10-16 03:15:00, None, None,42
4.5, None, 28.0,2023-10-16 03:30:00, None, None,42
4.6, None, 28.0,2023-10-16 03:45:00, None, None,42
4.6, None, 28.0,2023-10-16 04:00:00, None, None,42
4.6, None, 28.0,2023-10-16 04:15:00, None, None,42
4.7, None, 28.0,2023-10-16 04:30:00, None, None,42
4.7, None, 28.0,2023-10-16 04:45:00, None, None,42
4.7, None, 28.0,2023-10-16 05:00:00, None, None,42
4.6, None, 28.0,2023-10-16 05:15:00, None, None,42
4.6, None, 28.0,2023-10-16 05:30:00, None, None,42
4.5, None, 28.0,2023-10-16 05:45:00, None, None,42
4.5, None, 28.0,2023-10-16 06:00:00, None, None,42
4.3, None, 28.0,2023-10-16 06:15:00, None, None,42
4.3, None, 28.0,2023-10-16 06:30:00, None, None,42
4.4, None, 28.0,2023-10-16 06:45:00, None, None,42
4.4, None, 28.0,2023-10-16 07:00:00, None, None,42
4.4, None, 28.0,2023-10-16 07:15:00, None, None,42
4.5, None, 28.0,2023-10-16 07:30:00, None, None,42
4.8, None, 28.0,2023-10-16 07:45:00, None, None,42
5.0, None, 28.0,2023-10-16 08:00:00, None, None,42
5.0, None, 28.0,2023-10-16 08:15:00, None, None,42
5.2, None, 28.0,2023-10-16 08:30:00, None, None,42
5.4, None, 28.0,2023-10-16 08:45:00, None, None,42
5.7, None, 29.0,2023-10-16 09:00:00, None, None,42
6.0, None, 29.0,2023-10-16 09:15:00, None, None,42
5.9, None, 29.0,2023-10-16 09:30:00, None, None,42
5.9, None, 29.0,2023-10-16 09:45:00, None, None,42
6.0, None, 29.0,2023-10-16 10:00:00, None, None,42
6.0, None, 29.0,2023-10-16 10:15:00, None, None,42
6.1, None, 28.0,2023-10-16 10:30:00, None, None,42
6.1, None, 29.0,2023-10-16 10:45:00, None, None,42
6.1, None, 29.0,2023-10-16 11:00:00, None, None,42
6.3, None, 28.0,2023-10-16 11:15:00, None, None,42
6.2, None, 29.0,2023-10-16 11:30:00, None, None,42
6.6, None, 28.0,2023-10-16 11:45:00, None, None,42
6.2, None, 29.0,2023-10-16 12:00:00, None, None,42
5.8, None, 29.0,2023-10-16 12:15:00, None, None,42
6.1, None, 29.0,2023-10-16 12:30:00, None, None,42
6.3, None, 29.0,2023-10-16 12:45:00, None, None,42
6.3, None, 29.0,2023-10-16 13:00:00, None, None,42
6.6, None, 29.0,2023-10-16 13:15:00, None, None,42
6.3, None, 29.0,2023-10-16 13:30:00, None, None,42
5.7, None, 29.0,2023-10-16 13:45:00, None, None,42
5.3, None, 29.0,2023-10-16 14:00:00, None, None,42
4.7, None, 29.0,2023-10-16 14:15:00, None, None,42
4.0, None, 29.0,2023-10-16 14:30:00, None, None,42
None, None, 29.0,2023-10-16 15:07:00, None, None,42
4.2, None, 29.0,2023-10-16 15:45:00, None, None,42
4.3, None, 29.0,2023-10-16 16:00:00, None, None,42
4.1, None, 29.0,2023-10-16 16:15:00, None, None,42
3.6, None, 29.0,2023-10-16 16:30:00, None, None,42
3.6, None, 29.0,2023-10-16 16:45:00, None, None,42
3.5, None, 29.0,2023-10-16 17:00:00, None, None,42
3.0, None, 29.0,2023-10-16 17:15:00, None, None,42
2.5, None, 29.0,2023-10-16 17:30:00, None, None,42
2.1, None, 29.0,2023-10-16 17:45:00, None, None,42
