time,tasmin,tasmax,pcp,week_of_year
2016-10-14, -2.8, 0.9,7.3,42
2016-10-15, -3.2, 1.0,3.3,42
2016-10-16, -2.7, 1.3,4.6,42
2016-10-17, -0.9, 1.9,5.2,42
2016-10-18, -0.1, 3.4,2.2,42
2016-10-19, 0.0, 1.8,16.4,42
2016-10-20, -0.1, 1.3,18.7,42
