station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, 1.0, None, None, None, None, 2015-07-02 22:00:00, 24.0, None, None, None
None, None, None, None, None, None, None, 2015-07-02 23:00:00, 23.6, None, None, None
None, None, None, None, None, None, None, 2015-07-03 00:00:00, 22.8, None, None, None
None, None, None, None, None, None, None, 2015-07-03 01:00:00, 22.1, None, None, None
None, None, None, None, None, None, None, 2015-07-03 02:00:00, 23.0, None, None, None
None, None, None, None, None, None, None, 2015-07-03 03:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-03 04:00:00, 23.9, None, None, None
None, None, None, None, None, None, None, 2015-07-03 05:00:00, 24.0, None, None, None
None, None, None, None, None, None, None, 2015-07-03 06:00:00, 24.0, None, None, None
None, None, None, None, None, None, None, 2015-07-03 07:00:00, 24.0, None, None, None
None, None, None, None, None, None, None, 2015-07-03 08:00:00, 23.9, None, None, None
None, None, None, None, None, None, None, 2015-07-03 09:00:00, 23.8, None, None, None
None, None, None, None, None, None, None, 2015-07-03 10:00:00, 23.7, None, None, None
None, None, None, None, None, None, None, 2015-07-03 11:00:00, 23.6, None, None, None
None, None, None, None, None, None, None, 2015-07-03 12:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-03 13:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-03 14:00:00, 22.3, None, None, None
None, None, None, None, None, None, None, 2015-07-03 15:00:00, 22.6, None, None, None
None, None, None, None, None, None, None, 2015-07-03 16:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-03 17:00:00, 24.3, None, None, None
None, None, None, None, None, None, None, 2015-07-03 18:00:00, 24.7, None, None, None
None, None, None, None, None, None, None, 2015-07-03 19:00:00, 24.9, None, None, None
None, None, None, None, None, None, None, 2015-07-03 20:00:00, 24.6, None, None, None
None, None, None, None, None, None, None, 2015-07-03 21:00:00, 24.0, None, None, None
None, None, None, None, None, None, None, 2015-07-03 22:00:00, 23.3, None, None, None
None, None, None, None, None, None, None, 2015-07-03 23:00:00, 22.6, None, None, None
None, None, None, None, None, None, None, 2015-07-04 00:00:00, 22.2, None, None, None
None, None, None, None, None, None, None, 2015-07-04 01:00:00, 21.7, None, None, None
None, None, None, None, None, None, None, 2015-07-04 02:00:00, 22.4, None, None, None
None, None, None, None, None, None, None, 2015-07-04 03:00:00, 23.0, None, None, None
None, None, None, None, None, None, None, 2015-07-04 04:00:00, 23.4, None, None, None
None, None, None, None, None, None, None, 2015-07-04 05:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-04 06:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-04 07:00:00, 23.4, None, None, None
None, None, None, None, None, None, None, 2015-07-04 08:00:00, 23.4, None, None, None
None, None, None, None, None, None, None, 2015-07-04 09:00:00, 23.3, None, None, None
None, None, None, None, None, None, None, 2015-07-04 10:00:00, 23.3, None, None, None
None, None, None, None, None, None, None, 2015-07-04 11:00:00, 23.2, None, None, None
None, None, None, None, None, None, None, 2015-07-04 12:00:00, 23.1, None, None, None
None, None, None, None, None, None, None, 2015-07-04 13:00:00, 23.1, None, None, None
None, None, None, None, None, None, None, 2015-07-04 14:00:00, 23.5, None, None, None
None, None, None, None, None, None, None, 2015-07-04 15:00:00, 24.3, None, None, None
None, None, None, None, None, None, None, 2015-07-04 16:00:00, 25.1, None, None, None
None, None, None, None, None, None, None, 2015-07-04 17:00:00, 25.7, None, None, None
None, None, None, None, None, None, None, 2015-07-04 18:00:00, 26.1, None, None, None
None, None, None, None, None, None, None, 2015-07-04 19:00:00, 26.3, None, None, None
None, None, None, None, None, None, None, 2015-07-04 20:00:00, 26.3, None, None, None
None, None, None, None, None, None, None, 2015-07-04 21:00:00, 26.2, None, None, None
None, None, None, None, None, None, None, 2015-07-04 22:00:00, 26.1, None, None, None
None, None, None, None, None, None, None, 2015-07-04 23:00:00, 26.0, None, None, None
None, None, None, None, None, None, None, 2015-07-05 00:00:00, 25.9, None, None, None
None, None, None, None, None, None, None, 2015-07-05 01:00:00, 25.9, None, None, None
None, None, None, None, None, None, None, 2015-07-05 02:00:00, 25.9, None, None, None
None, None, None, None, None, None, None, 2015-07-05 03:00:00, 25.9, None, None, None
None, None, None, None, None, None, None, 2015-07-05 04:00:00, 25.9, None, None, None
None, None, None, None, None, None, None, 2015-07-05 05:00:00, 25.8, None, None, None
None, None, None, None, None, None, None, 2015-07-05 06:00:00, 25.7, None, None, None
None, None, None, None, None, None, None, 2015-07-05 07:00:00, 25.7, None, None, None
