station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, None, None, 360.0, None, 2015-01-01 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2015-01-02 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2015-01-03 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2015-01-04 16:00:00, None, None, None, None
None, None, None, 360.0, None, 2015-01-05 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2015-01-06 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2015-01-07 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2015-01-08 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2015-01-09 16:00:00, None, None, None, None
None, None, None, 363.0, None, 2015-01-10 16:00:00, None, None, None, None
None, None, None, 366.0, None, 2015-01-11 16:00:00, None, None, None, None
None, None, None, 375.0, None, 2015-01-12 16:00:00, None, None, None, None
None, None, None, 372.0, None, 2015-01-13 16:00:00, None, None, None, None
None, None, None, 375.0, None, 2015-01-14 16:00:00, None, None, None, None
None, None, None, 375.0, None, 2015-01-15 16:00:00, None, None, None, None
None, None, None, 381.0, None, 2015-01-16 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2015-01-17 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2015-01-18 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2015-01-19 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2015-01-20 16:00:00, None, None, None, None
None, None, None, 384.0, None, 2015-01-21 16:00:00, None, None, None, None
None, None, None, 387.0, None, 2015-01-22 16:00:00, None, None, None, None
None, None, None, 396.0, None, 2015-01-23 16:00:00, None, None, None, None
None, None, None, 396.0, None, 2015-01-24 16:00:00, None, None, None, None
None, None, None, 396.0, None, 2015-01-25 16:00:00, None, None, None, None
None, None, None, 396.0, None, 2015-01-26 16:00:00, None, None, None, None
None, None, None, 399.0, None, 2015-01-27 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-01-28 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-01-29 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-01-30 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-01-31 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2015-02-01 16:00:00, None, None, None, None
None, None, None, 427.0, None, 2015-02-02 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2015-02-03 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2015-02-04 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2015-02-05 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2015-02-06 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2015-02-07 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2015-02-08 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-02-09 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2015-02-10 16:00:00, None, None, None, None
None, None, None, 406.0, None, 2015-02-11 16:00:00, None, None, None, None
None, None, None, 406.0, None, 2015-02-12 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2015-02-13 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-02-14 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2015-02-15 16:00:00, None, None, None, None
None, None, None, 421.0, None, 2015-02-16 16:00:00, None, None, None, None
None, None, None, 430.0, None, 2015-02-17 16:00:00, None, None, None, None
None, None, None, 433.0, None, 2015-02-18 16:00:00, None, None, None, None
None, None, None, 424.0, None, 2015-02-19 16:00:00, None, None, None, None
None, None, None, 418.0, None, 2015-02-20 16:00:00, None, None, None, None
None, None, None, 412.0, None, 2015-02-21 16:00:00, None, None, None, None
None, None, None, 412.0, None, 2015-02-22 16:00:00, None, None, None, None
None, None, None, 412.0, None, 2015-02-23 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-02-24 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2015-02-25 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2015-02-26 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-02-27 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-02-28 16:00:00, None, None, None, None
None, None, None, 415.0, None, 2015-03-01 16:00:00, None, None, None, None
None, None, None, 409.0, None, 2015-03-02 16:00:00, None, None, None, None
None, None, None, 399.0, None, 2015-03-03 16:00:00, None, None, None, None
None, None, None, 399.0, None, 2015-03-04 16:00:00, None, None, None, None
None, None, None, 390.0, None, 2015-03-05 16:00:00, None, None, None, None
None, None, None, 381.0, None, 2015-03-06 16:00:00, None, None, None, None
None, None, None, 372.0, None, 2015-03-07 16:00:00, None, None, None, None
None, None, None, 345.0, None, 2015-03-08 16:00:00, None, None, None, None
None, None, None, 335.0, None, 2015-03-09 16:00:00, None, None, None, None
None, None, None, 311.0, None, 2015-03-10 16:00:00, None, None, None, None
None, None, None, 293.0, None, 2015-03-11 16:00:00, None, None, None, None
None, None, None, 287.0, None, 2015-03-12 16:00:00, None, None, None, None
None, None, None, 271.0, None, 2015-03-13 16:00:00, None, None, None, None
None, None, None, 262.0, None, 2015-03-14 16:00:00, None, None, None, None
None, None, None, 277.0, None, 2015-03-15 16:00:00, None, None, None, None
None, None, None, 274.0, None, 2015-03-16 16:00:00, None, None, None, None
None, None, None, 256.0, None, 2015-03-17 16:00:00, None, None, None, None
None, None, None, 256.0, None, 2015-03-18 16:00:00, None, None, None, None
None, None, None, 250.0, None, 2015-03-19 16:00:00, None, None, None, None
None, None, None, 238.0, None, 2015-03-20 16:00:00, None, None, None, None
None, None, None, 238.0, None, 2015-03-21 16:00:00, None, None, None, None
None, None, None, 229.0, None, 2015-03-22 16:00:00, None, None, None, None
None, None, None, 226.0, None, 2015-03-23 16:00:00, None, None, None, None
None, None, None, 220.0, None, 2015-03-24 16:00:00, None, None, None, None
None, None, None, 195.0, None, 2015-03-25 16:00:00, None, None, None, None
None, None, None, 183.0, None, 2015-03-26 16:00:00, None, None, None, None
None, None, None, 171.0, None, 2015-03-27 16:00:00, None, None, None, None
None, None, None, 174.0, None, 2015-03-28 16:00:00, None, None, None, None
None, None, None, 155.0, None, 2015-03-29 16:00:00, None, None, None, None
None, None, None, 131.0, None, 2015-03-30 16:00:00, None, None, None, None
None, None, None, 107.0, None, 2015-03-31 16:00:00, None, None, None, None
None, None, None, 67.0, None, 2015-04-01 16:00:00, None, None, None, None
None, None, None, 24.0, None, 2015-04-02 16:00:00, None, None, None, None
None, None, None, 3.0, None, 2015-04-03 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-04 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-05 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-06 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-07 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-08 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-09 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-10 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-11 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-12 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-13 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-14 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-15 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-16 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-17 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-18 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-19 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-20 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-21 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-22 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-23 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-24 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-25 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-26 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-27 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-28 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-29 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-04-30 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-05-01 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2015-05-02 16:00:00, None, None, None, None
