WSPD_SCLR,time,week_of_year
2.384,2017-04-16 00:00:00,16
1.955,2017-04-16 01:00:00,16
1.388,2017-04-16 02:00:00,16
0.664,2017-04-16 03:00:00,16
1.405,2017-04-16 04:00:00,16
1.175,2017-04-16 05:00:00,16
1.492,2017-04-16 06:00:00,16
0.71,2017-04-16 07:00:00,16
1.597,2017-04-16 08:00:00,16
1.101,2017-04-16 09:00:00,16
1.149,2017-04-16 10:00:00,16
1.977,2017-04-16 11:00:00,16
3.74,2017-04-16 12:00:00,16
4.291,2017-04-16 13:00:00,16
4.589,2017-04-16 14:00:00,16
4.551,2017-04-16 15:00:00,16
4.466,2017-04-16 16:00:00,16
5.204,2017-04-16 17:00:00,16
5.3,2017-04-16 18:00:00,16
4.881,2017-04-16 19:00:00,16
5.693,2017-04-16 20:00:00,16
6.305,2017-04-16 21:00:00,16
6.408,2017-04-16 22:00:00,16
5.864,2017-04-16 23:00:00,16
5.946,2017-04-17 00:00:00,16
6.31,2017-04-17 01:00:00,16
6.67,2017-04-17 02:00:00,16
7.369,2017-04-17 03:00:00,16
7.171,2017-04-17 04:00:00,16
7.639,2017-04-17 05:00:00,16
7.979,2017-04-17 06:00:00,16
7.591,2017-04-17 07:00:00,16
6.268,2017-04-17 08:00:00,16
6.968,2017-04-17 09:00:00,16
7.733,2017-04-17 10:00:00,16
6.923,2017-04-17 11:00:00,16
6.497,2017-04-17 12:00:00,16
6.637,2017-04-17 13:00:00,16
6.625,2017-04-17 14:00:00,16
6.763,2017-04-17 15:00:00,16
6.621,2017-04-17 16:00:00,16
6.251,2017-04-17 17:00:00,16
6.036,2017-04-17 18:00:00,16
5.927,2017-04-17 19:00:00,16
5.06,2017-04-17 20:00:00,16
5.447,2017-04-17 21:00:00,16
5.258,2017-04-17 22:00:00,16
5.024,2017-04-17 23:00:00,16
4.501,2017-04-18 00:00:00,16
4.638,2017-04-18 01:00:00,16
4.23,2017-04-18 02:00:00,16
4.289,2017-04-18 03:00:00,16
4.192,2017-04-18 04:00:00,16
4.053,2017-04-18 05:00:00,16
4.099,2017-04-18 06:00:00,16
4.164,2017-04-18 07:00:00,16
3.905,2017-04-18 08:00:00,16
3.49,2017-04-18 09:00:00,16
2.972,2017-04-18 10:00:00,16
2.195,2017-04-18 11:00:00,16
1.521,2017-04-18 12:00:00,16
1.554,2017-04-18 13:00:00,16
1.12,2017-04-18 14:00:00,16
1.123,2017-04-18 15:00:00,16
1.478,2017-04-18 16:00:00,16
1.736,2017-04-18 17:00:00,16
1.8,2017-04-18 18:00:00,16
2.008,2017-04-18 19:00:00,16
1.507,2017-04-18 20:00:00,16
1.732,2017-04-18 21:00:00,16
1.774,2017-04-18 22:00:00,16
2.317,2017-04-18 23:00:00,16
2.188,2017-04-19 00:00:00,16
2.093,2017-04-19 01:00:00,16
1.474,2017-04-19 02:00:00,16
1.773,2017-04-19 03:00:00,16
2.106,2017-04-19 04:00:00,16
2.623,2017-04-19 05:00:00,16
2.801,2017-04-19 06:00:00,16
3.057,2017-04-19 07:00:00,16
2.893,2017-04-19 08:00:00,16
1.804,2017-04-19 09:00:00,16
2.88,2017-04-19 10:00:00,16
2.766,2017-04-19 11:00:00,16
2.578,2017-04-19 12:00:00,16
2.823,2017-04-19 13:00:00,16
3.337,2017-04-19 14:00:00,16
3.753,2017-04-19 15:00:00,16
3.674,2017-04-19 16:00:00,16
3.524,2017-04-19 17:00:00,16
3.66,2017-04-19 18:00:00,16
3.112,2017-04-19 19:00:00,16
3.13,2017-04-19 20:00:00,16
3.354,2017-04-19 21:00:00,16
2.944,2017-04-19 22:00:00,16
2.609,2017-04-19 23:00:00,16
2.214,2017-04-20 00:00:00,16
1.422,2017-04-20 01:00:00,16
1.534,2017-04-20 02:00:00,16
1.489,2017-04-20 03:00:00,16
2.612,2017-04-20 04:00:00,16
4.371,2017-04-20 05:00:00,16
4.425,2017-04-20 06:00:00,16
2.346,2017-04-20 07:00:00,16
2.426,2017-04-20 08:00:00,16
2.495,2017-04-20 09:00:00,16
2.59,2017-04-20 10:00:00,16
3.687,2017-04-20 11:00:00,16
3.957,2017-04-20 12:00:00,16
2.979,2017-04-20 13:00:00,16
2.694,2017-04-20 14:00:00,16
3.111,2017-04-20 15:00:00,16
3.094,2017-04-20 16:00:00,16
3.596,2017-04-20 17:00:00,16
3.406,2017-04-20 18:00:00,16
3.052,2017-04-20 19:00:00,16
2.35,2017-04-20 20:00:00,16
2.02,2017-04-20 21:00:00,16
2.629,2017-04-20 22:00:00,16
2.316,2017-04-20 23:00:00,16
2.205,2017-04-21 00:00:00,16
2.756,2017-04-21 01:00:00,16
2.397,2017-04-21 02:00:00,16
2.867,2017-04-21 03:00:00,16
2.768,2017-04-21 04:00:00,16
3.22,2017-04-21 05:00:00,16
2.957,2017-04-21 06:00:00,16
2.524,2017-04-21 07:00:00,16
1.822,2017-04-21 08:00:00,16
0.571,2017-04-21 09:00:00,16
0.587,2017-04-21 10:00:00,16
0.712,2017-04-21 11:00:00,16
1.218,2017-04-21 12:00:00,16
1.8,2017-04-21 13:00:00,16
2.668,2017-04-21 14:00:00,16
3.012,2017-04-21 15:00:00,16
3.511,2017-04-21 16:00:00,16
3.646,2017-04-21 17:00:00,16
3.114,2017-04-21 18:00:00,16
3.295,2017-04-21 19:00:00,16
2.328,2017-04-21 20:00:00,16
1.5,2017-04-21 21:00:00,16
1.799,2017-04-21 22:00:00,16
2.238,2017-04-21 23:00:00,16
2.902,2017-04-22 00:00:00,16
2.992,2017-04-22 01:00:00,16
3.232,2017-04-22 02:00:00,16
3.297,2017-04-22 03:00:00,16
3.384,2017-04-22 04:00:00,16
3.652,2017-04-22 05:00:00,16
3.429,2017-04-22 06:00:00,16
2.976,2017-04-22 07:00:00,16
3.56,2017-04-22 08:00:00,16
4.021,2017-04-22 09:00:00,16
4.362,2017-04-22 10:00:00,16
4.539,2017-04-22 11:00:00,16
4.187,2017-04-22 12:00:00,16
5.092,2017-04-22 13:00:00,16
5.002,2017-04-22 14:00:00,16
4.714,2017-04-22 15:00:00,16
4.645,2017-04-22 16:00:00,16
4.092,2017-04-22 17:00:00,16
4.041,2017-04-22 18:00:00,16
3.393,2017-04-22 19:00:00,16
3.379,2017-04-22 20:00:00,16
4.459,2017-04-22 21:00:00,16
4.917,2017-04-22 22:00:00,16
4.895,2017-04-22 23:00:00,16
