CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, None, 96.1, None, None, None, 10.33, 11.59, None, 257.0, -35.0, None, -34.5, -34.5, 0.0, -35.0, None, None, -32.1, None, None, 96.0, None,2022-06-18 00:00:00, None, None, None, None,25
None, None, 96.4, None, None, None, 9.96, 10.0, None, 262.0, -35.0, None, -34.8, -34.8, 0.0, -35.0, None, None, -32.1, None, None, 96.0, None,2022-06-18 01:00:00, None, None, None, None,25
None, None, 96.9, None, None, None, 14.88, 13.23, None, 259.4, -35.0, None, -35.1, -35.1, 0.0, -35.0, None, None, -32.1, None, None, 97.0, None,2022-06-18 02:00:00, None, None, None, None,25
None, None, 97.1, None, None, None, 12.39, 14.45, None, 285.9, -36.0, None, -35.5, -35.5, 0.0, -36.0, None, None, -32.1, None, None, 97.0, None,2022-06-18 03:00:00, None, None, None, None,25
None, None, 97.3, None, None, None, 11.51, 13.09, None, 296.1, -36.0, None, -35.4, -38.8, 0.0, -36.0, None, None, -32.1, None, None, 97.0, None,2022-06-18 04:00:00, None, None, None, None,25
None, None, 97.3, None, None, None, 12.97, 8.75, None, 283.6, -36.0, None, -36.0, -38.8, 0.0, -36.0, None, None, -32.1, None, None, 97.0, None,2022-06-18 05:00:00, None, None, None, None,25
None, None, 97.2, None, None, None, 17.9, 9.07, None, 298.6, -36.0, None, -36.1, -38.8, 0.0, -36.0, None, None, -32.1, None, None, 97.0, None,2022-06-18 06:00:00, None, None, None, None,25
None, None, 97.2, None, None, None, 26.01, 5.84, None, 275.8, -35.0, None, -35.2, -36.1, 0.0, -35.0, None, None, -35.2, None, None, 97.0, None,2022-06-18 07:00:00, None, None, None, None,25
None, None, 97.1, None, None, None, 8.85, 7.59, None, 242.5, -35.0, None, -35.1, -36.1, 0.0, -35.0, None, None, -35.1, None, None, 97.0, None,2022-06-18 08:00:00, None, None, None, None,25
None, None, 96.8, None, None, None, 20.64, 7.19, None, 243.0, -35.0, None, -34.9, -36.1, 0.0, -35.0, None, None, -34.9, None, None, 97.0, None,2022-06-18 09:00:00, None, None, None, None,25
None, None, 96.7, None, None, None, 7.93, 8.35, None, 213.5, -35.0, None, -34.9, -36.1, 0.0, -35.0, None, None, -34.9, None, None, 97.0, None,2022-06-18 10:00:00, None, None, None, None,25
None, None, 95.7, None, None, None, 14.89, 9.64, None, 199.9, -35.0, None, -34.7, -36.1, 0.0, -35.0, None, None, -34.6, None, None, 96.0, None,2022-06-18 11:00:00, None, None, None, None,25
None, None, 91.5, None, None, None, 15.28, 9.77, None, 226.7, -35.0, None, -34.2, -36.1, 0.0, -35.0, None, None, -34.1, None, None, 92.0, None,2022-06-18 12:00:00, None, None, None, None,25
