max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
17.1, None, None, None, None,11.4, None, 0.0, None,0.0,2022-06-18 00:00:00,113.0, None,25
17.1, None, None, None, None,11.0, None, 0.0, None,2.0,2022-06-18 01:00:00,115.0, None,25
17.1, None, None, None, None,10.6, None, 0.0, None,-2.0,2022-06-18 02:00:00,113.0, None,25
17.1, None, None, None, None,10.0, None, 0.0, None,-1.0,2022-06-18 03:00:00,112.0, None,25
17.1, None, None, None, None,9.6, None, 0.0, None,0.0,2022-06-18 04:00:00,112.0, None,25
17.1, None, None, None, None,8.8, None, 0.0, None,-1.0,2022-06-18 05:00:00,112.0, None,25
17.1, None, None, None, None,8.5, None, 0.0, None,0.0,2022-06-18 06:00:00,112.0, None,25
9.7, None, None, None, None,8.4, None, 0.0, None,0.0,2022-06-18 07:00:00,111.0, None,25
10.3, None, None, None, None,10.3, None, 0.0, None,3.0,2022-06-18 08:00:00,114.0, None,25
11.3, None, None, None, None,9.8, None, 0.0, None,-4.0,2022-06-18 09:00:00,111.0, None,25
11.3, None, None, None, None,10.7, None, 0.0, None,0.0,2022-06-18 10:00:00,111.0, None,25
12.0, None, None, None, None,11.8, None, 0.0, None,-1.0,2022-06-18 11:00:00,110.0, None,25
13.0, None, None, None, None,13.0, None, 0.0, None,1.0,2022-06-18 12:00:00,111.0, None,25
14.2, None, None, None, None,14.1, None, 0.0, None,-3.0,2022-06-18 13:00:00,108.0, None,25
14.6, None, None, None, None,14.6, None, 0.0, None,-2.0,2022-06-18 14:00:00,106.0, None,25
15.0, None, None, None, None,15.0, None, 0.0, None,0.0,2022-06-18 15:00:00,105.0, None,25
15.5, None, None, None, None,15.2, None, 0.0, None,-2.0,2022-06-18 16:00:00,103.0, None,25
15.5, None, None, None, None,15.2, None, 0.0, None,-1.0,2022-06-18 17:00:00,103.0, None,25
15.6, None, None, None, None,14.8, None, 0.0, None,0.0,2022-06-18 18:00:00,103.0, None,25
15.1, None, None, None, None,14.5, 14.3, 0.0, None,0.0,2022-06-18 19:00:00,102.0, None,25
15.1, None, None, None, None,13.6, 13.6, 0.0, None,1.0,2022-06-18 20:00:00,103.0, None,25
15.1, None, None, None, None,12.1, None, 0.0, None,-1.0,2022-06-18 21:00:00,102.0, None,25
15.1, None, None, None, None,11.3, None, 0.0, None,-1.0,2022-06-18 22:00:00,101.0, None,25
15.1, None, None, None, None,9.9, None, 0.0, None,-2.0,2022-06-18 23:00:00,99.0, None,25
15.1, None, None, None, None,8.6, None, 0.0, None,0.0,2022-06-19 00:00:00,99.0, None,25
15.1, None, None, None, None,7.0, None, 0.0, None,0.0,2022-06-19 01:00:00,99.0, None,25
15.1, None, None, None, None,6.9, None, 0.0, None,-1.0,2022-06-19 02:00:00,98.0, None,25
15.1, None, None, None, None,6.2, None, 0.0, None,1.0,2022-06-19 03:00:00,99.0, None,25
15.1, None, None, None, None,5.9, None, 0.0, None,1.0,2022-06-19 04:00:00,100.0, None,25
15.1, None, None, None, None,5.4, None, 0.0, None,-2.0,2022-06-19 05:00:00,98.0, None,25
15.1, None, None, None, None,5.2, None, 0.0, None,0.0,2022-06-19 06:00:00,98.0, None,25
5.4, None, None, None, None,5.2, 5.1, 0.0, None,0.0,2022-06-19 07:00:00,98.0, None,25
5.7, None, None, None, None,5.7, 5.1, 0.0, None,-1.0,2022-06-19 08:00:00,98.0, None,25
6.0, None, None, None, None,5.4, 5.1, 0.0, None,-1.0,2022-06-19 09:00:00,96.0, None,25
7.7, None, None, None, None,7.3, 5.1, 0.0, None,1.0,2022-06-19 10:00:00,97.0, None,25
8.4, None, None, None, None,8.1, None, 0.0, None,-1.0,2022-06-19 11:00:00,96.0, None,25
8.4, None, None, None, None,7.3, None, 0.0, None,-2.0,2022-06-19 12:00:00,95.0, None,25
9.4, None, None, None, None,8.5, None, 0.0, None,-1.0,2022-06-19 13:00:00,94.0, None,25
10.7, None, None, None, None,10.4, None, 0.0, None,-1.0,2022-06-19 14:00:00,92.0, None,25
11.5, None, None, None, None,10.5, None, 0.0, None,0.0,2022-06-19 15:00:00,93.0, None,25
11.8, None, None, None, None,10.8, None, 0.0, None,-2.0,2022-06-19 16:00:00,91.0, None,25
11.8, None, None, None, None,9.8, None, 0.0, None,0.0,2022-06-19 17:00:00,91.0, None,25
11.8, None, None, None, None,8.6, None, 0.0, None,0.0,2022-06-19 18:00:00,91.0, None,25
8.7, None, None, None, None,7.9, 7.7, 0.0, None,-1.0,2022-06-19 19:00:00,90.0, None,25
8.7, None, None, None, None,7.3, 7.3, 0.0, None,1.0,2022-06-19 20:00:00,91.0, None,25
8.7, None, None, None, None,5.8, 5.8, 0.0, None,-1.0,2022-06-19 21:00:00,90.0, None,25
8.7, None, None, None, None,5.4, None, 0.0, None,1.0,2022-06-19 22:00:00,91.0, None,25
8.7, None, None, None, None,5.0, None, 0.0, None,0.0,2022-06-19 23:00:00,91.0, None,25
8.7, None, None, None, None,5.0, None, 0.0, None,0.0,2022-06-20 00:00:00,91.0, None,25
