pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 10.57, 94.4, 18.3, None, 74.49, 0.776, 209.6, 10.0, None, 10.6, 10.5, 1007.5, 0.1, 10.0, 927.0, None, None, 94.0,2022-06-18 00:00:00, None, None, 927.0,25
None, 10.35, 95.5, 18.3, None, 63.81, 1.35, 168.8, 10.0, None, 10.4, 10.3, 1006.5, 0.3, 10.0, 926.0, None, None, 96.0,2022-06-18 01:00:00, None, None, 926.0,25
None, 10.26, 96.3, 18.3, None, 45.83, 0.727, 213.9, 10.0, None, 10.3, 10.2, 1007.9, 0.0, 10.0, 927.0, None, None, 96.0,2022-06-18 02:00:00, None, None, 927.0,25
None, 10.1, 96.3, 18.3, None, 70.05, 1.105, 79.62, 10.0, None, 10.1, 10.1, 1007.9, -0.1, 10.0, 927.0, None, None, 96.0,2022-06-18 03:00:00, None, None, 927.0,25
None, 9.5, 97.0, 18.3, None, 55.61, 0.783, 185.6, 9.0, None, 9.5, 9.5, 1007.8, 0.0, 9.0, 927.0, None, None, 97.0,2022-06-18 04:00:00, None, None, 927.0,25
None, 9.09, 97.6, 18.3, None, 68.26, 0.559, 167.1, 9.0, None, 9.1, 9.1, 1009.2, 0.2, 9.0, 928.0, None, None, 98.0,2022-06-18 05:00:00, None, None, 928.0,25
None, 9.43, 98.1, 18.3, None, 70.03, 0.679, 67.59, 9.0, None, 9.4, 9.0, 1009.0, 0.1, 9.0, 928.0, None, None, 98.0,2022-06-18 06:00:00, None, None, 928.0,25
None, 11.83, 89.4, 11.7, None, 63.6, 1.996, 66.84, 10.0, None, 11.8, 9.4, 1008.7, 0.3, 10.0, 928.0, None, None, 89.0,2022-06-18 07:00:00, None, None, 928.0,25
None, 15.47, 71.46, 15.8, None, 43.18, 2.98, 73.29, 11.0, None, 15.5, 9.4, 1008.7, 0.0, 11.0, 928.0, None, None, 71.0,2022-06-18 08:00:00, None, None, 928.0,25
None, 17.59, 62.47, 17.6, None, 49.28, 2.276, 64.58, 11.0, None, 17.6, 9.4, 1007.7, -0.4, 11.0, 927.0, None, None, 62.0,2022-06-18 09:00:00, None, None, 927.0,25
None, 18.53, 55.32, 19.1, None, 66.76, 2.885, 260.7, 9.0, None, 18.5, 9.4, 1007.6, 0.3, 9.0, 927.0, None, None, 55.0,2022-06-18 10:00:00, None, None, 927.0,25
None, 19.71, 49.34, 19.8, None, 41.49, 4.34, 247.7, 9.0, None, 19.7, 9.4, 1007.6, -0.3, 9.0, 927.0, None, None, 49.0,2022-06-18 11:00:00, None, None, 927.0,25
None, 20.08, 47.32, 20.2, None, 28.08, 7.369, 254.1, 9.0, None, 20.1, 9.4, 1007.6, 0.3, 9.0, 927.0, None, None, 47.0,2022-06-18 12:00:00, None, None, 927.0,25
None, 19.87, 49.2, 20.2, None, 22.27, 10.73, 254.0, 9.0, None, 19.9, 9.4, 1007.6, -0.2, 9.0, 927.0, None, None, 49.0,2022-06-18 13:00:00, None, None, 927.0,25
None, 20.47, 44.51, 20.5, None, 25.75, 10.73, 254.2, 8.0, None, 20.5, 9.4, 1007.6, 0.0, 8.0, 927.0, None, None, 45.0,2022-06-18 14:00:00, None, None, 927.0,25
None, 19.63, 44.47, 21.2, None, 24.98, 11.49, 251.1, 7.0, None, 19.6, 9.4, 1008.7, -0.1, 7.0, 928.0, None, None, 44.0,2022-06-18 15:00:00, None, None, 928.0,25
None, 21.57, 36.46, 21.6, None, 44.71, 7.978, 250.7, 6.0, None, 21.6, 9.4, 1008.6, 0.5, 6.0, 928.0, None, None, 36.0,2022-06-18 16:00:00, None, None, 928.0,25
None, 18.67, 53.53, 21.6, None, 28.97, 12.11, 245.1, 9.0, None, 18.7, 9.4, 1010.0, -0.9, 9.0, 929.0, None, None, 54.0,2022-06-18 17:00:00, None, None, 929.0,25
None, 17.23, 58.87, 21.6, None, 23.25, 9.55, 243.0, 9.0, None, 17.2, 9.4, 1011.2, -0.2, 9.0, 930.0, None, None, 59.0,2022-06-18 18:00:00, None, None, 930.0,25
None, 15.58, 64.84, 18.3, None, 22.37, 7.191, 248.9, 9.0, None, 15.6, 15.5, 1011.1, 0.1, 9.0, 930.0, None, None, 65.0,2022-06-18 19:00:00, None, None, 930.0,25
None, 15.01, 71.97, 18.3, None, 36.93, 2.486, 251.8, 10.0, None, 15.0, 15.0, 1010.9, -0.1, 10.0, 930.0, None, None, 72.0,2022-06-18 20:00:00, None, None, 930.0,25
None, 13.89, 79.39, 18.3, None, 34.16, 3.19, 259.7, 10.0, None, 13.9, 13.9, 1011.9, 0.0, 10.0, 931.0, None, None, 79.0,2022-06-18 21:00:00, None, None, 931.0,25
None, 11.97, 95.6, 18.3, None, 30.04, 3.886, 244.4, 11.0, None, 12.0, 12.0, 1013.0, 0.5, 11.0, 932.0, None, None, 96.0,2022-06-18 22:00:00, None, None, 932.0,25
None, 11.79, 97.4, 18.3, None, 61.37, 1.39, 205.9, 12.0, None, 11.8, 11.7, 1012.9, 0.0, 12.0, 932.0, None, None, 97.0,2022-06-18 23:00:00, None, None, 932.0,25
None, 11.43, 97.9, 18.3, None, 61.09, 0.629, 150.7, 11.0, None, 11.4, 11.4, 1012.9, 0.1, 11.0, 932.0, None, None, 98.0,2022-06-19 00:00:00, None, None, 932.0,25
None, 11.48, 98.2, 18.3, None, 58.07, 0.419, 183.6, 11.0, None, 11.5, 11.3, 1014.0, 0.0, 11.0, 933.0, None, None, 98.0,2022-06-19 01:00:00, None, None, 933.0,25
None, 11.01, 97.6, 18.3, None, 54.8, 0.54, 225.9, 11.0, None, 11.0, 11.0, 1014.0, 0.5, 11.0, 933.0, None, None, 98.0,2022-06-19 02:00:00, None, None, 933.0,25
None, 10.23, 97.9, 18.3, None, 50.71, 0.25, 192.3, 10.0, None, 10.2, 10.2, 1014.2, 0.8, 10.0, 933.0, None, None, 98.0,2022-06-19 03:00:00, None, None, 933.0,25
None, 10.15, 98.7, 18.3, None, 53.91, 0.656, 223.0, 10.0, None, 10.2, 10.0, 1015.1, 0.1, 10.0, 934.0, None, None, 99.0,2022-06-19 04:00:00, None, None, 934.0,25
None, 10.07, 98.8, 18.3, None, 73.39, 1.017, 260.2, 10.0, None, 10.1, 9.9, 1015.3, 0.0, 10.0, 934.0, None, None, 99.0,2022-06-19 05:00:00, None, None, 934.0,25
None, 10.22, 98.8, 18.3, None, 60.28, 0.243, 108.0, 10.0, None, 10.2, 9.9, 1015.5, 0.1, 10.0, 934.0, None, None, 99.0,2022-06-19 06:00:00, None, None, 934.0,25
None, 10.72, 96.3, 11.0, None, 68.36, 0.964, 338.4, 10.0, None, 10.7, 10.2, 1016.6, 0.1, 10.0, 935.0, None, None, 96.0,2022-06-19 07:00:00, None, None, 935.0,25
None, 11.71, 92.8, 11.6, None, 68.16, 0.618, 84.7, 11.0, None, 11.7, 10.2, 1016.6, 0.3, 11.0, 935.0, None, None, 93.0,2022-06-19 08:00:00, None, None, 935.0,25
None, 12.33, 83.4, 12.5, None, 40.9, 1.294, 62.89, 10.0, None, 12.3, 10.2, 1016.6, 0.1, 10.0, 935.0, None, None, 83.0,2022-06-19 09:00:00, None, None, 935.0,25
None, 12.62, 86.0, 12.6, None, 18.91, 4.461, 65.35, 11.0, None, 12.6, 10.2, 1016.8, -0.3, 11.0, 935.0, None, None, 86.0,2022-06-19 10:00:00, None, None, 935.0,25
None, 14.46, 72.54, 14.5, None, 52.05, 2.428, 71.55, 10.0, None, 14.5, 10.2, 1015.5, 0.3, 10.0, 934.0, None, None, 73.0,2022-06-19 11:00:00, None, None, 934.0,25
None, 15.94, 63.8, 15.9, None, 52.64, 2.914, 94.2, 9.0, None, 15.9, 10.2, 1015.5, -0.4, 9.0, 934.0, None, None, 64.0,2022-06-19 12:00:00, None, None, 934.0,25
None, 18.36, 49.78, 18.3, None, 31.74, 7.669, 249.7, 8.0, None, 18.4, 10.2, 1015.2, 0.2, 8.0, 934.0, None, None, 50.0,2022-06-19 13:00:00, None, None, 934.0,25
None, 19.04, 40.13, 19.2, None, 29.39, 7.836, 250.5, 6.0, None, 19.0, 10.2, 1015.2, 0.3, 6.0, 934.0, None, None, 40.0,2022-06-19 14:00:00, None, None, 934.0,25
None, 19.48, 44.06, 20.4, None, 35.37, 8.21, 250.5, 7.0, None, 19.5, 10.2, 1015.3, 0.1, 7.0, 934.0, None, None, 44.0,2022-06-19 15:00:00, None, None, 934.0,25
None, 18.43, 47.86, 20.4, None, 36.71, 8.29, 255.9, 7.0, None, 18.4, 10.2, 1014.3, -0.1, 7.0, 933.0, None, None, 48.0,2022-06-19 16:00:00, None, None, 933.0,25
None, 17.58, 56.34, 20.4, None, 21.24, 6.878, 251.3, 9.0, None, 17.6, 10.2, 1014.3, -0.6, 9.0, 933.0, None, None, 56.0,2022-06-19 17:00:00, None, None, 933.0,25
None, 16.2, 60.34, 20.4, None, 31.72, 6.421, 245.0, 9.0, None, 16.2, 10.2, 1015.5, 0.1, 9.0, 934.0, None, None, 60.0,2022-06-19 18:00:00, None, None, 934.0,25
None, 16.98, 61.15, 17.8, None, 65.46, 3.128, 337.2, 9.0, None, 17.0, 16.1, 1015.4, 0.2, 9.0, 934.0, None, None, 61.0,2022-06-19 19:00:00, None, None, 934.0,25
