RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
51.95, None, None, None, 13.11, 54.31, -2.0, 7.3, -2.0, None, None, None, None, None, None, None, None, None, 7.27, None, 8.2, 52.0, None, 8.88, None, 7.3, 0.2, None,2022-06-18 00:00:00, None,25
52.61, None, None, None, 12.33, 53.33, -2.0, 6.9, -2.0, None, None, None, None, None, None, None, None, None, 7.03, None, 8.2, 53.0, None, 8.95, None, 7.0, 0.0, None,2022-06-18 01:00:00, None,25
52.56, None, None, None, 11.2, 52.33, -2.0, 6.7, -2.0, None, None, None, None, None, None, None, None, None, 6.712, None, 8.2, 53.0, None, 10.0, None, 6.7, 0.0, None,2022-06-18 02:00:00, None,25
52.89, None, None, None, 6.726, 60.74, -3.0, 6.3, -3.0, None, None, None, None, None, None, None, None, None, 6.371, None, 8.2, 53.0, None, 15.7, None, 6.4, 0.0, None,2022-06-18 03:00:00, None,25
54.59, None, None, None, 7.05, 62.06, -2.0, 6.3, -2.0, None, None, None, None, None, None, None, None, None, 6.792, None, 8.2, 55.0, None, 14.2, None, 6.8, 0.0, None,2022-06-18 04:00:00, None,25
54.5, None, None, None, 6.22, 66.52, -2.0, 6.3, -2.0, None, None, None, None, None, None, None, None, None, 6.753, None, 8.2, 55.0, None, 18.99, None, 6.8, 0.6, None,2022-06-18 05:00:00, None,25
54.95, None, None, None, 2.518, 102.5, -1.0, 6.3, -1.0, None, None, None, None, None, None, None, None, None, 6.965, None, 8.2, 55.0, None, 53.84, None, 7.0, 0.4, None,2022-06-18 06:00:00, None,25
55.62, None, None, None, 1.643, 177.8, -1.0, 7.0, -1.0, None, None, None, None, None, None, None, None, None, 7.28, None, 7.3, 56.0, None, 32.05, None, 7.3, -0.1, None,2022-06-18 07:00:00, None,25
56.08, None, None, None, 0.805, 115.7, -1.0, 7.0, -1.0, None, None, None, None, None, None, None, None, None, 7.56, None, 7.6, 56.0, None, 64.31, None, 7.6, 0.7, None,2022-06-18 08:00:00, None,25
57.56, None, None, None, 2.389, 200.6, 1.0, 7.0, 1.0, None, None, None, None, None, None, None, None, None, 8.87, None, 8.9, 58.0, None, 27.26, None, 8.9, 0.2, None,2022-06-18 09:00:00, None,25
59.25, None, None, None, 3.507, 191.0, 3.0, 7.0, 3.0, None, None, None, None, None, None, None, None, None, 10.09, None, 10.1, 59.0, None, 29.42, None, 10.1, 0.0, None,2022-06-18 10:00:00, None,25
46.4, None, None, None, 3.073, 212.5, 1.0, 7.0, 1.0, None, None, None, None, None, None, None, None, None, 11.77, None, 11.8, 46.0, None, 29.78, None, 11.8, 0.0, None,2022-06-18 11:00:00, None,25
23.14, None, None, None, 2.15, 248.0, -6.0, 7.0, -6.0, None, None, None, None, None, None, None, None, None, 15.28, None, 15.9, 23.0, None, 50.28, None, 15.3, -0.2, None,2022-06-18 12:00:00, None,25
46.72, None, None, None, 2.841, 232.0, -1.0, 7.0, -1.0, None, None, None, None, None, None, None, None, None, 10.09, None, 15.9, 47.0, None, 48.73, None, 10.1, 1.9, None,2022-06-18 13:00:00, None,25
46.01, None, None, None, 4.932, 181.8, -1.0, 7.0, -1.0, None, None, None, None, None, None, None, None, None, 10.27, None, 15.9, 46.0, None, 32.5, None, 10.3, 0.0, None,2022-06-18 14:00:00, None,25
36.66, None, None, None, 2.498, 177.2, -2.0, 7.0, -2.0, None, None, None, None, None, None, None, None, None, 11.87, None, 15.9, 37.0, None, 51.11, None, 11.9, 0.0, None,2022-06-18 15:00:00, None,25
34.58, None, None, None, 1.201, 243.1, -2.0, 7.0, -2.0, None, None, None, None, None, None, None, None, None, 12.8, None, 15.9, 35.0, None, 55.68, None, 12.8, -0.3, None,2022-06-18 16:00:00, None,25
31.42, None, None, None, 2.436, 242.9, -3.0, 7.0, -3.0, None, None, None, None, None, None, None, None, None, 13.35, None, 15.9, 31.0, None, 48.92, None, 13.4, 0.4, None,2022-06-18 17:00:00, None,25
21.44, None, None, None, 0.696, 359.1, -8.0, 7.0, -8.0, None, None, None, None, None, None, None, None, None, 13.95, None, 15.9, 21.0, None, 73.9, None, 14.0, -0.2, None,2022-06-18 18:00:00, None,25
23.31, None, None, None, 0.426, 11.38, -8.0, 12.8, -8.0, None, None, None, None, None, None, None, None, None, 12.8, None, 14.0, 23.0, None, 73.4, None, 12.8, 0.2, None,2022-06-18 19:00:00, None,25
28.12, None, None, None, 2.046, 156.4, -6.0, 11.8, -6.0, None, None, None, None, None, None, None, None, None, 11.81, None, 14.0, 28.0, None, 45.69, None, 11.8, 0.0, None,2022-06-18 20:00:00, None,25
28.84, None, None, None, 1.97, 115.2, -6.0, 10.9, -6.0, None, None, None, None, None, None, None, None, None, 10.91, None, 14.0, 29.0, None, 54.91, None, 10.9, 0.2, None,2022-06-18 21:00:00, None,25
37.39, None, None, None, 3.735, 163.9, -4.0, 9.7, -4.0, None, None, None, None, None, None, None, None, None, 9.74, None, 14.0, 37.0, None, 45.08, None, 9.7, 0.0, None,2022-06-18 22:00:00, None,25
46.4, None, None, None, 6.859, 192.5, -2.0, 8.5, -2.0, None, None, None, None, None, None, None, None, None, 8.52, None, 14.0, 46.0, None, 35.41, None, 8.5, 0.6, None,2022-06-18 23:00:00, None,25
47.87, None, None, None, 7.51, 208.0, -2.0, 8.0, -2.0, None, None, None, None, None, None, None, None, None, 8.03, None, 14.0, 48.0, None, 27.43, None, 8.0, 0.5, None,2022-06-19 00:00:00, None,25
48.12, None, None, None, 6.616, 213.4, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.18, None, 14.0, 48.0, None, 27.15, None, 7.2, 0.0, None,2022-06-19 01:00:00, None,25
48.02, None, None, None, 6.466, 222.0, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.18, None, 14.0, 48.0, None, 15.16, None, 7.2, 0.0, None,2022-06-19 02:00:00, None,25
47.83, None, None, None, 7.24, 204.0, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.34, None, 14.0, 48.0, None, 18.05, None, 7.3, 0.4, None,2022-06-19 03:00:00, None,25
47.79, None, None, None, 6.752, 201.2, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.43, None, 14.0, 48.0, None, 22.82, None, 7.4, 4.0, None,2022-06-19 04:00:00, None,25
47.91, None, None, None, 3.929, 186.9, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.25, None, 14.0, 48.0, None, 32.04, None, 7.3, 2.9, None,2022-06-19 05:00:00, None,25
47.97, None, None, None, 1.382, 172.3, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.19, None, 14.0, 48.0, None, 52.9, None, 7.2, 3.5, None,2022-06-19 06:00:00, None,25
47.9, None, None, None, 4.436, 189.2, -3.0, 7.2, -3.0, None, None, None, None, None, None, None, None, None, 7.27, None, 7.3, 48.0, None, 25.52, None, 7.3, 3.4, None,2022-06-19 07:00:00, None,25
47.92, None, None, None, 5.884, 180.4, -3.0, 7.1, -3.0, None, None, None, None, None, None, None, None, None, 7.13, None, 7.3, 48.0, None, 21.54, None, 7.1, 2.5, None,2022-06-19 08:00:00, None,25
48.24, None, None, None, 4.116, 182.8, -3.0, 6.7, -3.0, None, None, None, None, None, None, None, None, None, 6.664, None, 7.3, 48.0, None, 41.43, None, 6.7, 0.5, None,2022-06-19 09:00:00, None,25
