CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 6.157, 99.9, None, None, None, None, 16.94, 0.0, 6.109, 141.9, 6.0, None, 6.2, 6.0, None, None, None, 7.6, None, None, 100.0, None,2022-06-18 00:00:00, 153.0, None, 153.2,25
None, 6.365, 87.8, None, None, None, None, 25.08, 0.0, 5.683, 161.6, 5.0, None, 6.4, 6.0, None, None, None, 7.6, None, None, 88.0, None,2022-06-18 01:00:00, 153.0, None, 153.3,25
None, 5.989, 91.9, None, None, None, None, 17.39, 0.0, 5.93, 188.4, 5.0, None, 6.0, 6.0, None, None, None, 7.6, None, None, 92.0, None,2022-06-18 02:00:00, 153.0, None, 153.0,25
None, 5.692, 94.2, None, None, None, None, 29.72, 0.0, 4.801, 141.1, 5.0, None, 5.7, 5.5, None, None, None, 7.6, None, None, 94.0, None,2022-06-18 03:00:00, 153.0, None, 153.1,25
None, 5.359, 95.6, None, None, None, None, 18.22, 0.0, 6.647, 195.4, 5.0, None, 5.4, 5.2, None, None, None, 7.6, None, None, 96.0, None,2022-06-18 04:00:00, 153.0, None, 153.1,25
None, 5.041, 99.6, None, None, None, None, 21.61, 0.0, 6.24, 198.6, 5.0, None, 5.0, 5.1, None, None, None, 7.6, None, None, 100.0, None,2022-06-18 05:00:00, 153.0, None, 152.8,25
None, 4.953, 99.9, None, None, None, None, 34.96, 0.0, 4.651, 218.9, 5.0, None, 5.0, 4.9, None, None, None, 7.6, None, None, 100.0, None,2022-06-18 06:00:00, 153.0, None, 153.0,25
None, 5.048, 99.9, None, None, None, None, 20.29, 0.0, 5.549, 173.7, 5.0, None, 5.0, 4.7, None, None, None, 5.5, None, None, 100.0, None,2022-06-18 07:00:00, 153.0, None, 153.0,25
None, 5.682, 96.8, None, None, None, None, 25.3, 0.0, 4.219, 184.9, 6.0, None, 5.7, 4.7, None, None, None, 5.7, None, None, 97.0, None,2022-06-18 08:00:00, 153.0, None, 152.8,25
None, 5.589, 86.8, None, None, None, None, 24.08, 0.0, 4.556, 184.2, 3.0, None, 5.6, 4.7, None, None, None, 6.0, None, None, 87.0, None,2022-06-18 09:00:00, 153.0, None, 152.9,25
None, 8.14, 71.45, None, None, None, None, 17.59, 0.0, 4.302, 180.6, 3.0, None, 8.1, 4.7, None, None, None, 8.1, None, None, 71.0, None,2022-06-18 10:00:00, 153.0, None, 153.1,25
