station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
16.0, 683.0, None, 0.2, 0.2, 222.0, None, None, 0.0, 738.0, None, 2021-01-01 00:00:00, None
16.0, 684.0, None, 0.1, 0.1, 222.0, None, None, 1.0, 739.0, None, 2021-01-01 01:00:00, None
17.0, 685.0, None, 0.1, 0.0, 222.0, None, None, 1.0, 741.0, None, 2021-01-01 02:00:00, None
17.0, 685.0, None, 0.0, 0.0, 221.0, None, None, 0.0, 743.0, None, 2021-01-01 03:00:00, None
17.0, 685.0, None, -0.1, -0.2, 222.0, None, None, 0.0, 744.0, None, 2021-01-01 04:00:00, None
18.0, 686.0, None, -0.2, -0.3, 222.0, None, None, 1.0, 745.0, None, 2021-01-01 05:00:00, None
19.0, 687.0, None, -0.3, -0.3, 222.0, None, None, 1.0, 746.0, None, 2021-01-01 06:00:00, None
20.0, 688.0, None, 0.1, 0.2, 227.0, None, None, 1.0, 748.0, None, 2021-01-01 07:00:00, None
21.0, 689.0, None, 0.1, 0.3, 226.0, None, None, 1.0, 748.0, None, 2021-01-01 08:00:00, None
21.0, 689.0, None, 0.4, 0.8, 227.0, None, None, 0.0, 749.0, None, 2021-01-01 09:00:00, None
22.0, 690.0, None, 0.8, 0.8, 227.0, None, None, 1.0, 751.0, None, 2021-01-01 10:00:00, None
25.0, 693.0, None, 1.0, 0.9, 227.0, None, None, 3.0, 753.0, None, 2021-01-01 11:00:00, None
13.0, 694.0, None, 0.8, 0.9, 225.0, None, None, 1.0, 757.0, None, 2021-01-01 12:00:00, None
14.0, 695.0, None, 0.9, 0.9, 225.0, None, None, 1.0, 760.0, None, 2021-01-01 13:00:00, None
15.0, 696.0, None, 2.8, 2.5, 224.0, None, None, 1.0, 762.0, None, 2021-01-01 14:00:00, None
18.0, 699.0, None, 2.6, 2.2, 222.0, None, None, 3.0, 764.0, None, 2021-01-01 15:00:00, None
23.0, 705.0, None, 2.7, 2.6, 222.0, None, None, 6.0, 766.0, None, 2021-01-01 16:00:00, None
