station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
0.0, -5.0, None, 10.0, None, 0.0, 104.19, -9.8, None, None, 69.0, 2012-01-01 19:00:00, None, None
0.0, -4.6, None, 10.0, None, 0.0, 104.18, -10.6, None, None, 63.0, 2012-01-01 20:00:00, None, None
0.0, -3.8, None, 4.0, 0.04, 0.0, 104.1, -9.6, None, None, 64.0, 2012-01-01 21:00:00, None, None
0.0, -4.3, None, 4.0, None, 0.0, 104.06, -12.3, None, None, 54.0, 2012-01-01 22:00:00, None, None
0.0, -4.5, None, 10.0, None, 0.0, 104.13, -9.9, None, None, 66.0, 2012-01-01 23:00:00, None, None
0.0, -5.1, None, 10.0, 0.04, 0.0, 104.16, -9.6, None, None, 71.0, 2012-01-02 00:00:00, None, None
0.0, -5.4, None, 10.0, None, 0.0, 104.09, -9.7, None, None, 72.0, 2012-01-02 01:00:00, None, None
0.0, -5.4, None, 4.0, None, 0.0, 104.1, -9.2, None, None, 75.0, 2012-01-02 02:00:00, None, None
0.0, -5.3, None, 4.0, -0.08, 0.0, 104.07, -9.1, None, None, 75.0, 2012-01-02 03:00:00, None, None
0.0, -5.4, None, 4.0, None, 0.0, 103.99, -9.4, None, None, 73.0, 2012-01-02 04:00:00, None, None
0.0, -5.5, None, 4.0, None, 0.0, 103.95, -8.3, None, None, 81.0, 2012-01-02 05:00:00, None, None
0.0, -6.1, None, 4.0, -0.17, 0.0, 103.87, -8.9, 0.0, -3.9, 81.0, 2012-01-02 06:00:00, -9.6, 0.0
0.0, -6.5, None, 2.0, None, 0.0, 103.79, -8.8, None, None, 84.0, 2012-01-02 07:00:00, None, None
0.0, -7.9, None, 10.0, None, 0.0, 103.68, -10.0, None, None, 85.0, 2012-01-02 08:00:00, None, None
0.0, -8.0, None, 10.0, -0.28, 0.0, 103.54, -9.7, None, None, 88.0, 2012-01-02 09:00:00, None, None
202.5, -9.1, None, 10.0, None, 3.6, 103.49, -10.5, None, None, 90.0, 2012-01-02 10:00:00, None, None
0.0, -9.7, None, 10.0, None, 0.0, 103.42, -10.9, None, None, 91.0, 2012-01-02 11:00:00, None, None
202.5, -9.7, None, 9.0, -0.19, 5.4, 103.37, -10.6, None, None, 93.0, 2012-01-02 12:00:00, None, None
180.0, -9.4, None, 9.0, None, 5.4, 103.27, -10.9, None, None, 89.0, 2012-01-02 13:00:00, None, None
180.0, -10.0, None, 9.0, None, 5.4, 103.2, -11.4, None, None, 89.0, 2012-01-02 14:00:00, None, None
0.0, -10.8, None, 10.0, -0.22, 0.0, 103.13, -11.9, None, None, 92.0, 2012-01-02 15:00:00, None, None
180.0, -11.5, None, 10.0, None, 9.4, 103.08, -12.5, None, None, 92.0, 2012-01-02 16:00:00, None, None
0.0, -9.1, None, 9.0, None, 0.0, 103.03, -10.5, None, None, 90.0, 2012-01-02 17:00:00, None, None
0.0, -6.0, None, 1.0, -0.22, 0.0, 102.84, -8.7, None, None, 81.0, 2012-01-02 18:00:00, None, None
0.0, -5.4, None, 9.0, None, 0.0, 102.72, -8.7, None, None, 78.0, 2012-01-02 19:00:00, None, None
0.0, -4.5, None, 1.0, None, 0.0, 102.62, -9.0, None, None, 71.0, 2012-01-02 20:00:00, None, None
0.0, -2.8, None, 4.0, -0.39, 0.0, 102.38, -8.3, None, None, 66.0, 2012-01-02 21:00:00, None, None
0.0, -2.0, None, 1.0, None, 0.0, 102.32, -8.4, None, None, 62.0, 2012-01-02 22:00:00, None, None
0.0, -2.0, None, 10.0, None, 0.0, 102.24, -8.0, None, None, 63.0, 2012-01-02 23:00:00, None, None
0.0, -3.3, None, 10.0, -0.25, 0.0, 102.13, -8.5, None, None, 67.0, 2012-01-03 00:00:00, None, None
0.0, -3.6, None, 10.0, None, 0.0, 102.13, -8.4, None, None, 69.0, 2012-01-03 01:00:00, None, None
112.5, -3.9, None, 10.0, None, 9.4, 102.13, -7.8, None, None, 74.0, 2012-01-03 02:00:00, None, None
247.5, -5.0, None, 10.0, -0.08, 9.4, 102.07, -8.3, None, None, 78.0, 2012-01-03 03:00:00, None, None
0.0, -5.6, None, 10.0, None, 0.0, 102.02, -8.4, None, None, 81.0, 2012-01-03 04:00:00, None, None
225.0, -6.5, None, 10.0, None, 5.4, 102.04, -8.7, None, None, 84.0, 2012-01-03 05:00:00, None, None
67.5, -5.5, None, 4.0, 0.04, 5.4, 102.06, -8.2, 0.0, -1.4, 81.0, 2012-01-03 06:00:00, -11.8, 0.0
0.0, -5.0, None, 4.0, None, 5.4, 102.08, -7.6, None, None, 82.0, 2012-01-03 07:00:00, None, None
0.0, -4.9, None, 1.0, None, 0.0, 102.09, -7.4, None, None, 83.0, 2012-01-03 08:00:00, None, None
202.5, -5.0, None, 10.0, 0.13, 3.6, 102.16, -7.2, None, None, 85.0, 2012-01-03 09:00:00, None, None
202.5, -4.4, None, 4.0, None, 5.4, 102.27, -6.8, None, None, 83.0, 2012-01-03 10:00:00, None, None
0.0, -4.3, None, 4.0, None, 0.0, 102.37, -6.2, None, None, 87.0, 2012-01-03 11:00:00, None, None
337.5, -4.7, None, 4.0, 0.28, 5.4, 102.48, -6.6, None, None, 87.0, 2012-01-03 12:00:00, None, None
0.0, -4.3, None, 6.0, None, 0.0, 102.57, -6.4, None, None, 85.0, 2012-01-03 13:00:00, None, None
0.0, -4.7, None, 6.0, None, 0.0, 102.66, -6.1, None, None, 90.0, 2012-01-03 14:00:00, None, None
0.0, -4.6, None, 6.0, 0.22, 0.0, 102.75, -6.2, None, None, 89.0, 2012-01-03 15:00:00, None, None
0.0, -4.7, None, 6.0, None, 0.0, 102.79, -6.2, None, None, 89.0, 2012-01-03 16:00:00, None, None
0.0, -2.9, None, 4.0, None, 0.0, 102.9, -5.0, None, None, 85.0, 2012-01-03 17:00:00, None, None
180.0, 3.7, None, 2.0, 0.21, 22.3, 102.88, -1.9, None, None, 67.0, 2012-01-03 18:00:00, None, None
180.0, 4.4, None, 2.0, None, 22.3, 102.85, -1.8, None, None, 64.0, 2012-01-03 19:00:00, None, None
180.0, 4.9, None, 10.0, None, 18.4, 102.83, -1.5, None, None, 63.0, 2012-01-03 20:00:00, None, None
180.0, 4.5, None, 10.0, -0.06, 29.5, 102.8, -1.6, None, None, 65.0, 2012-01-03 21:00:00, None, None
180.0, 4.7, None, 10.0, None, 24.1, 102.8, -1.6, None, None, 64.0, 2012-01-03 22:00:00, None, None
180.0, 4.0, None, 10.0, None, 18.4, 102.82, -1.9, None, None, 65.0, 2012-01-03 23:00:00, None, None
157.5, 4.0, None, 10.0, 0.07, 18.4, 102.88, -2.1, None, None, 64.0, 2012-01-04 00:00:00, None, None
135.0, 3.9, None, 10.0, None, 18.4, 102.87, -1.3, None, None, 69.0, 2012-01-04 01:00:00, None, None
157.5, 3.6, None, 10.0, None, 13.0, 102.83, -1.1, None, None, 71.0, 2012-01-04 02:00:00, None, None
157.5, 3.4, None, 10.0, -0.09, 20.5, 102.79, -0.8, None, None, 74.0, 2012-01-04 03:00:00, None, None
157.5, 3.5, None, 10.0, None, 14.8, 102.75, -0.4, None, None, 76.0, 2012-01-04 04:00:00, None, None
157.5, 3.5, None, 2.0, None, 22.3, 102.71, 0.4, None, None, 80.0, 2012-01-04 05:00:00, None, None
135.0, 3.5, None, 2.0, -0.06, 18.4, 102.62, 0.9, 0.0, 5.1, 83.0, 2012-01-04 06:00:00, -5.6, 0.0
112.5, 3.4, None, 10.0, None, 9.4, 102.59, 0.6, None, None, 82.0, 2012-01-04 07:00:00, None, None
135.0, 3.9, None, 4.0, None, 18.4, 102.54, 1.0, None, None, 81.0, 2012-01-04 08:00:00, None, None
180.0, 4.0, None, 4.0, -0.11, 18.4, 102.48, 0.7, None, None, 79.0, 2012-01-04 09:00:00, None, None
157.5, 5.0, None, 4.0, None, 18.4, 102.55, 1.2, None, None, 76.0, 2012-01-04 10:00:00, None, None
135.0, 5.0, None, 4.0, None, 20.5, 102.54, 1.3, None, None, 77.0, 2012-01-04 11:00:00, None, None
112.5, 5.0, None, 4.0, 0.02, 14.8, 102.49, 1.0, None, None, 75.0, 2012-01-04 12:00:00, None, None
157.5, 5.3, None, 6.0, None, 18.4, 102.51, 0.4, None, None, 71.0, 2012-01-04 13:00:00, None, None
135.0, 5.3, None, 6.0, None, 20.5, 102.5, 0.0, None, None, 69.0, 2012-01-04 14:00:00, None, None
180.0, 4.6, None, 6.0, 0.02, 9.4, 102.53, 0.0, None, None, 72.0, 2012-01-04 15:00:00, None, None
135.0, 4.8, None, 6.0, None, 18.4, 102.56, -0.2, None, None, 70.0, 2012-01-04 16:00:00, None, None
157.5, 5.8, None, 4.0, None, 18.4, 102.52, -0.1, None, None, 66.0, 2012-01-04 17:00:00, None, None
135.0, 6.5, None, 4.0, -0.05, 18.4, 102.45, 0.6, None, None, 66.0, 2012-01-04 18:00:00, None, None
112.5, 8.4, None, 4.0, None, 18.4, 102.33, -0.2, None, None, 55.0, 2012-01-04 19:00:00, None, None
112.5, 8.0, None, 4.0, None, 18.4, 102.24, -0.5, None, None, 55.0, 2012-01-04 20:00:00, None, None
157.5, 9.1, None, 4.0, -0.28, 24.1, 102.1, -0.1, None, None, 52.0, 2012-01-04 21:00:00, None, None
135.0, 8.8, 35.3, 4.0, None, 22.3, 102.04, -0.2, None, None, 53.0, 2012-01-04 22:00:00, None, None
157.5, 9.1, 31.7, 10.0, None, 20.5, 102.03, -0.6, None, None, 51.0, 2012-01-04 23:00:00, None, None
157.5, 8.9, None, 10.0, -0.09, 20.5, 101.99, -0.9, None, None, 50.0, 2012-01-05 00:00:00, None, None
135.0, 8.2, None, 10.0, None, 20.5, 101.89, -0.5, None, None, 54.0, 2012-01-05 01:00:00, None, None
157.5, 8.4, None, 10.0, None, 18.4, 101.84, -0.8, None, None, 52.0, 2012-01-05 02:00:00, None, None
157.5, 8.5, None, 10.0, -0.2, 18.4, 101.77, -0.6, None, None, 53.0, 2012-01-05 03:00:00, None, None
157.5, 7.6, None, 10.0, None, 14.8, 101.61, 0.0, None, None, 59.0, 2012-01-05 04:00:00, None, None
157.5, 8.1, None, 10.0, None, 14.8, 101.56, 0.8, None, None, 60.0, 2012-01-05 05:00:00, None, None
135.0, 7.6, 35.19, 4.0, -0.33, 18.4, 101.39, 0.7, 0.0, 9.2, 62.0, 2012-01-05 06:00:00, 2.8, 0.4
180.0, 6.3, 31.7, 10.0, None, 22.3, 101.32, 2.8, None, None, 78.0, 2012-01-05 07:00:00, None, None
157.5, 5.2, 33.5, 10.0, None, 24.1, 101.21, 3.1, None, None, 86.0, 2012-01-05 08:00:00, None, None
157.5, 7.4, 33.5, 10.0, -0.26, 24.1, 101.07, 2.7, None, None, 72.0, 2012-01-05 09:00:00, None, None
180.0, 8.4, None, 10.0, None, 20.5, 101.06, 1.5, None, None, 62.0, 2012-01-05 10:00:00, None, None
180.0, 7.4, 35.3, 10.0, None, 25.9, 101.12, 1.8, None, None, 68.0, 2012-01-05 11:00:00, None, None
180.0, 5.9, None, 10.0, 0.09, 16.6, 101.19, 1.2, None, None, 72.0, 2012-01-05 12:00:00, None, None
180.0, 5.7, None, 10.0, None, 22.3, 101.18, -0.7, None, None, 63.0, 2012-01-05 13:00:00, None, None
202.5, 5.4, None, 10.0, None, 18.4, 101.25, -1.1, None, None, 63.0, 2012-01-05 14:00:00, None, None
202.5, 4.1, None, 10.0, 0.13, 18.4, 101.36, -0.6, None, None, 71.0, 2012-01-05 15:00:00, None, None
202.5, 3.7, None, 10.0, None, 18.4, 101.44, -1.3, None, None, 70.0, 2012-01-05 16:00:00, None, None
292.5, 4.8, None, 10.0, None, 13.0, 101.51, -0.8, None, None, 67.0, 2012-01-05 17:00:00, None, None
112.5, 5.1, None, 2.0, 0.16, 9.4, 101.54, -1.4, None, None, 63.0, 2012-01-05 18:00:00, None, None
247.5, 5.9, None, 4.0, None, 13.0, 101.56, -3.1, None, None, 52.0, 2012-01-05 19:00:00, None, None
202.5, 6.3, None, 4.0, None, 14.8, 101.55, -1.9, None, None, 56.0, 2012-01-05 20:00:00, None, None
270.0, 2.3, None, 4.0, 0.06, 9.4, 101.64, 0.2, None, None, 86.0, 2012-01-05 21:00:00, None, None
0.0, 3.2, None, 10.0, None, 0.0, 101.68, -0.6, None, None, 76.0, 2012-01-05 22:00:00, None, None
247.5, 0.6, None, 10.0, None, 18.4, 101.67, -1.3, None, None, 87.0, 2012-01-05 23:00:00, None, None
270.0, 2.4, None, 10.0, 0.08, 18.4, 101.75, -5.5, None, None, 56.0, 2012-01-06 00:00:00, None, None
225.0, 1.6, None, 10.0, None, 20.5, 101.78, -4.1, None, None, 66.0, 2012-01-06 01:00:00, None, None
225.0, -0.5, 38.9, 8.0, None, 24.1, 101.85, -1.7, None, None, 92.0, 2012-01-06 02:00:00, None, None
247.5, 0.6, 42.5, 10.0, 0.1, 25.9, 101.91, -2.3, None, None, 81.0, 2012-01-06 03:00:00, None, None
247.5, 0.2, None, 10.0, None, 13.0, 101.95, -3.0, None, None, 79.0, 2012-01-06 04:00:00, None, None
180.0, 0.5, None, 10.0, None, 13.0, 101.97, -4.8, None, None, 68.0, 2012-01-06 05:00:00, None, None
247.5, -2.0, 42.6, 10.0, 0.08, 0.0, 102.01, -4.5, 0.6, 8.7, 83.0, 2012-01-06 06:00:00, -2.1, 0.8
157.5, -1.6, None, 10.0, None, 5.4, 102.06, -4.7, None, None, 79.0, 2012-01-06 07:00:00, None, None
225.0, -3.4, None, 4.0, None, 5.4, 102.08, -5.1, None, None, 88.0, 2012-01-06 08:00:00, None, None
180.0, -1.4, None, 2.0, 0.11, 11.2, 102.17, -5.4, None, None, 74.0, 2012-01-06 09:00:00, None, None
180.0, -0.7, None, 4.0, None, 9.4, 102.24, -5.9, None, None, 68.0, 2012-01-06 10:00:00, None, None
337.5, -1.6, None, 2.0, None, 9.4, 102.29, -5.6, None, None, 74.0, 2012-01-06 11:00:00, None, None
0.0, -3.1, None, 10.0, 0.14, 0.0, 102.34, -5.4, None, None, 84.0, 2012-01-06 12:00:00, None, None
225.0, -3.9, None, 10.0, None, 7.6, 102.31, -6.0, None, None, 85.0, 2012-01-06 13:00:00, None, None
0.0, -4.1, None, 10.0, None, 0.0, 102.31, -6.3, None, None, 85.0, 2012-01-06 14:00:00, None, None
135.0, -2.8, None, 10.0, -0.03, 11.2, 102.33, -7.0, None, None, 73.0, 2012-01-06 15:00:00, None, None
90.0, -4.1, None, 10.0, None, 7.6, 102.39, -7.2, None, None, 79.0, 2012-01-06 16:00:00, None, None
0.0, -2.5, None, 10.0, None, 0.0, 102.43, -5.7, None, None, 79.0, 2012-01-06 17:00:00, None, None
315.0, -2.4, None, 10.0, 0.12, 5.4, 102.49, -6.3, None, None, 75.0, 2012-01-06 18:00:00, None, None
135.0, 1.3, None, 10.0, None, 11.2, 102.41, -5.3, None, None, 61.0, 2012-01-06 19:00:00, None, None
157.5, 1.1, None, 10.0, None, 11.2, 102.33, -6.3, None, None, 58.0, 2012-01-06 20:00:00, None, None
180.0, 1.5, None, 4.0, -0.22, 13.0, 102.19, -6.0, None, None, 57.0, 2012-01-06 21:00:00, None, None
180.0, 1.8, None, 10.0, None, 9.4, 102.19, -6.0, None, None, 56.0, 2012-01-06 22:00:00, None, None
180.0, 1.8, None, 10.0, None, 14.8, 102.18, -6.0, None, None, 56.0, 2012-01-06 23:00:00, None, None
180.0, 0.6, None, 10.0, 0.0, 11.2, 102.22, -6.0, None, None, 61.0, 2012-01-07 00:00:00, None, None
180.0, -0.1, None, 10.0, None, 9.4, 102.22, -6.0, None, None, 64.0, 2012-01-07 01:00:00, None, None
157.5, -0.3, None, 10.0, None, 7.6, 102.22, -6.3, None, None, 64.0, 2012-01-07 02:00:00, None, None
157.5, -0.9, None, 10.0, 0.02, 11.2, 102.26, -6.6, None, None, 65.0, 2012-01-07 03:00:00, None, None
157.5, -1.5, None, 10.0, None, 14.8, 102.24, -6.7, None, None, 68.0, 2012-01-07 04:00:00, None, None
157.5, -1.7, None, 10.0, None, 14.8, 102.26, -6.7, None, None, 69.0, 2012-01-07 05:00:00, None, None
0.0, -3.8, None, 10.0, 0.04, 0.0, 102.33, -7.4, 0.0, 2.0, 76.0, 2012-01-07 06:00:00, -5.2, 0.0
0.0, -4.7, None, 4.0, None, 0.0, 102.38, -7.5, None, None, 81.0, 2012-01-07 07:00:00, None, None
0.0, -4.3, None, 4.0, None, 0.0, 102.38, -7.4, None, None, 79.0, 2012-01-07 08:00:00, None, None
0.0, -4.3, None, 4.0, 0.09, 0.0, 102.39, -6.7, None, None, 83.0, 2012-01-07 09:00:00, None, None
247.5, -5.1, None, 4.0, None, 5.4, 102.41, -7.5, None, None, 83.0, 2012-01-07 10:00:00, None, None
202.5, -5.4, None, 2.0, None, 3.6, 102.43, -7.7, None, None, 84.0, 2012-01-07 11:00:00, None, None
135.0, -5.0, None, 4.0, 0.07, 5.4, 102.49, -7.8, None, None, 81.0, 2012-01-07 12:00:00, None, None
0.0, -6.5, None, 10.0, None, 0.0, 102.55, -8.4, None, None, 86.0, 2012-01-07 13:00:00, None, None
0.0, -7.0, None, 10.0, None, 0.0, 102.61, -8.8, None, None, 87.0, 2012-01-07 14:00:00, None, None
0.0, -8.4, None, 10.0, 0.15, 0.0, 102.72, -9.9, None, None, 89.0, 2012-01-07 15:00:00, None, None
0.0, -8.7, None, 10.0, None, 0.0, 102.77, -10.0, None, None, 90.0, 2012-01-07 16:00:00, None, None
225.0, -6.6, None, 10.0, None, 3.6, 102.86, -8.1, None, None, 89.0, 2012-01-07 17:00:00, None, None
180.0, -3.2, None, 10.0, 0.16, 7.6, 102.87, -6.9, None, None, 76.0, 2012-01-07 18:00:00, None, None
45.0, -1.6, None, 10.0, None, 5.4, 102.88, -6.3, None, None, 70.0, 2012-01-07 19:00:00, None, None
90.0, -0.7, None, 10.0, None, 9.4, 102.86, -6.6, None, None, 64.0, 2012-01-07 20:00:00, None, None
112.5, -0.2, None, 10.0, -0.02, 11.2, 102.82, -7.0, None, None, 60.0, 2012-01-07 21:00:00, None, None
90.0, 0.2, None, 10.0, None, 7.6, 102.78, -6.8, None, None, 59.0, 2012-01-07 22:00:00, None, None
157.5, 0.4, None, 10.0, None, 14.8, 102.78, -6.9, None, None, 58.0, 2012-01-07 23:00:00, None, None
135.0, -0.1, None, 10.0, -0.02, 11.2, 102.8, -6.8, None, None, 61.0, 2012-01-08 00:00:00, None, None
135.0, -0.4, None, 10.0, None, 14.8, 102.78, -6.8, None, None, 62.0, 2012-01-08 01:00:00, None, None
157.5, -0.4, None, 10.0, None, 14.8, 102.79, -6.8, None, None, 62.0, 2012-01-08 02:00:00, None, None
180.0, -0.4, None, 2.0, 0.03, 14.8, 102.88, -6.4, None, None, 64.0, 2012-01-08 03:00:00, None, None
157.5, -0.6, None, 2.0, None, 14.8, 102.88, -6.4, None, None, 65.0, 2012-01-08 04:00:00, None, None
180.0, -0.5, None, 2.0, None, 16.6, 102.87, -6.1, None, None, 66.0, 2012-01-08 05:00:00, None, None
157.5, -0.3, None, 10.0, -0.01, 18.4, 102.8, -6.4, 0.0, 0.6, 63.0, 2012-01-08 06:00:00, -8.9, 0.0
157.5, -0.6, None, 2.0, None, 18.4, 102.79, -6.1, None, None, 66.0, 2012-01-08 07:00:00, None, None
135.0, -0.5, None, 4.0, None, 14.8, 102.79, -5.8, None, None, 67.0, 2012-01-08 08:00:00, None, None
157.5, -0.4, None, 2.0, -0.01, 18.4, 102.76, -5.5, None, None, 68.0, 2012-01-08 09:00:00, None, None
112.5, -0.6, None, 2.0, None, 9.4, 102.8, -5.7, None, None, 68.0, 2012-01-08 10:00:00, None, None
135.0, -1.1, None, 10.0, None, 7.6, 102.8, -5.9, None, None, 70.0, 2012-01-08 11:00:00, None, None
0.0, -2.5, None, 10.0, -0.01, 0.0, 102.77, -5.9, None, None, 77.0, 2012-01-08 12:00:00, None, None
135.0, -0.5, None, 10.0, None, 11.2, 102.74, -5.3, None, None, 70.0, 2012-01-08 13:00:00, None, None
135.0, -1.8, None, 2.0, None, 9.4, 102.72, -5.3, None, None, 77.0, 2012-01-08 14:00:00, None, None
112.5, -1.8, None, 4.0, -0.08, 7.6, 102.68, -5.2, None, None, 78.0, 2012-01-08 15:00:00, None, None
180.0, -1.8, None, 4.0, None, 7.6, 102.73, -4.9, None, None, 79.0, 2012-01-08 16:00:00, None, None
247.5, -1.3, None, 10.0, None, 5.4, 102.78, -5.0, None, None, 76.0, 2012-01-08 17:00:00, None, None
0.0, -0.4, None, 10.0, 0.14, 0.0, 102.81, -4.1, None, None, 76.0, 2012-01-08 18:00:00, None, None
0.0, -0.3, None, 10.0, None, 0.0, 102.8, -4.3, None, None, 74.0, 2012-01-08 19:00:00, None, None
112.5, 2.2, None, 10.0, None, 13.0, 102.74, -2.8, None, None, 69.0, 2012-01-08 20:00:00, None, None
157.5, 2.9, None, 10.0, -0.08, 20.5, 102.68, -2.1, None, None, 70.0, 2012-01-08 21:00:00, None, None
157.5, 3.2, None, 10.0, None, 18.4, 102.67, -2.2, None, None, 68.0, 2012-01-08 22:00:00, None, None
135.0, 3.5, None, 10.0, None, 18.4, 102.66, -1.8, None, None, 68.0, 2012-01-08 23:00:00, None, None
112.5, 2.6, None, 10.0, -0.02, 13.0, 102.69, -2.3, None, None, 70.0, 2012-01-09 00:00:00, None, None
90.0, 2.7, None, 10.0, None, 13.0, 102.71, -1.9, None, None, 72.0, 2012-01-09 01:00:00, None, None
112.5, 3.2, None, 10.0, None, 18.4, 102.71, -1.4, None, None, 72.0, 2012-01-09 02:00:00, None, None
135.0, 3.6, None, 10.0, 0.03, 20.5, 102.7, -1.4, None, None, 70.0, 2012-01-09 03:00:00, None, None
112.5, 3.3, None, 10.0, None, 18.4, 102.7, -1.5, None, None, 71.0, 2012-01-09 04:00:00, None, None
135.0, 3.7, None, 10.0, None, 22.3, 102.7, -1.7, None, None, 68.0, 2012-01-09 05:00:00, None, None
135.0, 3.8, None, 10.0, 0.02, 22.3, 102.71, -1.7, 0.0, 3.5, 67.0, 2012-01-09 06:00:00, -2.7, 0.0
135.0, 3.5, None, 10.0, None, 18.4, 102.71, -1.7, None, None, 69.0, 2012-01-09 07:00:00, None, None
135.0, 3.3, None, 10.0, None, 18.4, 102.66, -1.6, None, None, 70.0, 2012-01-09 08:00:00, None, None
135.0, 4.2, 37.1, 4.0, -0.12, 25.9, 102.53, -1.4, None, None, 67.0, 2012-01-09 09:00:00, None, None
135.0, 4.1, 35.3, 10.0, None, 22.3, 102.54, -2.0, None, None, 64.0, 2012-01-09 10:00:00, None, None
157.5, 3.9, 31.7, 10.0, None, 18.4, 102.51, -2.0, None, None, 65.0, 2012-01-09 11:00:00, None, None
157.5, 4.0, 37.1, 10.0, -0.07, 22.3, 102.45, -1.6, None, None, 67.0, 2012-01-09 12:00:00, None, None
157.5, 4.0, 33.5, 10.0, None, 22.3, 102.43, -1.7, None, None, 66.0, 2012-01-09 13:00:00, None, None
135.0, 4.3, 31.7, 10.0, None, 18.4, 102.42, -1.7, None, None, 65.0, 2012-01-09 14:00:00, None, None
112.5, 4.2, None, 10.0, -0.07, 16.6, 102.36, -1.8, None, None, 65.0, 2012-01-09 15:00:00, None, None
157.5, 4.1, None, 4.0, None, 16.6, 102.35, -1.6, None, None, 66.0, 2012-01-09 16:00:00, None, None
135.0, 4.5, None, 4.0, None, 22.3, 102.32, -1.3, None, None, 66.0, 2012-01-09 17:00:00, None, None
112.5, 4.6, None, 4.0, -0.05, 16.6, 102.3, -1.4, None, None, 65.0, 2012-01-09 18:00:00, None, None
157.5, 6.1, 35.3, 2.0, None, 18.4, 102.24, -1.2, None, None, 59.0, 2012-01-09 19:00:00, None, None
135.0, 7.3, None, 10.0, None, 27.7, 102.15, -0.8, None, None, 56.0, 2012-01-09 20:00:00, None, None
112.5, 6.3, 31.7, 10.0, -0.23, 18.4, 102.01, -1.2, None, None, 59.0, 2012-01-09 21:00:00, None, None
157.5, 6.4, None, 2.0, None, 18.4, 101.99, -1.0, None, None, 59.0, 2012-01-09 22:00:00, None, None
180.0, 6.0, None, 10.0, None, 18.4, 101.93, -1.2, None, None, 60.0, 2012-01-09 23:00:00, None, None
180.0, 5.5, None, 10.0, -0.1, 22.3, 101.91, -1.5, None, None, 61.0, 2012-01-10 00:00:00, None, None
157.5, 5.2, None, 10.0, None, 22.3, 101.86, -1.6, None, None, 61.0, 2012-01-10 01:00:00, None, None
157.5, 4.6, None, 10.0, None, 20.5, 101.79, -1.9, None, None, 63.0, 2012-01-10 02:00:00, None, None
180.0, 4.8, None, 10.0, -0.13, 22.3, 101.77, -2.0, None, None, 61.0, 2012-01-10 03:00:00, None, None
180.0, 4.8, None, 10.0, None, 18.4, 101.76, -1.9, None, None, 62.0, 2012-01-10 04:00:00, None, None
180.0, 4.8, None, 10.0, None, 18.4, 101.68, -1.8, None, None, 62.0, 2012-01-10 05:00:00, None, None
135.0, 3.9, 37.04, 10.0, -0.16, 18.4, 101.6, -0.8, 0.0, 7.4, 71.0, 2012-01-10 06:00:00, -0.5, 0.0
