station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
157.5, None, 35.19, None, None, None, None, None, None, 18.3, None, 2012-04-26 06:00:00, 4.9, None
None, None, None, None, None, None, None, None, None, 11.7, None, 2012-04-27 06:00:00, 4.4, None
157.5, None, 40.74, None, None, None, None, None, None, 9.1, None, 2012-04-28 06:00:00, 3.4, None
202.5, None, 31.48, None, None, None, None, None, None, 14.1, None, 2012-04-29 06:00:00, -1.7, None
180.0, None, 38.89, None, None, None, None, None, None, 15.1, None, 2012-04-30 06:00:00, -2.6, None
202.5, None, 44.45, None, None, None, None, None, None, 9.0, None, 2012-05-01 06:00:00, 4.2, None
180.0, None, 44.45, None, None, None, None, None, None, 8.3, None, 2012-05-02 06:00:00, 2.8, None
None, None, None, None, None, None, None, None, None, 8.9, None, 2012-05-03 06:00:00, 2.6, None
180.0, None, 37.04, None, None, None, None, None, None, 9.4, None, 2012-05-04 06:00:00, -2.6, None
180.0, None, 35.19, None, None, None, None, None, None, 10.5, None, 2012-05-05 06:00:00, 2.8, None
202.5, None, 35.19, None, None, None, None, None, None, 9.6, None, 2012-05-06 06:00:00, 2.2, None
180.0, None, 31.48, None, None, None, None, None, None, 13.9, None, 2012-05-07 06:00:00, -2.1, None
None, None, None, None, None, None, None, None, None, 17.8, None, 2012-05-08 06:00:00, -2.3, None
180.0, None, 40.74, None, None, None, None, None, None, 20.9, None, 2012-05-09 06:00:00, 0.8, None
157.5, None, 51.86, None, None, None, None, None, None, 17.4, None, 2012-05-10 06:00:00, 4.7, None
292.5, None, 44.45, None, None, None, None, None, None, 7.8, None, 2012-05-11 06:00:00, 0.7, None
180.0, None, 35.19, None, None, None, None, None, None, 14.1, None, 2012-05-12 06:00:00, -6.1, None
180.0, None, 33.34, None, None, None, None, None, None, 19.2, None, 2012-05-13 06:00:00, -3.3, None
202.5, None, 37.04, None, None, None, None, None, None, 23.0, None, 2012-05-14 06:00:00, -1.0, None
None, None, None, None, None, None, None, None, None, 24.6, None, 2012-05-15 06:00:00, 0.6, None
157.5, None, 37.04, None, None, None, None, None, None, 27.2, None, 2012-05-16 06:00:00, 1.9, None
22.5, None, 44.45, None, None, None, None, None, None, 23.7, None, 2012-05-17 06:00:00, 2.2, None
247.5, None, 44.45, None, None, None, None, None, None, 16.3, None, 2012-05-18 06:00:00, 4.3, None
202.5, None, 35.19, None, None, None, None, None, None, 12.5, None, 2012-05-19 06:00:00, 2.1, None
135.0, None, 33.34, None, None, None, None, None, None, 14.7, None, 2012-05-20 06:00:00, -1.7, None
157.5, None, 33.34, None, None, None, None, None, None, 17.2, None, 2012-05-21 06:00:00, -2.2, None
157.5, None, 31.48, None, None, None, None, None, None, 15.2, None, 2012-05-22 06:00:00, 6.7, None
202.5, None, 53.71, None, None, None, None, None, None, 12.3, None, 2012-05-23 06:00:00, 5.9, None
180.0, None, 48.15, None, None, None, None, None, None, 13.6, None, 2012-05-24 06:00:00, 4.5, None
135.0, None, 31.48, None, None, None, None, None, None, 9.5, None, 2012-05-25 06:00:00, 0.8, None
22.5, None, 44.45, None, None, None, None, None, None, 10.5, None, 2012-05-26 06:00:00, 2.8, None
45.0, None, 35.19, None, None, None, None, None, None, 12.6, None, 2012-05-27 06:00:00, 2.1, None
135.0, None, 35.19, None, None, None, None, None, None, 11.2, None, 2012-05-28 06:00:00, 3.2, None
270.0, None, 38.89, None, None, None, None, None, None, 16.9, None, 2012-05-29 06:00:00, 3.1, None
202.5, None, 38.89, None, None, None, None, None, None, 15.0, None, 2012-05-30 06:00:00, 4.1, None
157.5, None, 31.48, None, None, None, None, None, None, 17.1, None, 2012-05-31 06:00:00, 3.6, None
202.5, None, 40.74, None, None, None, None, None, None, 15.6, None, 2012-06-01 06:00:00, 6.7, None
157.5, None, 37.04, None, None, None, None, None, None, 16.6, None, 2012-06-02 06:00:00, 3.8, None
157.5, None, 40.74, None, None, None, None, None, None, 16.1, None, 2012-06-03 06:00:00, 8.1, None
270.0, None, 40.74, None, None, None, None, None, None, 15.5, None, 2012-06-04 06:00:00, 5.2, None
None, None, None, None, None, None, None, None, None, 21.6, None, 2012-06-05 06:00:00, 7.3, None
202.5, None, 46.3, None, None, None, None, None, None, 16.8, None, 2012-06-06 06:00:00, 7.6, None
202.5, None, 48.15, None, None, None, None, None, None, 7.6, None, 2012-06-07 06:00:00, 1.9, None
157.5, None, 33.34, None, None, None, None, None, None, 15.6, None, 2012-06-08 06:00:00, 2.9, None
202.5, None, 37.04, None, None, None, None, None, None, 12.2, None, 2012-06-09 06:00:00, 5.8, None
180.0, None, 38.89, None, None, None, None, None, None, 8.4, None, 2012-06-10 06:00:00, 4.5, None
202.5, None, 40.74, None, None, None, None, None, None, 16.4, None, 2012-06-11 06:00:00, 3.9, None
180.0, None, 31.48, None, None, None, None, None, None, 20.1, None, 2012-06-12 06:00:00, 9.1, None
180.0, None, 40.74, None, None, None, None, None, None, 21.9, None, 2012-06-13 06:00:00, 3.0, None
180.0, None, 37.04, None, None, None, None, None, None, 15.5, None, 2012-06-14 06:00:00, 9.5, None
225.0, None, 40.74, None, None, None, None, None, None, 17.1, None, 2012-06-15 06:00:00, 4.3, None
None, None, None, None, None, None, None, None, None, 19.0, None, 2012-06-16 06:00:00, 2.2, None
157.5, None, 48.15, None, None, None, None, None, None, 20.5, None, 2012-06-17 06:00:00, 3.4, None
225.0, None, 51.86, None, None, None, None, None, None, 18.7, None, 2012-06-18 06:00:00, 10.0, None
180.0, None, 44.45, None, None, None, None, None, None, 12.1, None, 2012-06-19 06:00:00, 4.8, None
180.0, None, 37.04, None, None, None, None, None, None, 17.2, None, 2012-06-20 06:00:00, 7.3, None
202.5, None, 33.34, None, None, None, None, None, None, 18.8, None, 2012-06-21 06:00:00, 7.9, None
None, None, None, None, None, None, None, None, None, 23.8, None, 2012-06-22 06:00:00, 3.9, None
None, None, None, None, None, None, None, None, None, 20.5, None, 2012-06-23 06:00:00, 7.9, None
None, None, None, None, None, None, None, None, None, 15.9, None, 2012-06-24 06:00:00, 12.1, None
202.5, None, 31.48, None, None, None, None, None, None, 22.1, None, 2012-06-25 06:00:00, 9.5, None
202.5, None, 46.3, None, None, None, None, None, None, 25.0, None, 2012-06-26 06:00:00, 5.0, None
None, None, None, None, None, None, None, None, None, 9.9, None, 2012-06-27 06:00:00, 5.9, None
180.0, None, 44.45, None, None, None, None, None, None, 15.2, None, 2012-06-28 06:00:00, 5.5, None
157.5, None, 35.19, None, None, None, None, None, None, 23.4, None, 2012-06-29 06:00:00, 2.6, None
202.5, None, 33.34, None, None, None, None, None, None, 20.9, None, 2012-06-30 06:00:00, 9.2, None
180.0, None, 35.19, None, None, None, None, None, None, 23.5, None, 2012-07-01 06:00:00, 7.6, None
180.0, None, 40.74, None, None, None, None, None, None, 21.1, None, 2012-07-02 06:00:00, 13.6, None
180.0, None, 33.34, None, None, None, None, None, None, 22.6, None, 2012-07-03 06:00:00, 6.5, None
180.0, None, 46.3, None, None, None, None, None, None, 15.5, None, 2012-07-04 06:00:00, 8.8, None
157.5, None, 50.0, None, None, None, None, None, None, 19.9, None, 2012-07-05 06:00:00, 8.5, None
180.0, None, 31.48, None, None, None, None, None, None, 23.8, None, 2012-07-06 06:00:00, 2.4, None
180.0, None, 35.19, None, None, None, None, None, None, 25.6, None, 2012-07-07 06:00:00, 3.9, None
None, None, None, None, None, None, None, None, None, 29.6, None, 2012-07-08 06:00:00, 5.4, None
180.0, None, 31.48, None, None, None, None, None, None, 31.2, None, 2012-07-09 06:00:00, 9.9, None
135.0, None, 37.04, None, None, None, None, None, None, 32.4, None, 2012-07-10 06:00:00, 8.4, None
180.0, None, 35.19, None, None, None, None, None, None, 27.1, None, 2012-07-11 06:00:00, 10.2, None
None, None, None, None, None, None, None, None, None, 30.5, None, 2012-07-12 06:00:00, 7.7, None
None, None, None, None, None, None, None, None, None, 30.6, None, 2012-07-13 06:00:00, 10.0, None
157.5, None, 35.19, None, None, None, None, None, None, 29.6, None, 2012-07-14 06:00:00, 14.1, None
None, None, None, None, None, None, None, None, None, 19.0, None, 2012-07-15 06:00:00, 15.0, None
157.5, None, 33.34, None, None, None, None, None, None, 19.0, None, 2012-07-16 06:00:00, 14.0, None
None, None, None, None, None, None, None, None, None, None, None, 2012-07-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 25.6, None, 2012-07-17 06:00:00, 12.4, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-17 23:00:00, None, 7.8
None, None, None, None, None, None, None, None, None, 24.2, None, 2012-07-18 06:00:00, 13.4, 7.8
None, None, None, None, None, None, None, None, None, None, None, 2012-07-18 23:00:00, None, 0.0
180.0, None, 42.6, None, None, None, None, None, None, 27.0, None, 2012-07-19 06:00:00, 13.0, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-19 23:00:00, None, 0.0
180.0, None, 33.34, None, None, None, None, None, None, 29.3, None, 2012-07-20 06:00:00, 11.9, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 27.1, None, 2012-07-21 14:35:30.849000, 12.9, None
None, None, None, None, None, None, None, None, None, None, None, 2012-07-24 23:00:00, None, 0.0
135.0, None, 44.45, None, None, None, None, None, None, 20.0, None, 2012-07-25 06:00:00, 12.0, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-25 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 25.5, None, 2012-07-26 06:00:00, 6.5, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-26 23:00:00, None, 0.0
0.0, None, 42.6, None, None, None, None, None, None, 24.7, None, 2012-07-27 06:00:00, 11.6, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-27 23:00:00, None, 0.0
0.0, None, 35.19, None, None, None, None, None, None, 28.8, None, 2012-07-28 06:00:00, 8.1, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-28 23:00:00, None, 0.0
157.5, None, 46.3, None, None, None, None, None, None, 26.4, None, 2012-07-29 06:00:00, 9.4, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-29 23:00:00, None, 0.0
157.5, None, 31.48, None, None, None, None, None, None, 26.7, None, 2012-07-30 06:00:00, 6.5, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-30 23:00:00, None, 0.0
180.0, None, 31.48, None, None, None, None, None, None, 27.8, None, 2012-07-31 06:00:00, 7.2, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-07-31 23:00:00, None, 0.0
157.5, None, 35.19, None, None, None, None, None, None, 25.9, None, 2012-08-01 06:00:00, 8.6, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-01 23:00:00, None, 0.0
157.5, None, 37.04, None, None, None, None, None, None, 25.8, None, 2012-08-02 06:00:00, 7.3, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-02 23:00:00, None, 8.0
112.5, None, 44.45, None, None, None, None, None, None, 18.7, None, 2012-08-03 06:00:00, 6.5, 8.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-03 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, 20.7, None, 2012-08-04 06:00:00, 5.2, 0.2
None, None, None, None, None, None, None, None, None, None, None, 2012-08-04 23:00:00, None, 0.0
180.0, None, 33.34, None, None, None, None, None, None, 26.0, None, 2012-08-05 06:00:00, 4.7, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-05 23:00:00, None, 0.0
180.0, None, 31.48, None, None, None, None, None, None, 29.9, None, 2012-08-06 06:00:00, 7.7, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-06 23:00:00, None, 0.0
135.0, None, 31.48, None, None, None, None, None, None, 30.8, None, 2012-08-07 06:00:00, 9.3, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-07 23:00:00, None, 0.0
202.5, None, 35.19, None, None, None, None, None, None, 30.2, None, 2012-08-08 06:00:00, 10.4, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-08 23:00:00, None, 0.0
180.0, None, 33.34, None, None, None, None, None, None, 26.4, None, 2012-08-09 06:00:00, 9.7, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-09 23:00:00, None, 0.0
157.5, None, 31.48, None, None, None, None, None, None, 27.7, None, 2012-08-10 06:00:00, 11.0, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-10 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 28.8, None, 2012-08-11 06:00:00, 6.2, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-11 23:00:00, None, 0.0
135.0, None, 40.74, None, None, None, None, None, None, 27.1, None, 2012-08-12 06:00:00, 6.9, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-12 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 28.1, None, 2012-08-13 06:00:00, 8.7, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-13 23:00:00, None, 0.0
180.0, None, 37.04, None, None, None, None, None, None, 29.7, None, 2012-08-14 06:00:00, 7.8, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-14 23:00:00, None, 11.6
0.0, None, 42.6, None, None, None, None, None, None, 28.9, None, 2012-08-15 06:00:00, 9.3, 11.6
None, None, None, None, None, None, None, None, None, None, None, 2012-08-15 23:00:00, None, 2.6
112.5, None, 31.48, None, None, None, None, None, None, 18.3, None, 2012-08-16 06:00:00, 8.2, 2.6
None, None, None, None, None, None, None, None, None, None, None, 2012-08-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 24.8, None, 2012-08-17 06:00:00, 2.4, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-17 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 28.2, None, 2012-08-18 06:00:00, 4.4, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-18 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 30.4, None, 2012-08-19 06:00:00, 5.8, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-19 23:00:00, None, 4.0
202.5, None, 31.48, None, None, None, None, None, None, 30.6, None, 2012-08-20 06:00:00, 7.9, 4.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-20 23:00:00, None, 0.4
180.0, None, 31.48, None, None, None, None, None, None, 29.5, None, 2012-08-21 06:00:00, 11.1, 0.4
None, None, None, None, None, None, None, None, None, None, None, 2012-08-21 23:00:00, None, 0.0
157.5, None, 42.6, None, None, None, None, None, None, 20.8, None, 2012-08-22 06:00:00, 7.8, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-22 23:00:00, None, 3.0
157.5, None, 37.04, None, None, None, None, None, None, 23.5, None, 2012-08-23 06:00:00, 7.5, 3.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-23 23:00:00, None, 0.0
157.5, None, 40.74, None, None, None, None, None, None, 23.3, None, 2012-08-24 06:00:00, 4.1, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-24 23:00:00, None, 3.2
337.5, None, 57.41, None, None, None, None, None, None, 17.3, None, 2012-08-25 06:00:00, 4.2, 3.2
None, None, None, None, None, None, None, None, None, None, None, 2012-08-25 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, 20.2, None, 2012-08-26 06:00:00, -0.7, 0.2
None, None, None, None, None, None, None, None, None, None, None, 2012-08-26 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, 27.1, None, 2012-08-27 06:00:00, 1.0, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-27 23:00:00, None, 0.0
180.0, None, 40.74, None, None, None, None, None, None, 27.9, None, 2012-08-28 06:00:00, 7.0, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-28 23:00:00, None, 0.0
157.5, None, 51.86, None, None, None, None, None, None, 27.9, None, 2012-08-29 06:00:00, 6.5, 0.0
None, None, None, None, None, None, None, None, None, None, None, 2012-08-29 23:00:00, None, 2.4
247.5, None, 50.0, None, None, None, None, None, None, 20.4, None, 2012-08-30 06:00:00, 9.6, 2.4
