station_observations
wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, air_temperature_yesterday_high, time, air_temperature_yesterday_low, total_precipitation, wind_gust_speed, total_cloud_cover
None, None, None, None, None, None, None, 2012-04-03 23:00:00, None, 3.8, None, None
None, None, None, None, None, None, None, 2012-04-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-07 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-11 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-12 23:00:00, None, 5.2, None, None
None, None, None, None, None, None, None, 2012-04-13 23:00:00, None, 5.9, None, None
None, None, None, None, None, None, None, 2012-04-14 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-15 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-16 23:00:00, None, 3.0, None, None
None, None, None, None, None, None, None, 2012-04-17 23:00:00, None, 0.5, None, None
None, None, None, None, None, None, None, 2012-04-18 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-19 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-20 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-21 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-22 23:00:00, None, 3.0, None, None
None, None, None, None, None, None, None, 2012-04-23 23:00:00, None, 4.8, None, None
None, None, None, None, None, None, None, 2012-04-24 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-25 23:00:00, None, 0.5, None, None
None, None, None, None, None, None, None, 2012-04-26 23:00:00, None, 16.4, None, None
None, None, None, None, None, None, None, 2012-04-28 23:00:00, None, 2.8, None, None
None, None, None, None, None, None, None, 2012-04-29 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-04-30 23:00:00, None, 10.0, None, None
None, None, None, None, None, None, None, 2012-05-01 23:00:00, None, 2.8, None, None
None, None, None, None, None, None, None, 2012-05-02 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-03 23:00:00, None, 1.0, None, None
None, None, None, None, None, None, None, 2012-05-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-07 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-05-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-11 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-12 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-13 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-14 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-15 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-17 23:00:00, None, 3.8, None, None
None, None, None, None, None, None, None, 2012-05-18 23:00:00, None, 1.1, None, None
None, None, None, None, None, None, None, 2012-05-19 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-21 23:00:00, None, 10.8, None, None
None, None, None, None, None, None, None, 2012-05-22 23:00:00, None, 3.1, None, None
None, None, None, None, None, None, None, 2012-05-23 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-24 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-27 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-28 23:00:00, None, 2.3, None, None
None, None, None, None, None, None, None, 2012-05-29 23:00:00, None, 2.5, None, None
None, None, None, None, None, None, None, 2012-05-30 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-05-31 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-01 23:00:00, None, 2.0, None, None
None, None, None, None, None, None, None, 2012-06-02 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-03 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-05 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-06-06 23:00:00, None, 22.3, None, None
None, None, None, None, None, None, None, 2012-06-07 23:00:00, None, 6.8, None, None
None, None, None, None, None, None, None, 2012-06-08 23:00:00, None, 2.8, None, None
None, None, None, None, None, None, None, 2012-06-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-11 23:00:00, None, 18.5, None, None
None, None, None, None, None, None, None, 2012-06-12 23:00:00, None, 9.1, None, None
None, None, None, None, None, None, None, 2012-06-13 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-14 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-15 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-06-16 23:00:00, None, 16.6, None, None
None, None, None, None, None, None, None, 2012-06-17 23:00:00, None, 3.5, None, None
None, None, None, None, None, None, None, 2012-06-18 23:00:00, None, 5.8, None, None
None, None, None, None, None, None, None, 2012-06-19 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-20 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-21 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-06-22 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-23 23:00:00, None, 2.1, None, None
None, None, None, None, None, None, None, 2012-06-24 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-06-25 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-06-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-27 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-28 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-06-29 23:00:00, None, 2.8, None, None
None, None, None, None, None, None, None, 2012-06-30 23:00:00, None, 10.2, None, None
None, None, None, None, None, None, None, 2012-07-01 23:00:00, None, 6.0, None, None
None, None, None, None, None, None, None, 2012-07-02 23:00:00, None, 13.6, None, None
None, None, None, None, None, None, None, 2012-07-03 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-07-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-07 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-11 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-12 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-13 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-14 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-07-15 23:00:00, None, 3.0, None, None
None, None, None, None, None, None, None, 2012-07-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-17 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-20 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-07-21 23:00:00, None, 6.6, None, None
None, None, None, None, None, None, None, 2012-07-22 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-07-23 23:00:00, None, 2.5, None, None
None, None, None, None, None, None, None, 2012-07-24 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-28 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-29 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-07-30 23:00:00, None, 0.6, None, None
None, None, None, None, None, None, None, 2012-07-31 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-01 23:00:00, None, 9.6, None, None
None, None, None, None, None, None, None, 2012-08-02 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-03 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-07 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-08 23:00:00, None, 1.6, None, None
None, None, None, None, None, None, None, 2012-08-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-11 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-12 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-13 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-14 23:00:00, None, 3.3, None, None
None, None, None, None, None, None, None, 2012-08-15 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-17 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-18 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-19 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-20 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-21 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-08-22 23:00:00, None, 0.5, None, None
None, None, None, None, None, None, None, 2012-08-23 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-08-24 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-27 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-08-28 23:00:00, None, 7.6, None, None
None, None, None, None, None, None, None, 2012-08-29 23:00:00, None, 8.1, None, None
None, None, None, None, None, None, None, 2012-08-30 23:00:00, None, 4.8, None, None
None, None, None, None, None, None, None, 2012-08-31 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-01 23:00:00, None, 3.3, None, None
None, None, None, None, None, None, None, 2012-09-02 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-03 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-07 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-09 23:00:00, None, 2.3, None, None
None, None, None, None, None, None, None, 2012-09-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-11 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-12 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-13 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-14 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-15 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-17 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-18 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-19 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-20 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-21 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-22 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-24 23:00:00, None, 2.8, None, None
None, None, None, None, None, None, None, 2012-09-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-27 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-28 23:00:00, None, 7.0, None, None
None, None, None, None, None, None, None, 2012-09-29 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-09-30 23:00:00, None, 8.5, None, None
None, None, None, None, None, None, None, 2012-10-01 23:00:00, None, 2.3, None, None
None, None, None, None, None, None, None, 2012-10-02 23:00:00, None, 1.5, None, None
None, None, None, None, None, None, None, 2012-10-03 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-07 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-12 23:00:00, None, 15.6, None, None
None, None, None, None, None, None, None, 2012-10-14 23:00:00, None, 3.0, None, None
None, None, None, None, None, None, None, 2012-10-15 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-10-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-17 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-19 23:00:00, None, 5.6, None, None
None, None, None, None, None, None, None, 2012-10-20 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-21 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-22 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-23 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-24 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-10-27 23:00:00, None, 1.6, None, None
None, None, None, None, None, None, None, 2012-10-28 23:00:00, None, 4.1, None, None
None, None, None, None, None, None, None, 2012-10-29 23:00:00, None, 15.6, None, None
None, None, None, None, None, None, None, 2012-10-30 23:00:00, None, 0.5, None, None
None, None, None, None, None, None, None, 2012-10-31 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-01 23:00:00, None, 1.6, None, None
None, None, None, None, None, None, None, 2012-11-02 23:00:00, None, 1.0, None, None
None, None, None, None, None, None, None, 2012-11-03 23:00:00, None, 3.1, None, None
None, None, None, None, None, None, None, 2012-11-05 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-06 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-11-07 23:00:00, None, 1.3, None, None
None, None, None, None, None, None, None, 2012-11-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-09 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-10 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-11 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-12 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-13 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-11-14 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-15 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-17 23:00:00, None, 2.0, None, None
None, None, None, None, None, None, None, 2012-11-18 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-19 23:00:00, None, 4.8, None, None
None, None, None, None, None, None, None, 2012-11-20 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-21 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-22 23:00:00, None, 1.5, None, None
None, None, None, None, None, None, None, 2012-11-23 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-24 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-26 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-27 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-28 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-11-29 23:00:00, None, 3.0, None, None
None, None, None, None, None, None, None, 2012-11-30 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-01 23:00:00, None, 1.0, None, None
None, None, None, None, None, None, None, 2012-12-02 23:00:00, None, 1.3, None, None
None, None, None, None, None, None, None, 2012-12-03 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-04 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-05 23:00:00, None, 1.1, None, None
None, None, None, None, None, None, None, 2012-12-06 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-07 23:00:00, None, 0.5, None, None
None, None, None, None, None, None, None, 2012-12-08 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-09 23:00:00, None, 1.5, None, None
None, None, None, None, None, None, None, 2012-12-10 23:00:00, None, 3.5, None, None
None, None, None, None, None, None, None, 2012-12-11 23:00:00, None, 1.4, None, None
None, None, None, None, None, None, None, 2012-12-14 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-15 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-16 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-17 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-12-18 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-19 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-20 23:00:00, None, 1.3, None, None
None, None, None, None, None, None, None, 2012-12-21 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-22 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-12-23 23:00:00, None, 0.8, None, None
None, None, None, None, None, None, None, 2012-12-24 23:00:00, None, 0.3, None, None
None, None, None, None, None, None, None, 2012-12-25 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-26 23:00:00, None, 1.1, None, None
None, None, None, None, None, None, None, 2012-12-27 23:00:00, None, 0.0, None, None
None, None, None, None, None, None, None, 2012-12-28 23:00:00, None, 1.6, None, None
None, None, None, None, None, None, None, 2012-12-29 23:00:00, None, 0.5, None, None
None, None, None, None, None, None, None, 2012-12-30 23:00:00, None, 0.0, None, None
