station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
157.5, -4.0, None, 6.0, -0.08, 13.0, 102.91, -8.4, None, None, 2012-01-01 23:00:00, None, None
157.5, -3.5, None, 6.0, -0.14, 13.0, 102.82, -8.2, None, None, 2012-01-02 00:00:00, None, None
180.0, -3.1, None, 6.0, -0.09, 14.8, 102.79, -7.7, None, None, 2012-01-02 01:00:00, None, None
157.5, -3.0, None, 6.0, -0.19, 13.0, 102.68, -7.6, None, None, 2012-01-02 02:00:00, None, None
157.5, -2.8, None, 6.0, -0.19, 11.2, 102.6, -7.5, None, None, 2012-01-02 03:00:00, None, None
135.0, -3.5, None, 10.0, -0.27, 11.2, 102.49, -7.9, None, None, 2012-01-02 04:00:00, None, None
180.0, -3.2, None, 10.0, -0.26, 13.0, 102.37, -7.5, None, None, 2012-01-02 05:00:00, None, None
135.0, -3.1, 37.04, None, -0.25, 16.6, 102.29, -7.6, -3.5, None, 2012-01-02 06:00:00, -11.4, 0.0
180.0, -4.3, None, None, -0.2, 11.2, 102.23, -8.2, None, None, 2012-01-02 07:00:00, None, None
180.0, -3.8, None, None, -0.18, 13.0, 102.13, -7.9, None, None, 2012-01-02 08:00:00, None, None
180.0, -4.3, None, None, -0.14, 11.2, 102.12, -8.2, None, None, 2012-01-02 09:00:00, None, None
90.0, -4.7, None, None, -0.11, 11.2, 102.1, -8.4, None, None, 2012-01-02 10:00:00, None, None
157.5, -5.2, None, None, -0.09, 5.4, 102.04, -8.7, None, None, 2012-01-02 11:00:00, None, None
157.5, -5.4, None, None, -0.19, 7.6, 101.9, -8.6, None, None, 2012-01-02 12:00:00, None, None
135.0, -6.0, None, None, -0.24, 11.2, 101.82, -8.7, None, None, 2012-01-02 13:00:00, None, None
157.5, -5.1, None, None, -0.26, 9.4, 101.73, -8.4, None, None, 2012-01-02 14:00:00, None, None
180.0, -4.6, None, None, -0.22, 9.4, 101.63, -8.0, None, None, 2012-01-02 15:00:00, None, None
157.5, -5.2, None, None, -0.19, 9.4, 101.6, -8.2, None, None, 2012-01-02 16:00:00, None, None
157.5, -3.6, None, None, -0.12, 7.6, 101.57, -7.6, None, None, 2012-01-02 17:00:00, None, None
112.5, -2.2, None, None, -0.08, 9.4, 101.51, -7.1, None, None, 2012-01-02 18:00:00, None, None
157.5, -0.1, None, None, -0.13, 13.0, 101.39, -6.5, None, None, 2012-01-02 19:00:00, None, None
112.5, 0.8, None, None, -0.19, 9.4, 101.3, -6.1, None, None, 2012-01-02 20:00:00, None, None
157.5, 1.9, None, None, -0.21, 3.6, 101.22, -6.0, None, None, 2012-01-02 21:00:00, None, None
135.0, 1.5, None, None, -0.16, 7.6, 101.19, -5.5, None, None, 2012-01-02 22:00:00, None, None
180.0, 0.9, None, None, -0.17, 7.6, 101.13, -6.3, None, None, 2012-01-02 23:00:00, None, None
202.5, -1.2, None, None, -0.07, 7.6, 101.21, -6.9, None, None, 2012-01-03 00:00:00, None, None
202.5, -2.0, None, 10.0, -0.02, 5.4, 101.24, -7.0, None, None, 2012-01-03 01:00:00, None, None
225.0, -1.6, None, None, 0.08, 3.6, 101.25, -6.7, None, None, 2012-01-03 02:00:00, None, None
202.5, -0.9, None, None, 0.07, 9.4, 101.27, -6.3, None, None, 2012-01-03 03:00:00, None, None
180.0, -1.0, None, None, 0.13, 5.4, 101.36, -6.3, None, None, 2012-01-03 04:00:00, None, None
270.0, -1.7, None, None, 0.22, 7.6, 101.48, -6.3, None, None, 2012-01-03 05:00:00, None, None
225.0, -1.5, None, None, 0.25, 5.4, 101.53, -6.2, 2.4, None, 2012-01-03 06:00:00, -7.3, 0.0
202.5, -1.2, None, 4.0, 0.23, 9.4, 101.55, -6.0, None, None, 2012-01-03 07:00:00, None, None
180.0, -0.7, None, 2.0, 0.14, 9.4, 101.56, -5.2, None, None, 2012-01-03 08:00:00, None, None
225.0, -1.3, None, None, 0.14, 3.6, 101.62, -5.4, None, None, 2012-01-03 09:00:00, None, None
202.5, -1.9, None, None, 0.13, 14.8, 101.68, -5.4, None, None, 2012-01-03 10:00:00, None, None
180.0, -1.9, None, None, 0.17, 9.4, 101.77, -4.8, None, None, 2012-01-03 11:00:00, None, None
225.0, -2.1, None, None, 0.16, 5.4, 101.86, -4.6, None, None, 2012-01-03 12:00:00, None, None
180.0, -2.4, None, None, 0.08, 9.4, 101.83, -4.7, None, None, 2012-01-03 13:00:00, None, None
202.5, -2.2, None, None, 0.03, 7.6, 101.85, -4.2, None, None, 2012-01-03 14:00:00, None, None
180.0, -1.7, None, None, -0.01, 9.4, 101.84, -4.1, None, None, 2012-01-03 15:00:00, None, None
157.5, -1.9, None, None, 0.1, 9.4, 101.93, -4.1, None, None, 2012-01-03 16:00:00, None, None
157.5, -0.7, None, None, 0.05, 11.2, 101.88, -4.3, None, None, 2012-01-03 17:00:00, None, None
157.5, 0.1, None, 10.0, 0.08, 14.8, 101.92, -4.2, None, None, 2012-01-03 18:00:00, None, None
157.5, 1.4, None, 4.0, 0.02, 11.2, 101.9, -3.8, None, None, 2012-01-03 19:00:00, None, None
180.0, 2.7, 38.9, 4.0, -0.11, 24.1, 101.7, -3.7, None, None, 2012-01-03 20:00:00, None, None
157.5, 3.8, 44.6, 10.0, -0.18, 25.9, 101.65, -3.6, None, None, 2012-01-03 21:00:00, None, None
180.0, 5.3, 44.6, 10.0, -0.17, 22.3, 101.66, -3.1, None, None, 2012-01-03 22:00:00, None, None
180.0, 4.8, 38.9, 4.0, 0.0, 24.1, 101.68, -3.1, None, None, 2012-01-03 23:00:00, None, None
157.5, 4.4, 40.7, 6.0, 0.06, 22.3, 101.73, -2.8, None, None, 2012-01-04 00:00:00, None, None
180.0, 4.1, 40.7, 4.0, -0.06, 27.7, 101.62, -2.8, None, None, 2012-01-04 01:00:00, None, None
157.5, 3.7, 35.3, 4.0, 0.0, 18.4, 101.7, -2.4, None, None, 2012-01-04 02:00:00, None, None
180.0, 3.4, 37.1, 4.0, -0.05, 20.5, 101.68, -2.4, None, None, 2012-01-04 03:00:00, None, None
180.0, 3.4, 33.5, 4.0, 0.02, 20.5, 101.65, -2.1, None, None, 2012-01-04 04:00:00, None, None
180.0, 3.7, None, 6.0, -0.05, 18.4, 101.62, -1.8, None, None, 2012-01-04 05:00:00, None, None
157.5, 3.4, 51.86, 4.0, -0.05, 11.2, 101.59, -1.6, 5.4, None, 2012-01-04 06:00:00, -2.8, 0.0
180.0, 3.7, 35.3, 10.0, -0.03, 14.8, 101.56, -1.1, None, None, 2012-01-04 07:00:00, None, None
180.0, 3.7, 33.5, 4.0, -0.13, 20.5, 101.43, -0.8, None, None, 2012-01-04 08:00:00, None, None
180.0, 3.7, 35.3, 2.0, -0.18, 22.3, 101.33, -0.8, None, None, 2012-01-04 09:00:00, None, None
157.5, 3.6, 38.9, 10.0, -0.26, 16.6, 101.21, -0.8, None, None, 2012-01-04 10:00:00, None, None
157.5, 3.4, 40.7, None, -0.33, 24.1, 101.03, -0.8, None, None, 2012-01-04 11:00:00, None, None
180.0, 4.5, 48.2, None, -0.38, 18.4, 100.88, -0.4, None, None, 2012-01-04 12:00:00, None, None
202.5, 5.9, 46.4, None, -0.27, 22.3, 100.89, 0.1, None, None, 2012-01-04 13:00:00, None, None
180.0, 6.5, 35.3, None, -0.09, 16.6, 100.9, 0.3, None, None, 2012-01-04 14:00:00, None, None
202.5, 6.6, 37.1, None, 0.14, 25.9, 101.02, 0.4, None, None, 2012-01-04 15:00:00, None, None
202.5, 5.8, 46.4, None, 0.19, 24.1, 101.12, 0.4, None, None, 2012-01-04 16:00:00, None, None
202.5, 4.9, 37.1, None, 0.29, 25.9, 101.25, 1.0, None, None, 2012-01-04 17:00:00, None, None
202.5, 4.2, 35.3, 10.0, 0.21, 22.3, 101.3, 1.3, None, None, 2012-01-04 18:00:00, None, None
202.5, 4.4, 33.5, 10.0, 0.06, 22.3, 101.2, 0.7, None, None, 2012-01-04 19:00:00, None, None
202.5, 5.1, 35.3, 10.0, -0.13, 18.4, 101.1, 0.7, None, None, 2012-01-04 20:00:00, None, None
180.0, 4.5, 35.3, 4.0, -0.22, 14.8, 101.04, 0.4, None, None, 2012-01-04 21:00:00, None, None
202.5, 4.2, 35.3, 10.0, -0.19, 20.5, 100.99, 0.2, None, None, 2012-01-04 22:00:00, None, None
180.0, 4.1, None, 10.0, -0.2, 16.6, 100.89, -0.1, None, None, 2012-01-04 23:00:00, None, None
202.5, 4.0, 50.0, None, -0.18, 27.7, 100.83, -0.3, None, None, 2012-01-05 00:00:00, None, None
202.5, 3.6, None, 10.0, -0.21, 14.8, 100.72, -0.2, None, None, 2012-01-05 01:00:00, None, None
202.5, 3.7, 37.1, 10.0, -0.16, 18.4, 100.67, -0.2, None, None, 2012-01-05 02:00:00, None, None
180.0, 3.5, None, 2.0, -0.2, 16.6, 100.58, 0.3, None, None, 2012-01-05 03:00:00, None, None
180.0, 3.6, 40.7, 10.0, -0.2, 20.5, 100.5, 0.6, None, None, 2012-01-05 04:00:00, None, None
247.5, 3.2, None, 6.0, -0.02, 5.4, 100.68, 1.0, None, None, 2012-01-05 05:00:00, None, None
None, 1.8, None, 6.0, 0.18, None, 100.84, 0.3, 7.0, None, 2012-01-05 06:00:00, 1.8, 1.5
180.0, 1.5, None, 10.0, 0.33, 3.6, 100.92, -0.7, None, None, 2012-01-05 07:00:00, None, None
247.5, 1.5, None, 10.0, 0.31, 5.4, 101.05, 0.0, None, None, 2012-01-05 08:00:00, None, None
225.0, 0.8, 35.3, 8.0, 0.23, 24.1, 101.11, -1.5, None, None, 2012-01-05 09:00:00, None, None
180.0, 0.6, None, 4.0, 0.26, 9.4, 101.23, -1.0, None, None, 2012-01-05 10:00:00, None, None
247.5, 0.2, None, 10.0, 0.16, 7.6, 101.26, -1.6, None, None, 2012-01-05 11:00:00, None, None
202.5, -0.2, None, 6.0, 0.12, 11.2, 101.27, -1.6, None, None, 2012-01-05 12:00:00, None, None
112.5, -0.2, None, 10.0, 0.1, 3.6, 101.37, -2.4, None, None, 2012-01-05 13:00:00, None, None
202.5, -0.6, None, 10.0, 0.06, 11.2, 101.35, -2.3, None, None, 2012-01-05 14:00:00, None, None
202.5, -0.4, None, 2.0, 0.1, 11.2, 101.39, -2.2, None, None, 2012-01-05 15:00:00, None, None
202.5, -0.6, None, 10.0, 0.07, 5.4, 101.45, -2.4, None, None, 2012-01-05 16:00:00, None, None
225.0, -0.2, None, 10.0, 0.15, 3.6, 101.52, -1.9, None, None, 2012-01-05 17:00:00, None, None
247.5, -0.9, None, 8.0, 0.21, 13.0, 101.67, -2.6, None, None, 2012-01-05 18:00:00, None, None
225.0, 1.3, None, 10.0, 0.23, 7.6, 101.72, -3.2, None, None, 2012-01-05 19:00:00, None, None
225.0, 2.4, None, 10.0, 0.19, 13.0, 101.73, -4.7, None, None, 2012-01-05 20:00:00, None, None
247.5, 2.0, 33.5, 10.0, 0.1, 11.2, 101.75, -5.8, None, None, 2012-01-05 21:00:00, None, None
247.5, 2.3, None, None, 0.08, 11.2, 101.81, -6.0, None, None, 2012-01-05 22:00:00, None, None
225.0, 1.1, None, None, 0.13, 11.2, 101.91, -6.1, None, None, 2012-01-05 23:00:00, None, None
225.0, -0.6, None, None, 0.17, 11.2, 102.0, -6.0, None, None, 2012-01-06 00:00:00, None, None
225.0, -3.3, None, None, 0.19, 5.4, 102.12, -7.1, None, None, 2012-01-06 01:00:00, None, None
247.5, -3.4, None, 10.0, 0.13, 7.6, 102.14, -6.6, None, None, 2012-01-06 02:00:00, None, None
247.5, -3.3, None, None, 0.1, 11.2, 102.15, -6.8, None, None, 2012-01-06 03:00:00, None, None
225.0, -2.6, None, None, 0.05, 9.4, 102.17, -7.0, None, None, 2012-01-06 04:00:00, None, None
202.5, -3.6, None, None, 0.06, 7.6, 102.2, -7.4, None, None, 2012-01-06 05:00:00, None, None
247.5, -4.0, 37.04, None, 0.03, 9.4, 102.21, -7.4, 2.7, None, 2012-01-06 06:00:00, -1.3, 1.0
225.0, -5.4, None, None, 0.05, 9.4, 102.24, -8.3, None, None, 2012-01-06 07:00:00, None, None
202.5, -4.6, None, None, 0.03, 11.2, 102.21, -7.6, None, None, 2012-01-06 08:00:00, None, None
225.0, -4.4, None, None, 0.01, 5.4, 102.18, -7.7, None, None, 2012-01-06 09:00:00, None, None
202.5, -4.4, None, None, -0.03, 7.6, 102.18, -7.4, None, None, 2012-01-06 10:00:00, None, None
202.5, -4.9, None, None, -0.03, 11.2, 102.2, -7.7, None, None, 2012-01-06 11:00:00, None, None
202.5, -4.2, None, None, -0.02, 9.4, 102.19, -7.2, None, None, 2012-01-06 12:00:00, None, None
202.5, -5.1, None, None, -0.05, 11.2, 102.21, -7.8, None, None, 2012-01-06 13:00:00, None, None
225.0, -5.2, None, None, -0.05, 9.4, 102.22, -7.8, None, None, 2012-01-06 14:00:00, None, None
225.0, -5.5, None, None, -0.08, 7.6, 102.16, -8.1, None, None, 2012-01-06 15:00:00, None, None
0.0, -6.1, None, 4.0, -0.01, 0.0, 102.21, -8.4, None, None, 2012-01-06 16:00:00, None, None
225.0, -5.3, None, 6.0, 0.0, 9.4, 102.22, -7.8, None, None, 2012-01-06 17:00:00, None, None
202.5, -4.2, None, 10.0, 0.06, 7.6, 102.22, -7.1, None, None, 2012-01-06 18:00:00, None, None
202.5, -2.8, None, 10.0, 0.02, 7.6, 102.22, -6.6, None, None, 2012-01-06 19:00:00, None, None
180.0, -2.6, None, 4.0, -0.03, 9.4, 102.16, -6.5, None, None, 2012-01-06 20:00:00, None, None
202.5, -2.3, None, 6.0, -0.06, 5.4, 102.13, -6.5, None, None, 2012-01-06 21:00:00, None, None
180.0, -2.4, None, 4.0, -0.03, 9.4, 102.17, -6.2, None, None, 2012-01-06 22:00:00, None, None
225.0, -2.1, None, 6.0, 0.06, 3.6, 102.23, -6.4, None, None, 2012-01-06 23:00:00, None, None
292.5, -2.4, None, 10.0, 0.14, 3.6, 102.29, -6.0, None, None, 2012-01-07 00:00:00, None, None
0.0, -2.7, None, 6.0, 0.15, 0.0, 102.35, -5.3, None, None, 2012-01-07 01:00:00, None, None
202.5, -3.8, None, 6.0, 0.09, 5.4, 102.36, -6.1, None, None, 2012-01-07 02:00:00, None, None
225.0, -6.0, None, 6.0, 0.05, 3.6, 102.42, -8.2, None, None, 2012-01-07 03:00:00, None, None
202.5, -5.7, None, 6.0, 0.03, 5.4, 102.45, -7.6, None, None, 2012-01-07 04:00:00, None, None
180.0, -4.7, None, 6.0, 0.06, 3.6, 102.44, -6.5, None, None, 2012-01-07 05:00:00, None, None
202.5, -4.7, None, 6.0, 0.08, 3.6, 102.47, -6.3, -1.8, None, 2012-01-07 06:00:00, -6.8, 0.0
180.0, -4.8, None, 6.0, 0.07, 9.4, 102.46, -6.3, None, None, 2012-01-07 07:00:00, None, None
157.5, -5.1, None, 6.0, 0.07, 3.6, 102.49, -6.5, None, None, 2012-01-07 08:00:00, None, None
180.0, -5.5, None, 6.0, 0.01, 7.6, 102.47, -6.9, None, None, 2012-01-07 09:00:00, None, None
180.0, -6.0, None, 6.0, 0.05, 9.4, 102.53, -7.5, None, None, 2012-01-07 10:00:00, None, None
180.0, -5.8, None, 6.0, 0.02, 5.4, 102.51, -7.2, None, None, 2012-01-07 11:00:00, None, None
180.0, -6.1, None, 6.0, 0.06, 13.0, 102.55, -7.3, None, None, 2012-01-07 12:00:00, None, None
180.0, -6.1, None, 6.0, 0.0, 7.6, 102.54, -7.3, None, None, 2012-01-07 13:00:00, None, None
180.0, -6.0, None, 6.0, -0.01, 13.0, 102.53, -7.1, None, None, 2012-01-07 14:00:00, None, None
180.0, -6.1, None, 6.0, -0.05, 11.2, 102.54, -7.2, None, None, 2012-01-07 15:00:00, None, None
180.0, -5.8, None, 6.0, -0.05, 13.0, 102.52, -6.9, None, None, 2012-01-07 16:00:00, None, None
157.5, -5.6, None, 6.0, 0.02, 14.8, 102.56, -6.7, None, None, 2012-01-07 17:00:00, None, None
157.5, -5.3, None, 4.0, 0.09, 16.6, 102.61, -6.4, None, None, 2012-01-07 18:00:00, None, None
180.0, -5.1, None, 4.0, 0.09, 13.0, 102.6, -6.2, None, None, 2012-01-07 19:00:00, None, None
180.0, -4.8, None, 7.0, -0.01, 16.6, 102.54, -5.9, None, None, 2012-01-07 20:00:00, None, None
180.0, -4.7, None, 6.0, -0.13, 18.4, 102.47, -5.9, None, None, 2012-01-07 21:00:00, None, None
180.0, -4.7, None, 6.0, -0.18, 16.6, 102.41, -5.7, None, None, 2012-01-07 22:00:00, None, None
180.0, -4.3, 35.3, 4.0, -0.16, 14.8, 102.36, -5.3, None, None, 2012-01-07 23:00:00, None, None
180.0, -4.0, 33.5, 10.0, -0.11, 20.5, 102.34, -5.2, None, None, 2012-01-08 00:00:00, None, None
180.0, -3.7, None, 2.0, -0.01, 11.2, 102.38, -4.6, None, None, 2012-01-08 01:00:00, None, None
180.0, -3.6, 33.5, None, -0.04, 20.5, 102.31, -4.8, None, None, 2012-01-08 02:00:00, None, None
180.0, -3.7, None, 10.0, -0.03, 9.4, 102.3, -4.9, None, None, 2012-01-08 03:00:00, None, None
202.5, -3.2, None, 4.0, -0.12, 14.8, 102.23, -4.4, None, None, 2012-01-08 04:00:00, None, None
180.0, -3.4, None, 10.0, -0.03, 11.2, 102.27, -4.8, None, None, 2012-01-08 05:00:00, None, None
180.0, -2.7, 38.89, None, -0.01, 9.4, 102.26, -4.2, -2.6, None, 2012-01-08 06:00:00, -6.2, 0.0
157.5, -2.4, None, 10.0, 0.07, 7.6, 102.29, -4.1, None, None, 2012-01-08 07:00:00, None, None
202.5, -2.8, None, 10.0, 0.0, 14.8, 102.25, -4.4, None, None, 2012-01-08 08:00:00, None, None
202.5, -2.0, 31.7, None, 0.06, 14.8, 102.31, -3.9, None, None, 2012-01-08 09:00:00, None, None
202.5, -1.5, 31.7, None, 0.0, 18.4, 102.27, -3.7, None, None, 2012-01-08 10:00:00, None, None
225.0, -1.7, 38.9, None, 0.03, 18.4, 102.26, -3.8, None, None, 2012-01-08 11:00:00, None, None
225.0, -2.1, None, None, -0.02, 9.4, 102.28, -4.1, None, None, 2012-01-08 12:00:00, None, None
202.5, -1.7, None, 10.0, -0.04, 14.8, 102.21, -3.7, None, None, 2012-01-08 13:00:00, None, None
202.5, -1.9, None, None, -0.07, 16.6, 102.17, -3.8, None, None, 2012-01-08 14:00:00, None, None
202.5, -1.0, None, None, -0.04, 16.6, 102.21, -3.3, None, None, 2012-01-08 15:00:00, None, None
202.5, -1.3, None, None, -0.02, 7.6, 102.18, -3.7, None, None, 2012-01-08 16:00:00, None, None
202.5, -1.5, None, 10.0, 0.09, 9.4, 102.26, -3.5, None, None, 2012-01-08 17:00:00, None, None
225.0, -1.3, None, 2.0, 0.04, 11.2, 102.25, -3.5, None, None, 2012-01-08 18:00:00, None, None
225.0, -1.3, None, 8.0, 0.06, 9.4, 102.23, -3.2, None, None, 2012-01-08 19:00:00, None, None
225.0, -0.2, None, 4.0, -0.04, 11.2, 102.19, -2.4, None, None, 2012-01-08 20:00:00, None, None
157.5, 0.3, None, 10.0, -0.08, 7.6, 102.12, -2.2, None, None, 2012-01-08 21:00:00, None, None
202.5, 1.5, None, 2.0, -0.09, 7.6, 102.08, -1.6, None, None, 2012-01-08 22:00:00, None, None
225.0, -0.5, None, 10.0, -0.07, 7.6, 102.1, -2.4, None, None, 2012-01-08 23:00:00, None, None
202.5, -0.9, None, 4.0, -0.02, 13.0, 102.12, -2.6, None, None, 2012-01-09 00:00:00, None, None
202.5, -1.0, None, 6.0, -0.02, 7.6, 102.09, -2.6, None, None, 2012-01-09 01:00:00, None, None
225.0, -0.6, None, 2.0, -0.04, 7.6, 102.06, -2.2, None, None, 2012-01-09 02:00:00, None, None
202.5, -0.1, None, 2.0, -0.04, 16.6, 102.05, -1.6, None, None, 2012-01-09 03:00:00, None, None
225.0, 0.6, None, 4.0, -0.06, 7.6, 102.0, -0.9, None, None, 2012-01-09 04:00:00, None, None
202.5, 0.0, None, 4.0, -0.11, 14.8, 101.92, -1.5, None, None, 2012-01-09 05:00:00, None, None
225.0, 0.0, 40.74, 4.0, -0.12, 14.8, 101.91, -1.4, 1.6, None, 2012-01-09 06:00:00, -5.3, 0.5
202.5, 0.2, None, 10.0, -0.13, 9.4, 101.85, -1.5, None, None, 2012-01-09 07:00:00, None, None
180.0, 1.2, None, 2.0, -0.11, 20.5, 101.76, -1.1, None, None, 2012-01-09 08:00:00, None, None
202.5, 0.9, None, None, -0.15, 13.0, 101.71, -1.2, None, None, 2012-01-09 09:00:00, None, None
180.0, 1.5, None, 10.0, -0.08, 7.6, 101.7, -0.7, None, None, 2012-01-09 10:00:00, None, None
157.5, 1.4, None, 4.0, -0.1, 11.2, 101.64, -1.1, None, None, 2012-01-09 11:00:00, None, None
157.5, 2.1, None, 2.0, -0.12, 11.2, 101.57, -0.6, None, None, 2012-01-09 12:00:00, None, None
157.5, 1.9, None, 4.0, -0.22, 13.0, 101.48, -0.9, None, None, 2012-01-09 13:00:00, None, None
202.5, 2.2, None, None, -0.12, 7.6, 101.5, -1.0, None, None, 2012-01-09 14:00:00, None, None
45.0, 2.5, None, None, -0.03, 5.4, 101.52, -1.6, None, None, 2012-01-09 15:00:00, None, None
247.5, 4.6, None, None, 0.13, 13.0, 101.57, -3.5, None, None, 2012-01-09 16:00:00, None, None
247.5, 5.0, None, None, 0.13, 18.4, 101.6, -3.8, None, None, 2012-01-09 17:00:00, None, None
225.0, 6.3, 38.9, None, 0.14, 24.1, 101.62, -3.5, None, None, 2012-01-09 18:00:00, None, None
225.0, 6.7, 46.4, None, 0.08, 27.7, 101.64, -3.4, None, None, 2012-01-09 19:00:00, None, None
247.5, 6.8, None, None, 0.08, 25.9, 101.64, -3.0, None, None, 2012-01-09 20:00:00, None, None
247.5, 6.6, 35.3, None, 0.02, 18.4, 101.63, -3.3, None, None, 2012-01-09 21:00:00, None, None
225.0, 6.6, 44.6, None, -0.04, 22.3, 101.57, -3.2, None, None, 2012-01-09 22:00:00, None, None
247.5, 4.8, None, None, -0.05, 14.8, 101.61, -3.0, None, None, 2012-01-09 23:00:00, None, None
247.5, 4.0, None, None, 0.01, 16.6, 101.66, -3.4, None, None, 2012-01-10 00:00:00, None, None
247.5, 4.1, 31.7, None, 0.03, 13.0, 101.64, -4.2, None, None, 2012-01-10 01:00:00, None, None
270.0, 3.1, None, None, 0.08, 5.4, 101.72, -4.7, None, None, 2012-01-10 02:00:00, None, None
337.5, 0.7, None, 8.0, 0.14, 13.0, 101.86, -4.1, None, None, 2012-01-10 03:00:00, None, None
337.5, -1.1, None, 2.0, 0.23, 13.0, 101.94, -5.2, None, None, 2012-01-10 04:00:00, None, None
315.0, -0.9, None, 2.0, 0.2, 3.6, 101.96, -6.5, None, None, 2012-01-10 05:00:00, None, None
225.0, -0.8, 51.86, 4.0, 0.14, 7.6, 101.99, -8.6, 6.9, None, 2012-01-10 06:00:00, -1.6, 0.0
337.5, -1.9, None, None, 0.13, 9.4, 102.07, -10.4, None, None, 2012-01-10 07:00:00, None, None
0.0, -2.6, None, None, 0.14, 9.4, 102.12, -11.7, None, None, 2012-01-10 08:00:00, None, None
315.0, -3.7, None, None, 0.2, 9.4, 102.25, -11.9, None, None, 2012-01-10 09:00:00, None, None
337.5, -3.2, None, None, 0.25, 11.2, 102.37, -11.8, None, None, 2012-01-10 10:00:00, None, None
337.5, -4.2, None, 10.0, 0.35, 14.8, 102.57, -13.1, None, None, 2012-01-10 11:00:00, None, None
337.5, -5.5, 38.9, 10.0, 0.34, 16.6, 102.7, -13.3, None, None, 2012-01-10 12:00:00, None, None
337.5, -5.5, None, 4.0, 0.37, 13.0, 102.86, -14.2, None, None, 2012-01-10 13:00:00, None, None
337.5, -6.1, None, 4.0, 0.33, 11.2, 103.0, -16.0, None, None, 2012-01-10 14:00:00, None, None
0.0, -6.9, None, 10.0, 0.33, 9.4, 103.15, -15.5, None, None, 2012-01-10 15:00:00, None, None
0.0, -7.4, None, None, 0.27, 7.6, 103.27, -16.1, None, None, 2012-01-10 16:00:00, None, None
315.0, -6.5, None, 4.0, 0.26, 9.4, 103.36, -15.8, None, None, 2012-01-10 17:00:00, None, None
0.0, -6.2, None, 4.0, 0.27, 14.8, 103.47, -15.4, None, None, 2012-01-10 18:00:00, None, None
337.5, -5.6, None, 10.0, 0.21, 16.6, 103.5, -15.9, None, None, 2012-01-10 19:00:00, None, None
337.5, -5.1, None, 4.0, 0.16, 13.0, 103.55, -15.6, None, None, 2012-01-10 20:00:00, None, None
0.0, -5.2, None, 4.0, 0.1, 13.0, 103.61, -15.9, None, None, 2012-01-10 21:00:00, None, None
22.5, -5.1, None, None, 0.13, 13.0, 103.66, -16.7, None, None, 2012-01-10 22:00:00, None, None
