station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
0.0, 0.3, None, 10.0, 0.03, 0.0, 103.06, -5.4, None, None, 2012-01-01 00:00:00, None, None
0.0, -0.7, None, 2.0, 0.14, 0.0, 103.14, -4.4, None, None, 2012-01-01 01:00:00, None, None
157.5, -1.2, None, 2.0, 0.08, 3.6, 103.12, -5.0, None, None, 2012-01-01 02:00:00, None, None
0.0, -1.4, None, 10.0, 0.07, 0.0, 103.14, -4.9, None, None, 2012-01-01 03:00:00, None, None
0.0, -1.6, None, 2.0, -0.07, 0.0, 103.07, -5.1, None, None, 2012-01-01 04:00:00, None, None
0.0, -1.6, None, None, -0.02, 0.0, 103.1, -5.3, None, None, 2012-01-01 05:00:00, None, None
180.0, -1.8, 51.86, None, -0.01, 0.0, 103.14, -5.6, 3.9, None, 2012-01-01 06:00:00, -1.9, 0.0
0.0, -1.6, None, None, 0.08, 0.0, 103.16, -5.3, None, None, 2012-01-01 07:00:00, None, None
0.0, -1.8, None, None, 0.03, 0.0, 103.14, -5.4, None, None, 2012-01-01 08:00:00, None, None
135.0, -1.9, None, None, -0.07, 3.6, 103.06, -4.5, None, None, 2012-01-01 09:00:00, None, None
0.0, -1.9, None, None, -0.06, 0.0, 103.09, -5.4, None, None, 2012-01-01 10:00:00, None, None
0.0, -1.7, None, None, 0.08, 0.0, 103.22, -5.3, None, None, 2012-01-01 11:00:00, None, None
157.5, -2.1, None, 4.0, 0.14, 9.4, 103.21, -4.5, None, None, 2012-01-01 12:00:00, None, None
157.5, -2.0, None, 4.0, 0.09, 5.4, 103.19, -4.5, None, None, 2012-01-01 13:00:00, None, None
157.5, -2.1, None, 4.0, -0.03, 5.4, 103.2, -4.4, None, None, 2012-01-01 14:00:00, None, None
180.0, -2.2, None, 4.0, 0.0, 3.6, 103.22, -4.2, None, None, 2012-01-01 15:00:00, None, None
135.0, -1.9, None, 2.0, 0.03, 3.6, 103.23, -4.9, None, None, 2012-01-01 16:00:00, None, None
157.5, -1.8, None, 10.0, 0.09, 3.6, 103.29, -3.8, None, None, 2012-01-01 17:00:00, None, None
0.0, -1.3, None, 10.0, 0.04, 0.0, 103.26, -3.9, None, None, 2012-01-01 18:00:00, None, None
0.0, -0.5, None, None, -0.03, 0.0, 103.19, -4.9, None, None, 2012-01-01 19:00:00, None, None
0.0, 0.3, None, 10.0, -0.11, 0.0, 103.17, -4.4, None, None, 2012-01-01 20:00:00, None, None
0.0, 1.2, None, 6.0, -0.17, 0.0, 103.07, -3.9, None, None, 2012-01-01 21:00:00, None, None
0.0, 1.3, None, 6.0, -0.19, 0.0, 102.99, -3.2, None, None, 2012-01-01 22:00:00, None, None
0.0, 1.4, None, 6.0, -0.21, 0.0, 102.95, -3.2, None, None, 2012-01-01 23:00:00, None, None
0.0, 1.2, None, 6.0, -0.18, 0.0, 102.89, -3.6, None, None, 2012-01-02 00:00:00, None, None
135.0, 0.9, None, 10.0, -0.19, 7.6, 102.8, -2.9, None, None, 2012-01-02 01:00:00, None, None
157.5, 0.6, None, 6.0, -0.22, 7.6, 102.73, -2.6, None, None, 2012-01-02 02:00:00, None, None
157.5, -0.7, None, 10.0, -0.23, 9.4, 102.66, -2.5, None, None, 2012-01-02 03:00:00, None, None
202.5, -0.7, None, None, -0.22, 5.4, 102.58, -2.3, None, None, 2012-01-02 04:00:00, None, None
180.0, -0.9, None, None, -0.26, 13.0, 102.46, -2.1, None, None, 2012-01-02 05:00:00, None, None
180.0, -1.1, None, None, -0.26, 13.0, 102.39, -2.2, 1.5, None, 2012-01-02 06:00:00, -2.3, 0.0
202.5, -1.4, None, None, -0.22, 5.4, 102.35, -2.3, None, None, 2012-01-02 07:00:00, None, None
180.0, -1.8, None, None, -0.18, 9.4, 102.28, -2.7, None, None, 2012-01-02 08:00:00, None, None
180.0, -1.9, None, None, -0.16, 11.2, 102.22, -2.6, None, None, 2012-01-02 09:00:00, None, None
157.5, -1.9, None, None, -0.17, 9.4, 102.17, -2.9, None, None, 2012-01-02 10:00:00, None, None
157.5, -2.3, None, None, -0.17, 9.4, 102.1, -3.0, None, None, 2012-01-02 11:00:00, None, None
135.0, -2.6, None, None, -0.2, 7.6, 102.02, -3.0, None, None, 2012-01-02 12:00:00, None, None
157.5, -2.7, None, None, -0.21, 7.6, 101.96, -3.2, None, None, 2012-01-02 13:00:00, None, None
180.0, -2.8, None, None, -0.21, 11.2, 101.89, -3.4, None, None, 2012-01-02 14:00:00, None, None
180.0, -2.9, None, None, -0.18, 7.6, 101.84, -3.5, None, None, 2012-01-02 15:00:00, None, None
157.5, -2.9, None, None, -0.2, 9.4, 101.76, -3.5, None, None, 2012-01-02 16:00:00, None, None
157.5, -3.0, None, None, -0.16, 5.4, 101.73, -3.6, None, None, 2012-01-02 17:00:00, None, None
135.0, -2.6, None, 10.0, -0.12, 3.6, 101.72, -3.1, None, None, 2012-01-02 18:00:00, None, None
157.5, -0.5, None, None, -0.13, 3.6, 101.62, -1.8, None, None, 2012-01-02 19:00:00, None, None
0.0, -0.2, None, None, -0.25, 0.0, 101.46, -1.4, None, None, 2012-01-02 20:00:00, None, None
0.0, 0.2, None, None, -0.31, 0.0, 101.39, -2.0, None, None, 2012-01-02 21:00:00, None, None
202.5, 2.3, None, None, -0.4, 3.6, 101.2, -1.2, None, None, 2012-01-02 22:00:00, None, None
0.0, 1.3, None, 10.0, -0.3, 13.0, 101.15, -1.2, None, None, 2012-01-02 23:00:00, None, None
337.5, 1.9, None, 10.0, -0.26, 7.6, 101.12, -2.1, None, None, 2012-01-03 00:00:00, None, None
157.5, 2.6, None, 10.0, -0.16, 11.2, 101.04, 0.2, None, None, 2012-01-03 01:00:00, None, None
22.5, 2.6, None, 10.0, 0.01, 13.0, 101.16, -0.6, None, None, 2012-01-03 02:00:00, None, None
157.5, 2.1, None, None, 0.16, 5.4, 101.29, -0.8, None, None, 2012-01-03 03:00:00, None, None
180.0, 1.6, None, None, 0.35, 5.4, 101.4, 0.0, None, None, 2012-01-03 04:00:00, None, None
337.5, 1.3, None, 6.0, 0.3, 7.6, 101.47, 0.5, None, None, 2012-01-03 05:00:00, None, None
22.5, 2.3, None, 6.0, 0.28, 7.6, 101.57, -0.6, 4.2, None, 2012-01-03 06:00:00, -3.1, 0.0
315.0, 2.2, None, 10.0, 0.22, 3.6, 101.62, -0.4, None, None, 2012-01-03 07:00:00, None, None
180.0, 6.0, 63.0, None, 0.16, 44.6, 101.62, 3.5, None, None, 2012-01-03 08:00:00, None, None
180.0, 6.6, 64.8, None, 0.09, 44.6, 101.64, 3.4, None, None, 2012-01-03 09:00:00, None, None
202.5, 7.4, 66.6, None, 0.07, 46.4, 101.67, 3.8, None, None, 2012-01-03 10:00:00, None, None
202.5, 7.0, 74.2, 10.0, 0.18, 50.0, 101.79, 3.9, None, None, 2012-01-03 11:00:00, None, None
180.0, 7.5, 51.8, None, 0.17, 31.7, 101.81, 2.7, None, None, 2012-01-03 12:00:00, None, None
202.5, 7.9, 66.6, None, 0.16, 40.7, 101.83, 2.2, None, None, 2012-01-03 13:00:00, None, None
202.5, 7.3, 70.6, None, 0.05, 44.6, 101.84, 2.7, None, None, 2012-01-03 14:00:00, None, None
225.0, 7.5, 66.6, None, 0.04, 46.4, 101.85, 2.7, None, None, 2012-01-03 15:00:00, None, None
202.5, 7.5, 57.6, None, 0.1, 38.9, 101.94, 2.5, None, None, 2012-01-03 16:00:00, None, None
202.5, 8.0, 53.6, None, 0.17, 29.5, 102.02, 2.3, None, None, 2012-01-03 17:00:00, None, None
202.5, 9.5, 68.4, None, 0.11, 42.5, 101.96, 0.9, None, None, 2012-01-03 18:00:00, None, None
202.5, 10.0, 55.4, 10.0, 0.02, 27.7, 101.95, 1.4, None, None, 2012-01-03 19:00:00, None, None
202.5, 11.1, 66.6, 4.0, -0.16, 29.5, 101.83, 1.3, None, None, 2012-01-03 20:00:00, None, None
180.0, 10.6, 59.4, 2.0, -0.13, 37.1, 101.81, 1.4, None, None, 2012-01-03 21:00:00, None, None
225.0, 8.4, 53.6, 10.0, -0.08, 29.5, 101.85, 3.3, None, None, 2012-01-03 22:00:00, None, None
202.5, 7.8, 61.2, None, 0.05, 40.7, 101.89, 3.9, None, None, 2012-01-03 23:00:00, None, None
202.5, 6.9, 55.4, 10.0, 0.06, 38.9, 101.88, 4.3, None, None, 2012-01-04 00:00:00, None, None
202.5, 6.7, 63.0, 10.0, 0.02, 42.5, 101.88, 4.3, None, None, 2012-01-04 01:00:00, None, None
202.5, 6.7, 66.6, None, -0.11, 40.7, 101.78, 4.0, None, None, 2012-01-04 02:00:00, None, None
202.5, 7.4, 55.4, None, -0.09, 44.6, 101.79, 3.5, None, None, 2012-01-04 03:00:00, None, None
202.5, 7.6, 66.6, None, -0.11, 40.7, 101.76, 3.4, None, None, 2012-01-04 04:00:00, None, None
202.5, 7.7, 81.7, 10.0, -0.04, 44.6, 101.73, 3.7, None, None, 2012-01-04 05:00:00, None, None
180.0, 7.0, 81.49, None, -0.08, 55.4, 101.7, 4.2, 11.3, None, 2012-01-04 06:00:00, 2.2, 0.5
202.5, 6.5, 66.6, 10.0, -0.07, 46.4, 101.69, 4.7, None, None, 2012-01-04 07:00:00, None, None
225.0, 7.8, 66.6, 10.0, -0.16, 48.2, 101.56, 4.3, None, None, 2012-01-04 08:00:00, None, None
202.5, 8.2, 76.0, None, -0.2, 33.5, 101.49, 4.1, None, None, 2012-01-04 09:00:00, None, None
202.5, 8.6, 61.2, None, -0.24, 37.1, 101.44, 4.0, None, None, 2012-01-04 10:00:00, None, None
202.5, 8.7, 76.0, None, -0.2, 51.8, 101.36, 4.1, None, None, 2012-01-04 11:00:00, None, None
180.0, 8.0, 74.2, None, -0.25, 59.4, 101.24, 4.3, None, None, 2012-01-04 12:00:00, None, None
202.5, 8.3, 66.6, 10.0, -0.19, 42.5, 101.25, 4.8, None, None, 2012-01-04 13:00:00, None, None
180.0, 7.8, None, 4.0, 0.0, 29.5, 101.36, 5.2, None, None, 2012-01-04 14:00:00, None, None
180.0, 6.5, 48.2, 6.0, 0.16, 37.1, 101.41, 6.1, None, None, 2012-01-04 15:00:00, None, None
180.0, 6.2, 44.6, 8.0, 0.14, 35.3, 101.4, 6.0, None, None, 2012-01-04 16:00:00, None, None
180.0, 6.7, 44.6, 6.0, 0.14, 27.7, 101.51, 6.0, None, None, 2012-01-04 17:00:00, None, None
202.5, 6.4, 51.8, 4.0, 0.15, 29.5, 101.56, 6.0, None, None, 2012-01-04 18:00:00, None, None
202.5, 6.3, 46.4, 6.0, 0.17, 27.7, 101.58, 5.7, None, None, 2012-01-04 19:00:00, None, None
202.5, 6.1, 50.0, 10.0, -0.01, 33.5, 101.5, 5.3, None, None, 2012-01-04 20:00:00, None, None
202.5, 6.0, 44.6, 10.0, -0.16, 27.7, 101.4, 5.1, None, None, 2012-01-04 21:00:00, None, None
202.5, 5.8, 48.2, 10.0, -0.26, 31.7, 101.3, 4.9, None, None, 2012-01-04 22:00:00, None, None
202.5, 5.8, 37.1, 4.0, -0.25, 27.7, 101.24, 5.0, None, None, 2012-01-04 23:00:00, None, None
202.5, 5.8, 46.4, 4.0, -0.27, 35.3, 101.12, 4.8, None, None, 2012-01-05 00:00:00, None, None
202.5, 5.8, 40.7, 6.0, -0.28, 25.9, 101.02, 4.9, None, None, 2012-01-05 01:00:00, None, None
202.5, 5.9, None, 10.0, -0.34, 14.8, 100.89, 4.8, None, None, 2012-01-05 02:00:00, None, None
157.5, 5.6, None, 6.0, -0.29, 16.6, 100.83, 4.7, None, None, 2012-01-05 03:00:00, None, None
157.5, 5.5, None, 4.0, -0.26, 9.4, 100.76, 4.9, None, None, 2012-01-05 04:00:00, None, None
180.0, 6.0, None, 6.0, 0.03, 14.8, 100.93, 5.2, None, None, 2012-01-05 05:00:00, None, None
180.0, 6.2, 85.19, 10.0, 0.21, 9.4, 101.04, 5.6, 9.3, None, 2012-01-05 06:00:00, 5.1, 30.0
0.0, 6.3, None, 10.0, 0.38, 0.0, 101.14, 5.1, None, None, 2012-01-05 07:00:00, None, None
202.5, 7.6, 35.3, 4.0, 0.35, 22.3, 101.28, 4.3, None, None, 2012-01-05 08:00:00, None, None
180.0, 7.1, None, 4.0, 0.3, 22.3, 101.35, 4.4, None, None, 2012-01-05 09:00:00, None, None
180.0, 6.6, 44.6, 10.0, 0.26, 31.7, 101.41, 4.3, None, None, 2012-01-05 10:00:00, None, None
202.5, 6.1, 40.7, 6.0, 0.16, 20.5, 101.45, 4.4, None, None, 2012-01-05 11:00:00, None, None
