station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
135.0, 1.2, None, None, -0.22, 13.0, 102.3, -2.6, None, 76.0, 2012-01-01 00:00:00, None, None
135.0, 1.2, None, None, -0.17, 14.8, 102.24, -2.51, None, 76.0, 2012-01-01 01:00:00, None, None
135.0, 1.6, None, None, -0.25, 20.5, 102.1, -2.91, None, 72.0, 2012-01-01 02:00:00, None, None
112.5, 2.2, None, None, -0.29, 18.4, 102.01, -3.62, None, 65.0, 2012-01-01 03:00:00, None, None
135.0, 2.1, None, None, -0.22, 7.6, 102.02, -2.37, None, 72.0, 2012-01-01 04:00:00, None, None
112.5, 2.6, None, None, -0.1, 16.6, 102.0, -2.93, None, 67.0, 2012-01-01 05:00:00, None, None
112.5, 2.6, None, None, -0.03, 14.8, 101.98, -2.73, 2.8, 68.0, 2012-01-01 06:00:00, -3.6, 0.8
112.5, 3.0, None, None, -0.05, 13.0, 101.97, -2.69, None, 66.0, 2012-01-01 07:00:00, None, None
112.5, 2.7, None, None, -0.08, 11.2, 101.92, -2.7, None, 68.0, 2012-01-01 08:00:00, None, None
135.0, 2.6, None, None, -0.07, 11.2, 101.91, -2.87, None, 67.0, 2012-01-01 09:00:00, None, None
112.5, 2.7, None, None, -0.09, 9.4, 101.88, -2.86, None, 67.0, 2012-01-01 10:00:00, None, None
112.5, 2.9, None, None, -0.15, 11.2, 101.77, -2.39, None, 68.0, 2012-01-01 11:00:00, None, None
112.5, 3.1, None, None, -0.22, 13.0, 101.69, -2.8, None, 65.0, 2012-01-01 12:00:00, None, None
112.5, 3.4, None, None, -0.31, 14.8, 101.57, -2.39, None, 66.0, 2012-01-01 13:00:00, None, None
135.0, 3.6, None, None, -0.28, 24.1, 101.49, -2.41, None, 65.0, 2012-01-01 14:00:00, None, None
135.0, 3.8, 31.3, None, -0.29, 18.4, 101.4, -2.22, None, 65.0, 2012-01-01 15:00:00, None, None
135.0, 4.4, 31.3, None, -0.27, 16.6, 101.3, -1.73, None, 64.0, 2012-01-01 16:00:00, None, None
135.0, 3.6, None, None, -0.27, 18.4, 101.22, 1.02, None, 83.0, 2012-01-01 17:00:00, None, None
112.5, 3.1, None, None, -0.24, 18.4, 101.16, 1.48, None, 89.0, 2012-01-01 18:00:00, None, None
112.5, 4.4, None, None, -0.21, 14.8, 101.09, 2.43, None, 87.0, 2012-01-01 19:00:00, None, None
135.0, 4.6, None, None, -0.17, 7.6, 101.05, 3.72, None, 94.0, 2012-01-01 20:00:00, None, None
90.0, 5.3, None, None, -0.17, 5.4, 100.99, 3.96, None, 91.0, 2012-01-01 21:00:00, None, None
90.0, 5.7, None, None, -0.16, 13.0, 100.93, 3.71, None, 87.0, 2012-01-01 22:00:00, None, None
135.0, 5.5, None, None, -0.1, 9.4, 100.95, 4.43, None, 93.0, 2012-01-01 23:00:00, None, None
112.5, 5.6, None, None, -0.17, 13.0, 100.82, 3.47, None, 86.0, 2012-01-02 00:00:00, None, None
112.5, 6.0, None, None, -0.22, 16.6, 100.71, 3.22, None, 82.0, 2012-01-02 01:00:00, None, None
135.0, 9.0, 44.3, None, -0.35, 18.4, 100.6, 2.97, None, 66.0, 2012-01-02 02:00:00, None, None
135.0, 11.7, 42.5, None, -0.27, 16.6, 100.55, 0.81, None, 47.0, 2012-01-02 03:00:00, None, None
180.0, 12.1, 42.5, None, -0.11, 20.5, 100.6, -2.25, None, 37.0, 2012-01-02 04:00:00, None, None
180.0, 11.8, 61.2, None, -0.03, 33.5, 100.63, -1.73, None, 39.0, 2012-01-02 05:00:00, None, None
157.5, 10.0, 72.4, None, -0.11, 31.3, 100.66, 2.77, 5.8, 61.0, 2012-01-02 06:00:00, -0.6, 2.8
157.5, 7.8, 44.3, None, -0.15, 22.3, 100.75, 4.74, None, 81.0, 2012-01-02 07:00:00, None, None
157.5, 7.0, 33.5, None, -0.12, 18.4, 100.75, 5.03, None, 87.0, 2012-01-02 08:00:00, None, None
157.5, 7.0, None, None, -0.02, 18.4, 100.68, 5.38, None, 89.0, 2012-01-02 09:00:00, None, None
157.5, 7.0, None, None, -0.11, 16.6, 100.64, 5.94, None, 93.0, 2012-01-02 10:00:00, None, None
135.0, 6.8, None, None, -0.11, 18.4, 100.64, 5.6, None, 92.0, 2012-01-02 11:00:00, None, None
135.0, 6.8, 37.1, None, -0.03, 20.5, 100.65, 5.6, None, 92.0, 2012-01-02 12:00:00, None, None
157.5, 6.9, 44.3, None, -0.02, 22.3, 100.66, 5.4, None, 90.0, 2012-01-02 13:00:00, None, None
157.5, 6.6, 31.3, None, -0.1, 13.0, 100.74, 5.68, None, 94.0, 2012-01-02 14:00:00, None, None
157.5, 6.6, 42.5, None, -0.13, 25.9, 100.78, 5.24, None, 91.0, 2012-01-02 15:00:00, None, None
157.5, 6.6, 46.4, None, -0.09, 25.9, 100.75, 5.08, None, 90.0, 2012-01-02 16:00:00, None, None
157.5, 6.5, 38.9, None, -0.1, 24.1, 100.84, 4.81, None, 89.0, 2012-01-02 17:00:00, None, None
157.5, 6.1, None, None, -0.1, 9.4, 100.88, 5.21, None, 94.0, 2012-01-02 18:00:00, None, None
None, 6.0, None, None, -0.13, 3.6, 100.88, 5.56, None, 97.0, 2012-01-02 19:00:00, None, None
112.5, 5.8, None, None, -0.02, 5.4, 100.86, 5.21, None, 96.0, 2012-01-02 20:00:00, None, None
90.0, 5.6, None, None, -0.04, 0.0, 100.84, 5.16, None, 97.0, 2012-01-02 21:00:00, None, None
135.0, 5.7, None, None, -0.16, 7.6, 100.72, 5.41, None, 98.0, 2012-01-02 22:00:00, None, None
135.0, 5.2, None, None, -0.15, 5.4, 100.71, 4.91, None, 98.0, 2012-01-02 23:00:00, None, None
112.5, 5.0, None, None, -0.19, 5.4, 100.65, 4.33, None, 95.0, 2012-01-03 00:00:00, None, None
None, 4.8, None, None, -0.04, 3.6, 100.68, 4.37, None, 97.0, 2012-01-03 01:00:00, None, None
90.0, 4.7, None, None, 0.0, 0.0, 100.71, 4.56, None, 99.0, 2012-01-03 02:00:00, None, None
157.5, 4.9, None, None, -0.1, 7.6, 100.75, 4.7, None, 99.0, 2012-01-03 03:00:00, None, None
112.5, 4.8, None, None, -0.1, 7.6, 100.78, 4.51, None, 98.0, 2012-01-03 04:00:00, None, None
112.5, 5.0, None, None, -0.14, 7.6, 100.85, 4.71, None, 98.0, 2012-01-03 05:00:00, None, None
135.0, 5.2, None, None, -0.14, 9.4, 100.89, 4.91, 10.0, 98.0, 2012-01-03 06:00:00, 4.6, 22.6
157.5, 7.1, 31.3, None, -0.25, 16.6, 101.03, 6.2, None, 94.0, 2012-01-03 07:00:00, None, None
157.5, 7.5, None, None, -0.27, 16.6, 101.12, 7.06, None, 97.0, 2012-01-03 08:00:00, None, None
157.5, 7.4, None, None, -0.21, 16.6, 101.1, 6.96, None, 97.0, 2012-01-03 09:00:00, None, None
157.5, 7.5, 33.5, None, -0.03, 16.6, 101.06, 6.57, None, 94.0, 2012-01-03 10:00:00, None, None
157.5, 7.7, None, None, -0.22, 16.6, 100.9, 6.16, None, 90.0, 2012-01-03 11:00:00, None, None
135.0, 7.3, 50.0, None, -0.33, 29.5, 100.77, 4.72, None, 84.0, 2012-01-03 12:00:00, None, None
112.5, 6.4, None, None, -0.49, 13.0, 100.57, 5.36, None, 93.0, 2012-01-03 13:00:00, None, None
112.5, 6.6, None, None, -0.42, 25.9, 100.48, 4.75, None, 88.0, 2012-01-03 14:00:00, None, None
135.0, 7.2, 37.1, None, -0.49, 25.9, 100.28, 5.32, None, 88.0, 2012-01-03 15:00:00, None, None
157.5, 9.1, 51.8, None, -0.32, 31.3, 100.25, 5.74, None, 79.0, 2012-01-03 16:00:00, None, None
157.5, 9.3, 57.2, None, -0.22, 29.5, 100.26, 5.89, None, 79.0, 2012-01-03 17:00:00, None, None
157.5, 9.1, 64.8, None, -0.03, 40.7, 100.31, 6.38, None, 83.0, 2012-01-03 18:00:00, None, None
157.5, 9.4, 64.8, None, -0.11, 33.5, 100.36, 6.29, None, 81.0, 2012-01-03 19:00:00, None, None
180.0, 9.1, 53.6, None, -0.17, 35.3, 100.43, 6.69, None, 85.0, 2012-01-03 20:00:00, None, None
180.0, 9.1, 51.8, None, -0.13, 31.3, 100.44, 7.15, None, 88.0, 2012-01-03 21:00:00, None, None
180.0, 8.9, 50.0, None, -0.12, 27.7, 100.48, 7.52, None, 91.0, 2012-01-03 22:00:00, None, None
157.5, 9.0, 51.8, None, -0.08, 29.5, 100.51, 7.6, None, 91.0, 2012-01-03 23:00:00, None, None
157.5, 8.8, None, None, -0.14, 20.5, 100.58, 7.89, None, 94.0, 2012-01-04 00:00:00, None, None
135.0, 8.1, 33.5, None, -0.02, 18.4, 100.5, 7.5, None, 96.0, 2012-01-04 01:00:00, None, None
112.5, 7.5, None, None, -0.2, 13.0, 100.31, 7.06, None, 97.0, 2012-01-04 02:00:00, None, None
112.5, 7.8, None, None, -0.38, 11.2, 100.2, 7.21, None, 96.0, 2012-01-04 03:00:00, None, None
112.5, 7.6, None, None, -0.43, 13.0, 100.07, 6.85, None, 95.0, 2012-01-04 04:00:00, None, None
112.5, 7.9, None, None, -0.35, 16.6, 99.96, 7.31, None, 96.0, 2012-01-04 05:00:00, None, None
112.5, 8.7, None, None, -0.33, 18.4, 99.87, 7.64, 10.0, 93.0, 2012-01-04 06:00:00, 5.2, 29.8
135.0, 10.5, 51.8, None, -0.35, 31.3, 99.72, 8.46, None, 87.0, 2012-01-04 07:00:00, None, None
157.5, 10.7, 51.8, None, -0.32, 29.5, 99.64, 9.09, None, 90.0, 2012-01-04 08:00:00, None, None
157.5, 10.3, 57.2, None, -0.11, 38.9, 99.76, 8.94, None, 91.0, 2012-01-04 09:00:00, None, None
157.5, 10.2, 59.4, None, 0.0, 42.5, 99.72, 8.92, None, 92.0, 2012-01-04 10:00:00, None, None
180.0, 10.1, 55.4, None, -0.19, 29.5, 99.83, 8.87, None, 92.0, 2012-01-04 11:00:00, None, None
180.0, 10.2, 31.3, None, -0.23, 18.4, 99.99, 9.16, None, 93.0, 2012-01-04 12:00:00, None, None
180.0, 9.7, 40.7, None, -0.38, 27.7, 100.1, 8.94, None, 95.0, 2012-01-04 13:00:00, None, None
202.5, 9.7, 44.3, None, -0.31, 20.5, 100.14, 8.79, None, 94.0, 2012-01-04 14:00:00, None, None
180.0, 9.7, 42.5, None, -0.21, 24.1, 100.2, 8.77, None, 94.0, 2012-01-04 15:00:00, None, None
180.0, 9.5, None, None, -0.13, 25.9, 100.23, 8.74, None, 95.0, 2012-01-04 16:00:00, None, None
180.0, 9.6, 35.3, None, -0.2, 16.6, 100.34, 8.26, None, 91.0, 2012-01-04 17:00:00, None, None
