station_observations
wind_speed, dew_point, wind_direction, relative_humidity, air_temperature, time, total_cloud_cover
9.4, -1.1, 135.0, None, -0.3, 2012-01-07 23:00:00, 10.0
0.0, -1.0, 0.0, None, -0.2, 2012-01-08 00:00:00, 10.0
18.4, -0.1, 135.0, None, 1.0, 2012-01-08 16:00:00, 2.0
14.8, -0.1, 135.0, None, 1.0, 2012-01-08 17:00:00, 8.0
5.4, 0.7, 135.0, None, 1.2, 2012-01-08 18:00:00, 4.0
3.6, 0.7, 135.0, None, 1.5, 2012-01-08 19:00:00, 7.0
3.6, 1.1, 135.0, None, 1.6, 2012-01-08 20:00:00, 7.0
3.6, 1.2, 135.0, None, 1.7, 2012-01-08 21:00:00, 7.0
3.6, 1.1, 135.0, None, 1.6, 2012-01-08 22:00:00, 7.0
3.6, 0.7, 135.0, None, 1.5, 2012-01-08 23:00:00, 7.0
9.4, 0.9, 135.0, None, 1.4, 2012-01-09 00:00:00, 2.0
3.6, 0.8, 135.0, None, 1.1, 2012-01-09 16:00:00, 8.0
5.4, 0.9, 135.0, None, 1.4, 2012-01-09 17:00:00, 8.0
3.6, 1.3, 135.0, None, 1.8, 2012-01-09 18:00:00, 7.0
0.0, 2.1, 0.0, None, 2.6, 2012-01-09 19:00:00, 2.0
0.0, 2.7, 0.0, None, 3.6, 2012-01-09 20:00:00, 2.0
9.4, 2.8, 315.0, None, 4.0, 2012-01-09 21:00:00, 2.0
9.4, 3.0, 315.0, None, 3.9, 2012-01-09 22:00:00, 2.0
3.6, 2.7, 135.0, None, 3.2, 2012-01-09 23:00:00, 7.0
0.0, 2.8, 0.0, None, 3.0, 2012-01-10 00:00:00, 7.0
0.0, -2.8, 0.0, None, -1.5, 2012-01-10 16:00:00, 10.0
0.0, -2.5, 0.0, None, -1.2, 2012-01-10 17:00:00, 10.0
9.4, -2.2, 315.0, None, -1.2, 2012-01-10 18:00:00, 10.0
14.8, -2.8, 315.0, None, -1.2, 2012-01-10 19:00:00, 10.0
14.8, -2.5, 315.0, None, -1.0, 2012-01-10 20:00:00, 10.0
18.4, -4.3, 315.0, None, -0.7, 2012-01-10 21:00:00, 10.0
9.4, -4.8, 315.0, None, -0.3, 2012-01-10 22:00:00, 10.0
9.4, -3.4, 315.0, None, -0.7, 2012-01-10 23:00:00, 10.0
5.4, -3.7, 315.0, None, -2.2, 2012-01-11 00:00:00, 10.0
5.4, -10.1, 135.0, None, -7.9, 2012-01-11 16:00:00, 10.0
9.4, -9.5, 135.0, None, -7.4, 2012-01-11 17:00:00, 10.0
9.4, -9.3, 135.0, None, -6.9, 2012-01-11 18:00:00, 10.0
5.4, -8.0, 135.0, None, -5.5, 2012-01-11 19:00:00, 10.0
5.4, -7.5, 135.0, None, -3.4, 2012-01-11 20:00:00, 10.0
5.4, -6.7, 135.0, None, -2.8, 2012-01-11 21:00:00, 10.0
5.4, -6.2, 135.0, None, -1.6, 2012-01-11 22:00:00, 1.0
5.4, -6.7, 135.0, None, -3.6, 2012-01-11 23:00:00, 10.0
0.0, -6.4, 0.0, None, -4.5, 2012-01-12 00:00:00, 10.0
0.0, -5.6, 0.0, None, -4.4, 2012-01-12 16:00:00, 10.0
9.4, -5.1, 135.0, None, -4.0, 2012-01-12 17:00:00, 10.0
14.8, -5.4, 135.0, None, -2.3, 2012-01-12 18:00:00, 10.0
14.8, -4.5, 135.0, None, -1.6, 2012-01-12 19:00:00, 10.0
14.8, -3.6, 135.0, None, -0.9, 2012-01-12 20:00:00, 10.0
18.4, -3.6, 135.0, None, -0.4, 2012-01-12 21:00:00, 10.0
14.8, -3.3, 135.0, None, 0.3, 2012-01-12 22:00:00, 10.0
14.8, -2.8, 135.0, None, 0.5, 2012-01-12 23:00:00, 2.0
9.4, -2.5, 135.0, None, 0.0, 2012-01-13 00:00:00, 4.0
0.0, -7.5, 0.0, None, -6.0, 2012-01-13 16:00:00, 10.0
0.0, -7.5, 0.0, None, -6.0, 2012-01-13 17:00:00, 10.0
3.6, -6.3, 135.0, None, -4.4, 2012-01-13 18:00:00, 10.0
5.4, -4.9, 135.0, None, -3.0, 2012-01-13 19:00:00, 10.0
5.4, -4.6, 135.0, None, -2.2, 2012-01-13 20:00:00, 10.0
5.4, -2.5, 135.0, None, 0.0, 2012-01-13 21:00:00, 10.0
9.4, -2.0, 135.0, None, 0.4, 2012-01-13 22:00:00, 10.0
5.4, -2.2, 135.0, None, 0.0, 2012-01-13 23:00:00, 10.0
0.0, -3.1, 0.0, None, -0.7, 2012-01-14 00:00:00, 10.0
0.0, -2.4, 0.0, None, -1.6, 2012-01-14 16:00:00, 7.0
0.0, -2.4, 0.0, None, -1.6, 2012-01-14 17:00:00, 7.0
0.0, -2.3, 0.0, None, -1.5, 2012-01-14 18:00:00, 7.0
0.0, -1.7, 0.0, None, -0.5, 2012-01-14 19:00:00, 7.0
5.4, -2.1, 315.0, None, -1.4, 2012-01-14 20:00:00, 7.0
22.3, -2.4, 315.0, None, -1.6, 2012-01-14 21:00:00, 7.0
3.6, -2.8, 315.0, None, -1.5, 2012-01-14 22:00:00, 7.0
9.4, -3.4, 315.0, None, -2.2, 2012-01-14 23:00:00, 2.0
0.0, -4.0, 0.0, None, -2.5, 2012-01-15 00:00:00, 7.0
0.0, -11.2, 0.0, None, -9.2, 2012-01-15 16:00:00, 10.0
5.4, -10.9, 135.0, None, -9.0, 2012-01-15 17:00:00, 10.0
5.4, -10.9, 135.0, None, -9.0, 2012-01-15 18:00:00, 10.0
3.6, -9.9, 135.0, None, -6.8, 2012-01-15 19:00:00, 2.0
0.0, -7.3, 0.0, None, -5.0, 2012-01-15 20:00:00, 2.0
0.0, -6.2, 0.0, None, -3.5, 2012-01-15 21:00:00, 2.0
3.6, -6.7, 135.0, None, -4.2, 2012-01-15 22:00:00, 2.0
3.6, -6.0, 135.0, None, -3.9, 2012-01-15 23:00:00, 2.0
0.0, -7.7, 0.0, None, -6.2, 2012-01-16 00:00:00, 10.0
0.0, -10.9, 0.0, None, -9.0, 2012-01-16 16:00:00, 7.0
3.6, -8.5, 135.0, None, -6.9, 2012-01-16 17:00:00, 7.0
3.6, -8.6, 135.0, None, -7.0, 2012-01-16 18:00:00, 7.0
5.4, -7.7, 135.0, None, -6.2, 2012-01-16 19:00:00, 2.0
14.8, -10.0, 315.0, None, -8.5, 2012-01-16 20:00:00, 7.0
0.0, -10.4, 0.0, None, -8.2, 2012-01-16 21:00:00, 7.0
14.8, -10.9, 315.0, None, -9.0, 2012-01-16 22:00:00, 7.0
18.4, -20.1, 315.0, None, -17.4, 2012-01-19 00:00:00, 6.0
0.0, -20.1, 0.0, None, -17.4, 2012-01-19 16:00:00, 10.0
0.0, -19.5, 0.0, None, -16.9, 2012-01-19 17:00:00, 10.0
0.0, -18.5, 0.0, None, -16.0, 2012-01-19 18:00:00, 4.0
5.4, -17.7, 135.0, None, -14.8, 2012-01-19 19:00:00, 10.0
5.4, -16.4, 135.0, None, -13.7, 2012-01-19 20:00:00, 10.0
9.4, -16.7, 315.0, None, -13.9, 2012-01-19 21:00:00, 10.0
9.4, -17.4, 315.0, None, -14.0, 2012-01-19 22:00:00, 10.0
14.8, -15.8, 315.0, None, -13.2, 2012-01-19 23:00:00, 10.0
9.4, -16.1, 315.0, None, -13.4, 2012-01-20 00:00:00, 10.0
0.0, -10.5, 0.0, None, -9.0, 2012-01-20 16:00:00, 8.0
0.0, -10.1, 0.0, None, -8.6, 2012-01-20 17:00:00, 10.0
5.4, -7.5, 135.0, None, -6.0, 2012-01-20 18:00:00, 10.0
5.4, -6.1, 135.0, None, -4.5, 2012-01-20 19:00:00, 10.0
5.4, -3.1, 135.0, None, -1.2, 2012-01-20 20:00:00, 10.0
9.4, -2.5, 135.0, None, -1.0, 2012-01-20 21:00:00, 10.0
9.4, -1.9, 135.0, None, -0.5, 2012-01-20 22:00:00, 10.0
9.4, -1.6, 135.0, None, -0.2, 2012-01-20 23:00:00, 10.0
14.8, -1.0, 135.0, None, -0.2, 2012-01-21 00:00:00, 10.0
9.4, -0.3, 315.0, None, 0.2, 2012-01-21 16:00:00, 7.0
14.8, -0.2, 315.0, None, 0.1, 2012-01-21 17:00:00, 7.0
18.4, -0.4, 315.0, None, 0.4, 2012-01-21 18:00:00, 7.0
18.4, -0.2, 315.0, None, 0.3, 2012-01-21 19:00:00, 7.0
18.4, 0.0, 315.0, None, 0.5, 2012-01-21 20:00:00, 7.0
14.8, 0.2, 315.0, None, 1.0, 2012-01-21 21:00:00, 10.0
14.8, 0.0, 315.0, None, 0.5, 2012-01-21 22:00:00, 7.0
9.4, 0.1, 315.0, None, 0.6, 2012-01-21 23:00:00, 7.0
9.4, -0.2, 315.0, None, 0.3, 2012-01-22 00:00:00, 7.0
18.4, -4.3, 135.0, None, -3.0, 2012-01-22 16:00:00, 2.0
18.4, -4.4, 135.0, None, -2.8, 2012-01-22 17:00:00, 2.0
27.7, -4.3, 135.0, None, -2.2, 2012-01-22 18:00:00, 2.0
18.4, -3.9, 135.0, None, -1.4, 2012-01-22 19:00:00, 2.0
27.7, -4.2, 135.0, None, -0.6, 2012-01-22 20:00:00, 2.0
37.1, -2.0, 135.0, None, -0.3, 2012-01-22 21:00:00, 7.0
46.4, -1.6, 135.0, None, 0.0, 2012-01-22 22:00:00, 7.0
55.4, -2.2, 135.0, None, 0.5, 2012-01-22 23:00:00, 7.0
55.4, -1.4, 135.0, None, 0.2, 2012-01-23 00:00:00, 7.0
0.0, -4.6, 0.0, None, -3.5, 2012-01-23 16:00:00, 10.0
3.6, -2.3, 135.0, None, -1.5, 2012-01-23 17:00:00, 10.0
5.4, -1.9, 135.0, None, -0.5, 2012-01-23 18:00:00, 10.0
3.6, -1.7, 135.0, None, -0.1, 2012-01-23 19:00:00, 10.0
9.4, -2.7, 135.0, None, 1.8, 2012-01-23 20:00:00, 2.0
3.6, 0.2, 135.0, None, 3.5, 2012-01-23 21:00:00, 2.0
18.4, -0.6, 315.0, None, 1.0, 2012-01-23 22:00:00, 2.0
5.4, -0.5, 315.0, None, 0.6, 2012-01-23 23:00:00, 2.0
0.0, -0.5, 0.0, None, 0.6, 2012-01-24 00:00:00, 10.0
9.4, -2.5, 135.0, None, -1.5, 2012-01-24 16:00:00, 7.0
9.4, -1.8, 135.0, None, -0.6, 2012-01-24 17:00:00, 7.0
18.4, -2.1, 135.0, None, 1.0, 2012-01-24 18:00:00, 7.0
9.4, -0.9, 135.0, None, 1.2, 2012-01-24 19:00:00, 7.0
9.4, -0.4, 135.0, None, 2.0, 2012-01-24 20:00:00, 2.0
9.4, 0.4, 135.0, None, 1.9, 2012-01-24 21:00:00, 2.0
9.4, 0.5, 135.0, None, 1.3, 2012-01-24 22:00:00, 2.0
9.4, 0.6, 135.0, None, 1.4, 2012-01-24 23:00:00, 2.0
5.4, 0.5, 135.0, None, 1.5, 2012-01-25 00:00:00, 2.0
0.0, -0.1, 0.0, None, 0.4, 2012-01-25 16:00:00, 7.0
0.0, -0.3, 0.0, None, 0.2, 2012-01-25 17:00:00, 7.0
5.4, -0.2, 135.0, None, 0.3, 2012-01-25 18:00:00, 8.0
5.4, -0.2, 135.0, None, 0.3, 2012-01-25 19:00:00, 7.0
5.4, -0.1, 135.0, None, 0.4, 2012-01-25 20:00:00, 7.0
5.4, 0.0, 135.0, None, 0.5, 2012-01-25 21:00:00, 8.0
22.3, -0.6, 315.0, None, 0.5, 2012-01-25 22:00:00, 8.0
18.4, -0.4, 315.0, None, 0.4, 2012-01-25 23:00:00, 10.0
18.4, -0.2, 315.0, None, 0.3, 2012-01-26 00:00:00, 10.0
14.8, -0.7, 315.0, None, -0.4, 2012-01-26 16:00:00, 10.0
14.8, -1.1, 315.0, None, -0.5, 2012-01-26 17:00:00, 8.0
18.4, -3.2, 315.0, None, -0.3, 2012-01-26 18:00:00, 8.0
18.4, -2.5, 315.0, None, 0.2, 2012-01-26 19:00:00, 10.0
18.4, -2.2, 315.0, None, 0.5, 2012-01-26 20:00:00, 10.0
14.8, -1.9, 315.0, None, 0.7, 2012-01-26 21:00:00, 10.0
22.3, -3.2, 315.0, None, 1.1, 2012-01-26 22:00:00, 10.0
14.8, -2.0, 315.0, None, 0.6, 2012-01-26 23:00:00, 10.0
9.4, -1.9, 315.0, None, -0.5, 2012-01-27 00:00:00, 10.0
5.4, -4.5, 135.0, None, -3.2, 2012-01-27 16:00:00, 10.0
9.4, -4.3, 135.0, None, -3.0, 2012-01-27 17:00:00, 10.0
14.8, -4.3, 135.0, None, -2.5, 2012-01-27 18:00:00, 10.0
14.8, -3.7, 135.0, None, -2.0, 2012-01-27 19:00:00, 10.0
18.4, -3.2, 315.0, None, -1.8, 2012-01-27 20:00:00, 10.0
9.4, -2.7, 315.0, None, -1.1, 2012-01-27 21:00:00, 10.0
9.4, -2.4, 315.0, None, -0.9, 2012-01-27 22:00:00, 10.0
9.4, -2.1, 315.0, None, -0.4, 2012-01-27 23:00:00, 10.0
5.4, -2.2, 315.0, None, -1.0, 2012-01-28 00:00:00, 10.0
5.4, -3.4, 135.0, None, -2.2, 2012-01-28 16:00:00, 6.0
14.8, -4.0, 315.0, None, -2.0, 2012-01-28 17:00:00, 10.0
14.8, -4.1, 315.0, None, -1.8, 2012-01-28 18:00:00, 10.0
14.8, -3.1, 315.0, None, -2.0, 2012-01-28 19:00:00, 7.0
9.4, -3.4, 315.0, None, -2.2, 2012-01-28 20:00:00, 7.0
9.4, -2.9, 315.0, None, -1.8, 2012-01-28 21:00:00, 7.0
9.4, -2.5, 315.0, None, -1.5, 2012-01-28 22:00:00, 7.0
14.8, -1.5, 315.0, None, -0.8, 2012-01-28 23:00:00, 7.0
18.4, -1.5, 315.0, None, -0.4, 2012-01-29 00:00:00, 7.0
5.4, 0.5, 135.0, None, 1.0, 2012-01-29 16:00:00, 10.0
5.4, 0.6, 135.0, None, 1.1, 2012-01-29 17:00:00, 2.0
5.4, 0.8, 135.0, None, 1.1, 2012-01-29 18:00:00, 8.0
5.4, 0.9, 135.0, None, 1.4, 2012-01-29 19:00:00, 8.0
5.4, 1.3, 135.0, None, 1.6, 2012-01-29 20:00:00, 8.0
5.4, 1.6, 135.0, None, 1.6, 2012-01-29 21:00:00, 7.0
0.0, 1.7, 0.0, None, 1.7, 2012-01-29 22:00:00, 7.0
0.0, 1.0, 0.0, None, 1.3, 2012-01-29 23:00:00, 7.0
0.0, 0.8, 0.0, None, 1.1, 2012-01-30 00:00:00, 7.0
27.7, 2.0, 315.0, None, 2.2, 2012-01-30 16:00:00, 7.0
37.1, 1.1, 315.0, None, 1.6, 2012-01-30 18:00:00, 7.0
37.1, 1.2, 315.0, None, 1.7, 2012-01-30 19:00:00, 2.0
27.7, 1.5, 315.0, None, 2.2, 2012-01-30 20:00:00, 2.0
37.1, 1.5, 315.0, None, 2.7, 2012-01-30 21:00:00, 2.0
37.1, 1.0, 315.0, None, 2.0, 2012-01-30 22:00:00, 2.0
37.1, 1.2, 315.0, None, 2.0, 2012-01-30 23:00:00, 2.0
18.4, 1.1, 315.0, None, 1.9, 2012-01-31 00:00:00, 2.0
0.0, 0.2, 0.0, None, 0.5, 2012-01-31 16:00:00, 7.0
0.0, 0.3, 0.0, None, 0.6, 2012-01-31 17:00:00, 2.0
0.0, 0.7, 0.0, None, 1.2, 2012-01-31 18:00:00, 7.0
0.0, 0.9, 0.0, None, 1.9, 2012-01-31 19:00:00, 2.0
0.0, 1.4, 0.0, None, 2.4, 2012-01-31 20:00:00, 2.0
0.0, 2.0, 0.0, None, 3.4, 2012-01-31 21:00:00, 2.0
0.0, 2.4, 0.0, None, 3.4, 2012-01-31 22:00:00, 2.0
0.0, 1.6, 0.0, None, 2.6, 2012-01-31 23:00:00, 2.0
0.0, 1.1, 0.0, None, 1.6, 2012-02-01 00:00:00, 2.0
9.4, -0.1, 315.0, None, 0.4, 2012-02-01 16:00:00, 7.0
9.4, 0.0, 315.0, None, 0.5, 2012-02-01 17:00:00, 7.0
9.4, -0.3, 315.0, None, 0.0, 2012-02-01 18:00:00, 7.0
9.4, -0.4, 315.0, None, 0.4, 2012-02-01 19:00:00, 7.0
18.4, 0.0, 315.0, None, 0.8, 2012-02-01 20:00:00, 7.0
27.7, 0.2, 315.0, None, 0.5, 2012-02-01 21:00:00, 7.0
27.7, -0.1, 315.0, None, 1.0, 2012-02-01 22:00:00, 2.0
18.4, 0.5, 315.0, None, 1.0, 2012-02-01 23:00:00, 2.0
18.4, 0.0, 315.0, None, 0.8, 2012-02-02 00:00:00, 2.0
9.4, -2.8, 135.0, None, -2.0, 2012-02-02 16:00:00, 10.0
9.4, -3.1, 135.0, None, -1.5, 2012-02-02 17:00:00, 2.0
5.4, -2.6, 135.0, None, -0.8, 2012-02-02 18:00:00, 10.0
5.4, -1.5, 135.0, None, 1.0, 2012-02-02 19:00:00, 2.0
5.4, -0.5, 135.0, None, 1.6, 2012-02-02 20:00:00, 2.0
0.0, 3.0, 0.0, None, 4.4, 2012-02-02 21:00:00, 10.0
5.4, 1.6, 135.0, None, 5.0, 2012-02-02 22:00:00, 10.0
0.0, 0.7, 0.0, None, 2.0, 2012-02-02 23:00:00, 10.0
3.6, 0.1, 315.0, None, 0.6, 2012-02-03 00:00:00, 10.0
0.0, -5.4, 0.0, None, -4.2, 2012-02-03 16:00:00, 9.0
0.0, -3.2, 0.0, None, -2.6, 2012-02-03 17:00:00, 9.0
5.4, -1.1, 135.0, None, 0.2, 2012-02-03 18:00:00, 0.0
5.4, 1.1, 135.0, None, 2.8, 2012-02-03 19:00:00, 0.0
5.4, 1.2, 135.0, None, 4.1, 2012-02-03 20:00:00, 0.0
5.4, 1.2, 135.0, None, 4.6, 2012-02-03 21:00:00, 0.0
5.4, 2.1, 135.0, None, 4.5, 2012-02-03 22:00:00, 0.0
5.4, 0.2, 135.0, None, 1.5, 2012-02-03 23:00:00, 0.0
0.0, -0.4, 0.0, None, 0.7, 2012-02-04 00:00:00, 0.0
9.4, -5.0, 135.0, None, -2.5, 2012-02-04 16:00:00, 10.0
9.4, -4.9, 135.0, None, -2.2, 2012-02-04 17:00:00, 9.0
5.4, -2.3, 135.0, None, -0.6, 2012-02-04 18:00:00, 0.0
5.4, -3.0, 135.0, None, 1.0, 2012-02-04 19:00:00, 9.0
5.4, -2.9, 135.0, None, 1.9, 2012-02-04 20:00:00, 9.0
5.4, 0.8, 135.0, None, 4.5, 2012-02-04 21:00:00, 9.0
0.0, -0.2, 0.0, None, 3.6, 2012-02-04 22:00:00, 9.0
5.4, -0.6, 135.0, None, 1.3, 2012-02-04 23:00:00, 0.0
0.0, -1.9, 0.0, None, -0.7, 2012-02-05 00:00:00, 0.0
5.4, -5.6, 135.0, None, -4.1, 2012-02-05 16:00:00, 0.0
5.4, -4.3, 135.0, None, -2.2, 2012-02-05 17:00:00, 0.0
9.4, -3.9, 135.0, None, -0.6, 2012-02-05 18:00:00, 0.0
5.4, -2.8, 135.0, None, 1.2, 2012-02-05 19:00:00, 9.0
5.4, -3.9, 135.0, None, 3.7, 2012-02-05 20:00:00, 10.0
9.4, -2.8, 135.0, None, 5.0, 2012-02-05 21:00:00, 10.0
9.4, -1.5, 135.0, None, 3.5, 2012-02-05 22:00:00, 10.0
5.4, 0.2, 135.0, None, 2.5, 2012-02-05 23:00:00, 4.0
0.0, -0.2, 0.0, None, 1.1, 2012-02-06 00:00:00, 4.0
5.4, -7.7, 135.0, None, -6.2, 2012-02-06 16:00:00, 9.0
5.4, -7.9, 135.0, None, -5.8, 2012-02-06 17:00:00, 9.0
5.4, -3.7, 135.0, None, -2.2, 2012-02-06 18:00:00, 9.0
5.4, -3.1, 135.0, None, 0.5, 2012-02-06 19:00:00, 9.0
5.4, -2.7, 135.0, None, 3.8, 2012-02-06 20:00:00, 9.0
5.4, -2.3, 135.0, None, 5.1, 2012-02-06 21:00:00, 9.0
5.4, -2.0, 135.0, None, 4.6, 2012-02-06 22:00:00, 9.0
5.4, -1.2, 135.0, None, 2.0, 2012-02-06 23:00:00, 9.0
5.4, -2.4, 135.0, None, -0.2, 2012-02-07 00:00:00, 9.0
5.4, -9.5, 315.0, None, -7.8, 2012-02-07 16:00:00, 0.0
0.0, -6.8, 0.0, None, -5.4, 2012-02-07 17:00:00, 0.0
0.0, -4.4, 0.0, None, 0.2, 2012-02-07 18:00:00, 0.0
0.0, -2.3, 0.0, None, 3.6, 2012-02-07 19:00:00, 0.0
9.4, -3.0, 315.0, None, 5.1, 2012-02-07 20:00:00, 0.0
9.4, -3.8, 315.0, None, 5.5, 2012-02-07 21:00:00, 0.0
3.6, -0.6, 135.0, None, 5.0, 2012-02-07 22:00:00, 0.0
5.4, -1.7, 135.0, None, 1.3, 2012-02-07 23:00:00, 0.0
0.0, -2.5, 0.0, None, -0.5, 2012-02-08 00:00:00, 0.0
5.4, 0.5, 135.0, None, 1.0, 2012-02-08 15:00:00, 10.0
14.8, -2.5, 135.0, None, 1.4, 2012-02-08 17:00:00, 10.0
14.8, -3.4, 135.0, None, 3.0, 2012-02-08 18:00:00, 2.0
9.4, -3.1, 135.0, None, 5.0, 2012-02-08 19:00:00, 10.0
0.0, -1.1, 0.0, None, 6.5, 2012-02-08 20:00:00, 10.0
3.6, 0.5, 135.0, None, 5.4, 2012-02-08 21:00:00, 2.0
0.0, 0.5, 0.0, None, 4.0, 2012-02-08 22:00:00, 10.0
3.6, 0.2, 135.0, None, 5.2, 2012-02-08 23:00:00, 10.0
0.0, 1.2, 0.0, None, 3.2, 2012-02-09 00:00:00, 10.0
18.4, -0.9, 135.0, None, -0.1, 2012-02-09 16:00:00, 10.0
9.4, -0.3, 135.0, None, 0.5, 2012-02-09 17:00:00, 10.0
5.4, 0.6, 135.0, None, 1.6, 2012-02-09 18:00:00, 10.0
5.4, 1.1, 135.0, None, 2.6, 2012-02-09 19:00:00, 10.0
0.0, 1.7, 0.0, None, 3.9, 2012-02-09 20:00:00, 10.0
0.0, 1.9, 0.0, None, 5.5, 2012-02-09 21:00:00, 10.0
0.0, 2.4, 0.0, None, 5.0, 2012-02-09 22:00:00, 10.0
9.4, 1.2, 315.0, None, 4.4, 2012-02-09 23:00:00, 10.0
0.0, 1.0, 0.0, None, 3.0, 2012-02-10 00:00:00, 2.0
0.0, 0.5, 0.0, None, 1.0, 2012-02-10 16:00:00, 6.0
0.0, 0.7, 0.0, None, 1.2, 2012-02-10 17:00:00, 2.0
0.0, 1.2, 0.0, None, 2.0, 2012-02-10 18:00:00, 2.0
0.0, 3.0, 0.0, None, 3.9, 2012-02-10 19:00:00, 10.0
0.0, 2.4, 0.0, None, 3.8, 2012-02-10 20:00:00, 2.0
0.0, 2.0, 0.0, None, 3.7, 2012-02-10 21:00:00, 2.0
