station_observations
wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, time, wind_gust_speed, total_cloud_cover, tendency_amount
55.4, 99.12, 5.4, 135.0, 96.0, 6.0, 2012-01-03 15:00:00, 70.6, 4.0, -0.73
40.7, 98.92, 6.6, 135.0, 96.0, 7.2, 2012-01-03 16:00:00, 72.4, 4.0, None
46.4, 98.9, 7.4, 135.0, 96.0, 8.0, 2012-01-03 17:00:00, 66.6, 4.0, None
33.5, 98.93, 7.9, 157.5, 96.0, 8.5, 2012-01-03 18:00:00, 50.0, 4.0, -0.19
20.5, 99.09, 8.2, 180.0, 95.0, 9.0, 2012-01-03 19:00:00, None, 4.0, None
20.5, 99.25, 8.2, 180.0, 95.0, 9.0, 2012-01-03 20:00:00, 31.7, 2.0, None
22.3, 99.34, 8.0, 180.0, 90.0, 9.5, 2012-01-03 21:00:00, 37.1, 10.0, 0.41
16.6, 99.45, 7.8, 180.0, 86.0, 10.0, 2012-01-03 22:00:00, None, 10.0, None
22.3, 99.49, 7.6, 180.0, 88.0, 9.5, 2012-01-03 23:00:00, None, 10.0, None
11.2, 99.5, 7.1, 157.5, 88.0, 9.0, 2012-01-04 00:00:00, None, 10.0, 0.16
13.0, 99.52, 5.9, 135.0, 84.0, 8.5, 2012-01-04 01:00:00, None, 10.0, None
14.8, 99.5, 6.0, 157.5, 87.0, 8.0, 2012-01-04 02:00:00, None, 2.0, None
20.5, 98.9, 5.5, 180.0, 90.0, 7.1, 2012-01-04 15:00:00, 31.7, 10.0, 0.68
24.1, 98.96, 5.4, 157.5, 91.0, 6.8, 2012-01-04 16:00:00, 33.5, 10.0, None
22.3, 99.04, 5.0, 180.0, 87.0, 7.0, 2012-01-04 17:00:00, None, 10.0, None
22.3, 99.16, 5.3, 157.5, 87.0, 7.3, 2012-01-04 18:00:00, None, 10.0, 0.26
20.5, 99.11, 5.8, 157.5, 86.0, 8.0, 2012-01-04 19:00:00, None, 10.0, None
35.3, 99.17, 5.1, 157.5, 84.0, 7.7, 2012-01-04 20:00:00, 44.6, 10.0, None
22.3, 99.18, 5.1, 157.5, 92.0, 6.3, 2012-01-04 21:00:00, 33.5, 10.0, 0.02
22.3, 99.18, 5.4, 157.5, 92.0, 6.6, 2012-01-04 22:00:00, 31.7, 10.0, None
18.4, 99.28, 4.4, 180.0, 89.0, 6.1, 2012-01-04 23:00:00, 33.5, 10.0, None
14.8, 99.35, 3.6, 157.5, 88.0, 5.5, 2012-01-05 00:00:00, None, 10.0, 0.17
16.6, 99.45, 3.4, 180.0, 88.0, 5.3, 2012-01-05 01:00:00, 31.7, 10.0, None
14.8, 99.49, 3.5, 135.0, 91.0, 4.8, 2012-01-05 02:00:00, None, 10.0, None
9.4, 101.2, 1.4, 225.0, 90.0, 2.8, 2012-01-05 15:00:00, None, 10.0, 0.53
11.2, 101.35, 1.0, 247.5, 90.0, 2.4, 2012-01-05 16:00:00, None, 4.0, None
5.4, 101.5, 0.8, 247.5, 94.0, 1.7, 2012-01-05 17:00:00, None, 10.0, None
5.4, 101.6, 0.3, 202.5, 88.0, 2.0, 2012-01-05 18:00:00, None, 10.0, 0.4
9.4, 101.77, 0.3, 247.5, 84.0, 2.7, 2012-01-05 19:00:00, None, 6.0, None
7.6, 101.88, 0.4, 225.0, 83.0, 3.0, 2012-01-05 20:00:00, None, 10.0, None
7.6, 101.9, -0.5, 247.5, 75.0, 3.6, 2012-01-05 21:00:00, None, 10.0, 0.3
9.4, 101.99, 0.3, 225.0, 78.0, 3.8, 2012-01-05 22:00:00, None, 4.0, None
7.6, 102.03, -0.1, 202.5, 76.0, 3.7, 2012-01-05 23:00:00, None, 4.0, None
9.4, 102.07, -0.6, 247.5, 76.0, 3.3, 2012-01-06 00:00:00, None, 10.0, 0.17
3.6, 102.09, -0.4, 180.0, 78.0, 3.0, 2012-01-06 01:00:00, None, 4.0, None
5.4, 102.08, -0.1, 180.0, 83.0, 2.5, 2012-01-06 02:00:00, None, 9.0, None
24.1, 101.08, 1.9, 157.5, 91.0, 3.3, 2012-01-06 15:00:00, None, 4.0, -0.28
31.7, 101.04, 2.2, 157.5, 87.0, 4.2, 2012-01-06 16:00:00, None, 9.0, None
31.7, 101.01, 2.7, 157.5, 87.0, 4.7, 2012-01-06 17:00:00, 50.0, 3.0, None
29.5, 101.04, 2.9, 157.5, 86.0, 5.1, 2012-01-06 18:00:00, 44.6, 4.0, -0.04
22.3, 101.08, 2.8, 157.5, 86.0, 5.0, 2012-01-06 19:00:00, 46.4, 10.0, None
18.4, 101.09, 3.3, 180.0, 82.0, 6.1, 2012-01-06 20:00:00, None, 10.0, None
18.4, 101.14, 2.9, 180.0, 79.0, 6.3, 2012-01-06 21:00:00, None, 10.0, 0.1
14.8, 101.19, 2.8, 180.0, 82.0, 5.6, 2012-01-06 22:00:00, None, 10.0, None
16.6, 101.26, 3.1, 180.0, 85.0, 5.5, 2012-01-06 23:00:00, None, 10.0, None
9.4, 101.35, 3.0, 180.0, 87.0, 5.0, 2012-01-07 00:00:00, None, 10.0, 0.21
11.2, 101.43, 3.0, 157.5, 91.0, 4.3, 2012-01-07 01:00:00, None, 10.0, None
11.2, 101.48, 3.0, 157.5, 91.0, 4.3, 2012-01-07 02:00:00, None, 3.0, None
55.4, 100.1, 4.5, 157.5, 90.0, 6.0, 2012-01-07 15:00:00, 94.7, 10.0, -0.61
63.0, 99.95, 5.5, 157.5, 93.0, 6.5, 2012-01-07 16:00:00, 94.7, 10.0, None
57.6, 99.9, 6.0, 157.5, 93.0, 7.0, 2012-01-07 17:00:00, 81.7, 10.0, None
46.4, 99.86, 6.5, 157.5, 93.0, 7.5, 2012-01-07 18:00:00, 77.8, 2.0, -0.24
35.3, 99.9, 7.5, 157.5, 93.0, 8.5, 2012-01-07 19:00:00, 66.6, 2.0, None
31.7, 99.82, 7.5, 157.5, 93.0, 8.5, 2012-01-07 20:00:00, 48.2, 10.0, None
33.5, 99.93, 8.1, 157.5, 94.0, 9.0, 2012-01-07 21:00:00, 46.4, 10.0, 0.07
20.5, 100.0, 8.1, 157.5, 94.0, 9.0, 2012-01-07 22:00:00, None, 10.0, None
24.1, 100.02, 8.5, 157.5, 90.0, 10.0, 2012-01-07 23:00:00, 35.3, 10.0, None
18.4, 100.05, 8.1, 180.0, 88.0, 10.0, 2012-01-08 00:00:00, None, 4.0, 0.12
11.2, 100.13, 7.7, 180.0, 90.0, 9.2, 2012-01-08 01:00:00, None, 4.0, None
14.8, 100.07, 7.9, 157.5, 93.0, 9.0, 2012-01-08 02:00:00, None, 4.0, None
11.2, 100.73, 2.8, 157.5, 80.0, 6.0, 2012-01-08 15:00:00, None, 4.0, 0.11
11.2, 100.77, 2.8, 135.0, 82.0, 5.6, 2012-01-08 16:00:00, None, 2.0, None
13.0, 100.85, 2.8, 135.0, 80.0, 6.0, 2012-01-08 17:00:00, None, 4.0, None
9.4, 100.91, 2.8, 135.0, 80.0, 6.0, 2012-01-08 18:00:00, None, 4.0, 0.18
14.8, 100.98, 2.8, 157.5, 80.0, 6.0, 2012-01-08 19:00:00, None, 4.0, None
7.6, 100.97, 3.3, 157.5, 80.0, 6.5, 2012-01-08 20:00:00, None, 4.0, None
11.2, 100.93, 3.9, 135.0, 81.0, 7.0, 2012-01-08 21:00:00, None, 4.0, 0.02
9.4, 100.93, 3.9, 180.0, 81.0, 7.0, 2012-01-08 22:00:00, None, 4.0, None
9.4, 100.93, 3.9, 157.5, 81.0, 7.0, 2012-01-08 23:00:00, None, 4.0, None
7.6, 100.91, 3.3, 135.0, 80.0, 6.5, 2012-01-09 00:00:00, None, 4.0, -0.02
7.6, 100.85, 3.7, 157.5, 85.0, 6.0, 2012-01-09 01:00:00, None, 10.0, None
3.6, 100.8, 3.3, 180.0, 80.0, 6.5, 2012-01-09 02:00:00, None, 10.0, None
9.4, 101.58, 0.1, 270.0, 84.0, 2.5, 2012-01-09 15:00:00, None, 10.0, 0.54
11.2, 101.7, -0.4, 247.5, 84.0, 2.0, 2012-01-09 16:00:00, None, 10.0, None
9.4, 101.9, -0.2, 247.5, 92.0, 1.0, 2012-01-09 17:00:00, None, 10.0, None
24.1, 102.09, -1.0, 292.5, 83.0, 1.5, 2012-01-09 18:00:00, None, 4.0, 0.51
13.0, 102.31, -1.5, 270.0, 83.0, 1.0, 2012-01-09 19:00:00, 48.2, 4.0, None
14.8, 102.43, -1.0, 292.5, 83.0, 1.5, 2012-01-09 20:00:00, None, 2.0, None
14.8, 102.54, -1.8, 292.5, 76.0, 2.0, 2012-01-09 21:00:00, None, 4.0, 0.45
9.4, 102.62, -0.7, 270.0, 92.0, 0.5, 2012-01-09 22:00:00, 40.7, 4.0, None
9.4, 102.72, -2.4, 292.5, 75.0, 1.5, 2012-01-09 23:00:00, None, 10.0, None
25.9, 102.82, -2.4, 270.0, 75.0, 1.5, 2012-01-10 00:00:00, 37.1, 4.0, 0.28
11.2, 102.83, -0.7, 247.5, 92.0, 0.5, 2012-01-10 01:00:00, None, 4.0, None
9.4, 102.9, -0.9, 270.0, 90.0, 0.6, 2012-01-10 02:00:00, None, 4.0, None
5.4, 103.6, -0.7, 157.5, 92.0, 0.5, 2012-01-10 15:00:00, None, 6.0, 0.12
5.4, 103.6, -0.7, 157.5, 92.0, 0.5, 2012-01-10 16:00:00, None, 6.0, None
0.0, 103.64, -0.7, 0.0, 92.0, 0.5, 2012-01-10 17:00:00, None, 6.0, None
3.6, 103.68, -0.7, 135.0, 92.0, 0.5, 2012-01-10 18:00:00, None, 4.0, 0.08
7.6, 103.69, -1.0, 157.5, 83.0, 1.5, 2012-01-10 19:00:00, None, 4.0, None
3.6, 103.69, -0.6, 157.5, 77.0, 3.0, 2012-01-10 20:00:00, None, 4.0, None
7.6, 103.67, -0.6, 180.0, 77.0, 3.0, 2012-01-10 21:00:00, None, 4.0, -0.01
9.4, 103.61, -0.6, 157.5, 77.0, 3.0, 2012-01-10 22:00:00, None, 2.0, None
5.4, 103.63, -1.1, 157.5, 75.0, 2.8, 2012-01-10 23:00:00, None, 2.0, None
5.4, 103.56, -1.8, 157.5, 76.0, 2.0, 2012-01-11 00:00:00, None, 10.0, -0.11
5.4, 103.55, -1.0, 157.5, 83.0, 1.5, 2012-01-11 01:00:00, None, 2.0, None
7.6, 103.52, -1.0, 157.5, 83.0, 1.5, 2012-01-11 02:00:00, None, 4.0, None
24.1, 102.81, 1.6, 157.5, 84.0, 4.1, 2012-01-11 15:00:00, None, 6.0, -0.23
20.5, 102.82, 1.8, 157.5, 84.0, 4.3, 2012-01-11 16:00:00, None, 10.0, None
24.1, 102.76, 1.6, 157.5, 81.0, 4.5, 2012-01-11 17:00:00, None, 1.0, None
24.1, 102.76, 2.4, 157.5, 83.0, 5.0, 2012-01-11 18:00:00, 35.3, 10.0, -0.05
22.3, 102.79, 2.9, 157.5, 83.0, 5.5, 2012-01-11 19:00:00, 35.3, 6.0, None
24.1, 102.81, 2.9, 157.5, 82.0, 5.7, 2012-01-11 20:00:00, None, 4.0, None
25.9, 102.74, 3.1, 157.5, 79.0, 6.5, 2012-01-11 21:00:00, 35.3, 10.0, -0.02
24.1, 102.66, 3.5, 157.5, 81.0, 6.5, 2012-01-11 22:00:00, 33.5, 10.0, None
22.3, 102.61, 3.8, 157.5, 82.0, 6.7, 2012-01-11 23:00:00, 38.9, 10.0, None
27.7, 102.51, 3.4, 157.5, 83.0, 6.0, 2012-01-12 00:00:00, 44.6, 10.0, -0.23
29.5, 102.48, 3.2, 157.5, 82.0, 6.0, 2012-01-12 01:00:00, 44.6, 10.0, None
35.3, 102.37, 3.2, 157.5, 83.0, 5.8, 2012-01-12 02:00:00, 48.2, 10.0, None
33.5, 101.22, 3.3, 157.5, 88.0, 5.2, 2012-01-12 15:00:00, 50.0, 1.0, -0.26
31.7, 101.21, 3.4, 157.5, 89.0, 5.1, 2012-01-12 16:00:00, 53.6, 10.0, None
18.4, 101.36, 4.1, 180.0, 93.0, 5.2, 2012-01-12 17:00:00, 31.7, 6.0, None
5.4, 101.51, 4.3, 180.0, 95.0, 5.1, 2012-01-12 18:00:00, None, 10.0, 0.29
7.6, 101.56, 3.4, 202.5, 86.0, 5.5, 2012-01-12 19:00:00, None, 10.0, None
13.0, 101.64, 3.4, 180.0, 86.0, 5.5, 2012-01-12 20:00:00, None, 10.0, None
11.2, 101.66, 2.4, 202.5, 78.0, 5.9, 2012-01-12 21:00:00, None, 10.0, 0.15
14.8, 101.72, 2.3, 180.0, 79.0, 5.6, 2012-01-12 22:00:00, None, 10.0, None
13.0, 101.76, 2.9, 202.5, 83.0, 5.5, 2012-01-12 23:00:00, None, 10.0, None
11.2, 101.85, 2.7, 225.0, 86.0, 4.9, 2012-01-13 00:00:00, None, 10.0, 0.19
7.6, 101.94, 1.5, 247.5, 83.0, 4.2, 2012-01-13 01:00:00, None, 10.0, None
7.6, 102.0, 0.3, 247.5, 78.0, 3.8, 2012-01-13 02:00:00, None, 10.0, None
11.2, 102.25, -2.0, 157.5, 88.0, -0.2, 2012-01-13 15:00:00, None, 10.0, -0.17
11.2, 102.17, -1.9, 157.5, 85.0, 0.3, 2012-01-13 16:00:00, None, 10.0, None
11.2, 102.11, -1.2, 157.5, 86.0, 0.8, 2012-01-13 17:00:00, None, 4.0, None
18.4, 101.96, -0.7, 157.5, 87.0, 1.3, 2012-01-13 18:00:00, None, 4.0, -0.29
31.7, 101.9, -0.7, 157.5, 85.0, 1.5, 2012-01-13 19:00:00, None, 6.0, None
13.0, 101.87, 0.1, 180.0, 92.0, 1.3, 2012-01-13 20:00:00, None, 10.0, None
0.0, 101.8, 0.4, 0.0, 99.0, 0.6, 2012-01-13 21:00:00, None, 10.0, -0.16
5.4, 101.65, 0.4, 135.0, 96.0, 0.9, 2012-01-13 22:00:00, None, 10.0, None
7.6, 101.53, -0.1, 202.5, 93.0, 0.9, 2012-01-13 23:00:00, None, 10.0, None
3.6, 101.43, 0.0, 225.0, 95.0, 0.7, 2012-01-14 00:00:00, None, 10.0, -0.37
0.0, 101.35, -0.3, 0.0, 96.0, 0.2, 2012-01-14 01:00:00, None, 10.0, None
3.6, 101.3, -0.4, 225.0, 95.0, 0.3, 2012-01-14 02:00:00, None, 10.0, None
5.4, 101.0, -4.8, 270.0, 87.0, -3.0, 2012-01-14 15:00:00, None, 10.0, 0.01
7.6, 101.02, -2.9, 270.0, 98.0, -2.6, 2012-01-14 16:00:00, None, 10.0, None
3.6, 101.06, -3.1, 180.0, 97.0, -2.7, 2012-01-14 17:00:00, None, 10.0, None
9.4, 101.11, -2.5, 225.0, 98.0, -2.2, 2012-01-14 18:00:00, None, 10.0, 0.11
9.4, 101.19, -1.7, 247.5, 99.0, -1.5, 2012-01-14 19:00:00, None, 10.0, None
7.6, 101.21, -0.9, 247.5, 99.0, -0.8, 2012-01-14 20:00:00, None, 10.0, None
11.2, 101.25, -0.4, 292.5, 95.0, 0.3, 2012-01-14 21:00:00, None, 8.0, 0.14
7.6, 101.29, -1.5, 225.0, 83.0, 1.0, 2012-01-14 22:00:00, None, 10.0, None
7.6, 101.35, -1.4, 270.0, 85.0, 0.9, 2012-01-14 23:00:00, None, 10.0, None
18.4, 101.42, -3.3, 337.5, 72.0, 1.2, 2012-01-15 00:00:00, None, 10.0, 0.17
13.0, 101.47, -3.7, 337.5, 72.0, 0.7, 2012-01-15 01:00:00, None, 10.0, None
14.8, 101.52, -3.3, 337.5, 73.0, 1.0, 2012-01-15 02:00:00, None, 10.0, None
14.8, 102.33, -5.6, 337.5, 66.0, 0.0, 2012-01-15 15:00:00, None, 4.0, 0.13
9.4, 102.37, -5.2, 315.0, 69.0, -0.2, 2012-01-15 16:00:00, None, 4.0, None
14.8, 102.43, -4.6, 337.5, 72.0, -0.2, 2012-01-15 17:00:00, None, 4.0, None
11.2, 102.44, -5.0, 315.0, 69.0, 0.0, 2012-01-15 18:00:00, None, 4.0, 0.11
13.0, 102.46, -4.7, 315.0, 70.0, 0.2, 2012-01-15 19:00:00, None, 4.0, None
5.4, 102.45, -3.4, 337.5, 75.0, 0.5, 2012-01-15 20:00:00, None, 4.0, None
16.6, 102.42, -4.3, 315.0, 73.0, 0.0, 2012-01-15 21:00:00, None, 6.0, -0.02
14.8, 102.4, -4.4, 315.0, 75.0, -0.5, 2012-01-15 22:00:00, None, 6.0, None
16.6, 102.37, -4.8, 315.0, 74.0, -0.8, 2012-01-15 23:00:00, None, 4.0, None
11.2, 102.35, -5.1, 337.5, 76.0, -1.5, 2012-01-16 00:00:00, None, 4.0, -0.07
14.8, 102.34, -6.0, 337.5, 71.0, -1.5, 2012-01-16 01:00:00, None, 4.0, None
13.0, 102.32, -6.8, 337.5, 69.0, -1.8, 2012-01-16 02:00:00, None, 4.0, None
20.5, 102.2, -11.9, 337.5, 66.0, -6.6, 2012-01-16 15:00:00, 35.3, 4.0, -0.03
16.6, 102.19, -12.6, 337.5, 62.0, -6.5, 2012-01-16 16:00:00, 35.3, 4.0, None
13.0, 102.19, -14.0, 0.0, 56.0, -6.8, 2012-01-16 17:00:00, None, 4.0, None
14.8, 102.18, -14.3, 0.0, 56.0, -7.0, 2012-01-16 18:00:00, 31.7, 4.0, -0.02
13.0, 102.19, -14.5, 0.0, 54.0, -6.8, 2012-01-16 19:00:00, 31.7, 6.0, None
14.8, 102.24, -14.3, 0.0, 56.0, -7.0, 2012-01-16 20:00:00, 31.7, 4.0, None
16.6, 102.22, -14.3, 0.0, 56.0, -7.0, 2012-01-16 21:00:00, 33.5, 6.0, 0.04
9.4, 102.22, -13.7, 0.0, 60.0, -7.2, 2012-01-16 22:00:00, 31.7, 6.0, None
9.4, 101.41, -15.8, 135.0, 52.0, -7.6, 2012-01-19 00:00:00, None, 10.0, -0.07
0.0, 101.36, -14.4, 0.0, 63.0, -8.7, 2012-01-19 01:00:00, None, 10.0, None
5.4, 101.31, -15.3, 157.5, 64.0, -9.7, 2012-01-19 02:00:00, None, 1.0, None
7.6, 100.82, -12.3, 90.0, 67.0, -7.2, 2012-01-19 15:00:00, None, 6.0, -0.19
7.6, 100.77, -12.3, 90.0, 67.0, -7.2, 2012-01-19 16:00:00, None, 1.0, None
3.6, 100.74, -13.5, 135.0, 65.0, -8.1, 2012-01-19 17:00:00, None, 10.0, None
3.6, 100.69, -11.3, 135.0, 75.0, -7.7, 2012-01-19 18:00:00, None, 10.0, -0.13
3.6, 100.63, -11.9, 112.5, 67.0, -6.9, 2012-01-19 19:00:00, None, 10.0, None
7.6, 100.57, -11.6, 67.5, 68.0, -6.7, 2012-01-19 20:00:00, None, 10.0, None
5.4, 100.48, -10.7, 112.5, 71.0, -6.3, 2012-01-19 21:00:00, None, 10.0, -0.21
7.6, 100.4, -12.0, 90.0, 62.0, -5.8, 2012-01-19 22:00:00, None, 10.0, None
7.6, 100.33, -9.7, 90.0, 71.0, -5.3, 2012-01-19 23:00:00, None, 10.0, None
11.2, 100.27, -6.4, 112.5, 93.0, -5.4, 2012-01-20 00:00:00, None, 6.0, -0.21
7.6, 100.19, -7.4, 112.5, 88.0, -5.7, 2012-01-20 01:00:00, None, 6.0, None
5.4, 100.1, -6.8, 112.5, 94.0, -6.0, 2012-01-20 02:00:00, None, 6.0, None
33.5, 98.53, 0.4, 135.0, 93.0, 1.4, 2012-01-20 15:00:00, 61.2, 6.0, -0.43
31.7, 98.41, 1.1, 135.0, 94.0, 2.0, 2012-01-20 16:00:00, 50.0, 6.0, None
31.7, 98.29, 1.3, 135.0, 92.0, 2.5, 2012-01-20 17:00:00, 55.4, 6.0, None
27.7, 98.17, 1.9, 135.0, 94.0, 2.8, 2012-01-20 18:00:00, 46.4, 6.0, -0.36
27.7, 98.06, 2.3, 135.0, 94.0, 3.2, 2012-01-20 19:00:00, 48.2, 6.0, None
31.7, 97.91, 2.2, 135.0, 92.0, 3.3, 2012-01-20 20:00:00, 57.6, 6.0, None
24.1, 97.78, 2.4, 135.0, 92.0, 3.5, 2012-01-20 21:00:00, 44.6, 6.0, -0.39
22.3, 97.64, 2.1, 135.0, 89.0, 3.7, 2012-01-20 22:00:00, 57.6, 6.0, None
24.1, 97.53, 2.2, 135.0, 92.0, 3.3, 2012-01-20 23:00:00, 48.2, 6.0, None
14.8, 97.43, 1.8, 112.5, 95.0, 2.5, 2012-01-21 00:00:00, None, 6.0, -0.35
13.0, 97.33, 1.0, 112.5, 96.0, 1.5, 2012-01-21 01:00:00, None, 6.0, None
9.4, 97.23, 1.8, 135.0, 95.0, 2.5, 2012-01-21 02:00:00, None, 6.0, None
13.0, 97.46, 1.9, 157.5, 95.0, 2.6, 2012-01-21 15:00:00, None, 10.0, 0.26
16.6, 97.57, 1.9, 157.5, 95.0, 2.6, 2012-01-21 16:00:00, None, 10.0, None
13.0, 97.7, 1.1, 157.5, 94.0, 2.0, 2012-01-21 17:00:00, None, 10.0, None
25.9, 97.8, 0.4, 180.0, 86.0, 2.5, 2012-01-21 18:00:00, 37.1, 10.0, 0.34
14.8, 97.87, 0.7, 180.0, 85.0, 3.0, 2012-01-21 19:00:00, 33.5, 10.0, None
22.3, 98.01, 0.4, 180.0, 86.0, 2.5, 2012-01-21 20:00:00, 31.7, 6.0, None
18.4, 98.05, 0.8, 180.0, 92.0, 2.0, 2012-01-21 21:00:00, None, 4.0, 0.25
16.6, 98.16, 1.2, 180.0, 90.0, 2.6, 2012-01-21 22:00:00, 33.5, 4.0, None
25.9, 98.28, 0.5, 157.5, 89.0, 2.2, 2012-01-21 23:00:00, None, 6.0, None
18.4, 98.4, 0.3, 180.0, 92.0, 1.5, 2012-01-22 00:00:00, None, 10.0, 0.35
20.5, 98.52, 0.2, 180.0, 96.0, 0.7, 2012-01-22 01:00:00, 37.1, 8.0, None
25.9, 98.59, 0.1, 157.5, 95.0, 0.8, 2012-01-22 02:00:00, 35.3, 10.0, None
3.6, 99.1, -1.0, 135.0, 94.0, -0.2, 2012-01-22 15:00:00, None, 6.0, -0.16
9.4, 99.01, 0.3, 135.0, 95.0, 1.0, 2012-01-22 16:00:00, None, 4.0, None
7.6, 98.94, 0.5, 112.5, 96.0, 1.0, 2012-01-22 17:00:00, None, 4.0, None
3.6, 98.88, 0.3, 112.5, 96.0, 0.8, 2012-01-22 18:00:00, None, 8.0, -0.22
0.0, 98.74, 0.5, 0.0, 96.0, 1.0, 2012-01-22 19:00:00, None, 10.0, None
0.0, 98.6, 0.6, 0.0, 95.0, 1.3, 2012-01-22 20:00:00, None, 10.0, None
3.6, 98.5, 0.3, 90.0, 96.0, 0.8, 2012-01-22 21:00:00, None, 8.0, -0.38
0.0, 98.4, 0.3, 0.0, 99.0, 0.5, 2012-01-22 22:00:00, None, 8.0, None
0.0, 98.31, 0.3, 0.0, 99.0, 0.5, 2012-01-22 23:00:00, None, 8.0, None
0.0, 98.28, 0.3, 0.0, 99.0, 0.5, 2012-01-23 00:00:00, None, 8.0, -0.22
0.0, 98.27, 0.3, 0.0, 99.0, 0.5, 2012-01-23 01:00:00, None, 8.0, None
0.0, 98.26, 0.1, 0.0, 99.0, 0.3, 2012-01-23 02:00:00, None, 8.0, None
27.7, 99.23, 0.0, 157.5, 93.0, 1.0, 2012-01-23 15:00:00, None, 4.0, 0.04
22.3, 99.2, 0.0, 157.5, 93.0, 1.0, 2012-01-23 16:00:00, None, 2.0, None
20.5, 99.28, 0.0, 157.5, 93.0, 1.0, 2012-01-23 17:00:00, None, 4.0, None
18.4, 99.31, 0.0, 180.0, 93.0, 1.0, 2012-01-23 18:00:00, None, 10.0, 0.08
22.3, 99.4, 0.1, 157.5, 92.0, 1.3, 2012-01-23 19:00:00, None, 2.0, None
16.6, 99.4, 0.3, 157.5, 88.0, 2.0, 2012-01-23 20:00:00, None, 10.0, None
13.0, 99.41, 0.9, 157.5, 89.0, 2.5, 2012-01-23 21:00:00, None, 10.0, -0.1
13.0, 99.46, 0.9, 157.5, 86.0, 3.0, 2012-01-23 22:00:00, None, 10.0, None
11.2, 99.5, 0.9, 180.0, 87.0, 2.8, 2012-01-23 23:00:00, None, 4.0, None
16.6, 99.52, -0.2, 157.5, 88.0, 1.5, 2012-01-24 00:00:00, None, 10.0, 0.11
14.8, 99.53, -0.2, 157.5, 92.0, 1.0, 2012-01-24 01:00:00, None, 10.0, None
14.8, 99.52, -0.2, 135.0, 92.0, 1.0, 2012-01-24 02:00:00, None, 10.0, None
29.5, 97.16, 4.6, 157.5, 92.0, 5.8, 2012-01-24 15:00:00, 38.9, 10.0, -0.12
29.5, 97.23, 4.5, 180.0, 93.0, 5.5, 2012-01-24 16:00:00, 38.9, 10.0, None
22.3, 97.45, 3.9, 180.0, 89.0, 5.6, 2012-01-24 17:00:00, 33.5, 10.0, None
