station_observations
wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, time, wind_gust_speed, total_cloud_cover, tendency_amount
0.0, 102.46, -4.2, 0.0, 88.0, -2.5, 2012-01-01 00:00:00, None, 10.0, -0.03
3.6, 102.45, -4.8, 0.0, 85.0, -2.7, 2012-01-01 01:00:00, None, 10.0, None
0.0, 101.68, -3.9, 0.0, 90.0, -2.5, 2012-01-01 15:00:00, None, 10.0, -0.29
0.0, 101.58, -3.9, 0.0, 91.0, -2.7, 2012-01-01 16:00:00, None, 10.0, None
0.0, 101.44, -3.6, 0.0, 92.0, -2.5, 2012-01-01 17:00:00, None, 10.0, None
0.0, 101.32, -3.5, 0.0, 92.0, -2.4, 2012-01-01 18:00:00, None, 10.0, -0.36
0.0, 101.12, -2.7, 0.0, 87.0, -0.8, 2012-01-01 19:00:00, None, 10.0, None
3.6, 100.9, -1.5, 202.5, 91.0, -0.2, 2012-01-01 20:00:00, None, 2.0, None
14.8, 100.77, -0.8, 22.5, 93.0, 0.2, 2012-01-01 21:00:00, None, 2.0, -0.55
14.8, 100.55, -1.0, 0.0, 94.0, -0.2, 2012-01-01 22:00:00, None, 2.0, None
11.2, 100.48, -0.9, 45.0, 94.0, -0.1, 2012-01-01 23:00:00, None, 2.0, None
0.0, 100.38, -1.0, 0.0, 96.0, -0.4, 2012-01-02 00:00:00, None, 2.0, -0.39
0.0, 100.29, -1.1, 0.0, 96.0, -0.5, 2012-01-02 01:00:00, None, 2.0, None
0.0, 100.17, -1.6, 0.0, 96.0, -1.0, 2012-01-02 15:00:00, None, 2.0, 0.0
0.0, 100.23, -1.2, 0.0, 96.0, -0.6, 2012-01-02 16:00:00, None, 2.0, None
0.0, 100.3, -1.3, 0.0, 96.0, -0.7, 2012-01-02 17:00:00, None, 2.0, None
0.0, 100.36, -1.1, 0.0, 96.0, -0.5, 2012-01-02 18:00:00, None, 2.0, 0.19
0.0, 100.42, -0.7, 0.0, 98.0, -0.4, 2012-01-02 19:00:00, None, 7.0, None
0.0, 100.47, -0.5, 0.0, 96.0, 0.0, 2012-01-02 20:00:00, None, 2.0, None
0.0, 100.53, -0.2, 0.0, 95.0, 0.5, 2012-01-02 21:00:00, None, 2.0, 0.17
0.0, 100.55, -0.1, 0.0, 95.0, 0.6, 2012-01-02 22:00:00, None, 2.0, None
0.0, 100.58, 0.0, 0.0, 95.0, 0.7, 2012-01-02 23:00:00, None, 2.0, None
0.0, 100.65, -0.3, 0.0, 95.0, 0.4, 2012-01-03 00:00:00, None, 2.0, 0.12
0.0, 100.72, -0.1, 0.0, 96.0, 0.4, 2012-01-03 01:00:00, None, 2.0, None
0.0, 100.29, 0.0, 0.0, 100.0, 0.0, 2012-01-03 15:00:00, None, 7.0, -0.32
0.0, 100.08, 0.0, 0.0, 100.0, 0.0, 2012-01-03 16:00:00, None, 6.0, None
0.0, 99.91, 0.0, 0.0, 100.0, 0.0, 2012-01-03 17:00:00, None, 2.0, None
0.0, 99.8, 0.0, 0.0, 100.0, 0.0, 2012-01-03 18:00:00, None, 2.0, -0.49
0.0, 99.73, -0.2, 0.0, 96.0, 0.3, 2012-01-03 19:00:00, None, 2.0, None
0.0, 99.76, -0.2, 0.0, 96.0, 0.3, 2012-01-03 20:00:00, None, 6.0, None
0.0, 99.73, -0.2, 0.0, 96.0, 0.3, 2012-01-03 21:00:00, None, 7.0, -0.07
0.0, 99.76, -0.1, 0.0, 96.0, 0.4, 2012-01-03 22:00:00, None, 7.0, None
0.0, 99.94, -0.1, 0.0, 96.0, 0.4, 2012-01-03 23:00:00, None, 7.0, None
0.0, 99.96, -0.1, 0.0, 96.0, 0.4, 2012-01-04 00:00:00, None, 7.0, 0.23
0.0, 100.03, 0.0, 0.0, 99.0, 0.2, 2012-01-04 01:00:00, None, 7.0, None
0.0, 98.92, 0.9, 0.0, 100.0, 0.9, 2012-01-04 15:00:00, None, 6.0, 0.52
11.2, 99.08, 1.0, 337.5, 100.0, 1.0, 2012-01-04 16:00:00, None, 6.0, None
0.0, 99.2, 1.0, 0.0, 100.0, 1.0, 2012-01-04 17:00:00, None, 2.0, None
0.0, 99.33, 1.0, 0.0, 100.0, 1.0, 2012-01-04 18:00:00, None, 10.0, 0.41
0.0, 99.38, 1.0, 0.0, 100.0, 1.0, 2012-01-04 19:00:00, None, 10.0, None
0.0, 99.41, 0.8, 0.0, 96.0, 1.3, 2012-01-04 20:00:00, None, 2.0, None
0.0, 99.34, 1.3, 0.0, 96.0, 1.8, 2012-01-04 21:00:00, None, 2.0, 0.01
0.0, 99.44, 1.8, 0.0, 100.0, 1.8, 2012-01-04 22:00:00, None, 10.0, None
0.0, 99.43, 1.5, 0.0, 100.0, 1.5, 2012-01-04 23:00:00, None, 10.0, None
0.0, 99.43, 1.1, 0.0, 99.0, 1.3, 2012-01-05 00:00:00, None, 10.0, 0.09
0.0, 99.45, 1.0, 0.0, 100.0, 1.0, 2012-01-05 01:00:00, None, 2.0, None
0.0, 100.62, 1.6, 0.0, 96.0, 2.1, 2012-01-05 15:00:00, None, 6.0, 0.13
9.4, 100.69, 1.4, 157.5, 88.0, 3.2, 2012-01-05 16:00:00, None, 10.0, None
18.4, 100.81, 1.3, 180.0, 89.0, 2.9, 2012-01-05 17:00:00, None, 2.0, None
18.4, 100.95, 1.0, 180.0, 86.0, 3.1, 2012-01-05 18:00:00, None, 6.0, 0.33
18.4, 101.1, 1.2, 180.0, 86.0, 3.3, 2012-01-05 19:00:00, None, 4.0, None
18.4, 101.25, 1.1, 180.0, 85.0, 3.4, 2012-01-05 20:00:00, None, 2.0, None
18.4, 101.37, 1.1, 180.0, 84.0, 3.6, 2012-01-05 21:00:00, None, 10.0, 0.42
18.4, 101.45, 0.6, 180.0, 83.0, 3.2, 2012-01-05 22:00:00, None, 2.0, None
11.2, 101.57, 1.0, 180.0, 84.0, 3.5, 2012-01-05 23:00:00, None, 2.0, None
7.6, 101.57, -0.1, 180.0, 81.0, 2.8, 2012-01-06 00:00:00, None, 10.0, 0.2
11.2, 101.77, -1.3, 202.5, 75.0, 2.7, 2012-01-06 01:00:00, None, 10.0, None
0.0, 101.76, -1.1, 0.0, 96.0, -0.5, 2012-01-06 15:00:00, None, 10.0, -0.16
0.0, 101.72, -2.2, 0.0, 92.0, -1.0, 2012-01-06 16:00:00, None, 10.0, None
0.0, 101.74, -1.1, 0.0, 96.0, -0.5, 2012-01-06 17:00:00, None, 2.0, None
3.6, 101.74, -1.2, 67.5, 96.0, -0.6, 2012-01-06 18:00:00, None, 10.0, -0.02
0.0, 101.66, -1.2, 0.0, 94.0, -0.4, 2012-01-06 19:00:00, None, 10.0, None
0.0, 101.61, -0.9, 0.0, 94.0, -0.1, 2012-01-06 20:00:00, None, 2.0, None
0.0, 101.59, -0.5, 0.0, 95.0, 0.2, 2012-01-06 21:00:00, None, 2.0, -0.15
0.0, 101.56, -0.5, 0.0, 96.0, 0.0, 2012-01-06 22:00:00, None, 2.0, None
0.0, 101.53, -0.6, 0.0, 96.0, -0.1, 2012-01-06 23:00:00, None, 2.0, None
0.0, 101.58, -0.7, 0.0, 96.0, -0.2, 2012-01-07 00:00:00, None, 2.0, -0.01
0.0, 101.59, -0.7, 0.0, 96.0, -0.2, 2012-01-07 01:00:00, None, 2.0, None
0.0, 101.04, -0.8, 0.0, 98.0, -0.5, 2012-01-07 15:00:00, None, 2.0, -0.37
0.0, 100.87, -0.5, 0.0, 98.0, -0.2, 2012-01-07 16:00:00, None, 2.0, None
0.0, 100.79, -0.4, 0.0, 98.0, -0.1, 2012-01-07 17:00:00, None, 2.0, None
0.0, 100.72, -0.4, 0.0, 98.0, -0.1, 2012-01-07 18:00:00, None, 2.0, -0.32
0.0, 100.58, -0.2, 0.0, 99.0, 0.0, 2012-01-07 19:00:00, None, 2.0, None
0.0, 100.55, -0.2, 0.0, 99.0, 0.0, 2012-01-07 20:00:00, None, 2.0, None
0.0, 100.47, -0.2, 0.0, 99.0, 0.0, 2012-01-07 21:00:00, None, 2.0, -0.25
0.0, 100.38, -0.1, 0.0, 99.0, 0.1, 2012-01-07 22:00:00, None, 2.0, None
0.0, 100.39, -0.2, 0.0, 99.0, 0.0, 2012-01-07 23:00:00, None, 2.0, None
0.0, 100.36, -0.2, 0.0, 99.0, 0.0, 2012-01-08 00:00:00, None, 2.0, -0.11
0.0, 100.36, -0.2, 0.0, 99.0, 0.0, 2012-01-08 01:00:00, None, 2.0, None
0.0, 100.63, -0.1, 0.0, 96.0, 0.4, 2012-01-08 15:00:00, None, 10.0, 0.16
0.0, 100.67, -0.2, 0.0, 96.0, 0.3, 2012-01-08 16:00:00, None, 10.0, None
0.0, 100.78, -0.2, 0.0, 96.0, 0.3, 2012-01-08 17:00:00, None, 10.0, None
3.6, 100.91, -0.1, 270.0, 96.0, 0.4, 2012-01-08 18:00:00, None, 10.0, 0.28
0.0, 100.92, 0.0, 0.0, 96.0, 0.5, 2012-01-08 19:00:00, None, 10.0, None
