air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-10.6,-11.7, 0.0,-10.4,90.0,2022-12-17 00:00:00, 60.0,-12.0,51
-11.0,-11.7, 0.0,-10.4,90.0,2022-12-17 01:00:00, 59.0,-12.0,51
-11.2,-11.7, 0.0,-10.4,87.0,2022-12-17 02:00:00, 60.0,-13.0,51
-11.1,-11.7, 0.0,-10.3,84.0,2022-12-17 03:00:00, 59.0,-13.0,51
-11.2,-11.7, 0.0,-10.3,86.0,2022-12-17 04:00:00, 59.0,-13.0,51
-11.3,-11.7, 1.0,-10.3,87.0,2022-12-17 05:00:00, 60.0,-13.0,51
-11.0,-11.7, 0.0,-10.3,85.0,2022-12-17 06:00:00, 60.0,-13.0,51
-11.2,-11.3, 0.0,-10.8,90.0,2022-12-17 07:00:00, 59.0,-12.0,51
-11.1,-11.3, 0.0,-10.8,92.0,2022-12-17 08:00:00, 59.0,-12.0,51
-10.8,-11.3, 1.0,-10.7,91.0,2022-12-17 09:00:00, 60.0,-12.0,51
-11.7,-11.6, 1.0,-10.7,89.0,2022-12-17 10:00:00, 61.0,-13.0,51
-11.5,-12.2, 1.0,-10.7,89.0,2022-12-17 11:00:00, 61.0,-13.0,51
-12.4,-12.9, 1.0,-10.7,88.0,2022-12-17 12:00:00, 62.0,-14.0,51
-11.8,-12.9, 0.0,-10.7,86.0,2022-12-17 13:00:00, 62.0,-14.0,51
-12.6,-12.9, 1.0,-10.7,89.0,2022-12-17 14:00:00, 62.0,-14.0,51
-13.1,-13.4, 0.0,-10.7,89.0,2022-12-17 15:00:00, 62.0,-14.0,51
-14.3,-14.1, 0.0,-10.7,93.0,2022-12-17 16:00:00, 62.0,-15.0,51
-14.4,-14.5, 0.0,-10.7,91.0,2022-12-17 17:00:00, 62.0,-15.0,51
-14.3,-14.5, 0.0,-10.7,89.0,2022-12-17 18:00:00, 62.0,-15.0,51
-14.6,-14.7, 0.0,-14.2,89.0,2022-12-17 19:00:00, 62.0,-16.0,51
-14.6,-14.8, 1.0,-14.2,88.0,2022-12-17 20:00:00, 62.0,-16.0,51
-15.1,-15.2, 0.0,-14.2,87.0,2022-12-17 21:00:00, 62.0,-17.0,51
-15.2,-15.5, -2.0,-14.2,88.0,2022-12-17 22:00:00, 60.0,-16.0,51
-15.2,-15.5, 2.0,-14.2,88.0,2022-12-17 23:00:00, 62.0,-17.0,51
-15.5,-15.5, -2.0,-14.2,88.0,2022-12-18 00:00:00, 61.0,-17.0,51
-15.9,-15.9, -2.0,-14.2,88.0,2022-12-18 02:00:00, 60.0,-17.0,51
-16.1,-16.2, 2.0,-14.2,87.0,2022-12-18 03:00:00, 61.0,-18.0,51
-16.5,-16.9, 3.0,-14.2,87.0,2022-12-18 04:00:00, 64.0,-18.0,51
-17.0,-17.0, -1.0,-14.2,86.0,2022-12-18 05:00:00, 63.0,-19.0,51
-17.0,-17.2, 0.0,-14.2,86.0,2022-12-18 06:00:00, 63.0,-19.0,51
-17.5,-17.6, 1.0,-17.0,85.0,2022-12-18 07:00:00, 63.0,-19.0,51
-18.2,-18.3, 1.0,-17.0,85.0,2022-12-18 08:00:00, 64.0,-20.0,51
-19.9,-20.3, 0.0,-17.0,83.0,2022-12-18 15:00:00, 64.0,-22.0,51
-21.6,-21.8, 1.0,-17.0,82.0,2022-12-18 16:00:00, 65.0,-24.0,51
-22.1,-22.1, 0.0,-17.0,82.0,2022-12-18 17:00:00, 65.0,-24.0,51
-22.5,-22.5, 0.0,-17.0,81.0,2022-12-18 18:00:00, 65.0,-25.0,51
-22.9,-23.0, 1.0,-22.3,81.0,2022-12-18 19:00:00, 65.0,-25.0,51
-24.0,-24.0, 0.0,-22.3,80.0,2022-12-18 20:00:00, 66.0,-26.0,51
-24.5,-24.6, 0.0,-22.3,80.0,2022-12-18 21:00:00, 65.0,-27.0,51
-24.7,-24.8, 1.0,-22.3,79.0,2022-12-18 22:00:00, 66.0,-27.0,51
-25.5,-25.5, 0.0,-22.3,79.0,2022-12-18 23:00:00, 66.0,-28.0,51
-26.0,-26.0, 0.0,-22.3,78.0,2022-12-19 00:00:00, 66.0,-28.0,51
-26.5,-26.5, 0.0,-22.3,78.0,2022-12-19 01:00:00, 66.0,-29.0,51
-27.5,-27.5, 0.0,-22.3,77.0,2022-12-19 02:00:00, 66.0,-30.0,51
-27.3,-27.7, 0.0,-22.3,77.0,2022-12-19 03:00:00, 66.0,-30.0,51
-27.2,-27.7, 0.0,-22.3,77.0,2022-12-19 04:00:00, 66.0,-30.0,51
-27.8,-27.8, 0.0,-22.3,77.0,2022-12-19 05:00:00, 66.0,-30.0,51
-27.7,-27.8, 0.0,-22.3,77.0,2022-12-19 06:00:00, 66.0,-30.0,51
-27.6,-27.8, 0.0,-27.3,77.0,2022-12-19 07:00:00, 66.0,-30.0,51
-27.5,-27.8, 0.0,-27.3,77.0,2022-12-19 08:00:00, 66.0,-30.0,51
-26.8,-27.8, 0.0,-26.8,77.0,2022-12-19 09:00:00, 66.0,-29.0,51
-24.5,-27.8, 0.0,-24.4,77.0,2022-12-19 10:00:00, 65.0,-27.0,51
-23.7,-27.8, 0.0,-23.7,78.0,2022-12-19 11:00:00, 66.0,-26.0,51
-23.4,-27.8, 0.0,-23.2,77.0,2022-12-19 12:00:00, 66.0,-26.0,51
-21.1,-27.8, 0.0,-21.2,75.0,2022-12-19 14:00:00, 65.0,-24.0,51
-25.4,-27.8, 2.0,-21.0,75.0,2022-12-19 15:00:00, 66.0,-28.0,51
-26.0,-27.8, 0.0,-21.0,78.0,2022-12-19 16:00:00, 66.0,-28.0,51
-26.0,-27.8, 0.0,-21.0,78.0,2022-12-19 17:00:00, 66.0,-28.0,51
-25.6,-27.8, 0.0,-21.0,78.0,2022-12-19 18:00:00, 66.0,-28.0,51
-25.9,-26.1, 0.0,-25.5,78.0,2022-12-19 19:00:00, 66.0,-29.0,51
-26.0,-26.4, 0.0,-25.5,79.0,2022-12-19 20:00:00, 66.0,-28.0,51
-25.9,-26.4, 0.0,-25.5,78.0,2022-12-19 21:00:00, 66.0,-28.0,51
-25.2,-26.4, 0.0,-25.3,79.0,2022-12-19 22:00:00, 66.0,-28.0,51
-25.1,-26.4, 1.0,-24.8,79.0,2022-12-19 23:00:00, 66.0,-27.0,51
-24.4,-26.4, 0.0,-24.5,80.0,2022-12-20 00:00:00, 66.0,-27.0,51
-23.6,-26.4, 0.0,-23.5,81.0,2022-12-20 01:00:00, 66.0,-26.0,51
-23.0,-26.4, 0.0,-22.8,82.0,2022-12-20 02:00:00, 66.0,-25.0,51
-22.9,-26.4, 0.0,-22.8,80.0,2022-12-20 03:00:00, 66.0,-25.0,51
-22.8,-26.4, 0.0,-22.8,81.0,2022-12-20 04:00:00, 66.0,-25.0,51
-22.0,-26.4, 0.0,-21.8,80.0,2022-12-20 05:00:00, 66.0,-24.0,51
-22.3,-26.4, 1.0,-21.8,81.0,2022-12-20 06:00:00, 66.0,-24.0,51
-21.7,-22.3, 0.0,-21.5,82.0,2022-12-20 07:00:00, 66.0,-24.0,51
-20.7,-22.3, 0.0,-20.5,81.0,2022-12-20 08:00:00, 67.0,-23.0,51
-19.9,-22.3, 0.0,-19.7,83.0,2022-12-20 09:00:00, 67.0,-22.0,51
-18.9,-22.3, 1.0,-18.9,82.0,2022-12-20 10:00:00, 67.0,-21.0,51
-19.9,-22.3, 0.0,-18.9,82.0,2022-12-20 11:00:00, 67.0,-22.0,51
-20.1,-22.3, 0.0,-18.9,81.0,2022-12-20 12:00:00, 67.0,-22.0,51
-20.5,-22.3, 1.0,-18.9,80.0,2022-12-20 13:00:00, 67.0,-23.0,51
-21.4,-22.3, 0.0,-18.9,77.0,2022-12-20 14:00:00, 67.0,-24.0,51
-23.3,-23.2, 1.0,-18.9,80.0,2022-12-20 15:00:00, 67.0,-25.0,51
-23.2,-23.4, 1.0,-18.9,81.0,2022-12-20 16:00:00, 68.0,-25.0,51
-23.1,-23.4, 0.0,-18.9,81.0,2022-12-20 17:00:00, 68.0,-25.0,51
-23.5,-23.7, 0.0,-18.9,81.0,2022-12-20 18:00:00, 68.0,-25.0,51
-24.3,-24.3, 0.0,-23.4,80.0,2022-12-20 19:00:00, 68.0,-26.0,51
-24.5,-24.6, 0.0,-23.4,80.0,2022-12-20 20:00:00, 68.0,-27.0,51
-25.3,-25.3, 0.0,-23.4,80.0,2022-12-20 21:00:00, 68.0,-27.0,51
-25.3,-25.8, 0.0,-23.4,80.0,2022-12-20 22:00:00, 68.0,-27.0,51
-25.7,-26.5, 0.0,-23.4,80.0,2022-12-20 23:00:00, 68.0,-28.0,51
-26.4,-26.5, 0.0,-23.4,79.0,2022-12-21 00:00:00, 68.0,-29.0,51
-26.6,-26.8, 0.0,-23.4,78.0,2022-12-21 01:00:00, 68.0,-29.0,51
-27.1,-27.2, 0.0,-23.4,77.0,2022-12-21 02:00:00, 68.0,-30.0,51
-28.2,-28.4, 0.0,-23.4,78.0,2022-12-21 03:00:00, 68.0,-31.0,51
-28.8,-28.9, 0.0,-23.4,76.0,2022-12-21 04:00:00, 68.0,-32.0,51
-28.9,-29.0, 0.0,-23.4,76.0,2022-12-21 05:00:00, 68.0,-31.0,51
-29.4,-29.6, 0.0,-23.4,76.0,2022-12-21 06:00:00, 68.0,-32.0,51
-30.2,-30.2, 0.0,-29.4,75.0,2022-12-21 07:00:00, 68.0,-33.0,51
-30.4,-30.3, 0.0,-29.4,75.0,2022-12-21 08:00:00, 68.0,-33.0,51
-28.3,-30.4, 0.0,-28.4,78.0,2022-12-21 09:00:00, 67.0,-31.0,51
-27.5,-30.4, 0.0,-27.0,77.0,2022-12-21 10:00:00, 67.0,-30.0,51
-26.9,-30.4, 0.0,-26.4,75.0,2022-12-21 11:00:00, 68.0,-30.0,51
-26.3,-30.4, 0.0,-26.3,74.0,2022-12-21 12:00:00, 67.0,-29.0,51
-27.0,-30.4, 0.0,-26.3,74.0,2022-12-21 13:00:00, 68.0,-30.0,51
-27.6,-30.4, 1.0,-26.3,74.0,2022-12-21 14:00:00, 68.0,-31.0,51
-29.3,-30.4, 1.0,-26.3,74.0,2022-12-21 15:00:00, 68.0,-32.0,51
-29.7,-30.4, -3.0,-26.3,73.0,2022-12-21 16:00:00, 66.0,-33.0,51
-30.8,-30.9, 1.0,-26.3,74.0,2022-12-21 17:00:00, 66.0,-34.0,51
-30.9,-31.1, 0.0,-26.3,75.0,2022-12-21 18:00:00, 66.0,-34.0,51
-30.7,-31.2, 0.0,-30.7,76.0,2022-12-21 19:00:00, 66.0,-34.0,51
-31.3,-31.2, 2.0,-30.5,74.0,2022-12-21 20:00:00, 68.0,-34.0,51
-31.3,-31.5, 0.0,-30.5,75.0,2022-12-21 21:00:00, 67.0,-34.0,51
-31.1,-31.5, 0.0,-30.5,74.0,2022-12-21 22:00:00, 67.0,-34.0,51
-31.1,-31.7, 0.0,-30.5,74.0,2022-12-21 23:00:00, 67.0,-34.0,51
-31.2,-31.7, 0.0,-30.5,73.0,2022-12-22 00:00:00, 67.0,-34.0,51
-31.2,-31.7, 0.0,-30.5,72.0,2022-12-22 01:00:00, 67.0,-34.0,51
-30.8,-31.7, 0.0,-30.5,71.0,2022-12-22 02:00:00, 67.0,-34.0,51
-30.7,-31.7, 1.0,-30.3,69.0,2022-12-22 03:00:00, 68.0,-34.0,51
-30.2,-31.7, 0.0,-30.2,67.0,2022-12-22 04:00:00, 68.0,-34.0,51
-30.8,-31.7, -1.0,-30.1,70.0,2022-12-22 05:00:00, 67.0,-34.0,51
-30.6,-31.7, 0.0,-30.1,69.0,2022-12-22 06:00:00, 67.0,-34.0,51
-30.9,-30.8, 0.0,-30.3,68.0,2022-12-22 07:00:00, 67.0,-34.0,51
-30.3,-31.0, 0.0,-30.3,69.0,2022-12-22 08:00:00, 67.0,-34.0,51
-27.6,-31.0, -1.0,-27.6,72.0,2022-12-22 09:00:00, 66.0,-31.0,51
-24.4,-31.0, -1.0,-24.4,66.0,2022-12-22 10:00:00, 66.0,-29.0,51
-24.0,-31.0, 1.0,-24.0,61.0,2022-12-22 11:00:00, 66.0,-29.0,51
-23.1,-31.0, 0.0,-23.0,63.0,2022-12-22 12:00:00, 66.0,-28.0,51
-23.0,-31.0, 0.0,-22.5,59.0,2022-12-22 13:00:00, 66.0,-28.0,51
-24.9,-31.0, 0.0,-22.5,62.0,2022-12-22 14:00:00, 66.0,-30.0,51
-26.2,-31.0, 1.0,-22.5,64.0,2022-12-22 15:00:00, 66.0,-30.0,51
-27.7,-31.0, 1.0,-22.5,72.0,2022-12-22 16:00:00, 66.0,-31.0,51
-28.2,-31.0, 0.0,-22.5,75.0,2022-12-22 17:00:00, 66.0,-31.0,51
-28.4,-31.0, 0.0,-22.5,72.0,2022-12-22 18:00:00, 66.0,-32.0,51
-28.1,-28.6, 0.0,-28.0,75.0,2022-12-22 19:00:00, 66.0,-31.0,51
-28.6,-28.7, 0.0,-27.8,75.0,2022-12-22 20:00:00, 66.0,-31.0,51
-27.8,-28.7, 0.0,-27.7,75.0,2022-12-22 21:00:00, 66.0,-31.0,51
-26.0,-28.7, 1.0,-26.1,73.0,2022-12-22 22:00:00, 66.0,-29.0,51
-26.3,-28.7, 0.0,-25.8,74.0,2022-12-22 23:00:00, 66.0,-29.0,51
-25.9,-28.7, 0.0,-25.5,73.0,2022-12-23 00:00:00, 66.0,-29.0,51
-25.6,-28.7, 2.0,-25.5,76.0,2022-12-23 01:00:00, 68.0,-28.0,51
-25.3,-28.7, -1.0,-25.0,78.0,2022-12-23 02:00:00, 67.0,-28.0,51
-25.8,-28.7, -1.0,-25.0,79.0,2022-12-23 03:00:00, 66.0,-28.0,51
-24.1,-28.7, 2.0,-24.1,80.0,2022-12-23 04:00:00, 68.0,-26.0,51
-23.7,-28.7, -1.0,-23.3,75.0,2022-12-23 05:00:00, 67.0,-26.0,51
-24.2,-28.7, 2.0,-23.3,79.0,2022-12-23 06:00:00, 69.0,-27.0,51
-24.2,-24.6, 3.0,-24.1,80.0,2022-12-23 07:00:00, 71.0,-26.0,51
-23.6,-24.6, -1.0,-23.5,80.0,2022-12-23 08:00:00, 70.0,-26.0,51
-22.7,-24.6, 2.0,-22.4,80.0,2022-12-23 09:00:00, 71.0,-25.0,51
-22.1,-24.6, 1.0,-21.5,76.0,2022-12-23 10:00:00, 72.0,-25.0,51
-22.2,-24.6, -2.0,-21.4,78.0,2022-12-23 11:00:00, 70.0,-25.0,51
-20.2,-24.6, 5.0,-20.4,81.0,2022-12-23 12:00:00, 74.0,-23.0,51
-18.8,-24.6, -3.0,-18.8,83.0,2022-12-23 13:00:00, 71.0,-21.0,51
-19.0,-24.6, 3.0,-17.7,80.0,2022-12-23 14:00:00, 74.0,-21.0,51
-17.9,-24.6, -1.0,-17.7,87.0,2022-12-23 15:00:00, 72.0,-19.0,51
-17.2,-24.6, 5.0,-15.7,87.0,2022-12-23 16:00:00, 76.0,-19.0,51
-15.7,-24.6, 0.0,-15.0,87.0,2022-12-23 17:00:00, 76.0,-17.0,51
-14.5,-24.6, 0.0,-14.1,89.0,2022-12-23 18:00:00, 76.0,-16.0,51
-12.6,-14.5, 0.0,-12.6,90.0,2022-12-23 19:00:00, 76.0,-14.0,51
-11.6,-14.5, -2.0,-11.4,92.0,2022-12-23 20:00:00, 74.0,-12.0,51
-11.6,-14.5, 0.0,-11.0,90.0,2022-12-23 21:00:00, 74.0,-13.0,51
-10.8,-14.5, -1.0,-10.7,94.0,2022-12-23 22:00:00, 73.0,-12.0,51
-9.6,-14.5, 4.0,-9.3,94.0,2022-12-23 23:00:00, 77.0,-10.0,51
