CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 12.87,71.5, None, None, None, None,22.8, None,6.303,203.3, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2017-08-13 00:00:00, None, None, None,33
None, 11.3,77.1, None, None, None, None,16.96, None,11.95,219.8, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 01:00:00, None, None, None,33
None, 9.48,87.0, None, None, None, None,16.83, None,13.88,219.4, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 02:00:00, None, None, None,33
None, 9.22,87.2, None, None, None, None,20.65, None,14.03,221.0, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 03:00:00, None, None, None,33
None, 8.93,88.8, None, None, None, None,26.68, None,7.33,202.3, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 04:00:00, None, None, None,33
None, 8.36,91.5, None, None, None, None,19.03, None,9.47,216.7, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 05:00:00, None, None, None,33
None, 8.26,92.4, None, None, None, None,20.4, None,7.54,213.1, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 06:00:00, None, None, None,33
None, 8.31,92.3, None, None, None, None,20.36, None,8.98,216.7, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 07:00:00, None, None, None,33
None, 8.31,93.1, None, None, None, None,18.37, None,6.813,216.8, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 08:00:00, None, None, None,33
None, 8.64,92.5, None, None, None, None,29.01, None,3.795,211.7, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 09:00:00, None, None, None,33
None, 8.55,94.1, None, None, None, None,21.99, None,7.33,223.2, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2017-08-13 10:00:00, None, None, None,33
None, 7.92,95.1, None, None, None, None,29.59, None,5.824,228.1, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 11:00:00, None, None, None,33
None, 7.16,96.2, None, None, None, None,40.56, None,2.848,249.4, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 12:00:00, None, None, None,33
None, 6.056,91.4, None, None, None, None,45.6, None,1.643,254.6, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-08-13 13:00:00, None, None, None,33
None, 9.41,88.4, None, None, None, None,45.77, None,1.55,241.8, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2017-08-13 14:00:00, None, None, None,33
None, 8.91,90.2, None, None, None, None,37.55, None,2.228,252.8, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 15:00:00, None, None, None,33
None, 8.95,88.5, None, None, None, None,36.12, None,1.396,252.0, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 16:00:00, None, None, None,33
None, 9.29,87.6, None, None, None, None,36.12, None,1.137,253.0, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 17:00:00, None, None, None,33
None, 8.71,88.2, None, None, None, None,42.85, None,0.956,247.6, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-08-13 18:00:00, None, None, None,33
None, 7.51,91.0, None, None, None, None,22.14, None,3.145,212.1, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-08-13 19:00:00, None, None, None,33
None, 7.2,90.5, None, None, None, None,21.19, None,4.367,201.8, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-08-13 20:00:00, None, None, None,33
None, 6.631,87.7, None, None, None, None,21.33, None,6.258,211.1, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-08-13 21:00:00, None, None, None,33
None, 5.721,93.9, None, None, None, None,22.33, None,6.727,220.3, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-08-13 22:00:00, None, None, None,33
None, 5.529,95.0, None, None, None, None,25.32, None,3.215,211.1, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-08-13 23:00:00, None, None, None,33
None, 5.302,92.1, None, None, None, None,35.06, None,2.097,232.0, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-08-14 01:00:00, None, None, None,33
None, 4.593,92.5, None, None, None, None,39.22, None,2.25,233.3, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 02:00:00, None, None, None,33
None, 4.549,92.3, None, None, None, None,48.34, None,1.789,212.3, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 03:00:00, None, None, None,33
None, 4.022,91.3, None, None, None, None,38.38, None,1.201,228.5, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 04:00:00, None, None, None,33
None, 3.351,94.2, None, None, None, None,28.39, None,2.137,225.4, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 05:00:00, None, None, None,33
None, 3.111,94.9, None, None, None, None,30.75, None,2.282,216.6, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-08-14 06:00:00, None, None, None,33
None, 3.638,94.4, None, None, None, None,28.77, None,3.189,227.9, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 07:00:00, None, None, None,33
None, 3.878,92.6, None, None, None, None,20.04, None,3.56,236.0, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 08:00:00, None, None, None,33
None, 4.213,94.4, None, None, None, None,28.4, None,2.321,245.0, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 09:00:00, None, None, None,33
None, 5.005,90.7, None, None, None, None,28.73, None,2.048,255.6, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-08-14 10:00:00, None, None, None,33
None, 5.05,86.9, None, None, None, None,31.36, None,1.358,252.4, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-14 11:00:00, None, None, None,33
