RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
52.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,18.32, None, None, None, None, None, None, None, None, None,2017-08-13 05:00:00,33
96.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,10.71, None, None, None, None, None, None, None, None, None,2017-08-14 00:00:00,33
97.5, None, None, None, 2.607, 289.1, None, None, None, None, None, None, None, None, None, None, None, None,9.0, None, None, None, None, 10.49, None, None, None, None,2017-08-14 02:00:00,33
92.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,12.01, None, None, None, None, None, None, None, None, None,2017-08-14 08:00:00,33
96.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,5.325, None, None, None, None, None, None, None, None, None,2017-08-15 03:00:00,33
96.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,4.645, None, None, None, None, None, None, None, None, None,2017-08-15 05:00:00,33
80.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,10.78, None, None, None, None, None, None, None, None, None,2017-08-15 08:00:00,33
64.07, None, None, None, 2.734, 290.0, None, None, None, None, None, None, None, None, None, None, None, None,14.69, None, None, None, None, 7.227, None, None, None, None,2017-08-15 20:00:00,33
69.76, None, None, None, 3.529, 292.9, None, None, None, None, None, None, None, None, None, None, None, None,10.81, None, None, None, None, 10.86, None, None, None, None,2017-08-15 23:00:00,33
71.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,10.16, None, None, None, None, None, None, None, None, None,2017-08-16 00:00:00,33
