pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 11.58, 89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 00:00:00, None, None, None,33
None, None, 11.03, 93.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 02:00:00, None, None, None,33
None, None, 11.15, 93.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 03:00:00, None, None, None,33
None, None, 10.21, 93.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 04:00:00, None, None, None,33
None, None, 9.13, 93.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 05:00:00, None, None, None,33
None, None, 7.291, 93.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 07:00:00, None, None, None,33
None, None, 10.55, 93.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 09:00:00, None, None, None,33
None, None, 11.4, 93.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 10:00:00, None, None, None,33
None, None, 11.84, 79.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 13:00:00, None, None, None,33
None, None, 13.05, 66.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 14:00:00, None, None, None,33
None, None, 12.9, 63.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 15:00:00, None, None, None,33
None, None, 13.97, 55.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 16:00:00, None, None, None,33
None, None, 13.5, 58.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 17:00:00, None, None, None,33
None, None, 11.16, 66.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 19:00:00, None, None, None,33
None, None, 8.84, 79.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 20:00:00, None, None, None,33
None, None, 7.608, 85.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 21:00:00, None, None, None,33
None, None, 7.0, 86.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 22:00:00, None, None, None,33
None, None, 7.168, 87.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-13 23:00:00, None, None, None,33
None, None, 6.621, 88.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 00:00:00, None, None, None,33
None, None, 6.266, 88.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 02:00:00, None, None, None,33
None, None, 5.895, 89.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 03:00:00, None, None, None,33
None, None, 5.749, 88.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 04:00:00, None, None, None,33
None, None, 5.361, 89.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 06:00:00, None, None, None,33
None, None, 6.382, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 07:00:00, None, None, None,33
None, None, 13.73, 59.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 12:00:00, None, None, None,33
None, None, 16.36, 45.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 13:00:00, None, None, None,33
None, None, 14.77, 52.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 14:00:00, None, None, None,33
None, None, 14.91, 49.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 15:00:00, None, None, None,33
None, None, 14.91, 51.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 17:00:00, None, None, None,33
None, None, 13.67, 55.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 18:00:00, None, None, None,33
None, None, 12.01, 65.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-08-14 19:00:00, None, None, None,33
