ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
,595.0,376.0, None, None,2018-01-29 00:00:00,-2.9, None, 135.0, None,5
,596.0,377.0, None, None,2018-01-29 01:00:00,-2.6, None, 135.0, None,5
,596.0,377.0, None, None,2018-01-29 02:00:00,-2.7, None, 134.0, None,5
,597.0,377.0, None, None,2018-01-29 03:00:00,-2.7, None, 134.0, None,5
,596.0,377.0, None, None,2018-01-29 04:00:00,-2.4, None, 134.0, None,5
,596.0,377.0, None, None,2018-01-29 05:00:00,-1.5, None, 134.0, None,5
,596.0,377.0, None, None,2018-01-29 06:00:00,-1.1, None, 133.0, None,5
,597.0,378.0, None, None,2018-01-29 07:00:00,-0.9, None, 133.0, None,5
,597.0,378.0, None, None,2018-01-29 08:00:00,-1.6, None, 133.0, None,5
,597.0,378.0, None, None,2018-01-29 09:00:00,-1.4, None, 133.0, None,5
,597.0,378.0, None, None,2018-01-29 10:00:00,-1.3, None, 133.0, None,5
,596.0,378.0, None, None,2018-01-29 11:00:00,-0.8, None, 133.0, None,5
,596.0,379.0, None, None,2018-01-29 12:00:00,-1.3, None, 132.0, None,5
,596.0,379.0, None, None,2018-01-29 13:00:00,-1.4, None, 132.0, None,5
,595.0,379.0, None, None,2018-01-29 14:00:00,-1.3, None, 132.0, None,5
,595.0,380.0, None, None,2018-01-29 15:00:00,-1.6, None, 132.0, None,5
,597.0,380.0, None, None,2018-01-29 16:00:00,-1.4, None, 132.0, None,5
,597.0,380.0, None, None,2018-01-29 17:00:00,-1.5, None, 131.0, None,5
,597.0,380.0, None, None,2018-01-29 18:00:00,-1.2, None, 131.0, None,5
,597.0,380.0, None, None,2018-01-29 19:00:00,-1.0, None, 131.0, None,5
,596.0,380.0, None, None,2018-01-29 20:00:00,-1.4, None, 131.0, None,5
,597.0,381.0, None, None,2018-01-29 21:00:00,-0.9, None, 131.0, None,5
,598.0,381.0, None, None,2018-01-29 22:00:00,-0.9, None, 131.0, None,5
,598.0,381.0, None, None,2018-01-29 23:00:00,-1.3, None, 131.0, None,5
,598.0,381.0, None, None,2018-01-30 00:00:00,-1.2, None, 130.0, None,5
,595.0,381.0, None, None,2018-01-30 01:00:00,-1.9, None, 129.0, None,5
,595.0,381.0, None, None,2018-01-30 02:00:00,-1.6, None, 130.0, None,5
,599.0,381.0, None, None,2018-01-30 03:00:00,-1.1, None, 128.0, None,5
,600.0,381.0, None, None,2018-01-30 04:00:00,-0.8, None, 131.0, None,5
,600.0,382.0, None, None,2018-01-30 05:00:00,-1.6, None, 131.0, None,5
,593.0,381.0, None, None,2018-01-30 06:00:00,-4.2, None, 128.0, None,5
,598.0,381.0, None, None,2018-01-30 07:00:00,-5.0, None, 133.0, None,5
,602.0,381.0, None, None,2018-01-30 08:00:00,-5.6, None, 133.0, None,5
,603.0,381.0, None, None,2018-01-30 09:00:00,-6.2, None, 133.0, None,5
,604.0,381.0, None, None,2018-01-30 10:00:00,-7.1, None, 132.0, None,5
,605.0,381.0, None, None,2018-01-30 11:00:00,-7.3, None, 133.0, None,5
,606.0,381.0, None, None,2018-01-30 12:00:00,-8.5, None, 132.0, None,5
,606.0,381.0, None, None,2018-01-30 13:00:00,-7.7, None, 132.0, None,5
,606.0,379.0, None, None,2018-01-30 14:00:00,-8.2, None, 132.0, None,5
,606.0,379.0, None, None,2018-01-30 15:00:00,-8.3, None, 132.0, None,5
,606.0,379.0, None, None,2018-01-30 16:00:00,-7.7, None, 132.0, None,5
,606.0,379.0, None, None,2018-01-30 17:00:00,-7.3, None, 131.0, None,5
,606.0,379.0, None, None,2018-01-30 18:00:00,-6.2, None, 131.0, None,5
