ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
4.8,4.8,-2.5,0.0,2018-01-29,53.0,5.5,5,,,,,,
0.0,0.0,0.0,0.0,2018-01-30,43.0,4.5,5,,,,,,
1.2,0.0,-0.5,1.2,2018-01-31,40.0,4.5,5,,,,,,
8.2,0.0,-2.0,8.2,2018-02-01,40.0,4.5,5,,,,,,
2.6,1.4,-0.5,1.2,2018-02-02,45.0,5.5,5,,,,,,
4.2,0.0,0.0,4.2,2018-02-03,39.0,6.0,5,,,,,,
4.4,0.0,-2.5,4.4,2018-02-04,37.0,-1.0,5,,,,,,
,,,,2018-01-29 00:00:00,,,5,,0.3, 0.119,100.0,100.0,0.261999
,,,,2018-01-29 01:00:00,,,5,,0.2, 0.256,100.0,100.0,0.196998
,,,,2018-01-29 02:00:00,,,5,,0.4, None,99.6,99.6,0.377
,,,,2018-01-29 03:00:00,,,5,,0.3, 0.256,99.1,99.1,0.34
,,,,2018-01-29 04:00:00,,,5,,0.1, 0.481999,98.7,98.7,0.101998
,,,,2018-01-29 05:00:00,,,5,,0.2, None,98.6,98.6,0.182998
,,,,2018-01-29 06:00:00,,,5,,0.4, None,98.9,98.9,0.370999
,,,,2018-01-29 07:00:00,,,5,,0.6, None,98.4,98.4,0.635999
,,,,2018-01-29 08:00:00,,,5,,0.7, None,98.4,98.4,0.737999
,,,,2018-01-29 09:00:00,,,5,,1.0, 0.435999,99.2,99.2,1.019
,,,,2018-01-29 10:00:00,,,5,,1.3, 0.127,98.3,98.3,1.268
,,,,2018-01-29 11:00:00,,,5,,1.6, 0.477999,96.5,96.5,1.593
,,,,2018-01-29 12:00:00,,,5,,2.0, None,95.7,95.7,2.025
,,,,2018-01-29 13:00:00,,,5,,3.0, 0.059,90.8,90.8,2.955
,,,,2018-01-29 14:00:00,,,5,,3.6, 0.574998,87.2,87.2,3.588
,,,,2018-01-29 15:00:00,,,5,,3.0, 0.676998,90.3,90.3,3.002
,,,,2018-01-29 16:00:00,,,5,,2.1, 0.652,94.4,94.4,2.11
,,,,2018-01-29 17:00:00,,,5,,2.0, None,97.5,97.5,2.043
,,,,2018-01-29 18:00:00,,,5,,1.9, None,99.0,99.0,1.853
,,,,2018-01-29 19:00:00,,,5,,1.8, 0.405999,99.9,99.9,1.839
,,,,2018-01-29 20:00:00,,,5,,1.6, 0.184,100.0,100.0,1.592
,,,,2018-01-29 21:00:00,,,5,,1.5, 0.625998,100.0,100.0,1.537
,,,,2018-01-29 22:00:00,,,5,,3.6, 2.173,92.6,92.6,3.561
,,,,2018-01-29 23:00:00,,,5,,4.0, 1.615,87.9,87.9,4.01
,,,,2018-01-30 00:00:00,,,5,,7.1, 3.904,51.4,51.41,7.147
,,,,2018-01-30 01:00:00,,,5,,6.8, 3.428,49.7,49.67,6.817
,,,,2018-01-30 02:00:00,,,5,,6.5, 2.785,49.9,49.9,6.466
,,,,2018-01-30 03:00:00,,,5,,6.1, 2.089,47.4,47.35,6.134
,,,,2018-01-30 04:00:00,,,5,,5.6, 3.021,50.7,50.67,5.633
,,,,2018-01-30 05:00:00,,,5,,4.2, 0.638,57.4,57.42,4.195
,,,,2018-01-30 06:00:00,,,5,,2.1, 0.352999,69.0,68.96,2.107
,,,,2018-01-30 07:00:00,,,5,,1.6, 0.869,71.6,71.62,1.56
,,,,2018-01-30 08:00:00,,,5,,1.7, 0.367,73.1,73.1,1.667
,,,,2018-01-30 09:00:00,,,5,,3.6, 1.111,61.1,61.09,3.607
,,,,2018-01-30 10:00:00,,,5,,5.1, 0.847998,52.3,52.33,5.076
,,,,2018-01-30 11:00:00,,,5,,5.7, 3.482,48.6,48.63,5.739
,,,,2018-01-30 12:00:00,,,5,,6.0, 4.04,47.2,47.2,6.008
,,,,2018-01-30 13:00:00,,,5,,6.0, 4.427,48.3,48.25,5.977
,,,,2018-01-30 14:00:00,,,5,,5.9, 4.337,48.3,48.33,5.883
,,,,2018-01-30 15:00:00,,,5,,5.8, 4.698,48.1,48.1,5.8
