wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
7.0, 100.6, 0.3, 315.0, 95.0, 1.0,2017-01-01 03:00:00, None, None, None, None, -0.24,1
6.0, 100.5, 0.5, 337.5, 95.0, 1.2,2017-01-01 04:00:00, None, None, None, None, -0.25,1
6.0, 100.5, 0.5, 292.5, 94.0, 1.3,2017-01-01 05:00:00, None, None, None, None, -0.2,1
4.0, 100.5, 0.3, 22.5, 94.0, 1.2,2017-01-01 06:00:00, None, None, None, None, -0.13,1
6.0, 100.5, -0.1, 292.5, 91.0, 1.2,2017-01-01 07:00:00, None, None, None, None, -0.06,1
6.0, 100.5, -0.2, 337.5, 87.0, 1.7,2017-01-01 08:00:00, None, None, None, None, 0.0,1
1.0, 100.5, -0.5, 22.5, 88.0, 1.2,2017-01-01 09:00:00, None, None, None, None, 0.05,1
3.0, 100.6, 0.0, 315.0, 89.0, 1.6,2017-01-01 10:00:00, None, None, None, None, 0.07,1
3.0, 100.6, -0.7, 90.0, 85.0, 1.6,2017-01-01 11:00:00, None, None, None, None, 0.1,1
2.0, 100.6, -0.6, 337.5, 85.0, 1.6,2017-01-01 12:00:00, None, None, None, None, 0.08,1
3.0, 100.6, -0.6, 292.5, 85.0, 1.7,2017-01-01 13:00:00, None, None, None, None, 0.06,1
6.0, 100.6, 0.2, 67.5, 90.0, 1.6,2017-01-01 14:00:00, None, None, None, None, 0.03,1
3.0, 100.7, -4.0, 135.0, 61.0, 2.8,2017-01-01 15:00:00, None, None, None, None, 0.09,1
7.0, 100.7, -7.7, 337.5, 46.0, 2.9,2017-01-01 16:00:00, None, None, None, None, 0.13,1
7.0, 100.8, -8.5, 135.0, 43.0, 2.7,2017-01-01 17:00:00, None, None, None, None, 0.22,1
8.0, 100.9, -9.7, 337.5, 37.0, 3.6,2017-01-01 18:00:00, None, None, None, None, 0.2,1
11.0, 100.9, -10.9, 45.0, 36.0, 2.7,2017-01-01 19:00:00, None, None, None, None, 0.15,1
8.0, 100.9, -12.0, 315.0, 33.0, 2.5,2017-01-01 20:00:00, None, None, None, None, 0.11,1
6.0, 101.0, -12.5, 22.5, 33.0, 2.2,2017-01-01 21:00:00, None, None, None, None, 0.08,1
8.0, 101.0, -12.3, 247.5, 33.0, 2.2,2017-01-01 22:00:00, None, None, 29.0, None, 0.06,1
6.0, 101.0, -12.5, 315.0, 32.0, 2.7,2017-01-01 23:00:00, None, 0.0, None, None, 0.04,1
9.0, 101.0, -13.6, 0.0, 30.0, 2.2,2017-01-02 00:00:00, None, None, None, None, 0.0,1
10.0, 101.0, -13.2, 90.0, 32.0, 1.9,2017-01-02 01:00:00, None, None, None, None, 0.03,1
13.0, 101.1, -14.5, 45.0, 30.0, 1.4,2017-01-02 02:00:00, None, None, None, None, 0.08,1
5.0, 101.1, -14.6, 135.0, 30.0, 1.3,2017-01-02 03:00:00, None, None, None, None, 0.17,1
5.0, 101.2, -14.5, 112.5, 30.0, 1.2,2017-01-02 04:00:00, None, None, None, None, 0.18,1
12.0, 101.2, -14.9, 315.0, 29.0, 1.2,2017-01-02 05:00:00, None, None, None, None, 0.17,1
4.0, 101.3, -15.6, 337.5, 28.0, 1.0,2017-01-02 06:00:00, None, None, None, None, 0.15,1
2.0, 101.3, -15.9, 337.5, 28.0, 0.7,2017-01-02 07:00:00, None, None, None, None, 0.17,1
4.0, 101.4, -15.4, 22.5, 29.0, 0.7,2017-01-02 08:00:00, None, None, None, None, 0.12,1
2.0, 101.4, -16.2, 90.0, 27.0, 0.8,2017-01-02 09:00:00, None, None, None, None, 0.09,1
2.0, 101.4, -16.3, 0.0, 27.0, 0.7,2017-01-02 10:00:00, None, None, None, None, 0.06,1
2.0, 101.4, -17.4, 45.0, 25.0, 0.5,2017-01-02 11:00:00, None, None, None, None, 0.08,1
3.0, 101.4, -18.0, 22.5, 23.0, 0.7,2017-01-02 12:00:00, None, None, None, None, 0.07,1
2.0, 101.5, -17.7, 315.0, 24.0, 0.3,2017-01-02 13:00:00, None, None, None, None, 0.09,1
3.0, 101.5, -17.6, 0.0, 25.0, 0.3,2017-01-02 14:00:00, None, None, None, None, 0.1,1
6.0, 101.6, -17.7, 45.0, 25.0, 0.1,2017-01-02 15:00:00, None, None, None, None, 0.13,1
13.0, 101.6, -16.6, 292.5, 26.0, 0.7,2017-01-02 16:00:00, None, None, None, None, 0.12,1
9.0, 101.7, -16.5, 315.0, 26.0, 1.0,2017-01-02 17:00:00, None, None, None, None, 0.17,1
6.0, 101.8, -17.8, 292.5, 22.0, 1.6,2017-01-02 18:00:00, None, None, None, None, 0.22,1
9.0, 101.9, -16.7, 337.5, 24.0, 1.9,2017-01-02 19:00:00, None, None, None, None, 0.25,1
8.0, 101.9, -16.3, 315.0, 24.0, 2.2,2017-01-02 20:00:00, None, None, None, None, 0.15,1
5.0, 101.9, -16.3, 22.5, 23.0, 3.0,2017-01-02 21:00:00, None, None, None, None, 0.06,1
5.0, 101.9, -15.5, 292.5, 23.0, 3.6,2017-01-02 22:00:00, None, None, None, None, 0.02,1
8.0, 101.9, -16.2, 90.0, 23.0, 3.2,2017-01-02 23:00:00, None, 0.0, None, None, 0.08,1
4.0, 102.0, -17.4, 90.0, 22.0, 2.4,2017-01-03 00:00:00, None, None, None, None, 0.15,1
3.0, 102.1, -16.4, 67.5, 26.0, 0.8,2017-01-03 01:00:00, None, None, None, None, 0.2,1
2.0, 102.1, -18.8, 22.5, 22.0, 0.6,2017-01-03 02:00:00, None, None, None, None, 0.15,1
4.0, 102.1, -18.0, 315.0, 23.0, 0.8,2017-01-03 03:00:00, None, None, None, None, 0.14,1
2.0, 102.2, -17.3, 22.5, 26.0, 0.0,2017-01-03 04:00:00, None, None, None, None, 0.15,1
9.0, 102.3, -10.6, 90.0, 47.0, -0.7,2017-01-03 05:00:00, None, None, None, None, 0.2,1
11.0, 102.3, -9.5, 112.5, 50.0, -0.2,2017-01-03 06:00:00, None, None, None, None, 0.18,1
5.0, 102.4, -9.7, 90.0, 52.0, -1.0,2017-01-03 07:00:00, None, None, None, None, 0.17,1
8.0, 102.5, -9.6, 112.5, 51.0, -0.7,2017-01-03 08:00:00, None, None, None, None, 0.18,1
6.0, 102.5, -9.5, 67.5, 53.0, -1.1,2017-01-03 09:00:00, None, None, None, None, 0.16,1
17.0, 102.5, -9.3, 112.5, 53.0, -0.9,2017-01-03 10:00:00, None, None, None, None, 0.13,1
8.0, 102.6, -10.6, 112.5, 49.0, -1.2,2017-01-03 11:00:00, None, None, None, None, 0.13,1
