TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
14.4, 3.683, 29.2,30.75,2019-05-21 00:00:00,13.78,21
13.8, 3.31, 30.8,36.14,2019-05-21 01:00:00,12.04,21
12.0, 4.179, 36.1,38.93,2019-05-21 02:00:00,11.1,21
11.1, 4.655, 38.9,40.63,2019-05-21 03:00:00,10.37,21
10.4, 3.581, 40.6,44.92,2019-05-21 04:00:00,9.12,21
9.1, 3.336, 44.9,45.31,2019-05-21 05:00:00,9.16,21
9.2, 3.048, 45.3,43.02,2019-05-21 06:00:00,10.44,21
10.4, 3.06, 43.0,40.07,2019-05-21 07:00:00,12.21,21
12.2, 2.324, 40.1,39.35,2019-05-21 08:00:00,13.01,21
13.0, 2.618, 39.4,36.71,2019-05-21 09:00:00,14.2,21
14.2, 4.479, 36.7,34.46,2019-05-21 10:00:00,15.32,21
15.3, 5.323, 34.5,32.51,2019-05-21 11:00:00,16.15,21
16.2, 4.454, 32.5,31.77,2019-05-21 12:00:00,16.69,21
16.7, 4.326, 31.8,30.72,2019-05-21 13:00:00,17.7,21
17.7, 4.475, 30.7,29.0,2019-05-21 14:00:00,18.78,21
18.8, 3.986, 29.0,27.18,2019-05-21 15:00:00,20.01,21
20.0, 3.926, 27.2,26.07,2019-05-21 16:00:00,20.54,21
20.5, 3.867, 26.1,25.55,2019-05-21 17:00:00,20.77,21
20.8, 4.124, 25.6,25.93,2019-05-21 18:00:00,20.83,21
20.8, 3.568, 25.9,27.8,2019-05-21 19:00:00,20.11,21
20.1, 2.776, 27.8,31.16,2019-05-21 20:00:00,18.8,21
18.8, 2.491, 31.2,34.3,2019-05-21 21:00:00,17.75,21
17.8, 3.06, 34.3,36.37,2019-05-21 22:00:00,17.05,21
17.1, 2.006, 36.4,39.05,2019-05-21 23:00:00,16.13,21
16.1, 2.058, 39.1,42.54,2019-05-22 00:00:00,14.85,21
14.9, 2.375, 42.5,44.35,2019-05-22 01:00:00,14.28,21
14.3, 2.413, 44.4,46.62,2019-05-22 02:00:00,13.6,21
13.6, 0.836, 46.6,52.06,2019-05-22 03:00:00,12.39,21
12.4, 1.839, 52.1,56.59,2019-05-22 04:00:00,11.5,21
11.5, 1.883, 56.6,58.09,2019-05-22 05:00:00,11.24,21
11.2, 0.818, 58.1,60.29,2019-05-22 06:00:00,11.57,21
11.6, 1.401, 60.3,59.21,2019-05-22 07:00:00,12.09,21
12.1, 1.376, 59.2,55.47,2019-05-22 08:00:00,13.8,21
13.8, 1.983, 55.5,48.9,2019-05-22 09:00:00,15.52,21
15.5, 1.925, 48.9,42.48,2019-05-22 10:00:00,17.07,21
17.1, 1.948, 42.5,38.93,2019-05-22 11:00:00,17.71,21
17.7, 1.206, 38.9,34.68,2019-05-22 12:00:00,19.04,21
19.0, 1.834, 34.7,34.68,2019-05-22 13:00:00,18.77,21
18.8, 1.873, 34.7,41.27,2019-05-22 14:00:00,17.79,21
17.8, 2.375, 41.3,49.11,2019-05-22 15:00:00,16.71,21
16.7, 2.362, 49.1,57.67,2019-05-22 16:00:00,15.06,21
15.1, 3.721, 57.7,63.07,2019-05-22 17:00:00,14.57,21
14.6, 1.873, 63.1,62.23,2019-05-22 18:00:00,15.67,21
15.7, 1.343, 62.2,55.36,2019-05-22 19:00:00,16.43,21
16.4, 1.416, 55.4,60.68,2019-05-22 20:00:00,15.16,21
15.2, 1.325, 60.7,65.41,2019-05-22 21:00:00,14.28,21
14.3, 1.261, 65.4,64.55,2019-05-22 22:00:00,13.77,21
13.8, 1.392, 64.6,72.87,2019-05-22 23:00:00,12.66,21
12.7, 2.025, 72.9,78.42,2019-05-23 00:00:00,11.58,21
11.6, 2.08, 78.4,81.4,2019-05-23 01:00:00,10.82,21
10.8, 2.531, 81.4,81.2,2019-05-23 02:00:00,10.87,21
10.9, 2.408, 81.2,80.8,2019-05-23 03:00:00,10.74,21
10.7, 2.299, 80.8,85.1,2019-05-23 04:00:00,9.83,21
9.8, 1.541, 85.1,87.9,2019-05-23 05:00:00,9.37,21
9.4, 1.806, 87.9,87.3,2019-05-23 06:00:00,9.56,21
9.6, 2.083, 87.3,86.4,2019-05-23 07:00:00,9.75,21
9.8, 2.225, 86.4,79.05,2019-05-23 08:00:00,11.74,21
11.7, 1.124, 79.1,69.16,2019-05-23 09:00:00,14.79,21
14.8, 0.728, 69.2,55.47,2019-05-23 10:00:00,17.67,21
17.7, 1.619, 55.5,42.78,2019-05-23 11:00:00,19.51,21
19.5, 2.004, 42.8,36.7,2019-05-23 12:00:00,19.96,21
20.0, 1.815, 36.7,35.96,2019-05-23 13:00:00,20.72,21
20.7, 2.581, 36.0,35.54,2019-05-23 14:00:00,21.35,21
21.4, 2.026, 35.5,34.5,2019-05-23 15:00:00,21.3,21
21.3, 4.401, 34.5,41.62,2019-05-23 16:00:00,19.21,21
19.2, 4.452, 41.6,60.56,2019-05-23 17:00:00,15.52,21
15.5, 3.365, 60.6,60.34,2019-05-23 18:00:00,16.52,21
16.5, 2.385, 60.3,55.5,2019-05-23 19:00:00,15.95,21
16.0, 0.887, 55.5,61.26,2019-05-23 20:00:00,15.32,21
15.3, 1.608, 61.3,65.03,2019-05-23 21:00:00,14.24,21
14.2, 2.133, 65.0,67.27,2019-05-23 22:00:00,13.45,21
13.5, 1.229, 67.3,70.8,2019-05-23 23:00:00,12.88,21
12.9, 1.23, 70.8,74.3,2019-05-24 00:00:00,11.95,21
12.0, 0.984, 74.3,78.54,2019-05-24 01:00:00,10.89,21
10.9, 0.83, 78.5,84.3,2019-05-24 02:00:00,9.54,21
9.5, 1.099, 84.3,89.6,2019-05-24 03:00:00,8.62,21
8.6, 0.893, 89.6,95.3,2019-05-24 04:00:00,7.566,21
7.6, 1.215, 95.3,96.2,2019-05-24 05:00:00,7.058,21
7.1, 1.313, 96.2,93.9,2019-05-24 06:00:00,7.708,21
7.7, 1.396, 93.9,89.4,2019-05-24 07:00:00,8.87,21
8.9, 1.603, 89.4,85.2,2019-05-24 08:00:00,10.2,21
10.2, 1.519, 85.2,79.58,2019-05-24 09:00:00,11.78,21
11.8, 1.285, 79.6,68.1,2019-05-24 10:00:00,14.7,21
14.7, 1.055, 68.1,55.46,2019-05-24 11:00:00,16.96,21
17.0, 1.577, 55.5,45.27,2019-05-24 12:00:00,18.59,21
18.6, 1.876, 45.3,40.62,2019-05-24 13:00:00,19.63,21
19.6, 2.234, 40.6,37.43,2019-05-24 14:00:00,20.51,21
20.5, 2.239, 37.4,36.11,2019-05-24 15:00:00,20.83,21
20.8, 3.207, 36.1,40.47,2019-05-24 16:00:00,19.94,21
19.9, 4.421, 40.5,44.32,2019-05-24 17:00:00,17.53,21
17.5, 6.022, 44.3,43.19,2019-05-24 18:00:00,17.92,21
17.9, 5.508, 43.2,42.16,2019-05-24 19:00:00,17.1,21
17.1, 1.632, 42.2,45.14,2019-05-24 20:00:00,16.51,21
16.5, 2.675, 45.1,49.41,2019-05-24 21:00:00,15.34,21
15.3, 2.721, 49.4,54.33,2019-05-24 22:00:00,13.96,21
14.0, 1.613, 54.3,59.34,2019-05-24 23:00:00,12.94,21
12.9, 0.894, 59.3,63.55,2019-05-25 00:00:00,12.24,21
