WDIR_VECT,time,HUMIDITY,week_of_year
311.2,2022-06-02 00:00:00,56.4,22
339.9,2022-06-02 01:00:00,61.5,22
346.0,2022-06-02 02:00:00,65.3,22
344.4,2022-06-02 03:00:00,63.1,22
338.8,2022-06-02 04:00:00,60.9,22
353.5,2022-06-02 05:00:00,54.6,22
1.2,2022-06-02 06:00:00,51.7,22
356.4,2022-06-02 07:00:00,51.8,22
5.8,2022-06-02 08:00:00,51.6,22
9.5,2022-06-02 09:00:00,50.7,22
3.2,2022-06-02 10:00:00,49.8,22
6.1,2022-06-02 11:00:00,49.1,22
15.4,2022-06-02 12:00:00,47.3,22
353.1,2022-06-02 13:00:00,39.1,22
348.7,2022-06-02 14:00:00,35.1,22
0.3,2022-06-02 15:00:00,32.1,22
358.0,2022-06-02 16:00:00,34.6,22
19.8,2022-06-02 17:00:00,37.7,22
26.9,2022-06-02 18:00:00,37.2,22
18.0,2022-06-02 19:00:00,41.0,22
9.8,2022-06-02 20:00:00,46.4,22
349.1,2022-06-02 21:00:00,52.8,22
336.8,2022-06-02 22:00:00,56.1,22
336.4,2022-06-02 23:00:00,57.0,22
347.9,2022-06-03 00:00:00,55.8,22
359.5,2022-06-03 01:00:00,63.3,22
323.6,2022-06-03 02:00:00,68.5,22
303.1,2022-06-03 03:00:00,77.3,22
319.6,2022-06-03 04:00:00,83.0,22
15.2,2022-06-03 05:00:00,93.7,22
352.2,2022-06-03 06:00:00,94.5,22
345.3,2022-06-03 07:00:00,93.4,22
351.3,2022-06-03 08:00:00,96.1,22
357.4,2022-06-03 09:00:00,95.2,22
344.5,2022-06-03 10:00:00,95.4,22
358.9,2022-06-03 11:00:00,92.9,22
353.9,2022-06-03 12:00:00,85.4,22
339.6,2022-06-03 13:00:00,74.6,22
356.8,2022-06-03 14:00:00,64.6,22
15.0,2022-06-03 15:00:00,67.0,22
29.7,2022-06-03 16:00:00,88.5,22
331.1,2022-06-03 17:00:00,90.6,22
334.0,2022-06-03 18:00:00,87.3,22
355.8,2022-06-03 19:00:00,86.0,22
352.3,2022-06-03 20:00:00,89.9,22
339.8,2022-06-03 21:00:00,94.8,22
329.7,2022-06-03 22:00:00,96.8,22
356.2,2022-06-03 23:00:00,98.0,22
