time,tasmin,tasmax,pcp,week_of_year
2016-12-23, -7.4, -4.6,3.0,52
2016-12-24, -13.9, -5.8,2.9,52
2016-12-25, -14.6, -9.6,2.0,52
2016-12-26, -10.5, 0.3,23.7,52
2016-12-27, -3.3, -1.3,19.4,52
2016-12-28, -4.1, -0.8,2.6,52
2016-12-29, -3.7, -1.3,33.0,52
