wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
67.5, 8.0, None, -0.31, 7.0, 100.2, 5.9, None, None, 87.0,2017-10-22 00:00:00, None, None,43
90.0, 8.3, None, -0.35, 15.0, 100.1, 6.4, None, None, 88.0,2017-10-22 01:00:00, None, None,43
67.5, 9.1, None, -0.31, 8.0, 100.0, 7.0, None, None, 87.0,2017-10-22 02:00:00, None, None,43
67.5, 9.0, None, -0.19, 13.0, 100.0, 6.7, None, None, 85.0,2017-10-22 03:00:00, None, None,43
67.5, 9.0, None, -0.11, 8.0, 100.0, 6.8, None, None, 86.0,2017-10-22 04:00:00, None, None,43
45.0, 9.2, None, 0.03, 6.0, 100.1, 7.2, None, None, 87.0,2017-10-22 05:00:00, None, None,43
90.0, 9.8, None, 0.05, 3.0, 100.1, 7.9, None, None, 88.0,2017-10-22 06:00:00, None, None,43
22.5, 9.7, None, 0.07, 4.0, 100.1, 8.1, None, None, 90.0,2017-10-22 07:00:00, None, None,43
45.0, 9.6, None, 0.08, 2.0, 100.1, 8.0, None, None, 90.0,2017-10-22 08:00:00, None, None,43
22.5, 9.6, None, 0.15, 3.0, 100.2, 8.1, None, None, 91.0,2017-10-22 09:00:00, None, None,43
22.5, 10.0, None, 0.24, 3.0, 100.3, 8.6, None, None, 91.0,2017-10-22 10:00:00, None, None,43
None, 10.0, None, 0.35, 0.0, 100.5, 8.6, None, None, 91.0,2017-10-22 11:00:00, None, None,43
0.0, 8.3, None, 0.4, 1.0, 100.7, 6.9, None, None, 91.0,2017-10-22 12:00:00, None, None,43
22.5, 8.4, None, 0.5, 6.0, 100.8, 7.0, None, None, 91.0,2017-10-22 13:00:00, None, None,43
337.5, 8.3, None, 0.5, 2.0, 101.0, 6.9, None, None, 91.0,2017-10-22 14:00:00, None, None,43
None, 7.8, None, 0.56, 0.0, 101.2, 6.4, None, None, 91.0,2017-10-22 15:00:00, None, None,43
22.5, 8.8, None, 0.56, 2.0, 101.4, 7.3, None, None, 91.0,2017-10-22 16:00:00, None, None,43
67.5, 10.1, None, 0.56, 1.0, 101.6, 8.5, None, None, 90.0,2017-10-22 17:00:00, None, None,43
None, 10.6, None, 0.51, 0.0, 101.7, 7.7, None, None, 82.0,2017-10-22 18:00:00, None, None,43
337.5, 14.0, None, 0.51, 1.0, 101.9, 8.3, None, None, 68.0,2017-10-22 19:00:00, None, None,43
None, 12.6, None, 0.45, 0.0, 102.0, 6.7, None, None, 67.0,2017-10-22 20:00:00, None, None,43
45.0, 12.1, None, 0.35, 2.0, 102.1, 6.8, None, None, 70.0,2017-10-22 21:00:00, None, None,43
0.0, 11.5, None, 0.27, 1.0, 102.2, 8.9, None, None, 84.0,2017-10-22 22:00:00, None, None,43
None, 12.1, None, 0.3, 0.0, 102.3, 8.1, None, None, 77.0,2017-10-22 23:00:00, None, 7.2,43
90.0, 11.6, None, 0.29, 1.0, 102.4, 7.3, None, None, 75.0,2017-10-23 00:00:00, None, None,43
22.5, 9.7, None, 0.29, 4.0, 102.5, 7.5, None, None, 86.0,2017-10-23 01:00:00, None, None,43
22.5, 9.3, None, 0.27, 4.0, 102.6, 7.3, None, None, 87.0,2017-10-23 02:00:00, None, None,43
0.0, 8.9, None, 0.37, 3.0, 102.8, 6.5, None, None, 85.0,2017-10-23 03:00:00, None, None,43
22.5, 8.2, None, 0.38, 6.0, 102.9, 6.2, None, None, 87.0,2017-10-23 04:00:00, None, None,43
22.5, 8.4, None, 0.33, 2.0, 103.0, 6.3, None, None, 87.0,2017-10-23 05:00:00, None, None,43
45.0, 8.5, None, 0.26, 3.0, 103.0, 6.5, None, None, 87.0,2017-10-23 06:00:00, None, None,43
67.5, 8.4, None, 0.22, 4.0, 103.1, 6.3, None, None, 87.0,2017-10-23 07:00:00, None, None,43
22.5, 8.3, None, 0.24, 4.0, 103.2, 6.2, None, None, 87.0,2017-10-23 08:00:00, None, None,43
45.0, 8.2, None, 0.25, 3.0, 103.3, 6.2, None, None, 87.0,2017-10-23 09:00:00, None, None,43
45.0, 7.8, None, 0.24, 4.0, 103.4, 5.9, None, None, 88.0,2017-10-23 10:00:00, None, None,43
67.5, 8.2, None, 0.21, 5.0, 103.4, 6.1, None, None, 87.0,2017-10-23 11:00:00, None, None,43
67.5, 9.8, None, 0.16, 6.0, 103.5, 6.0, None, None, 77.0,2017-10-23 12:00:00, None, None,43
45.0, 9.5, None, 0.17, 4.0, 103.5, 6.6, None, None, 83.0,2017-10-23 13:00:00, None, None,43
45.0, 9.7, None, 0.13, 2.0, 103.5, 7.0, None, None, 83.0,2017-10-23 14:00:00, None, None,43
45.0, 10.5, None, 0.13, 2.0, 103.6, 7.2, None, None, 80.0,2017-10-23 15:00:00, None, None,43
45.0, 10.7, None, 0.13, 3.0, 103.7, 7.4, None, None, 80.0,2017-10-23 16:00:00, None, None,43
45.0, 11.7, None, 0.19, 3.0, 103.7, 6.2, None, None, 69.0,2017-10-23 17:00:00, None, None,43
90.0, 12.3, None, 0.21, 3.0, 103.8, 6.9, None, None, 70.0,2017-10-23 18:00:00, None, None,43
90.0, 12.5, None, 0.17, 2.0, 103.8, 6.8, None, None, 68.0,2017-10-23 19:00:00, None, None,43
90.0, 12.9, None, 0.07, 6.0, 103.8, 7.0, None, None, 67.0,2017-10-23 20:00:00, None, None,43
90.0, 13.2, None, -0.02, 4.0, 103.8, 7.2, None, None, 67.0,2017-10-23 21:00:00, None, None,43
112.5, 13.2, None, -0.07, 4.0, 103.8, 7.5, None, None, 68.0,2017-10-23 22:00:00, None, None,43
90.0, 13.4, None, -0.06, 4.0, 103.7, 7.5, None, None, 67.0,2017-10-23 23:00:00, None, 0.0,43
67.5, 13.2, None, 0.02, 4.0, 103.8, 7.0, None, None, 66.0,2017-10-24 00:00:00, None, None,43
90.0, 12.9, None, 0.05, 2.0, 103.8, 6.9, None, None, 67.0,2017-10-24 01:00:00, None, None,43
22.5, 12.1, None, 0.07, 4.0, 103.8, 7.0, None, None, 71.0,2017-10-24 02:00:00, None, None,43
22.5, 12.3, None, 0.0, 5.0, 103.8, 6.5, None, None, 68.0,2017-10-24 03:00:00, None, None,43
202.5, 11.5, None, -0.03, 1.0, 103.8, 7.6, None, None, 77.0,2017-10-24 04:00:00, None, None,43
337.5, 11.7, None, -0.03, 2.0, 103.8, 7.2, None, None, 74.0,2017-10-24 05:00:00, None, None,43
0.0, 11.4, None, 0.03, 2.0, 103.8, 7.2, None, None, 76.0,2017-10-24 06:00:00, None, None,43
22.5, 11.2, None, 0.02, 2.0, 103.8, 6.8, None, None, 75.0,2017-10-24 07:00:00, None, None,43
22.5, 9.7, None, 0.0, 2.0, 103.8, 6.3, None, None, 80.0,2017-10-24 08:00:00, None, None,43
67.5, 8.8, None, -0.04, 1.0, 103.8, 5.9, None, None, 82.0,2017-10-24 09:00:00, None, None,43
0.0, 8.7, None, -0.08, 5.0, 103.7, 5.8, None, None, 82.0,2017-10-24 10:00:00, None, None,43
22.5, 8.5, None, -0.12, 3.0, 103.7, 5.9, None, None, 84.0,2017-10-24 11:00:00, None, None,43
22.5, 8.4, None, -0.21, 2.0, 103.6, 6.1, None, None, 86.0,2017-10-24 12:00:00, None, None,43
None, 8.5, None, -0.16, 1.0, 103.6, 6.3, None, None, 86.0,2017-10-24 13:00:00, None, None,43
22.5, 8.7, None, -0.2, 2.0, 103.5, 6.4, None, None, 86.0,2017-10-24 14:00:00, None, None,43
45.0, 8.8, None, -0.12, 1.0, 103.5, 6.3, None, None, 84.0,2017-10-24 15:00:00, None, None,43
None, 9.1, None, -0.13, 1.0, 103.4, 6.6, None, None, 84.0,2017-10-24 16:00:00, None, None,43
None, 10.5, None, -0.1, 0.0, 103.4, 6.7, None, None, 77.0,2017-10-24 17:00:00, None, None,43
292.5, 13.4, None, -0.12, 2.0, 103.3, 8.3, None, None, 71.0,2017-10-24 18:00:00, None, None,43
