WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, 4.2, None,2018-04-09 00:00:00, 4.13972,15
None, 4.1, None,2018-04-09 01:00:00, 3.5825,15
None, 3.6, None,2018-04-09 02:00:00, 3.41722,15
None, 3.4, None,2018-04-09 03:00:00, 3.28083,15
None, 3.3, None,2018-04-09 04:00:00, 3.05958,15
None, 3.1, None,2018-04-09 05:00:00, 3.15875,15
None, 3.2, None,2018-04-09 06:00:00, 3.05889,15
None, 3.1, None,2018-04-09 07:00:00, 2.90514,15
None, 2.9, None,2018-04-09 08:00:00, 3.25555,15
None, 3.3, None,2018-04-09 09:00:00, 4.17916,15
None, 4.2, None,2018-04-09 10:00:00, 5.15916,15
None, 5.2, None,2018-04-09 11:00:00, 5.93181,15
None, 5.9, None,2018-04-09 12:00:00, 6.89569,15
None, 6.9, None,2018-04-09 13:00:00, 7.83486,15
None, 7.8, None,2018-04-09 14:00:00, 8.64417,15
None, 8.6, None,2018-04-09 15:00:00, 9.13916,15
None, 9.1, None,2018-04-09 16:00:00, 9.87569,15
None, 9.9, None,2018-04-09 17:00:00, 9.6775,15
None, 9.7, None,2018-04-09 18:00:00, 9.15333,15
None, 9.2, None,2018-04-09 19:00:00, 7.66083,15
None, 7.7, None,2018-04-09 20:00:00, 5.98611,15
None, 6.0, None,2018-04-09 21:00:00, 4.24125,15
None, 4.2, None,2018-04-09 22:00:00, 3.12472,15
None, 3.1, None,2018-04-09 23:00:00, 2.33583,15
None, 2.3, None,2018-04-10 00:00:00, 1.95764,15
None, 2.0, None,2018-04-10 01:00:00, 1.89361,15
None, 1.9, None,2018-04-10 02:00:00, 1.93847,15
None, 1.9, None,2018-04-10 03:00:00, 2.02319,15
None, 2.0, None,2018-04-10 04:00:00, 1.82917,15
None, 1.8, None,2018-04-10 05:00:00, 2.09889,15
None, 2.1, None,2018-04-10 06:00:00, 2.52125,15
None, 2.5, None,2018-04-10 07:00:00, 2.97972,15
None, 3.0, None,2018-04-10 08:00:00, 3.7568,15
None, 3.8, None,2018-04-10 09:00:00, 5.80569,15
None, 5.8, None,2018-04-10 10:00:00, 6.99111,15
None, 7.0, None,2018-04-10 11:00:00, 8.61972,15
None, 8.6, None,2018-04-10 12:00:00, 11.5561,15
None, 11.6, None,2018-04-10 13:00:00, 11.3289,15
None, 11.3, None,2018-04-10 14:00:00, 11.3919,15
None, 11.4, None,2018-04-10 15:00:00, 11.6891,15
None, 11.7, None,2018-04-10 16:00:00, 10.2621,15
None, 10.3, None,2018-04-10 17:00:00, 9.08736,15
None, 9.1, None,2018-04-10 18:00:00, 8.32333,15
None, 8.3, None,2018-04-10 19:00:00, 7.6225,15
None, 7.6, None,2018-04-10 20:00:00, 6.36861,15
None, 6.4, None,2018-04-10 21:00:00, 4.82333,15
None, 4.8, None,2018-04-10 22:00:00, 3.85389,15
None, 3.9, None,2018-04-10 23:00:00, 4.04708,15
None, 4.0, None,2018-04-11 00:00:00, 3.46333,15
None, 3.5, None,2018-04-11 01:00:00, 3.62194,15
None, 3.6, None,2018-04-11 02:00:00, 2.79139,15
None, 2.8, None,2018-04-11 03:00:00, 2.19819,15
None, 2.2, None,2018-04-11 04:00:00, 1.59278,15
None, 1.6, None,2018-04-11 05:00:00, 1.63778,15
None, 1.6, None,2018-04-11 06:00:00, 1.75153,15
None, 1.8, None,2018-04-11 07:00:00, 1.68278,15
None, 1.7, None,2018-04-11 08:00:00, 2.62278,15
None, 2.6, None,2018-04-11 09:00:00, 5.01722,15
None, 5.0, None,2018-04-11 10:00:00, 6.84708,15
None, 6.8, None,2018-04-11 11:00:00, 8.41278,15
None, 8.4, None,2018-04-11 12:00:00, 8.13653,15
None, 8.1, None,2018-04-11 13:00:00, 9.05333,15
None, 9.1, None,2018-04-11 14:00:00, 9.84875,15
None, 9.8, None,2018-04-11 15:00:00, 8.00111,15
None, 8.0, None,2018-04-11 16:00:00, 6.7575,15
None, 6.8, None,2018-04-11 17:00:00, 6.11278,15
None, 6.1, None,2018-04-11 18:00:00, 5.62083,15
None, 5.6, None,2018-04-11 19:00:00, 5.22375,15
None, 5.2, None,2018-04-11 20:00:00, 4.25014,15
None, 4.3, None,2018-04-11 21:00:00, 3.3,15
None, 3.3, None,2018-04-11 22:00:00, 2.58083,15
None, 2.6, None,2018-04-11 23:00:00, 2.04278,15
None, 2.0, None,2018-04-12 00:00:00, 1.84903,15
None, 1.8, None,2018-04-12 01:00:00, 1.33472,15
None, 1.3, None,2018-04-12 02:00:00, 1.35111,15
None, 1.4, None,2018-04-12 03:00:00, 1.4718,15
None, 1.5, None,2018-04-12 04:00:00, 1.45889,15
None, 1.5, None,2018-04-12 05:00:00, 1.54736,15
None, 1.5, None,2018-04-12 06:00:00, 1.63486,15
None, 1.6, None,2018-04-12 07:00:00, 1.79347,15
None, 1.8, None,2018-04-12 08:00:00, 2.23125,15
None, 2.2, None,2018-04-12 09:00:00, 3.03153,15
None, 3.0, None,2018-04-12 10:00:00, 4.62806,15
None, 4.6, None,2018-04-12 11:00:00, 6.02139,15
None, 6.0, None,2018-04-12 12:00:00, 7.75403,15
None, 7.8, None,2018-04-12 13:00:00, 8.87556,15
None, 8.9, None,2018-04-12 14:00:00, 9.66111,15
None, 9.7, None,2018-04-12 15:00:00, 9.92139,15
None, 9.9, None,2018-04-12 16:00:00, 9.77222,15
