WDIR_VECT,time,TEMP_MEAN,week_of_year
18.4,2019-07-02 00:00:00,18.4,27
134.7,2019-07-02 01:00:00,17.9,27
135.8,2019-07-02 02:00:00,16.7,27
122.3,2019-07-02 03:00:00,15.3,27
104.0,2019-07-02 04:00:00,14.6,27
101.0,2019-07-02 05:00:00,14.5,27
94.2,2019-07-02 06:00:00,14.5,27
90.6,2019-07-02 07:00:00,14.4,27
86.3,2019-07-02 08:00:00,13.5,27
63.7,2019-07-02 09:00:00,13.5,27
59.9,2019-07-02 10:00:00,13.8,27
83.5,2019-07-02 11:00:00,14.9,27
103.7,2019-07-02 12:00:00,15.5,27
96.1,2019-07-02 13:00:00,16.4,27
97.9,2019-07-02 14:00:00,17.3,27
104.6,2019-07-02 15:00:00,18.0,27
147.6,2019-07-02 16:00:00,18.2,27
175.2,2019-07-02 17:00:00,17.7,27
190.4,2019-07-02 18:00:00,17.2,27
190.1,2019-07-02 19:00:00,16.7,27
195.4,2019-07-02 20:00:00,16.0,27
195.9,2019-07-02 21:00:00,15.2,27
193.5,2019-07-02 22:00:00,15.0,27
117.2,2019-07-02 23:00:00,15.2,27
110.1,2019-07-03 00:00:00,14.9,27
98.5,2019-07-03 01:00:00,14.6,27
82.5,2019-07-03 02:00:00,14.5,27
107.2,2019-07-03 03:00:00,14.7,27
97.3,2019-07-03 04:00:00,14.7,27
88.6,2019-07-03 05:00:00,14.8,27
107.1,2019-07-03 06:00:00,14.7,27
107.6,2019-07-03 07:00:00,14.8,27
99.5,2019-07-03 08:00:00,15.0,27
109.6,2019-07-03 09:00:00,15.1,27
119.7,2019-07-03 10:00:00,15.3,27
129.1,2019-07-03 11:00:00,15.8,27
133.6,2019-07-03 12:00:00,16.1,27
145.9,2019-07-03 13:00:00,16.4,27
140.1,2019-07-03 14:00:00,17.1,27
140.9,2019-07-03 15:00:00,17.8,27
147.5,2019-07-03 16:00:00,18.3,27
172.6,2019-07-03 17:00:00,18.5,27
173.6,2019-07-03 18:00:00,18.7,27
179.5,2019-07-03 19:00:00,18.9,27
188.5,2019-07-03 20:00:00,18.5,27
183.1,2019-07-03 21:00:00,17.5,27
182.2,2019-07-03 22:00:00,16.9,27
122.2,2019-07-03 23:00:00,16.5,27
88.8,2019-07-04 00:00:00,16.2,27
94.8,2019-07-04 01:00:00,16.2,27
65.7,2019-07-04 02:00:00,16.2,27
68.3,2019-07-04 03:00:00,16.2,27
101.8,2019-07-04 04:00:00,16.0,27
122.2,2019-07-04 05:00:00,15.6,27
124.4,2019-07-04 06:00:00,15.4,27
120.8,2019-07-04 07:00:00,15.3,27
120.2,2019-07-04 08:00:00,15.3,27
130.5,2019-07-04 09:00:00,15.0,27
113.1,2019-07-04 10:00:00,15.4,27
118.6,2019-07-04 11:00:00,15.6,27
123.3,2019-07-04 12:00:00,16.0,27
113.5,2019-07-04 13:00:00,16.5,27
116.4,2019-07-04 14:00:00,17.0,27
136.1,2019-07-04 15:00:00,17.5,27
126.4,2019-07-04 16:00:00,17.8,27
138.5,2019-07-04 17:00:00,18.3,27
159.9,2019-07-04 18:00:00,18.6,27
183.5,2019-07-04 19:00:00,18.3,27
167.3,2019-07-04 20:00:00,18.3,27
53.0,2019-07-04 21:00:00,18.0,27
11.4,2019-07-04 22:00:00,17.3,27
16.4,2019-07-04 23:00:00,17.0,27
2.8,2019-07-05 00:00:00,16.9,27
32.9,2019-07-05 01:00:00,16.5,27
0.1,2019-07-05 02:00:00,16.0,27
357.4,2019-07-05 03:00:00,15.9,27
127.6,2019-07-05 04:00:00,15.6,27
37.8,2019-07-05 05:00:00,15.3,27
77.2,2019-07-05 06:00:00,15.4,27
162.2,2019-07-05 07:00:00,15.2,27
14.8,2019-07-05 08:00:00,15.3,27
156.4,2019-07-05 09:00:00,15.4,27
191.5,2019-07-05 10:00:00,15.3,27
170.4,2019-07-05 11:00:00,15.2,27
130.2,2019-07-05 12:00:00,15.8,27
128.3,2019-07-05 13:00:00,15.9,27
159.8,2019-07-05 14:00:00,16.5,27
134.8,2019-07-05 15:00:00,17.2,27
157.2,2019-07-05 16:00:00,17.1,27
133.2,2019-07-05 17:00:00,16.3,27
62.6,2019-07-05 18:00:00,16.5,27
31.2,2019-07-05 19:00:00,16.1,27
59.7,2019-07-05 20:00:00,16.7,27
4.5,2019-07-05 21:00:00,15.9,27
