time,tasmin,tasmax,pcp,week_of_year
2018-05-14,-0.1,20.7,0.1,20
2018-05-15,-0.1,18.7,0.0,20
2018-05-16,0.2,17.4,0.3,20
2018-05-17,-1.4,23.4,0.2,20
2018-05-18,-0.6,23.0,0.8,20
2018-05-19,2.8,21.9,0.4,20
2018-05-20,4.0,13.4,0.0,20
