pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
615.0, 437.0, None, None,2019-01-01 00:00:00, -15.0, None, None,1
615.0, 437.0, None, None,2019-01-01 01:00:00, -14.3, None, None,1
615.0, 437.0, None, None,2019-01-01 02:00:00, -14.5, None, None,1
615.0, 437.0, None, None,2019-01-01 03:00:00, -14.3, None, None,1
615.0, 437.0, None, None,2019-01-01 04:00:00, -14.0, None, None,1
615.0, 437.0, None, None,2019-01-01 05:00:00, -13.9, None, None,1
615.0, 437.0, None, None,2019-01-01 06:00:00, -14.0, None, None,1
616.0, 437.0, None, None,2019-01-01 07:00:00, -14.0, None, None,1
616.0, 437.0, None, None,2019-01-01 08:00:00, -13.7, None, None,1
616.0, 437.0, None, None,2019-01-01 09:00:00, -13.7, None, None,1
617.0, 437.0, None, None,2019-01-01 10:00:00, -13.3, None, None,1
617.0, 438.0, None, None,2019-01-01 11:00:00, -13.1, None, None,1
617.0, 438.0, None, None,2019-01-01 12:00:00, -13.2, None, None,1
617.0, 438.0, None, None,2019-01-01 13:00:00, -13.0, None, None,1
617.0, 438.0, None, None,2019-01-01 14:00:00, -13.3, None, None,1
617.0, 438.0, None, None,2019-01-01 15:00:00, -12.4, None, None,1
617.0, 438.0, None, None,2019-01-01 16:00:00, -12.0, None, None,1
617.0, 438.0, None, None,2019-01-01 17:00:00, -10.8, None, None,1
617.0, 438.0, None, None,2019-01-01 18:00:00, -10.2, None, None,1
618.0, 438.0, None, None,2019-01-01 19:00:00, -9.1, None, None,1
618.0, 438.0, None, None,2019-01-01 20:00:00, -7.9, None, None,1
618.0, 440.0, None, None,2019-01-01 21:00:00, -9.2, None, None,1
618.0, 440.0, None, None,2019-01-01 22:00:00, -9.1, None, None,1
618.0, 441.0, None, None,2019-01-01 23:00:00, -9.9, None, None,1
618.0, 441.0, None, None,2019-01-02 00:00:00, -9.9, None, None,1
618.0, 441.0, None, None,2019-01-02 01:00:00, -9.6, None, None,1
618.0, 441.0, None, None,2019-01-02 02:00:00, -8.9, None, None,1
618.0, 441.0, None, None,2019-01-02 03:00:00, -9.1, None, None,1
618.0, 441.0, None, None,2019-01-02 04:00:00, -8.2, None, None,1
619.0, 441.0, None, None,2019-01-02 05:00:00, -9.2, None, None,1
619.0, 441.0, None, None,2019-01-02 06:00:00, -9.2, None, None,1
619.0, 441.0, None, None,2019-01-02 07:00:00, -8.3, None, None,1
619.0, 441.0, None, None,2019-01-02 08:00:00, -9.4, None, None,1
619.0, 441.0, None, None,2019-01-02 09:00:00, -10.0, None, None,1
620.0, 441.0, None, None,2019-01-02 10:00:00, -11.4, None, None,1
620.0, 442.0, None, None,2019-01-02 11:00:00, -11.4, None, None,1
620.0, 442.0, None, None,2019-01-02 12:00:00, -10.4, None, None,1
620.0, 443.0, None, None,2019-01-02 13:00:00, -9.7, None, None,1
620.0, 443.0, None, None,2019-01-02 14:00:00, -11.6, None, None,1
620.0, 443.0, None, None,2019-01-02 15:00:00, -8.4, None, None,1
620.0, 443.0, None, None,2019-01-02 16:00:00, -9.7, None, None,1
621.0, 443.0, None, None,2019-01-02 17:00:00, -9.8, None, None,1
622.0, 444.0, None, None,2019-01-02 18:00:00, -8.9, None, None,1
623.0, 445.0, None, None,2019-01-02 19:00:00, -8.8, None, None,1
623.0, 446.0, None, None,2019-01-02 20:00:00, -8.3, None, None,1
623.0, 446.0, None, None,2019-01-02 21:00:00, -8.9, None, None,1
624.0, 447.0, None, None,2019-01-02 22:00:00, -7.2, None, None,1
625.0, 448.0, None, None,2019-01-02 23:00:00, -8.4, None, None,1
626.0, 449.0, None, None,2019-01-03 00:00:00, -9.3, None, None,1
628.0, 450.0, None, None,2019-01-03 01:00:00, -9.5, None, None,1
629.0, 453.0, None, None,2019-01-03 02:00:00, -9.7, None, None,1
631.0, 455.0, None, None,2019-01-03 03:00:00, -10.3, None, None,1
631.0, 455.0, None, None,2019-01-03 04:00:00, -11.0, None, None,1
632.0, 456.0, None, None,2019-01-03 05:00:00, -11.1, None, None,1
633.0, 457.0, None, None,2019-01-03 06:00:00, -10.1, None, None,1
635.0, 457.0, None, None,2019-01-03 07:00:00, -9.1, None, None,1
636.0, 459.0, None, None,2019-01-03 08:00:00, -8.9, None, None,1
638.0, 460.0, None, None,2019-01-03 09:00:00, -9.0, None, None,1
639.0, 462.0, None, None,2019-01-03 10:00:00, -9.1, None, None,1
640.0, 463.0, None, None,2019-01-03 11:00:00, -8.8, None, None,1
642.0, 465.0, None, None,2019-01-03 12:00:00, -8.5, None, None,1
