AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
2.3, 4.0, 0.7, 31.0,2021-10-22 00:00:00, 15.0, 4.9,43
2.7, None, None, 31.0,2021-10-22 00:15:00, 15.0, None,43
2.4, None, None, 31.0,2021-10-22 00:30:00, 15.0, None,43
2.8, None, None, 31.0,2021-10-22 00:45:00, 15.0, None,43
3.4, None, None, 31.0,2021-10-22 01:00:00, 15.0, None,43
3.7, None, None, 31.0,2021-10-22 01:15:00, 15.0, None,43
3.2, None, None, 31.0,2021-10-22 01:30:00, 15.0, None,43
2.1, None, None, 31.0,2021-10-22 01:45:00, 15.0, None,43
1.8, None, None, 31.0,2021-10-22 02:00:00, 15.0, None,43
1.5, None, None, 31.0,2021-10-22 02:15:00, 15.0, None,43
1.3, None, None, 31.0,2021-10-22 02:30:00, 15.0, None,43
1.2, None, None, 31.0,2021-10-22 02:45:00, 15.0, None,43
1.1, None, None, 31.0,2021-10-22 03:00:00, 15.0, None,43
1.4, None, None, 31.0,2021-10-22 03:15:00, 15.0, None,43
1.2, None, None, 31.0,2021-10-22 03:30:00, 15.0, None,43
1.1, None, None, 31.0,2021-10-22 03:45:00, 15.0, None,43
1.1, None, None, 31.0,2021-10-22 04:00:00, 15.0, None,43
1.3, None, None, 31.0,2021-10-22 04:15:00, 15.0, None,43
1.0, None, None, 31.0,2021-10-22 04:30:00, 15.0, None,43
1.4, None, None, 31.0,2021-10-22 04:45:00, 15.0, None,43
1.5, None, None, 31.0,2021-10-22 05:00:00, 15.0, None,43
1.6, None, None, 31.0,2021-10-22 05:15:00, 15.0, None,43
1.5, None, None, 31.0,2021-10-22 05:30:00, 14.0, None,43
1.6, None, None, 31.0,2021-10-22 05:45:00, 14.0, None,43
1.2, None, None, 31.0,2021-10-22 06:00:00, 14.0, None,43
1.1, None, None, 31.0,2021-10-22 06:15:00, 14.0, None,43
1.3, None, None, 31.0,2021-10-22 06:30:00, 14.0, None,43
1.5, None, None, 31.0,2021-10-22 06:45:00, 14.0, None,43
1.2, None, None, 31.0,2021-10-22 07:00:00, 14.0, None,43
1.2, None, None, 31.0,2021-10-22 07:15:00, 14.0, None,43
1.4, None, None, 31.0,2021-10-22 07:30:00, 14.0, None,43
1.5, None, None, 31.0,2021-10-22 07:45:00, 14.0, None,43
1.6, None, None, 31.0,2021-10-22 08:00:00, 14.0, None,43
1.5, None, None, 31.0,2021-10-22 08:15:00, 14.0, None,43
2.1, None, None, 31.0,2021-10-22 08:30:00, 13.0, None,43
1.9, None, None, 31.0,2021-10-22 08:45:00, 13.0, None,43
2.1, None, None, 31.0,2021-10-22 09:00:00, 13.0, None,43
2.3, None, None, 31.0,2021-10-22 09:15:00, 13.0, None,43
2.5, None, None, 31.0,2021-10-22 09:30:00, 13.0, None,43
2.5, None, None, 31.0,2021-10-22 09:45:00, 13.0, None,43
2.9, None, None, 31.0,2021-10-22 10:00:00, 13.0, None,43
2.9, None, None, 31.0,2021-10-22 10:15:00, 13.0, None,43
3.1, None, None, 31.0,2021-10-22 10:30:00, 13.0, None,43
3.2, None, None, 31.0,2021-10-22 10:45:00, 13.0, None,43
3.8, None, None, 31.0,2021-10-22 11:00:00, 13.0, None,43
4.9, None, None, 31.0,2021-10-22 11:15:00, 13.0, None,43
4.8, None, None, 31.0,2021-10-22 11:30:00, 13.0, None,43
4.2, None, None, 31.0,2021-10-22 11:45:00, 13.0, None,43
2.8, None, None, 31.0,2021-10-22 12:00:00, 13.0, None,43
2.1, None, None, 31.0,2021-10-22 12:15:00, 13.0, None,43
1.9, None, None, 32.0,2021-10-22 12:30:00, 13.0, None,43
2.0, None, None, 32.0,2021-10-22 12:45:00, 13.0, None,43
2.7, None, None, 32.0,2021-10-22 13:00:00, 13.0, None,43
3.3, None, None, 32.0,2021-10-22 13:15:00, 13.0, None,43
3.5, None, None, 32.0,2021-10-22 13:30:00, 13.0, None,43
4.2, None, None, 32.0,2021-10-22 13:45:00, 13.0, None,43
4.2, None, None, 32.0,2021-10-22 14:00:00, 13.0, None,43
4.1, None, None, 32.0,2021-10-22 14:15:00, 13.0, None,43
4.3, None, None, 32.0,2021-10-22 14:30:00, 13.0, None,43
4.6, None, None, 32.0,2021-10-22 14:45:00, 13.0, None,43
4.5, None, None, 32.0,2021-10-22 15:00:00, 13.0, None,43
4.9, None, None, 32.0,2021-10-22 15:15:00, 13.0, None,43
4.6, None, None, 32.0,2021-10-22 15:30:00, 13.0, None,43
4.7, None, None, 32.0,2021-10-22 15:45:00, 13.0, None,43
4.2, None, None, 32.0,2021-10-22 16:00:00, 13.0, None,43
4.6, None, None, 32.0,2021-10-22 16:15:00, 13.0, None,43
4.2, None, None, 32.0,2021-10-22 16:30:00, 13.0, None,43
3.9, None, None, 32.0,2021-10-22 16:45:00, 13.0, None,43
3.9, None, None, 32.0,2021-10-22 17:00:00, 13.0, None,43
3.8, None, None, 32.0,2021-10-22 17:15:00, 13.0, None,43
4.3, None, None, 32.0,2021-10-22 17:30:00, 13.0, None,43
4.0, None, None, 31.0,2021-10-22 17:45:00, 12.0, None,43
3.8, None, None, 32.0,2021-10-22 18:00:00, 12.0, None,43
3.9, None, None, 31.0,2021-10-22 18:15:00, 12.0, None,43
4.0, None, None, 31.0,2021-10-22 18:30:00, 13.0, None,43
3.9, None, None, 31.0,2021-10-22 18:45:00, 12.0, None,43
3.3, None, None, 31.0,2021-10-22 19:00:00, 12.0, None,43
3.7, None, None, 31.0,2021-10-22 19:15:00, 12.0, None,43
2.9, None, None, 31.0,2021-10-22 19:30:00, 12.0, None,43
3.3, None, None, 31.0,2021-10-22 19:45:00, 12.0, None,43
3.1, None, None, 31.0,2021-10-22 20:00:00, 12.0, None,43
2.5, None, None, 31.0,2021-10-22 20:15:00, 12.0, None,43
2.4, None, None, 31.0,2021-10-22 20:30:00, 12.0, None,43
2.1, None, None, 31.0,2021-10-22 20:45:00, 12.0, None,43
0.9, None, None, 31.0,2021-10-22 21:00:00, 12.0, None,43
0.7, None, None, 31.0,2021-10-22 21:15:00, 12.0, None,43
0.8, None, None, 31.0,2021-10-22 21:30:00, 12.0, None,43
2.3, None, None, 31.0,2021-10-22 21:45:00, 12.0, None,43
2.8, None, None, 31.0,2021-10-22 22:00:00, 12.0, None,43
2.5, None, None, 31.0,2021-10-22 22:15:00, 12.0, None,43
2.3, None, None, 31.0,2021-10-22 22:30:00, 12.0, None,43
2.7, None, None, 31.0,2021-10-22 22:45:00, 12.0, None,43
3.4, None, None, 31.0,2021-10-22 23:00:00, 12.0, None,43
3.3, None, None, 31.0,2021-10-22 23:15:00, 12.0, None,43
3.1, None, None, 31.0,2021-10-22 23:30:00, 12.0, None,43
3.1, None, None, 31.0,2021-10-22 23:45:00, 12.0, None,43
3.1, 1.0, -2.5, 31.0,2021-10-23 00:00:00, 12.0, 3.6,43
3.1, None, None, 31.0,2021-10-23 00:15:00, 12.0, None,43
3.1, None, None, 31.0,2021-10-23 00:30:00, 12.0, None,43
3.0, None, None, 31.0,2021-10-23 00:45:00, 12.0, None,43
2.8, None, None, 31.0,2021-10-23 01:00:00, 12.0, None,43
2.7, None, None, 31.0,2021-10-23 01:15:00, 12.0, None,43
2.6, None, None, 31.0,2021-10-23 01:30:00, 11.0, None,43
2.5, None, None, 31.0,2021-10-23 01:45:00, 12.0, None,43
2.4, None, None, 31.0,2021-10-23 02:00:00, 11.0, None,43
2.4, None, None, 31.0,2021-10-23 02:15:00, 11.0, None,43
1.7, None, None, 31.0,2021-10-23 02:30:00, 11.0, None,43
1.6, None, None, 31.0,2021-10-23 02:45:00, 11.0, None,43
1.6, None, None, 31.0,2021-10-23 03:00:00, 11.0, None,43
1.4, None, None, 31.0,2021-10-23 03:15:00, 11.0, None,43
0.8, None, None, 31.0,2021-10-23 03:30:00, 11.0, None,43
0.8, None, None, 31.0,2021-10-23 03:45:00, 11.0, None,43
0.5, None, None, 31.0,2021-10-23 04:00:00, 11.0, None,43
0.5, None, None, 31.0,2021-10-23 04:15:00, 11.0, None,43
1.0, None, None, 31.0,2021-10-23 04:30:00, 11.0, None,43
0.2, None, None, 31.0,2021-10-23 04:45:00, 11.0, None,43
-0.4, None, None, 31.0,2021-10-23 05:00:00, 11.0, None,43
-1.0, None, None, 31.0,2021-10-23 05:15:00, 11.0, None,43
-1.1, None, None, 31.0,2021-10-23 05:30:00, 11.0, None,43
-1.4, None, None, 31.0,2021-10-23 05:45:00, 11.0, None,43
-1.1, None, None, 31.0,2021-10-23 06:00:00, 11.0, None,43
-0.8, None, None, 31.0,2021-10-23 06:15:00, 11.0, None,43
-0.9, None, None, 31.0,2021-10-23 06:30:00, 11.0, None,43
-0.9, None, None, 31.0,2021-10-23 06:45:00, 11.0, None,43
-0.9, None, None, 31.0,2021-10-23 07:00:00, 11.0, None,43
-0.9, None, None, 31.0,2021-10-23 07:15:00, 11.0, None,43
-0.8, None, None, 31.0,2021-10-23 07:30:00, 11.0, None,43
-0.7, None, None, 31.0,2021-10-23 07:45:00, 11.0, None,43
-0.5, None, None, 31.0,2021-10-23 08:00:00, 11.0, None,43
-0.5, None, None, 31.0,2021-10-23 08:15:00, 11.0, None,43
-0.2, None, None, 31.0,2021-10-23 08:30:00, 11.0, None,43
0.0, None, None, 31.0,2021-10-23 08:45:00, 11.0, None,43
0.2, None, None, 31.0,2021-10-23 09:00:00, 11.0, None,43
0.0, None, None, 31.0,2021-10-23 09:15:00, 11.0, None,43
0.1, None, None, 31.0,2021-10-23 09:30:00, 11.0, None,43
0.1, None, None, 31.0,2021-10-23 09:45:00, 11.0, None,43
0.3, None, None, 31.0,2021-10-23 10:00:00, 11.0, None,43
0.5, None, None, 31.0,2021-10-23 10:15:00, 11.0, None,43
0.7, None, None, 30.0,2021-10-23 10:30:00, 11.0, None,43
0.9, None, None, 30.0,2021-10-23 10:45:00, 11.0, None,43
1.1, None, None, 31.0,2021-10-23 11:00:00, 11.0, None,43
1.1, None, None, 31.0,2021-10-23 11:15:00, 11.0, None,43
1.4, None, None, 30.0,2021-10-23 11:30:00, 10.0, None,43
1.4, None, None, 30.0,2021-10-23 11:45:00, 10.0, None,43
1.6, None, None, 30.0,2021-10-23 12:00:00, 10.0, None,43
1.8, None, None, 30.0,2021-10-23 12:15:00, 10.0, None,43
2.1, None, None, 30.0,2021-10-23 12:30:00, 10.0, None,43
2.3, None, None, 30.0,2021-10-23 12:45:00, 10.0, None,43
2.6, None, None, 30.0,2021-10-23 13:00:00, 10.0, None,43
2.9, None, None, 30.0,2021-10-23 13:15:00, 10.0, None,43
3.3, None, None, 30.0,2021-10-23 13:30:00, 10.0, None,43
3.4, None, None, 30.0,2021-10-23 13:45:00, 10.0, None,43
3.4, None, None, 30.0,2021-10-23 14:00:00, 10.0, None,43
3.5, None, None, 30.0,2021-10-23 14:15:00, 10.0, None,43
3.6, None, None, 30.0,2021-10-23 14:30:00, 10.0, None,43
3.6, None, None, 30.0,2021-10-23 14:45:00, 10.0, None,43
3.6, None, None, 30.0,2021-10-23 15:00:00, 10.0, None,43
3.4, None, None, 30.0,2021-10-23 15:15:00, 10.0, None,43
2.6, None, None, 30.0,2021-10-23 15:30:00, 10.0, None,43
1.6, None, None, 30.0,2021-10-23 15:45:00, 10.0, None,43
1.1, None, None, 30.0,2021-10-23 16:00:00, 10.0, None,43
0.4, None, None, 30.0,2021-10-23 16:15:00, 10.0, None,43
0.3, None, None, 30.0,2021-10-23 16:30:00, 9.0, None,43
0.3, None, None, 30.0,2021-10-23 16:45:00, 9.0, None,43
None, None, None, 31.4,2021-10-23 16:52:00, None, None,43
0.3, None, None, 30.0,2021-10-23 17:00:00, 9.0, None,43
0.3, None, None, 30.0,2021-10-23 17:15:00, 9.0, None,43
0.4, None, None, 30.0,2021-10-23 17:30:00, 9.0, None,43
0.7, None, None, 30.0,2021-10-23 17:45:00, 9.0, None,43
0.4, None, None, 30.0,2021-10-23 18:00:00, 9.0, None,43
0.2, None, None, 30.0,2021-10-23 18:15:00, 9.0, None,43
0.6, None, None, 30.0,2021-10-23 18:30:00, 9.0, None,43
0.5, None, None, 30.0,2021-10-23 18:45:00, 9.0, None,43
0.1, None, None, 30.0,2021-10-23 19:00:00, 9.0, None,43
-0.4, None, None, 30.0,2021-10-23 19:15:00, 9.0, None,43
-0.7, None, None, 31.0,2021-10-23 19:30:00, 9.0, None,43
-0.7, None, None, 31.0,2021-10-23 19:45:00, 9.0, None,43
-0.9, None, None, 31.0,2021-10-23 20:00:00, 9.0, None,43
-1.0, None, None, 31.0,2021-10-23 20:15:00, 9.0, None,43
-1.0, None, None, 31.0,2021-10-23 20:30:00, 9.0, None,43
-0.8, None, None, 31.0,2021-10-23 20:45:00, 9.0, None,43
-0.7, None, None, 31.0,2021-10-23 21:00:00, 9.0, None,43
-0.9, None, None, 31.0,2021-10-23 21:15:00, 9.0, None,43
-1.0, None, None, 31.0,2021-10-23 21:30:00, 9.0, None,43
-1.0, None, None, 31.0,2021-10-23 21:45:00, 9.0, None,43
-1.3, None, None, 31.0,2021-10-23 22:00:00, 9.0, None,43
-1.5, None, None, 31.0,2021-10-23 22:15:00, 9.0, None,43
-1.5, None, None, 31.0,2021-10-23 22:30:00, 9.0, None,43
-1.8, None, None, 31.0,2021-10-23 22:45:00, 9.0, None,43
-1.8, None, None, 31.0,2021-10-23 23:00:00, 9.0, None,43
-2.1, None, None, 31.0,2021-10-23 23:15:00, 9.0, None,43
-1.7, None, None, 31.0,2021-10-23 23:30:00, 9.0, None,43
-2.3, None, None, 31.0,2021-10-23 23:45:00, 9.0, None,43
-2.5, 0.0, -10.5, 31.0,2021-10-24 00:00:00, 9.0, -1.3,43
-3.0, None, None, 31.0,2021-10-24 00:15:00, 9.0, None,43
-2.9, None, None, 31.0,2021-10-24 00:30:00, 9.0, None,43
-3.2, None, None, 31.0,2021-10-24 00:45:00, 9.0, None,43
-3.6, None, None, 31.0,2021-10-24 01:00:00, 9.0, None,43
-4.3, None, None, 31.0,2021-10-24 01:15:00, 9.0, None,43
-5.0, None, None, 31.0,2021-10-24 01:30:00, 9.0, None,43
-5.2, None, None, 31.0,2021-10-24 01:45:00, 9.0, None,43
-5.5, None, None, 31.0,2021-10-24 02:00:00, 9.0, None,43
-6.0, None, None, 31.0,2021-10-24 02:15:00, 9.0, None,43
-6.6, None, None, 31.0,2021-10-24 02:30:00, 9.0, None,43
-6.2, None, None, 31.0,2021-10-24 02:45:00, 9.0, None,43
-6.6, None, None, 31.0,2021-10-24 03:00:00, 9.0, None,43
-6.8, None, None, 31.0,2021-10-24 03:15:00, 9.0, None,43
-7.2, None, None, 31.0,2021-10-24 03:30:00, 9.0, None,43
-7.5, None, None, 31.0,2021-10-24 03:45:00, 9.0, None,43
-7.6, None, None, 31.0,2021-10-24 04:00:00, 9.0, None,43
-7.7, None, None, 31.0,2021-10-24 04:15:00, 9.0, None,43
-7.9, None, None, 31.0,2021-10-24 04:30:00, 9.0, None,43
-8.0, None, None, 31.0,2021-10-24 04:45:00, 9.0, None,43
-7.8, None, None, 31.0,2021-10-24 05:00:00, 9.0, None,43
-7.7, None, None, 31.0,2021-10-24 05:15:00, 9.0, None,43
-7.8, None, None, 31.0,2021-10-24 05:30:00, 9.0, None,43
-8.3, None, None, 31.0,2021-10-24 05:45:00, 9.0, None,43
-8.3, None, None, 31.0,2021-10-24 06:00:00, 9.0, None,43
-8.8, None, None, 31.0,2021-10-24 06:15:00, 9.0, None,43
-9.2, None, None, 31.0,2021-10-24 06:30:00, 10.0, None,43
-9.6, None, None, 31.0,2021-10-24 06:45:00, 10.0, None,43
-8.6, None, None, 31.0,2021-10-24 07:00:00, 10.0, None,43
-9.3, None, None, 31.0,2021-10-24 07:15:00, 10.0, None,43
-9.3, None, None, 31.0,2021-10-24 07:30:00, 10.0, None,43
-10.1, None, None, 31.0,2021-10-24 07:45:00, 10.0, None,43
-10.5, None, None, 31.0,2021-10-24 08:00:00, 10.0, None,43
-10.0, None, None, 31.0,2021-10-24 08:15:00, 10.0, None,43
-9.7, None, None, 31.0,2021-10-24 08:30:00, 10.0, None,43
-9.6, None, None, 31.0,2021-10-24 08:45:00, 10.0, None,43
-9.3, None, None, 31.0,2021-10-24 09:00:00, 10.0, None,43
-9.2, None, None, 31.0,2021-10-24 09:15:00, 10.0, None,43
-8.8, None, None, 31.0,2021-10-24 09:30:00, 10.0, None,43
-8.0, None, None, 31.0,2021-10-24 09:45:00, 10.0, None,43
-8.0, None, None, 31.0,2021-10-24 10:00:00, 10.0, None,43
-7.5, None, None, 31.0,2021-10-24 10:15:00, 10.0, None,43
-6.5, None, None, 31.0,2021-10-24 10:30:00, 10.0, None,43
-5.8, None, None, 31.0,2021-10-24 10:45:00, 10.0, None,43
