time,tasmin,tasmax,pcp,week_of_year
2016-10-07, 0.4, 5.6,10.6,41
2016-10-08, 0.6, 4.8,0.1,41
2016-10-09, -1.7, 4.0,0.0,41
2016-10-10, -2.7, 5.4,0.0,41
2016-10-11, -3.9, 7.0,0.0,41
2016-10-12, -4.5, 3.6,0.0,41
2016-10-13, 0.6, 4.3,8.3,41
