pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None,20.33,43.67, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 00:00:00, None,32
None,17.92,52.15, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 01:00:00, None,32
None,17.46,53.32, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 02:00:00, None,32
None,15.98,59.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 03:00:00, None,32
None,15.24,61.87, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 04:00:00, None,32
None,14.92,63.07, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 05:00:00, None,32
None,14.83,64.27, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 06:00:00, None,32
None,15.71,62.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 07:00:00, None,32
None,16.31,60.05, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 08:00:00, None,32
None,17.79,55.83, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 09:00:00, None,32
None,20.92,45.64, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 10:00:00, None,32
None,21.97,39.01, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 11:00:00, None,32
None,23.97,34.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 12:00:00, None,32
None,25.66,29.05, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 13:00:00, None,32
None,26.34,26.11, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 14:00:00, None,32
None,26.78,24.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 15:00:00, None,32
None,27.65,18.24, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 16:00:00, None,32
None,27.42,19.25, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 17:00:00, None,32
None,27.19,20.61, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 18:00:00, None,32
None,26.35,23.29, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 19:00:00, None,32
None,24.51,27.01, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 20:00:00, None,32
None,23.29,28.98, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 21:00:00, None,32
None,22.38,31.47, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 22:00:00, None,32
None,20.59,36.52, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-05 23:00:00, None,32
None,19.54,43.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 00:00:00, None,32
None,18.52,46.29, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 01:00:00, None,32
None,17.6,48.69, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 02:00:00, None,32
None,16.55,50.59, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 03:00:00, None,32
None,16.02,51.16, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 04:00:00, None,32
None,15.08,53.56, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 05:00:00, None,32
None,13.82,70.49, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-06 06:00:00, None,32
