pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 14.37, 23.4, -6999.0, 0.0, 0.0, -6999.0, 14.4, 14.3, 0.3, 0.0, -6999.0,2020-07-29 00:00:00, -6999.0, -6999.0,31
None, 13.76, 23.4, -6999.0, 0.0, 0.0, -6999.0, 13.8, 13.7, 0.2, 0.0, -6999.0,2020-07-29 01:00:00, -6999.0, -6999.0,31
None, 13.0, 23.4, -6999.0, 0.0, 0.0, -6999.0, 13.0, 12.9, 0.1, 0.0, -6999.0,2020-07-29 02:00:00, -6999.0, -6999.0,31
None, 12.67, 23.4, -6999.0, 0.0, 0.0, -6999.0, 12.7, 12.7, 0.1, 0.0, -6999.0,2020-07-29 03:00:00, -6999.0, -6999.0,31
None, 11.77, 23.4, -6999.0, 0.0, 0.0, -6999.0, 11.8, 11.8, 0.0, 0.0, -6999.0,2020-07-29 04:00:00, -6999.0, -6999.0,31
None, 11.69, 23.4, -6999.0, 0.0, 0.0, -6999.0, 11.7, 11.7, 0.3, 0.0, -6999.0,2020-07-29 05:00:00, -6999.0, -6999.0,31
None, 11.23, 23.4, -6999.0, 0.0, 0.0, -6999.0, 11.2, 11.2, 0.1, 0.0, -6999.0,2020-07-29 06:00:00, -6999.0, -6999.0,31
None, 11.98, 12.0, -6999.0, 0.0, 0.0, -6999.0, 12.0, 10.9, 0.2, 0.0, -6999.0,2020-07-29 07:00:00, -6999.0, -6999.0,31
None, 12.49, 12.8, -6999.0, 0.0, 0.0, -6999.0, 12.5, 10.9, -0.1, 0.0, -6999.0,2020-07-29 08:00:00, -6999.0, -6999.0,31
None, 12.63, 12.8, -6999.0, 0.0, 0.0, -6999.0, 12.6, 10.9, 0.0, 0.0, -6999.0,2020-07-29 09:00:00, -6999.0, -6999.0,31
None, 15.81, 15.8, -6999.0, 0.0, 0.0, -6999.0, 15.8, 10.9, 0.0, 0.0, -6999.0,2020-07-29 10:00:00, -6999.0, -6999.0,31
