CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
10.12,77.6,2020-07-29 00:00:00,6.0,31
9.13,80.5,2020-07-29 01:00:00,6.0,31
7.722,85.3,2020-07-29 02:00:00,6.0,31
7.06,86.6,2020-07-29 03:00:00,5.0,31
6.372,88.9,2020-07-29 04:00:00,4.0,31
5.474,90.5,2020-07-29 05:00:00,4.0,31
5.47,89.5,2020-07-29 06:00:00,4.0,31
8.62,83.2,2020-07-29 07:00:00,6.0,31
13.57,72.48,2020-07-29 08:00:00,9.0,31
18.9,47.78,2020-07-29 09:00:00,8.0,31
20.18,39.06,2020-07-29 10:00:00,6.0,31
21.33,39.47,2020-07-29 11:00:00,7.0,31
22.76,37.03,2020-07-29 12:00:00,8.0,31
24.55,28.47,2020-07-29 13:00:00,4.0,31
25.84,25.61,2020-07-29 14:00:00,4.0,31
26.45,23.98,2020-07-29 15:00:00,5.0,31
27.48,22.25,2020-07-29 16:00:00,4.0,31
27.83,21.96,2020-07-29 17:00:00,4.0,31
28.12,21.44,2020-07-29 18:00:00,4.0,31
28.13,20.36,2020-07-29 19:00:00,3.0,31
24.94,29.9,2020-07-29 20:00:00,6.0,31
19.18,45.5,2020-07-29 21:00:00,7.0,31
15.42,53.63,2020-07-29 22:00:00,6.0,31
13.08,66.53,2020-07-29 23:00:00,7.0,31
12.19,66.93,2020-07-30 00:00:00,7.0,31
10.45,71.39,2020-07-30 01:00:00,5.0,31
9.29,74.04,2020-07-30 02:00:00,5.0,31
8.43,77.7,2020-07-30 03:00:00,5.0,31
7.173,81.6,2020-07-30 04:00:00,4.0,31
6.266,84.0,2020-07-30 05:00:00,4.0,31
6.026,82.9,2020-07-30 06:00:00,4.0,31
9.09,78.03,2020-07-30 07:00:00,6.0,31
16.5,61.78,2020-07-30 08:00:00,9.0,31
20.19,50.91,2020-07-30 09:00:00,10.0,31
22.0,43.94,2020-07-30 10:00:00,9.0,31
23.73,38.36,2020-07-30 11:00:00,9.0,31
25.4,33.5,2020-07-30 12:00:00,8.0,31
27.24,27.44,2020-07-30 13:00:00,6.0,31
28.39,23.03,2020-07-30 14:00:00,5.0,31
29.56,20.41,2020-07-30 15:00:00,5.0,31
30.16,20.53,2020-07-30 16:00:00,5.0,31
30.9,19.02,2020-07-30 17:00:00,5.0,31
30.98,17.85,2020-07-30 18:00:00,4.0,31
31.38,15.16,2020-07-30 19:00:00,3.0,31
26.85,28.24,2020-07-30 20:00:00,8.0,31
20.78,44.91,2020-07-30 21:00:00,9.0,31
17.12,54.39,2020-07-30 22:00:00,8.0,31
15.3,66.62,2020-07-30 23:00:00,9.0,31
14.12,65.86,2020-07-31 00:00:00,8.0,31
12.63,68.59,2020-07-31 01:00:00,7.0,31
11.47,72.96,2020-07-31 02:00:00,7.0,31
10.41,73.82,2020-07-31 03:00:00,6.0,31
9.4,77.36,2020-07-31 04:00:00,5.0,31
8.45,81.1,2020-07-31 05:00:00,5.0,31
8.24,81.4,2020-07-31 06:00:00,5.0,31
10.65,80.7,2020-07-31 07:00:00,7.0,31
18.73,58.71,2020-07-31 08:00:00,10.0,31
23.16,45.02,2020-07-31 09:00:00,10.0,31
25.67,42.17,2020-07-31 10:00:00,12.0,31
26.04,38.16,2020-07-31 11:00:00,11.0,31
27.51,37.65,2020-07-31 12:00:00,11.0,31
28.13,35.07,2020-07-31 13:00:00,11.0,31
28.6,37.11,2020-07-31 14:00:00,12.0,31
30.13,28.33,2020-07-31 15:00:00,10.0,31
30.33,25.26,2020-07-31 16:00:00,9.0,31
28.28,31.08,2020-07-31 17:00:00,10.0,31
26.99,32.36,2020-07-31 18:00:00,9.0,31
26.06,42.57,2020-07-31 19:00:00,13.0,31
23.1,54.12,2020-07-31 20:00:00,13.0,31
21.14,63.98,2020-07-31 21:00:00,14.0,31
18.18,71.36,2020-07-31 22:00:00,13.0,31
17.19,74.54,2020-07-31 23:00:00,12.0,31
16.23,79.61,2020-08-01 00:00:00,13.0,31
17.76,69.01,2020-08-01 01:00:00,12.0,31
15.23,83.4,2020-08-01 02:00:00,12.0,31
15.18,81.2,2020-08-01 03:00:00,12.0,31
17.83,64.82,2020-08-01 04:00:00,11.0,31
14.7,77.92,2020-08-01 05:00:00,11.0,31
12.08,85.8,2020-08-01 06:00:00,10.0,31
12.68,84.4,2020-08-01 07:00:00,10.0,31
18.42,67.71,2020-08-01 08:00:00,12.0,31
19.86,57.89,2020-08-01 09:00:00,11.0,31
21.81,52.01,2020-08-01 10:00:00,11.0,31
23.0,50.99,2020-08-01 11:00:00,12.0,31
24.56,42.86,2020-08-01 12:00:00,11.0,31
26.2,31.22,2020-08-01 13:00:00,8.0,31
27.38,24.03,2020-08-01 14:00:00,4.0,31
27.54,26.58,2020-08-01 15:00:00,7.0,31
27.67,25.94,2020-08-01 16:00:00,7.0,31
28.16,26.84,2020-08-01 17:00:00,7.0,31
27.98,25.55,2020-08-01 18:00:00,6.0,31
28.1,21.54,2020-08-01 19:00:00,4.0,31
24.42,33.96,2020-08-01 20:00:00,8.0,31
19.55,49.09,2020-08-01 21:00:00,8.0,31
16.46,52.17,2020-08-01 22:00:00,7.0,31
14.19,60.27,2020-08-01 23:00:00,7.0,31
12.88,62.95,2020-08-02 00:00:00,6.0,31
11.13,69.14,2020-08-02 01:00:00,6.0,31
10.12,71.1,2020-08-02 02:00:00,5.0,31
8.97,75.73,2020-08-02 03:00:00,5.0,31
7.769,79.71,2020-08-02 04:00:00,4.0,31
6.913,82.5,2020-08-02 05:00:00,4.0,31
6.578,83.1,2020-08-02 06:00:00,4.0,31
8.3,84.1,2020-08-02 07:00:00,6.0,31
16.77,61.81,2020-08-02 08:00:00,9.0,31
19.43,50.14,2020-08-02 09:00:00,9.0,31
20.28,44.8,2020-08-02 10:00:00,8.0,31
22.12,42.16,2020-08-02 11:00:00,9.0,31
23.0,40.51,2020-08-02 12:00:00,9.0,31
25.47,28.1,2020-08-02 13:00:00,6.0,31
25.67,19.0,2020-08-02 14:00:00,1.0,31
26.13,24.82,2020-08-02 15:00:00,4.0,31
26.21,23.02,2020-08-02 16:00:00,3.0,31
27.38,25.43,2020-08-02 17:00:00,6.0,31
26.5,28.23,2020-08-02 18:00:00,7.0,31
23.48,30.56,2020-08-02 19:00:00,5.0,31
22.6,33.39,2020-08-02 20:00:00,6.0,31
21.51,35.89,2020-08-02 21:00:00,6.0,31
20.16,39.4,2020-08-02 22:00:00,6.0,31
19.5,41.83,2020-08-02 23:00:00,6.0,31
18.33,42.17,2020-08-03 00:00:00,5.0,31
17.03,45.47,2020-08-03 01:00:00,5.0,31
15.29,55.05,2020-08-03 02:00:00,6.0,31
14.53,62.9,2020-08-03 03:00:00,8.0,31
12.61,67.72,2020-08-03 04:00:00,7.0,31
12.62,68.11,2020-08-03 05:00:00,7.0,31
12.52,73.28,2020-08-03 06:00:00,8.0,31
12.74,77.52,2020-08-03 07:00:00,9.0,31
16.6,59.31,2020-08-03 08:00:00,9.0,31
17.75,50.72,2020-08-03 09:00:00,8.0,31
