snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-559.0, None,2020-10-28 00:00:00,-1.2, None, None, None,44
-559.0, None,2020-10-28 01:00:00,-0.6, None, None, None,44
-559.0, None,2020-10-28 02:00:00,-0.5, None, None, None,44
-559.0, None,2020-10-28 03:00:00,-0.5, None, None, None,44
-559.0, None,2020-10-28 04:00:00,-0.4, None, None, None,44
-559.0, None,2020-10-28 05:00:00,-0.7, None, None, None,44
-559.0, None,2020-10-28 07:00:00,-1.2, None, None, None,44
-559.0, None,2020-10-28 08:00:00,-1.7, None, None, None,44
-559.0, None,2020-10-28 09:00:00,-2.0, None, None, None,44
-559.0, None,2020-10-28 10:00:00,-1.4, None, None, None,44
-559.0, None,2020-10-28 11:00:00,-1.0, None, None, None,44
-559.0, None,2020-10-28 12:00:00,0.0, None, None, None,44
-559.0, None,2020-10-28 13:00:00,0.1, None, None, None,44
-559.0, None,2020-10-28 14:00:00,2.1, None, None, None,44
-559.0, None,2020-10-28 15:00:00,1.2, None, None, None,44
-559.0, None,2020-10-28 16:00:00,1.3, None, None, None,44
-559.0, None,2020-10-28 18:00:00,-0.2, None, None, None,44
-559.0, None,2020-10-28 19:00:00,0.0, None, None, None,44
-559.0, None,2020-10-28 20:00:00,-0.4, None, None, None,44
-559.0, None,2020-10-28 21:00:00,-0.7, None, None, None,44
-559.0, None,2020-10-28 22:00:00,-1.7, None, None, None,44
-559.0, None,2020-10-28 23:00:00,-2.3, None, None, None,44
-559.0, None,2020-10-29 00:00:00,-2.8, None, None, None,44
-559.0, None,2020-10-29 01:00:00,-3.4, None, None, None,44
-559.0, None,2020-10-29 02:00:00,-4.3, None, None, None,44
-559.0, None,2020-10-29 03:00:00,-4.5, None, None, None,44
-559.0, None,2020-10-29 04:00:00,-4.6, None, None, None,44
-559.0, None,2020-10-29 05:00:00,-4.7, None, None, None,44
-559.0, None,2020-10-29 06:00:00,-5.2, None, None, None,44
-559.0, None,2020-10-29 07:00:00,-5.4, None, None, None,44
-559.0, None,2020-10-29 08:00:00,-5.9, None, None, None,44
-559.0, None,2020-10-29 09:00:00,-6.2, None, None, None,44
-559.0, None,2020-10-29 10:00:00,-6.4, None, None, None,44
-559.0, None,2020-10-29 11:00:00,-5.8, None, None, None,44
-559.0, None,2020-10-29 12:00:00,-5.6, None, None, None,44
