station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 3.8, 2012-01-01 00:00:00, 0.0, 2.0
None, 11.5, 2012-01-02 00:00:00, 0.0, 5.0
None, 122.8, 2012-01-03 00:00:00, 2.9, 6.4
None, 87.0, 2012-01-04 00:00:00, 3.5, 7.3
None, 10.0, 2012-01-05 00:00:00, 0.6, 3.7
None, 3.1, 2012-01-06 00:00:00, 0.4, 2.3
None, 23.9, 2012-01-07 00:00:00, 2.1, 6.3
None, 49.3, 2012-01-08 00:00:00, 3.5, 6.9
None, 5.6, 2012-01-09 00:00:00, 0.4, 9.0
None, 0.0, 2012-01-10 00:00:00, -2.5, 1.7
None, 0.1, 2012-01-11 00:00:00, -3.5, 0.0
None, 0.0, 2012-01-12 00:00:00, -3.5, 2.7
None, 4.8, 2012-01-13 00:00:00, -3.9, 2.3
None, 2.6, 2012-01-14 00:00:00, -5.4, 0.7
None, 0.0, 2012-01-15 00:00:00, -8.0, -4.3
None, 0.0, 2012-01-16 00:00:00, -7.8, -0.4
None, 0.5, 2012-01-17 00:00:00, -6.4, -2.2
None, 0.1, 2012-01-18 00:00:00, -7.1, -4.3
None, 0.0, 2012-01-19 00:00:00, -5.7, -3.5
None, 49.1, 2012-01-20 00:00:00, -3.9, 0.8
None, 7.7, 2012-01-21 00:00:00, 0.1, 3.5
None, 54.6, 2012-01-22 00:00:00, 0.7, 3.8
None, 49.5, 2012-01-23 00:00:00, 0.7, 3.3
None, 74.6, 2012-01-24 00:00:00, 0.8, 5.1
None, 17.4, 2012-01-25 00:00:00, 1.0, 3.8
None, 0.9, 2012-01-26 00:00:00, -2.5, 0.7
None, 0.8, 2012-01-27 00:00:00, -2.9, 1.8
None, 28.5, 2012-01-28 00:00:00, 0.9, 6.3
None, 25.5, 2012-01-29 00:00:00, 1.4, 9.6
None, 24.7, 2012-01-30 00:00:00, 0.1, 6.4
None, 28.0, 2012-01-31 00:00:00, 0.1, 5.3
None, 0.7, 2012-02-01 00:00:00, -0.5, 3.3
None, 3.2, 2012-02-02 00:00:00, 1.1, 5.6
None, 0.0, 2012-02-03 00:00:00, -0.2, 3.7
None, 0.0, 2012-02-04 00:00:00, -0.2, 2.9
None, 0.0, 2012-02-05 00:00:00, -1.5, 2.7
None, 0.0, 2012-02-06 00:00:00, -2.6, 4.9
None, 1.4, 2012-02-07 00:00:00, -3.6, 3.3
None, 25.2, 2012-02-08 00:00:00, 1.8, 3.5
None, 49.6, 2012-02-09 00:00:00, 2.1, 4.5
None, 20.1, 2012-02-10 00:00:00, 2.6, 4.9
None, 0.4, 2012-02-11 00:00:00, 2.6, 7.4
None, 9.3, 2012-02-12 00:00:00, 2.2, 5.9
None, 0.0, 2012-02-13 00:00:00, 0.0, 6.4
None, 4.0, 2012-02-14 00:00:00, -0.5, 6.8
None, 0.0, 2012-02-15 00:00:00, -1.7, 6.4
None, 12.1, 2012-02-16 00:00:00, 1.8, 5.7
None, 35.4, 2012-02-17 00:00:00, 2.2, 4.8
None, 16.1, 2012-02-18 00:00:00, -0.1, 6.4
None, 1.1, 2012-02-19 00:00:00, -0.5, 5.7
None, 3.3, 2012-02-20 00:00:00, 1.9, 5.3
None, 7.8, 2012-02-21 00:00:00, 2.8, 6.7
None, 0.9, 2012-02-22 00:00:00, -0.4, 8.1
None, 4.1, 2012-02-23 00:00:00, -0.9, 6.2
None, 60.0, 2012-02-24 00:00:00, 0.6, 1.3
None, 6.4, 2012-02-25 00:00:00, -1.6, 6.0
None, 0.3, 2012-02-26 00:00:00, -4.0, 5.2
None, 0.0, 2012-02-27 00:00:00, -5.8, 3.1
None, 11.1, 2012-02-28 00:00:00, -1.2, 1.6
None, 3.9, 2012-02-29 00:00:00, -0.3, 5.0
None, 0.1, 2012-03-01 00:00:00, -3.1, 7.1
None, 2.6, 2012-03-02 00:00:00, 0.9, 5.4
None, 1.0, 2012-03-03 00:00:00, 1.9, 10.1
None, 27.6, 2012-03-04 00:00:00, 3.2, 8.9
None, 3.8, 2012-03-05 00:00:00, 1.2, 6.5
None, 0.0, 2012-03-06 00:00:00, -1.3, 7.6
None, 0.1, 2012-03-07 00:00:00, -2.9, 7.0
None, 7.7, 2012-03-08 00:00:00, -0.4, 9.0
None, 26.6, 2012-03-09 00:00:00, 1.8, 10.3
None, 33.2, 2012-03-10 00:00:00, 0.8, 5.5
None, 28.4, 2012-03-11 00:00:00, 0.8, 5.0
None, 44.7, 2012-03-12 00:00:00, 0.8, 3.4
None, 6.2, 2012-03-13 00:00:00, -1.7, 4.8
None, 42.8, 2012-03-14 00:00:00, 0.3, 3.5
None, 61.0, 2012-03-15 00:00:00, 0.2, 6.3
None, 6.4, 2012-03-16 00:00:00, -0.5, 5.6
None, 0.0, 2012-03-17 00:00:00, -1.1, 8.7
None, 0.0, 2012-03-18 00:00:00, -1.8, 8.3
None, 13.0, 2012-03-19 00:00:00, -1.8, 4.6
None, 26.3, 2012-03-20 00:00:00, -0.3, 3.7
None, 9.0, 2012-03-21 00:00:00, -0.8, 5.4
None, 0.0, 2012-03-22 00:00:00, -1.3, 5.1
None, 0.0, 2012-03-23 00:00:00, -0.3, 9.9
None, 0.0, 2012-03-24 00:00:00, -2.2, 12.4
None, 0.0, 2012-03-25 00:00:00, -1.0, 15.0
None, 1.1, 2012-03-26 00:00:00, 0.4, 8.9
None, 34.3, 2012-03-27 00:00:00, 2.4, 6.1
None, 81.3, 2012-03-28 00:00:00, 1.9, 5.5
None, 25.2, 2012-03-29 00:00:00, 0.8, 7.8
None, 0.5, 2012-03-30 00:00:00, -0.2, 7.8
None, 5.8, 2012-03-31 00:00:00, 0.1, 4.8
None, 1.4, 2012-04-01 00:00:00, 0.7, 10.0
None, 117.0, 2012-04-02 00:00:00, 1.4, 6.8
None, 27.1, 2012-04-03 00:00:00, 0.4, 8.8
None, 0.7, 2012-04-04 00:00:00, -0.1, 9.3
None, 2.5, 2012-04-05 00:00:00, -0.9, 11.7
None, 0.1, 2012-04-06 00:00:00, 0.5, 10.5
None, 0.0, 2012-04-07 00:00:00, -1.1, 12.7
None, 0.0, 2012-04-08 00:00:00, 0.1, 14.4
None, 0.0, 2012-04-09 00:00:00, 3.1, 17.5
None, 0.0, 2012-04-10 00:00:00, 4.2, 18.1
None, 0.0, 2012-04-11 00:00:00, 4.6, 15.4
None, 13.0, 2012-04-12 00:00:00, 2.4, 13.9
None, 0.0, 2012-04-13 00:00:00, 0.7, 16.5
None, 0.0, 2012-04-14 00:00:00, 0.5, 15.1
None, 0.0, 2012-04-15 00:00:00, 3.8, 14.9
None, 13.0, 2012-04-16 00:00:00, 3.2, 13.2
None, 7.0, 2012-04-17 00:00:00, 1.9, 8.6
None, 3.6, 2012-04-18 00:00:00, 3.0, 12.9
None, 10.8, 2012-04-19 00:00:00, 1.8, 8.5
None, 0.1, 2012-04-20 00:00:00, 2.3, 15.4
None, 3.3, 2012-04-21 00:00:00, -0.1, 14.0
None, 0.8, 2012-04-22 00:00:00, 5.8, 13.7
None, 0.9, 2012-04-23 00:00:00, 7.6, 12.9
None, 14.3, 2012-04-24 00:00:00, 5.0, 15.3
None, 47.1, 2012-04-25 00:00:00, 5.4, 8.3
None, 0.1, 2012-04-26 00:00:00, 3.6, 14.1
None, 1.9, 2012-04-27 00:00:00, 2.4, 10.9
None, 0.0, 2012-04-28 00:00:00, 5.7, 12.7
None, 4.0, 2012-04-29 00:00:00, 6.6, 14.8
None, 0.1, 2012-04-30 00:00:00, 6.5, 15.6
None, 0.0, 2012-05-01 00:00:00, 5.1, 12.5
None, 1.6, 2012-05-02 00:00:00, 4.3, 11.0
None, 1.6, 2012-05-03 00:00:00, 5.0, 12.7
None, 3.5, 2012-05-04 00:00:00, 3.0, 12.0
None, 0.0, 2012-05-05 00:00:00, 2.3, 14.4
None, 0.0, 2012-05-06 00:00:00, 3.8, 16.1
None, 0.0, 2012-05-07 00:00:00, 6.7, 21.0
None, 0.0, 2012-05-08 00:00:00, 4.0, 17.9
None, 0.0, 2012-05-09 00:00:00, -0.2, 13.8
None, 0.0, 2012-05-10 00:00:00, -0.7, 12.4
None, 0.0, 2012-05-11 00:00:00, 1.2, 17.9
None, 0.0, 2012-05-12 00:00:00, 1.8, 22.8
None, 0.0, 2012-05-13 00:00:00, 3.4, 25.2
None, 0.0, 2012-05-14 00:00:00, 5.1, 26.4
None, 0.0, 2012-05-15 00:00:00, 6.7, 22.0
None, 0.0, 2012-05-16 00:00:00, 3.0, 20.1
None, 0.0, 2012-05-17 00:00:00, -0.3, 17.9
None, 0.0, 2012-05-18 00:00:00, 0.4, 15.2
None, 0.3, 2012-05-19 00:00:00, 2.3, 18.5
None, 4.8, 2012-05-20 00:00:00, 9.1, 11.7
None, 20.0, 2012-05-21 00:00:00, 9.1, 16.4
None, 0.0, 2012-05-22 00:00:00, 6.0, 13.9
None, 0.0, 2012-05-23 00:00:00, 5.2, 17.1
None, 0.0, 2012-05-24 00:00:00, 6.0, 17.7
None, 0.0, 2012-05-25 00:00:00, 4.3, 25.2
None, 0.0, 2012-05-26 00:00:00, 5.4, 26.3
None, 0.0, 2012-05-27 00:00:00, 8.0, 15.5
None, 0.4, 2012-05-28 00:00:00, 4.8, 18.2
None, 2.8, 2012-05-29 00:00:00, 2.1, 15.7
None, 7.3, 2012-05-30 00:00:00, 7.2, 13.5
None, 2.2, 2012-05-31 00:00:00, 8.7, 17.1
None, 12.9, 2012-06-01 00:00:00, 7.4, 21.5
None, 1.0, 2012-06-02 00:00:00, 5.6, 15.3
None, 0.0, 2012-06-03 00:00:00, 5.2, 14.8
None, 0.0, 2012-06-04 00:00:00, 4.2, 14.4
None, 0.0, 2012-06-05 00:00:00, 5.6, 14.5
None, 0.9, 2012-06-06 00:00:00, 3.2, 16.1
None, 19.2, 2012-06-07 00:00:00, 8.7, 15.7
None, 5.8, 2012-06-08 00:00:00, 5.7, 16.1
None, 0.0, 2012-06-09 00:00:00, 3.5, 20.9
None, 1.3, 2012-06-10 00:00:00, 9.8, 16.8
None, 1.4, 2012-06-11 00:00:00, 7.4, 18.4
None, 4.8, 2012-06-12 00:00:00, 11.4, 16.6
None, 0.7, 2012-06-13 00:00:00, 9.8, 16.4
None, 0.9, 2012-06-14 00:00:00, 6.6, 14.6
None, 0.6, 2012-06-15 00:00:00, 4.3, 16.4
None, 3.7, 2012-06-16 00:00:00, 11.9, 19.4
None, 1.1, 2012-06-17 00:00:00, 9.1, 18.3
None, 0.1, 2012-06-18 00:00:00, 5.7, 16.9
None, 0.0, 2012-06-19 00:00:00, 9.7, 17.7
None, 0.0, 2012-06-20 00:00:00, 9.3, 19.0
None, 0.0, 2012-06-21 00:00:00, 10.1, 23.7
