WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.805,90.9,2016-01-01 00:00:00,-1.254,1
None, None, 1.308,91.7,2016-01-01 01:00:00,-1.439,1
None, None, 2.084,92.1,2016-01-01 02:00:00,-1.301,1
None, None, 1.34,91.6,2016-01-01 03:00:00,-1.55,1
None, None, 2.07,91.4,2016-01-01 04:00:00,-1.583,1
None, None, 1.315,91.2,2016-01-01 05:00:00,-1.551,1
None, None, 1.751,91.6,2016-01-01 06:00:00,-1.665,1
None, None, 1.738,91.4,2016-01-01 07:00:00,-1.629,1
None, None, 1.778,91.3,2016-01-01 08:00:00,-1.787,1
None, None, 1.468,91.9,2016-01-01 09:00:00,-1.695,1
None, None, 0.531,88.7,2016-01-01 10:00:00,-0.075,1
None, None, 0.363999,83.1,2016-01-01 11:00:00,2.234,1
None, None, 0.875998,83.0,2016-01-01 12:00:00,2.103,1
None, None, 0.703,79.4,2016-01-01 13:00:00,2.677,1
None, None, 1.309,74.0,2016-01-01 14:00:00,3.042,1
None, None, 0.839999,70.0,2016-01-01 15:00:00,3.793,1
None, None, 0.953998,75.1,2016-01-01 16:00:00,2.685,1
None, None, 1.665,84.7,2016-01-01 17:00:00,1.065,1
None, None, 1.766,88.2,2016-01-01 18:00:00,0.43,1
None, None, 1.473,90.7,2016-01-01 19:00:00,0.064,1
None, None, 1.595,91.2,2016-01-01 20:00:00,0.089,1
None, None, 1.938,91.8,2016-01-01 21:00:00,-0.298999,1
None, None, 1.687,92.1,2016-01-01 22:00:00,-0.527998,1
None, None, 1.096,92.4,2016-01-01 23:00:00,-0.786,1
None, None, 1.484,92.6,2016-01-02 00:00:00,-0.839999,1
None, None, 1.786,92.2,2016-01-02 01:00:00,-0.85,1
None, None, 1.876,92.1,2016-01-02 02:00:00,-0.952,1
None, None, 1.57,92.3,2016-01-02 03:00:00,-1.171,1
None, None, 0.912,92.6,2016-01-02 04:00:00,-1.302,1
None, None, 1.962,93.2,2016-01-02 05:00:00,-1.209,1
None, None, 1.895,92.8,2016-01-02 06:00:00,-1.221,1
None, None, 1.311,93.2,2016-01-02 07:00:00,-1.434,1
None, None, 1.259,93.4,2016-01-02 08:00:00,-1.429,1
None, None, 1.298,93.9,2016-01-02 09:00:00,-1.562,1
None, None, 0.231998,91.2,2016-01-02 10:00:00,0.194998,1
None, None, 0.669,86.9,2016-01-02 11:00:00,2.246,1
None, None, 0.773998,84.5,2016-01-02 12:00:00,2.228,1
