CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-5.973,86.9, None, None, None,42.77,3.485,124.7, None, None, None, None, None, -8.0, None, None, None, None, None, None,2019-10-15 00:00:00, None, None, None, None,42
-4.665,83.3, None, None, None,30.34,1.882,176.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-15 01:00:00, None, None, None, None,42
-4.24,78.3, None, None, None,28.29,3.903,132.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-15 02:00:00, None, None, None, None,42
-3.317,76.4, None, None, None,27.9,4.01,120.4, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-15 03:00:00, None, None, None, None,42
-3.317,75.1, None, None, None,22.36,4.259,124.1, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-15 04:00:00, None, None, None, None,42
-3.268,78.9, None, None, None,51.01,1.522,135.9, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-15 05:00:00, None, None, None, None,42
-3.463,73.4, None, None, None,26.99,6.01,111.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-15 06:00:00, None, None, None, None,42
-3.073,78.1, None, None, None,67.82,0.754,152.5, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-15 07:00:00, None, None, None, None,42
-2.879,71.7, None, None, None,51.02,3.518,137.4, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-15 08:00:00, None, None, None, None,42
-3.219,75.0, None, None, None,39.5,4.924,128.8, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-15 09:00:00, None, None, None, None,42
-0.981,69.09, None, None, None,34.02,3.316,133.6, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-15 10:00:00, None, None, None, None,42
-1.476,71.9, None, None, None,32.23,4.257,124.4, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-15 11:00:00, None, None, None, None,42
-1.881,73.3, None, None, None,24.49,5.62,202.4, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-15 12:00:00, None, None, None, None,42
-1.93,72.0, None, None, None,31.1,4.231,95.4, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-15 13:00:00, None, None, None, None,42
-1.492,71.3, None, None, None,45.22,4.207,134.1, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-15 14:00:00, None, None, None, None,42
-1.395,74.5, None, None, None,54.09,2.474,112.5, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-15 15:00:00, None, None, None, None,42
-3.0,89.1, None, None, None,63.77,2.932,141.7, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 16:00:00, None, None, None, None,42
-1.784,79.8, None, None, None,50.72,3.988,128.8, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 17:00:00, None, None, None, None,42
-2.903,87.4, None, None, None,51.23,4.441,169.2, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 18:00:00, None, None, None, None,42
-3.22,97.3, None, None, None,35.79,7.07,165.5, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 19:00:00, None, None, None, None,42
-2.636,92.7, None, None, None,41.36,4.829,194.6, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 20:00:00, None, None, None, None,42
-2.246,85.5, None, None, None,34.67,5.085,184.3, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 21:00:00, None, None, None, None,42
-2.295,89.1, None, None, None,42.63,3.992,173.5, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 22:00:00, None, None, None, None,42
-1.954,85.9, None, None, None,38.96,4.833,170.1, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-15 23:00:00, None, None, None, None,42
-1.857,86.0, None, None, None,31.33,4.504,175.8, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-16 00:00:00, None, None, None, None,42
-2.295,96.8, None, None, None,28.56,5.781,154.3, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-16 01:00:00, None, None, None, None,42
-2.392,97.5, None, None, None,37.25,4.561,172.0, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-16 02:00:00, None, None, None, None,42
-2.246,99.2, None, None, None,42.67,3.965,136.0, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 03:00:00, None, None, None, None,42
-0.933,94.9, None, None, None,38.39,5.144,142.1, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 04:00:00, None, None, None, None,42
-2.198,98.5, None, None, None,41.65,5.017,149.9, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 05:00:00, None, None, None, None,42
-1.176,99.3, None, None, None,57.12,1.998,94.8, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 06:00:00, None, None, None, None,42
-1.127,98.7, None, None, None,48.41,5.526,156.8, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 07:00:00, None, None, None, None,42
-0.738,98.6, None, None, None,49.37,3.573,146.2, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 08:00:00, None, None, None, None,42
-1.322,96.9, None, None, None,41.45,4.986,133.7, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 09:00:00, None, None, None, None,42
0.089,84.3, None, None, None,31.61,8.78,101.8, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 10:00:00, None, None, None, None,42
0.26,78.3, None, None, None,48.85,4.285,194.1, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-16 11:00:00, None, None, None, None,42
0.502,68.52, None, None, None,45.82,6.687,162.3, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-16 12:00:00, None, None, None, None,42
-0.909,86.3, None, None, None,47.15,5.965,149.6, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-16 13:00:00, None, None, None, None,42
-0.228,82.8, None, None, None,43.45,6.849,98.3, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 14:00:00, None, None, None, None,42
0.161,78.9, None, None, None,59.93,2.483,154.4, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-16 15:00:00, None, None, None, None,42
0.259,78.2, None, None, None,55.06,3.373,134.8, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-16 16:00:00, None, None, None, None,42
-0.325,87.0, None, None, None,64.96,1.626,258.3, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-16 17:00:00, None, None, None, None,42
-0.763,95.6, None, None, None,65.8,1.623,118.6, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 18:00:00, None, None, None, None,42
-0.811,97.2, None, None, None,56.14,2.276,96.0, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 19:00:00, None, None, None, None,42
-1.149,98.6, None, None, None,56.96,1.737,277.4, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 20:00:00, None, None, None, None,42
-1.085,99.3, None, None, None,69.97,1.578,260.0, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 21:00:00, None, None, None, None,42
-0.596,99.6, None, None, None,77.8,0.305,30.93, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 22:00:00, None, None, None, None,42
0.32,90.6, None, None, None,52.88,3.783,220.3, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-16 23:00:00, None, None, None, None,42
-0.471,96.8, None, None, None,56.39,4.248,146.0, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-17 00:00:00, None, None, None, None,42
-0.712,98.4, None, None, None,64.14,1.788,170.7, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-17 01:00:00, None, None, None, None,42
-1.09,99.3, None, None, None,36.25,5.061,150.8, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-17 02:00:00, None, None, None, None,42
-1.18,99.4, None, None, None,38.1,9.23,158.2, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-17 03:00:00, None, None, None, None,42
-1.079,98.2, None, None, None,34.54,9.16,174.8, None, None, None, None, None, -1.0, None, None, None, None, None, None,2019-10-17 04:00:00, None, None, None, None,42
-1.614,98.8, None, None, None,40.15,4.84,201.5, None, None, None, None, None, -2.0, None, None, None, None, None, None,2019-10-17 05:00:00, None, None, None, None,42
-3.025,99.8, None, None, None,20.81,21.19,217.2, None, None, None, None, None, -3.0, None, None, None, None, None, None,2019-10-17 06:00:00, None, None, None, None,42
-3.755,99.4, None, None, None,27.75,18.04,203.2, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-17 07:00:00, None, None, None, None,42
-3.463,97.3, None, None, None,33.57,8.44,199.0, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-17 08:00:00, None, None, None, None,42
-3.56,96.4, None, None, None,32.96,10.26,197.3, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-17 09:00:00, None, None, None, None,42
-3.755,98.3, None, None, None,32.5,10.03,197.3, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-17 10:00:00, None, None, None, None,42
