wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
6.8,5.5, 297.0,82.0,2021-04-23 00:00:00,17
4.3,5.4, 213.0,79.0,2021-04-23 01:00:00,17
5.0,4.5, 313.0,87.0,2021-04-23 02:00:00,17
4.0,4.0, 258.0,92.0,2021-04-23 03:00:00,17
4.0,3.1, 300.0,92.0,2021-04-23 04:00:00,17
5.0,3.2, 310.0,95.0,2021-04-23 05:00:00,17
2.2,7.4, 336.0,77.0,2021-04-23 06:00:00,17
1.1,10.0, 312.0,66.0,2021-04-23 07:00:00,17
9.7,11.4, 85.0,69.0,2021-04-23 08:00:00,17
16.6,12.9, 117.0,67.0,2021-04-23 09:00:00,17
15.8,13.3, 83.0,65.0,2021-04-23 10:00:00,17
15.8,12.6, 107.0,68.0,2021-04-23 11:00:00,17
18.0,13.2, 113.0,67.0,2021-04-23 12:00:00,17
16.2,13.7, 112.0,67.0,2021-04-23 13:00:00,17
23.0,12.9, 108.0,68.0,2021-04-23 14:00:00,17
16.2,13.0, 109.0,68.0,2021-04-23 15:00:00,17
16.2,12.4, 129.0,68.0,2021-04-23 16:00:00,17
16.2,11.3, 108.0,77.0,2021-04-23 17:00:00,17
9.7,11.0, 108.0,75.0,2021-04-23 18:00:00,17
3.6,10.5, 49.0,80.0,2021-04-23 19:00:00,17
5.8,9.9, 65.0,87.0,2021-04-23 20:00:00,17
7.9,9.1, 269.0,94.0,2021-04-23 21:00:00,17
5.0,8.8, 251.0,96.0,2021-04-23 22:00:00,17
10.1,8.6, 307.0,96.0,2021-04-23 23:00:00,17
8.6,8.1, 285.0,95.0,2021-04-24 00:00:00,17
3.6,7.8, 319.0,96.0,2021-04-24 01:00:00,17
3.6,7.4, 256.0,97.0,2021-04-24 02:00:00,17
6.1,7.1, 276.0,98.0,2021-04-24 03:00:00,17
4.0,7.1, 292.0,99.0,2021-04-24 04:00:00,17
3.2,7.3, 291.0,99.0,2021-04-24 05:00:00,17
5.0,7.9, 342.0,97.0,2021-04-24 06:00:00,17
5.0,8.3, 113.0,97.0,2021-04-24 07:00:00,17
11.5,8.5, 104.0,95.0,2021-04-24 08:00:00,17
15.8,8.8, 110.0,90.0,2021-04-24 09:00:00,17
15.5,9.4, 83.0,91.0,2021-04-24 10:00:00,17
15.1,9.3, 100.0,88.0,2021-04-24 11:00:00,17
11.9,9.5, 88.0,83.0,2021-04-24 12:00:00,17
11.5,9.9, 67.0,82.0,2021-04-24 13:00:00,17
9.4,9.8, 85.0,83.0,2021-04-24 14:00:00,17
8.3,9.7, 89.0,82.0,2021-04-24 15:00:00,17
7.2,8.9, 111.0,90.0,2021-04-24 16:00:00,17
4.0,8.8, 96.0,92.0,2021-04-24 17:00:00,17
4.0,8.6, 86.0,93.0,2021-04-24 18:00:00,17
3.2,8.3, 22.0,96.0,2021-04-24 19:00:00,17
2.2,8.2, 14.0,97.0,2021-04-24 20:00:00,17
3.6,7.8, 312.0,99.0,2021-04-24 21:00:00,17
3.6,7.7, 297.0,99.0,2021-04-24 22:00:00,17
2.9,7.6, 294.0,99.0,2021-04-24 23:00:00,17
4.0,7.4, 296.0,99.0,2021-04-25 00:00:00,17
3.2,7.3, 299.0,99.0,2021-04-25 01:00:00,17
2.9,7.0, 265.0,100.0,2021-04-25 02:00:00,17
2.9,7.1, 246.0,100.0,2021-04-25 03:00:00,17
1.1,7.1, 256.0,100.0,2021-04-25 04:00:00,17
1.8,7.4, 315.0,100.0,2021-04-25 05:00:00,17
1.4,7.8, 244.0,100.0,2021-04-25 06:00:00,17
0.7,8.5, 90.0,97.0,2021-04-25 07:00:00,17
8.6,8.6, 84.0,95.0,2021-04-25 08:00:00,17
9.4,9.1, 83.0,95.0,2021-04-25 09:00:00,17
8.6,9.4, 113.0,95.0,2021-04-25 10:00:00,17
11.5,9.6, 99.0,93.0,2021-04-25 11:00:00,17
19.1,9.2, 109.0,93.0,2021-04-25 12:00:00,17
13.3,10.5, 124.0,83.0,2021-04-25 13:00:00,17
14.8,10.8, 135.0,76.0,2021-04-25 14:00:00,17
12.6,9.8, 100.0,81.0,2021-04-25 15:00:00,17
13.0,10.3, 111.0,81.0,2021-04-25 16:00:00,17
7.2,9.4, 79.0,86.0,2021-04-25 17:00:00,17
4.7,9.1, 67.0,91.0,2021-04-25 18:00:00,17
1.8,7.4, 265.0,96.0,2021-04-25 19:00:00,17
4.7,7.2, 218.0,99.0,2021-04-25 20:00:00,17
7.9,5.3, 318.0,99.0,2021-04-25 21:00:00,17
3.2,4.3, 268.0,100.0,2021-04-25 22:00:00,17
10.4,4.6, 319.0,100.0,2021-04-25 23:00:00,17
5.0,5.2, 315.0,100.0,2021-04-26 00:00:00,17
4.3,5.6, 300.0,100.0,2021-04-26 01:00:00,17
5.4,5.8, 312.0,100.0,2021-04-26 02:00:00,17
6.1,5.8, 302.0,100.0,2021-04-26 03:00:00,17
2.5,5.8, 320.0,100.0,2021-04-26 04:00:00,17
1.8,6.4, 275.0,100.0,2021-04-26 05:00:00,17
6.1,7.9, 307.0,99.0,2021-04-26 06:00:00,17
6.5,9.6, 309.0,85.0,2021-04-26 07:00:00,17
3.6,11.0, 321.0,77.0,2021-04-26 08:00:00,17
8.3,11.6, 71.0,75.0,2021-04-26 09:00:00,17
6.5,11.9, 63.0,73.0,2021-04-26 10:00:00,17
6.8,11.4, 226.0,75.0,2021-04-26 11:00:00,17
8.3,13.2, 121.0,67.0,2021-04-26 12:00:00,17
8.6,13.3, 43.0,63.0,2021-04-26 13:00:00,17
13.0,14.8, 75.0,56.0,2021-04-26 14:00:00,17
10.1,14.9, 132.0,53.0,2021-04-26 15:00:00,17
7.6,14.2, 62.0,54.0,2021-04-26 16:00:00,17
7.6,13.5, 93.0,54.0,2021-04-26 17:00:00,17
2.5,9.6, 141.0,83.0,2021-04-26 18:00:00,17
4.7,9.2, 253.0,93.0,2021-04-26 19:00:00,17
6.5,8.2, 300.0,98.0,2021-04-26 20:00:00,17
7.6,8.6, 299.0,99.0,2021-04-26 21:00:00,17
2.9,8.4, 295.0,98.0,2021-04-26 22:00:00,17
5.4,7.8, 278.0,98.0,2021-04-26 23:00:00,17
4.3,7.0, 331.0,99.0,2021-04-27 00:00:00,17
1.4,5.8, 239.0,99.0,2021-04-27 01:00:00,17
6.5,5.4, 228.0,100.0,2021-04-27 02:00:00,17
3.6,4.7, 300.0,100.0,2021-04-27 03:00:00,17
2.9,4.5, 284.0,100.0,2021-04-27 04:00:00,17
2.2,4.7, 304.0,100.0,2021-04-27 05:00:00,17
1.8,6.6, 295.0,100.0,2021-04-27 06:00:00,17
2.2,8.6, 117.0,91.0,2021-04-27 07:00:00,17
4.7,10.3, 108.0,83.0,2021-04-27 09:00:00,17
4.7,11.7, 135.0,74.0,2021-04-27 10:00:00,17
15.5,11.6, 103.0,75.0,2021-04-27 11:00:00,17
13.7,11.6, 119.0,75.0,2021-04-27 12:00:00,17
11.9,12.4, 111.0,70.0,2021-04-27 13:00:00,17
9.4,11.8, 90.0,78.0,2021-04-27 14:00:00,17
7.6,11.6, 332.0,84.0,2021-04-27 15:00:00,17
7.9,11.1, 304.0,93.0,2021-04-27 16:00:00,17
4.0,10.9, 18.0,92.0,2021-04-27 17:00:00,17
6.1,10.3, 310.0,95.0,2021-04-27 18:00:00,17
4.3,9.7, 338.0,96.0,2021-04-27 19:00:00,17
5.0,9.2, 335.0,97.0,2021-04-27 20:00:00,17
4.0,8.7, 290.0,98.0,2021-04-27 21:00:00,17
7.6,8.8, 326.0,99.0,2021-04-27 22:00:00,17
1.4,8.6, 19.0,99.0,2021-04-27 23:00:00,17
2.5,8.2, 208.0,99.0,2021-04-28 00:00:00,17
1.4,8.2, 296.0,100.0,2021-04-28 01:00:00,17
5.0,8.3, 296.0,100.0,2021-04-28 02:00:00,17
3.2,8.3, 297.0,100.0,2021-04-28 03:00:00,17
6.1,8.8, 68.0,99.0,2021-04-28 04:00:00,17
4.7,8.9, 115.0,96.0,2021-04-28 05:00:00,17
5.4,9.3, 52.0,94.0,2021-04-28 06:00:00,17
8.3,9.7, 95.0,91.0,2021-04-28 07:00:00,17
10.1,9.9, 115.0,94.0,2021-04-28 08:00:00,17
16.6,9.8, 117.0,95.0,2021-04-28 09:00:00,17
16.6,9.8, 107.0,92.0,2021-04-28 10:00:00,17
14.0,10.4, 97.0,93.0,2021-04-28 11:00:00,17
18.0,10.1, 112.0,94.0,2021-04-28 12:00:00,17
21.2,9.6, 120.0,94.0,2021-04-28 13:00:00,17
18.4,9.0, 117.0,97.0,2021-04-28 14:00:00,17
17.6,9.0, 116.0,97.0,2021-04-28 15:00:00,17
20.2,9.1, 112.0,97.0,2021-04-28 16:00:00,17
17.6,8.8, 116.0,97.0,2021-04-28 17:00:00,17
14.8,8.8, 109.0,97.0,2021-04-28 18:00:00,17
14.0,8.8, 110.0,97.0,2021-04-28 19:00:00,17
15.5,8.8, 117.0,98.0,2021-04-28 20:00:00,17
11.5,8.8, 115.0,99.0,2021-04-28 21:00:00,17
7.2,8.7, 101.0,99.0,2021-04-28 22:00:00,17
5.0,8.7, 113.0,99.0,2021-04-28 23:00:00,17
5.0,8.7, 107.0,100.0,2021-04-29 00:00:00,17
1.8,8.6, 247.0,100.0,2021-04-29 01:00:00,17
