air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
None, 2.7, None, None, 74.0, None, None, None, 0.0,2021-04-23 00:00:00,17
None, 2.8, None, None, 74.0, None, None, None, 0.0,2021-04-23 01:00:00,17
None, 2.6, None, None, 74.0, None, None, None, 0.0,2021-04-23 02:00:00,17
None, 3.0, None, None, 73.0, None, None, None, 0.0,2021-04-23 03:00:00,17
None, 2.1, None, None, 77.0, None, None, None, 0.0,2021-04-23 04:00:00,17
None, 2.4, None, None, 77.0, None, None, None, 0.0,2021-04-23 05:00:00,17
None, 4.5, None, None, 70.0, None, None, None, 0.0,2021-04-23 06:00:00,17
None, 7.1, None, None, 58.0, None, None, None, 0.0,2021-04-23 07:00:00,17
None, 6.8, None, None, 60.0, None, None, None, 0.0,2021-04-23 08:00:00,17
None, 8.0, None, None, 59.0, None, None, None, 0.0,2021-04-23 09:00:00,17
None, 7.5, None, None, 63.0, None, None, None, 0.0,2021-04-23 10:00:00,17
None, 8.8, None, None, 58.0, None, None, None, 0.0,2021-04-23 11:00:00,17
None, 9.0, None, None, 56.0, None, None, None, 0.0,2021-04-23 12:00:00,17
8.8, 8.9, 1.0, 58.0, 57.0, 0.0, 0.0, 206.0, 0.0,2021-04-23 13:00:00,17
9.0, 7.6, 0.7, 56.0, 66.0, 0.0, 0.0, 206.0, 0.0,2021-04-23 14:00:00,17
8.9, 4.8, 0.8, 57.0, 85.0, 0.0, 0.0, 206.0, 0.0,2021-04-23 15:00:00,17
None, 3.9, None, None, 94.0, None, None, None, 0.5,2021-04-23 16:00:00,17
None, 2.5, None, None, 97.0, None, None, None, 1.0,2021-04-23 17:00:00,17
None, 2.0, None, None, 100.0, None, None, None, 0.8,2021-04-23 18:00:00,17
2.5, 0.9, 2.1, 97.0, 100.0, 1.5, 1.0, 205.0, 0.8,2021-04-23 19:00:00,17
2.0, 0.8, 2.0, 100.0, 100.0, 2.3, 0.8, 205.0, 0.6,2021-04-23 20:00:00,17
0.9, 0.2, 0.9, 100.0, 100.0, 3.1, 0.8, 206.0, 0.4,2021-04-23 21:00:00,17
0.8, 0.1, 0.8, 100.0, 100.0, 3.7, 0.6, 205.0, 0.0,2021-04-23 22:00:00,17
0.2, 0.0, 0.2, 100.0, 100.0, 4.1, 0.4, 205.0, 0.0,2021-04-23 23:00:00,17
0.1, 0.0, 0.1, 100.0, 100.0, 4.1, 0.0, 205.0, 0.0,2021-04-24 00:00:00,17
0.0, 0.0, 0.0, 100.0, 100.0, 4.1, 0.0, 205.0, 0.0,2021-04-24 01:00:00,17
None, -0.1, None, None, 100.0, None, None, None, 0.0,2021-04-24 02:00:00,17
None, -0.1, None, None, 100.0, None, None, None, 0.0,2021-04-24 03:00:00,17
