CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 2.422,95.1, None, None, None, None,32.31, None,15.36,47.22, None, None, None, None, None, None, None, None, None,2016-10-07 00:00:00, None, 2.126,41
None, 2.442,95.5, None, None, None, None,28.45, None,14.2,55.8, None, None, None, None, None, None, None, None, None,2016-10-07 01:00:00, None, 2.529,41
None, 2.529,95.2, None, None, None, None,21.37, None,15.94,57.42, None, None, None, None, None, None, None, None, None,2016-10-07 02:00:00, None, 2.962,41
None, 2.65,94.6, None, None, None, None,24.66, None,10.8,52.64, None, None, None, None, None, None, None, None, None,2016-10-07 03:00:00, None, 3.493,41
None, 2.503,96.0, None, None, None, None,67.73, None,6.618,358.0, None, None, None, None, None, None, None, None, None,2016-10-07 04:00:00, None, 2.233,41
None, 2.432,96.9, None, None, None, None,54.71, None,4.859,243.2, None, None, None, None, None, None, None, None, None,2016-10-07 05:00:00, None, 1.523,41
None, 2.383,96.8, None, None, None, None,59.53, None,4.985,261.8, None, None, None, None, None, None, None, None, None,2016-10-07 06:00:00, None, 2.711,41
None, 2.319,97.4, None, None, None, None,18.83, None,7.86,223.0, None, None, None, None, None, None, None, None, None,2016-10-07 07:00:00, None, 2.447,41
None, 2.004,97.6, None, None, None, None,17.32, None,9.58,221.8, None, None, None, None, None, None, None, None, None,2016-10-07 08:00:00, None, 2.394,41
None, 2.177,97.7, None, None, None, None,17.01, None,8.87,221.9, None, None, None, None, None, None, None, None, None,2016-10-07 09:00:00, None, 1.9,41
None, 1.278,97.9, None, None, None, None,23.15, None,9.03,225.9, None, None, None, None, None, None, None, None, None,2016-10-07 10:00:00, None, 0.242,41
None, 0.291,98.2, None, None, None, None,21.94, None,11.26,224.6, None, None, None, None, None, None, None, None, None,2016-10-07 11:00:00, None, -0.008,41
None, 0.864,98.0, None, None, None, None,25.92, None,10.73,227.9, None, None, None, None, None, None, None, None, None,2016-10-07 13:00:00, None, -0.499,41
None, 0.947,98.1, None, None, None, None,20.41, None,9.42,226.2, None, None, None, None, None, None, None, None, None,2016-10-07 14:00:00, None, -0.404,41
None, 0.767,98.2, None, None, None, None,18.18, None,9.67,225.4, None, None, None, None, None, None, None, None, None,2016-10-07 15:00:00, None, 0.615,41
None, 0.597,98.2, None, None, None, None,20.99, None,9.35,227.1, None, None, None, None, None, None, None, None, None,2016-10-07 16:00:00, None, 0.473,41
None, 0.451,98.3, None, None, None, None,28.84, None,7.519,230.1, None, None, None, None, None, None, None, None, None,2016-10-07 17:00:00, None, 1.194,41
None, 0.354,98.4, None, None, None, None,26.41, None,6.323,228.9, None, None, None, None, None, None, None, None, None,2016-10-07 18:00:00, None, 0.526,41
