pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,8.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 00:00:00, None, None, None,41
None, None,8.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 01:00:00, None, None, None,41
None, None,8.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 02:00:00, None, None, None,41
None, None,8.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 03:00:00, None, None, None,41
None, None,9.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 04:00:00, None, None, None,41
None, None,9.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 05:00:00, None, None, None,41
None, None,9.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 06:00:00, None, None, None,41
None, None,9.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 08:00:00, None, None, None,41
None, None,9.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 09:00:00, None, None, None,41
None, None,9.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 10:00:00, None, None, None,41
None, None,9.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 11:00:00, None, None, None,41
None, None,10.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 12:00:00, None, None, None,41
None, None,10.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 13:00:00, None, None, None,41
None, None,10.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 14:00:00, None, None, None,41
None, None,10.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 15:00:00, None, None, None,41
None, None,8.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 16:00:00, None, None, None,41
None, None,7.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 17:00:00, None, None, None,41
None, None,7.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 18:00:00, None, None, None,41
None, None,7.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 19:00:00, None, None, None,41
None, None,7.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 20:00:00, None, None, None,41
None, None,7.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 21:00:00, None, None, None,41
None, None,7.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 22:00:00, None, None, None,41
None, None,7.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-07 23:00:00, None, None, None,41
None, None,6.875, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 00:00:00, None, None, None,41
None, None,6.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 01:00:00, None, None, None,41
None, None,6.649, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 02:00:00, None, None, None,41
None, None,6.563, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 03:00:00, None, None, None,41
None, None,6.403, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 04:00:00, None, None, None,41
None, None,6.383, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 05:00:00, None, None, None,41
None, None,6.298, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 06:00:00, None, None, None,41
None, None,6.354, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 07:00:00, None, None, None,41
None, None,6.306, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-10-08 08:00:00, None, None, None,41
