time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-08-05, 0.0,25.3,10.9,32
2016-08-06, 0.0,19.8,11.0,32
2016-08-07, 0.0,26.4,12.0,32
2016-08-08, 0.0,28.5,9.4,32
2016-08-09, 2.9,25.2,12.6,32
2016-08-10, 0.0,24.3,9.5,32
2016-08-11, 0.0,22.9,11.0,32
