TempC,time,RH,week_of_year
6.382,2022-09-17 00:00:00,98.2,38
5.437,2022-09-17 01:00:00,98.8,38
4.35,2022-09-17 02:00:00,99.1,38
2.93,2022-09-17 03:00:00,99.3,38
1.967,2022-09-17 04:00:00,99.4,38
1.153,2022-09-17 05:00:00,99.6,38
0.715,2022-09-17 06:00:00,99.8,38
2.903,2022-09-17 07:00:00,100.0,38
5.924,2022-09-17 08:00:00,100.0,38
7.569,2022-09-17 09:00:00,97.1,38
9.632,2022-09-17 10:00:00,87.4,38
10.418,2022-09-17 11:00:00,80.4,38
8.916,2022-09-17 12:00:00,83.0,38
7.87,2022-09-17 13:00:00,92.5,38
8.792,2022-09-17 14:00:00,94.9,38
8.668,2022-09-17 15:00:00,95.1,38
8.344,2022-09-17 16:00:00,95.1,38
8.618,2022-09-17 17:00:00,97.2,38
8.07,2022-09-17 18:00:00,97.6,38
7.544,2022-09-17 19:00:00,98.2,38
7.419,2022-09-17 20:00:00,98.8,38
7.368,2022-09-17 21:00:00,99.1,38
7.293,2022-09-17 22:00:00,99.4,38
7.293,2022-09-17 23:00:00,99.6,38
7.293,2022-09-18 00:00:00,99.6,38
7.142,2022-09-18 01:00:00,99.7,38
7.116,2022-09-18 02:00:00,99.8,38
6.889,2022-09-18 03:00:00,99.9,38
6.737,2022-09-18 04:00:00,100.0,38
6.535,2022-09-18 05:00:00,100.0,38
6.585,2022-09-18 06:00:00,100.0,38
7.091,2022-09-18 07:00:00,99.8,38
8.045,2022-09-18 08:00:00,97.6,38
9.682,2022-09-18 09:00:00,92.6,38
11.929,2022-09-18 10:00:00,86.6,38
11.443,2022-09-18 11:00:00,80.6,38
12.268,2022-09-18 12:00:00,78.0,38
12.098,2022-09-18 13:00:00,79.8,38
13.112,2022-09-18 14:00:00,80.1,38
14.002,2022-09-18 15:00:00,70.7,38
13.978,2022-09-18 16:00:00,74.5,38
12.268,2022-09-18 17:00:00,81.3,38
10.541,2022-09-18 18:00:00,89.4,38
9.213,2022-09-18 19:00:00,94.4,38
8.045,2022-09-18 20:00:00,95.3,38
5.514,2022-09-18 21:00:00,96.7,38
3.459,2022-09-18 22:00:00,97.5,38
3.195,2022-09-18 23:00:00,98.2,38
2.744,2022-09-19 00:00:00,98.8,38
3.142,2022-09-19 01:00:00,99.3,38
4.298,2022-09-19 02:00:00,99.6,38
4.869,2022-09-19 03:00:00,99.9,38
5.076,2022-09-19 04:00:00,100.0,38
4.428,2022-09-19 05:00:00,100.0,38
3.801,2022-09-19 06:00:00,100.0,38
4.168,2022-09-19 07:00:00,100.0,38
7.444,2022-09-19 08:00:00,99.9,38
9.903,2022-09-19 09:00:00,92.9,38
12.243,2022-09-19 10:00:00,84.5,38
13.546,2022-09-19 11:00:00,74.2,38
14.122,2022-09-19 12:00:00,64.0,38
14.481,2022-09-19 13:00:00,57.8,38
14.266,2022-09-19 14:00:00,52.6,38
13.666,2022-09-19 15:00:00,53.7,38
11.37,2022-09-19 16:00:00,57.1,38
9.163,2022-09-19 17:00:00,78.5,38
6.433,2022-09-19 18:00:00,90.3,38
4.063,2022-09-19 19:00:00,94.0,38
2.584,2022-09-19 20:00:00,95.8,38
1.371,2022-09-19 21:00:00,96.9,38
0.439,2022-09-19 22:00:00,97.5,38
-0.423,2022-09-19 23:00:00,98.0,38
-0.004,2022-09-20 00:00:00,98.4,38
-1.071,2022-09-20 01:00:00,98.6,38
-1.27,2022-09-20 02:00:00,98.9,38
-0.451,2022-09-20 03:00:00,99.2,38
-0.535,2022-09-20 04:00:00,99.2,38
-0.76,2022-09-20 05:00:00,99.3,38
-0.339,2022-09-20 06:00:00,99.4,38
2.047,2022-09-20 07:00:00,99.5,38
5.462,2022-09-20 08:00:00,94.0,38
8.295,2022-09-20 09:00:00,84.3,38
11.297,2022-09-20 10:00:00,72.1,38
13.69,2022-09-20 11:00:00,59.6,38
15.342,2022-09-20 12:00:00,52.2,38
16.296,2022-09-20 13:00:00,47.4,38
16.463,2022-09-20 14:00:00,45.4,38
15.7,2022-09-20 15:00:00,45.7,38
12.896,2022-09-20 16:00:00,54.2,38
10.247,2022-09-20 17:00:00,81.5,38
7.419,2022-09-20 18:00:00,89.2,38
5.308,2022-09-20 19:00:00,93.7,38
4.35,2022-09-20 20:00:00,95.6,38
3.643,2022-09-20 21:00:00,96.8,38
3.827,2022-09-20 22:00:00,97.4,38
3.406,2022-09-20 23:00:00,97.9,38
2.983,2022-09-21 00:00:00,98.1,38
1.913,2022-09-21 01:00:00,98.2,38
2.423,2022-09-21 02:00:00,98.6,38
1.126,2022-09-21 03:00:00,98.6,38
1.398,2022-09-21 04:00:00,98.6,38
0.88,2022-09-21 05:00:00,98.8,38
