pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,18.32, None, None, None, None, None, None, None, None, None, None,2017-08-13 00:00:00, None, None,33
None,16.84, None, None, None, None, None, None, None, None, None, None,2017-08-13 01:00:00, None, None,33
None,15.52, None, None, None, None, None, None, None, None, None, None,2017-08-13 02:00:00, None, None,33
None,15.68, None, None, None, None, None, None, None, None, None, None,2017-08-13 03:00:00, None, None,33
None,15.54, None, None, None, None, None, None, None, None, None, None,2017-08-13 04:00:00, None, None,33
None,16.12, None, None, None, None, None, None, None, None, None, None,2017-08-13 05:00:00, None, None,33
None,15.28, None, None, None, None, None, None, None, None, None, None,2017-08-13 06:00:00, None, None,33
None,14.22, None, None, None, None, None, None, None, None, None, None,2017-08-13 07:00:00, None, None,33
None,14.49, None, None, None, None, None, None, None, None, None, None,2017-08-13 08:00:00, None, None,33
None,14.81, None, None, None, None, None, None, None, None, None, None,2017-08-13 09:00:00, None, None,33
None,14.68, None, None, None, None, None, None, None, None, None, None,2017-08-13 10:00:00, None, None,33
None,15.16, None, None, None, None, None, None, None, None, None, None,2017-08-13 11:00:00, None, None,33
None,14.76, None, None, None, None, None, None, None, None, None, None,2017-08-13 12:00:00, None, None,33
None,16.81, None, None, None, None, None, None, None, None, None, None,2017-08-13 13:00:00, None, None,33
None,19.88, None, None, None, None, None, None, None, None, None, None,2017-08-13 14:00:00, None, None,33
None,19.49, None, None, None, None, None, None, None, None, None, None,2017-08-13 15:00:00, None, None,33
None,19.4, None, None, None, None, None, None, None, None, None, None,2017-08-13 16:00:00, None, None,33
None,18.2, None, None, None, None, None, None, None, None, None, None,2017-08-13 17:00:00, None, None,33
