pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 12.12, None, None,2017-08-13 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.35, None, None,2017-08-13 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.13, None, None,2017-08-13 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.98, None, None,2017-08-13 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.0, None, None,2017-08-13 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.73, None, None,2017-08-13 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.79, None, None,2017-08-13 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.85, None, None,2017-08-13 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 14.16, None, None,2017-08-13 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 15.02, None, None,2017-08-13 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 15.76, None, None,2017-08-13 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 15.47, None, None,2017-08-13 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 15.75, None, None,2017-08-13 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 14.78, None, None,2017-08-13 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 14.69, None, None,2017-08-13 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.78, None, None,2017-08-13 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.5, None, None,2017-08-13 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.1, None, None,2017-08-13 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.55, None, None,2017-08-13 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.3, None, None,2017-08-14 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.16, None, None,2017-08-14 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.88, None, None,2017-08-14 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.77, None, None,2017-08-14 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.58, None, None,2017-08-14 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.34, None, None,2017-08-14 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.16, None, None,2017-08-14 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.6, None, None,2017-08-14 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.64, None, None,2017-08-14 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.02, None, None,2017-08-14 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.16, None, None,2017-08-14 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.19, None, None,2017-08-14 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 13.05, None, None,2017-08-14 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 13.09, None, None,2017-08-14 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 15.07, None, None,2017-08-14 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 14.35, None, None,2017-08-14 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.91, None, None,2017-08-14 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.51, None, None,2017-08-14 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.01, None, None,2017-08-14 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.02, None, None,2017-08-14 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.05, None, None,2017-08-15 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 8.76, None, None,2017-08-15 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 8.77, None, None,2017-08-15 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 8.6, None, None,2017-08-15 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 8.57, None, None,2017-08-15 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 8.45, None, None,2017-08-15 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 8.69, None, None,2017-08-15 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.26, None, None,2017-08-15 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.36, None, None,2017-08-15 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.46, None, None,2017-08-15 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.93, None, None,2017-08-15 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.28, None, None,2017-08-15 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.58, None, None,2017-08-15 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.58, None, None,2017-08-15 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.0, None, None,2017-08-15 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.15, None, None,2017-08-15 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.12, None, None,2017-08-15 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.6, None, None,2017-08-15 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.66, None, None,2017-08-15 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.54, None, None,2017-08-15 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.36, None, None,2017-08-16 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.34, None, None,2017-08-16 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.12, None, None,2017-08-16 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.24, None, None,2017-08-16 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.22, None, None,2017-08-16 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.15, None, None,2017-08-16 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.04, None, None,2017-08-16 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.98, None, None,2017-08-16 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.29, None, None,2017-08-16 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.37, None, None,2017-08-16 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.35, None, None,2017-08-16 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 12.64, None, None,2017-08-16 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.93, None, None,2017-08-16 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.73, None, None,2017-08-16 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.24, None, None,2017-08-16 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.99, None, None,2017-08-16 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.64, None, None,2017-08-16 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.68, None, None,2017-08-16 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.61, None, None,2017-08-17 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.34, None, None,2017-08-17 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.42, None, None,2017-08-17 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.36, None, None,2017-08-17 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.17, None, None,2017-08-17 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.04, None, None,2017-08-17 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.05, None, None,2017-08-17 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.27, None, None,2017-08-17 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.49, None, None,2017-08-17 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.93, None, None,2017-08-17 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.11, None, None,2017-08-17 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.32, None, None,2017-08-17 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.38, None, None,2017-08-17 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.39, None, None,2017-08-17 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 11.09, None, None,2017-08-17 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.71, None, None,2017-08-17 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.2, None, None,2017-08-17 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.2, None, None,2017-08-17 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.38, None, None,2017-08-17 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.49, None, None,2017-08-17 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.31, None, None,2017-08-17 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 10.0, None, None,2017-08-17 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.84, None, None,2017-08-17 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
None, None, 9.5, None, None,2017-08-18 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,33
