WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
165.2, None,35.8, None,2021-03-12 00:00:00, None,11
171.6, None,36.9, None,2021-03-12 01:00:00, None,11
161.6, None,35.7, None,2021-03-12 02:00:00, None,11
169.4, None,37.3, None,2021-03-12 03:00:00, None,11
173.6, None,38.9, None,2021-03-12 04:00:00, None,11
177.0, None,39.3, None,2021-03-12 05:00:00, None,11
178.0, None,39.6, None,2021-03-12 06:00:00, None,11
177.7, None,40.0, None,2021-03-12 07:00:00, None,11
178.5, None,40.6, None,2021-03-12 08:00:00, None,11
177.6, None,40.7, None,2021-03-12 09:00:00, None,11
173.7, None,39.3, None,2021-03-12 10:00:00, None,11
174.7, None,37.7, None,2021-03-12 11:00:00, None,11
179.4, None,38.0, None,2021-03-12 12:00:00, None,11
176.1, None,35.6, None,2021-03-12 13:00:00, None,11
173.3, None,35.8, None,2021-03-12 14:00:00, None,11
174.7, None,35.4, None,2021-03-12 15:00:00, None,11
174.3, None,35.3, None,2021-03-12 16:00:00, None,11
175.1, None,36.6, None,2021-03-12 17:00:00, None,11
170.6, None,36.3, None,2021-03-12 18:00:00, None,11
167.0, None,36.9, None,2021-03-12 19:00:00, None,11
165.3, None,37.7, None,2021-03-12 20:00:00, None,11
168.1, None,39.8, None,2021-03-12 21:00:00, None,11
176.8, None,41.7, None,2021-03-12 22:00:00, None,11
183.6, None,40.6, None,2021-03-12 23:00:00, None,11
171.9, None,41.9, None,2021-03-13 00:00:00, None,11
161.3, None,42.8, None,2021-03-13 01:00:00, None,11
162.4, None,44.0, None,2021-03-13 02:00:00, None,11
161.1, None,44.8, None,2021-03-13 03:00:00, None,11
160.3, None,45.2, None,2021-03-13 04:00:00, None,11
161.5, None,46.0, None,2021-03-13 05:00:00, None,11
164.4, None,46.1, None,2021-03-13 06:00:00, None,11
169.9, None,47.9, None,2021-03-13 07:00:00, None,11
167.2, None,48.4, None,2021-03-13 08:00:00, None,11
163.1, None,47.2, None,2021-03-13 09:00:00, None,11
164.7, None,45.8, None,2021-03-13 10:00:00, None,11
165.8, None,44.4, None,2021-03-13 11:00:00, None,11
160.4, None,44.3, None,2021-03-13 12:00:00, None,11
163.7, None,45.2, None,2021-03-13 13:00:00, None,11
160.0, None,44.4, None,2021-03-13 14:00:00, None,11
158.1, None,43.8, None,2021-03-13 15:00:00, None,11
161.7, None,41.5, None,2021-03-13 16:00:00, None,11
163.6, None,38.6, None,2021-03-13 17:00:00, None,11
167.0, None,38.9, None,2021-03-13 18:00:00, None,11
166.7, None,40.2, None,2021-03-13 19:00:00, None,11
160.6, None,36.8, None,2021-03-13 20:00:00, None,11
158.5, None,34.5, None,2021-03-13 21:00:00, None,11
156.5, None,33.6, None,2021-03-13 22:00:00, None,11
154.8, None,33.6, None,2021-03-13 23:00:00, None,11
169.3, None,32.9, None,2021-03-14 00:00:00, None,11
167.4, None,32.1, None,2021-03-14 01:00:00, None,11
156.3, None,32.5, None,2021-03-14 03:00:00, None,11
155.6, None,33.9, None,2021-03-14 04:00:00, None,11
163.5, None,34.3, None,2021-03-14 05:00:00, None,11
160.9, None,35.3, None,2021-03-14 06:00:00, None,11
161.9, None,35.2, None,2021-03-14 07:00:00, None,11
162.7, None,36.0, None,2021-03-14 08:00:00, None,11
169.0, None,36.3, None,2021-03-14 09:00:00, None,11
170.3, None,33.1, None,2021-03-14 10:00:00, None,11
172.8, None,30.9, None,2021-03-14 11:00:00, None,11
176.6, None,29.6, None,2021-03-14 12:00:00, None,11
178.3, None,29.7, None,2021-03-14 13:00:00, None,11
296.7, None,60.2, None,2021-03-14 14:00:00, None,11
308.6, None,82.8, None,2021-03-14 15:00:00, None,11
333.3, None,87.5, None,2021-03-14 16:00:00, None,11
359.1, None,91.2, None,2021-03-14 17:00:00, None,11
191.6, None,90.4, None,2021-03-14 18:00:00, None,11
214.4, None,91.0, None,2021-03-14 19:00:00, None,11
214.3, None,88.8, None,2021-03-14 20:00:00, None,11
151.1, None,85.9, None,2021-03-14 21:00:00, None,11
188.5, None,85.5, None,2021-03-14 22:00:00, None,11
259.6, None,76.5, None,2021-03-14 23:00:00, None,11
260.9, None,70.1, None,2021-03-15 00:00:00, None,11
263.8, None,66.5, None,2021-03-15 01:00:00, None,11
147.3, None,71.6, None,2021-03-15 02:00:00, None,11
144.1, None,80.7, None,2021-03-15 03:00:00, None,11
127.0, None,82.3, None,2021-03-15 04:00:00, None,11
150.0, None,85.3, None,2021-03-15 05:00:00, None,11
144.7, None,86.3, None,2021-03-15 06:00:00, None,11
143.1, None,85.0, None,2021-03-15 07:00:00, None,11
155.1, None,81.4, None,2021-03-15 08:00:00, None,11
160.4, None,71.3, None,2021-03-15 09:00:00, None,11
154.1, None,63.8, None,2021-03-15 10:00:00, None,11
152.9, None,59.6, None,2021-03-15 11:00:00, None,11
152.3, None,58.0, None,2021-03-15 12:00:00, None,11
154.2, None,53.7, None,2021-03-15 13:00:00, None,11
154.8, None,49.6, None,2021-03-15 14:00:00, None,11
159.4, None,49.8, None,2021-03-15 15:00:00, None,11
173.8, None,48.4, None,2021-03-15 16:00:00, None,11
168.7, None,47.1, None,2021-03-15 17:00:00, None,11
161.7, None,48.3, None,2021-03-15 18:00:00, None,11
146.9, None,54.4, None,2021-03-15 19:00:00, None,11
157.8, None,59.3, None,2021-03-15 20:00:00, None,11
151.9, None,58.2, None,2021-03-15 21:00:00, None,11
152.1, None,56.9, None,2021-03-15 22:00:00, None,11
