CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -12.4, None, None,2016-01-01 00:00:00, None, None,17.06, 16.71,17.87, None, None, None, None, None, 61.96,1
None, -13.34, None, None,2016-01-01 01:00:00, None, None,15.99, 18.44,20.09, None, None, None, None, None, 61.97,1
None, -13.34, None, None,2016-01-01 02:00:00, None, None,22.18, 16.33,17.25, None, None, None, None, None, 61.68,1
None, -12.92, None, None,2016-01-01 03:00:00, None, None,21.27, 16.38,14.22, None, None, None, None, None, 62.07,1
None, -13.79, None, None,2016-01-01 04:00:00, None, None,17.86, 17.36,15.92, None, None, None, None, None, 61.91,1
None, -14.07, None, None,2016-01-01 05:00:00, None, None,11.73, 17.23,21.74, None, None, None, None, None, 62.15,1
None, -14.13, None, None,2016-01-01 06:00:00, None, None,10.81, 17.9,23.72, None, None, None, None, None, 62.03,1
None, -14.07, None, None,2016-01-01 07:00:00, None, None,9.87, 20.41,28.34, None, None, None, None, None, 61.79,1
None, -14.2, None, None,2016-01-01 08:00:00, None, None,20.42, 14.77,20.31, None, None, None, None, None, 61.92,1
None, -14.48, None, None,2016-01-01 09:00:00, None, None,21.51, 14.41,18.76, None, None, None, None, None, 61.75,1
None, -13.8, None, None,2016-01-01 10:00:00, None, None,24.85, 13.65,23.06, None, None, None, None, None, 61.62,1
None, -12.88, None, None,2016-01-01 11:00:00, None, None,19.34, 20.15,19.71, None, None, None, None, None, 61.37,1
None, -9.32, None, None,2016-01-01 12:00:00, None, None,18.21, 19.32,19.22, None, None, None, None, None, 60.89,1
None, -10.69, None, None,2016-01-01 13:00:00, None, None,20.97, 20.59,22.02, None, None, None, None, None, 61.54,1
None, -10.37, None, None,2016-01-01 14:00:00, None, None,23.84, 18.94,17.5, None, None, None, None, None, 61.81,1
None, -10.48, None, None,2016-01-01 15:00:00, None, None,20.3, 20.18,20.36, None, None, None, None, None, 61.88,1
None, -11.94, None, None,2016-01-01 16:00:00, None, None,18.34, 18.07,14.35, None, None, None, None, None, 61.9,1
None, -11.65, None, None,2016-01-01 17:00:00, None, None,17.78, 18.54,15.63, None, None, None, None, None, 61.77,1
None, -11.51, None, None,2016-01-01 18:00:00, None, None,20.51, 20.39,21.16, None, None, None, None, None, 61.68,1
None, -11.56, None, None,2016-01-01 19:00:00, None, None,21.98, 19.98,19.26, None, None, None, None, None, 61.58,1
None, -12.07, None, None,2016-01-01 20:00:00, None, None,22.07, 21.89,22.71, None, None, None, None, None, 61.4,1
None, -12.73, None, None,2016-01-01 21:00:00, None, None,18.95, 22.71,21.18, None, None, None, None, None, 61.26,1
None, -14.17, None, None,2016-01-01 22:00:00, None, None,19.76, 20.63,19.22, None, None, None, None, None, 61.21,1
None, -14.02, None, None,2016-01-01 23:00:00, None, None,20.13, 20.72,20.7, None, None, None, None, None, 61.02,1
None, -12.75, None, None,2016-01-02 00:00:00, None, None,19.17, 21.51,22.06, None, None, None, None, None, 60.9,1
None, -12.3, None, None,2016-01-02 01:00:00, None, None,19.24, 24.29,23.53, None, None, None, None, None, 60.94,1
None, -12.33, None, None,2016-01-02 02:00:00, None, None,21.77, 19.43,20.27, None, None, None, None, None, 60.88,1
None, -13.17, None, None,2016-01-02 03:00:00, None, None,20.45, 23.28,22.65, None, None, None, None, None, 60.65,1
None, -14.81, None, None,2016-01-02 04:00:00, None, None,19.2, 19.75,15.14, None, None, None, None, None, 60.62,1
None, -13.45, None, None,2016-01-02 05:00:00, None, None,20.25, 21.29,22.5, None, None, None, None, None, 60.25,1
None, -14.2, None, None,2016-01-02 06:00:00, None, None,20.3, 21.83,19.26, None, None, None, None, None, 60.32,1
None, -14.75, None, None,2016-01-02 07:00:00, None, None,19.89, 20.88,24.33, None, None, None, None, None, 60.53,1
None, -14.26, None, None,2016-01-02 08:00:00, None, None,20.71, 17.5,20.67, None, None, None, None, None, 60.32,1
None, -13.96, None, None,2016-01-02 09:00:00, None, None,19.42, 19.09,20.39, None, None, None, None, None, 60.06,1
None, -13.18, None, None,2016-01-02 10:00:00, None, None,21.86, 17.75,21.75, None, None, None, None, None, 60.17,1
None, -14.0, None, None,2016-01-02 11:00:00, None, None,22.22, 20.2,24.49, None, None, None, None, None, 59.72,1
None, -12.2, None, None,2016-01-02 12:00:00, None, None,22.08, 16.47,15.91, None, None, None, None, None, 59.61,1
None, -12.08, None, None,2016-01-02 13:00:00, None, None,18.21, 19.34,19.65, None, None, None, None, None, 59.63,1
None, -10.46, None, None,2016-01-02 14:00:00, None, None,19.92, 19.13,20.63, None, None, None, None, None, 60.02,1
None, -10.27, None, None,2016-01-02 15:00:00, None, None,18.12, 20.35,20.16, None, None, None, None, None, 59.98,1
None, -12.63, None, None,2016-01-02 16:00:00, None, None,31.9, 15.29,9.29, None, None, None, None, None, 60.02,1
None, -13.61, None, None,2016-01-02 17:00:00, None, None,20.35, 19.22,22.02, None, None, None, None, None, 57.91,1
None, -13.79, None, None,2016-01-02 18:00:00, None, None,20.75, 17.26,20.71, None, None, None, None, None, 57.23,1
None, -13.2, None, None,2016-01-02 19:00:00, None, None,22.45, 15.84,22.65, None, None, None, None, None, 57.04,1
None, -13.59, None, None,2016-01-02 20:00:00, None, None,20.1, 18.58,25.97, None, None, None, None, None, 57.12,1
None, -14.29, None, None,2016-01-02 21:00:00, None, None,23.79, 15.19,13.39, None, None, None, None, None, 57.46,1
None, -13.66, None, None,2016-01-02 22:00:00, None, None,23.02, 14.17,15.74, None, None, None, None, None, 57.97,1
None, -11.6, None, None,2016-01-02 23:00:00, None, None,28.25, 12.34,19.09, None, None, None, None, None, 57.94,1
None, -10.19, None, None,2016-01-03 00:00:00, None, None,30.97, 11.69,6.318, None, None, None, None, None, 57.88,1
None, -11.75, None, None,2016-01-03 01:00:00, None, None,13.93, 16.0,38.92, None, None, None, None, None, 58.4,1
None, -11.42, None, None,2016-01-03 02:00:00, None, None,27.67, 11.56,30.46, None, None, None, None, None, 58.65,1
None, -13.96, None, None,2016-01-03 03:00:00, None, None,16.87, 18.25,37.54, None, None, None, None, None, 58.31,1
None, -13.55, None, None,2016-01-03 04:00:00, None, None,16.33, 18.84,23.65, None, None, None, None, None, 58.43,1
None, -15.39, None, None,2016-01-03 05:00:00, None, None,18.15, 16.26,24.07, None, None, None, None, None, 58.25,1
None, -14.93, None, None,2016-01-03 06:00:00, None, None,11.44, 18.71,27.46, None, None, None, None, None, 58.12,1
None, -12.96, None, None,2016-01-03 07:00:00, None, None,13.87, 18.92,31.71, None, None, None, None, None, 58.09,1
None, -14.52, None, None,2016-01-03 08:00:00, None, None,19.17, 20.91,26.43, None, None, None, None, None, 58.41,1
